##IBS_Distance_Matrix.AverageTotalSites=51249.59358974359
##IBS_Distance_Matrix.NumAlleles=3
##IBS_Distance_Matrix.TrueIBS=false
##Matrix_Type=IBS_Distance_Matrix
40
HFg01	0.0	0.30569887	0.31579763	0.30951717	0.31006956	0.31225947	0.33418962	0.33794633	0.31740868	0.30784124	0.31164238	0.32713154	0.310688	0.35092768	0.31982458	0.30909905	0.31384268	0.3097993	0.31943807	0.3088121	0.3117183	0.32423308	0.322014	0.32769266	0.31554282	0.3405934	0.31788683	0.44387546	0.3303195	0.32031173	0.30413187	0.31382167	0.3086033	0.31032085	0.31317878	0.30552718	0.32817852	0.32032356	0.31207183	0.31185603
HFg02	0.30569887	0.0	0.3163939	0.30277923	0.31002665	0.30793864	0.3378648	0.3376397	0.31304756	0.30377132	0.30680045	0.32468584	0.3097661	0.3537528	0.3117206	0.30741397	0.30841273	0.30539006	0.3195305	0.29961896	0.3143594	0.32352555	0.31830195	0.32635266	0.3125606	0.34257522	0.31540665	0.44813105	0.33150092	0.3164557	0.30109146	0.3115015	0.3040023	0.30881912	0.3098822	0.30299535	0.32870343	0.31843945	0.30652604	0.31012398
HFg07	0.31579763	0.3163939	0.0	0.31650054	0.32084498	0.31894127	0.34063765	0.343107	0.32440066	0.3160505	0.3197565	0.33432004	0.32087138	0.3546318	0.32413986	0.31826654	0.31652156	0.3200392	0.32684276	0.3139724	0.31958553	0.32928953	0.3225288	0.33129466	0.31913385	0.34292623	0.31995848	0.44096228	0.3338465	0.32434696	0.3087159	0.3144206	0.3107991	0.31709254	0.31679246	0.30707148	0.33203053	0.3240885	0.3159932	0.31321758
HFg08	0.30951717	0.30277923	0.31650054	0.0	0.3146646	0.3126757	0.33959347	0.34080148	0.3152482	0.30686718	0.31486335	0.32856172	0.30955055	0.35575807	0.31940314	0.31186202	0.31370324	0.31360918	0.32211253	0.3080102	0.3154389	0.32263455	0.3207262	0.3285131	0.31755462	0.34519207	0.3196763	0.4465743	0.33519575	0.32123277	0.30541947	0.31472838	0.311023	0.3128905	0.31394354	0.30678946	0.3310154	0.3208984	0.31366244	0.31173256
HFg09	0.31006956	0.31002665	0.32084498	0.3146646	0.0	0.32012445	0.33684385	0.3407423	0.31941107	0.31323516	0.31356934	0.3287204	0.3105811	0.35334715	0.3199969	0.31469366	0.31690797	0.31620264	0.32290483	0.31318635	0.3168588	0.3270777	0.3231917	0.32767168	0.31440684	0.33858252	0.32068664	0.440525	0.33147183	0.32354158	0.30563995	0.31338623	0.30923128	0.3144899	0.3142838	0.30457836	0.32925877	0.31989628	0.31546724	0.31267676
HFg14	0.31225947	0.30793864	0.31894127	0.3126757	0.32012445	0.0	0.33950856	0.34307387	0.31872478	0.3095621	0.31567925	0.32434204	0.31180856	0.35582054	0.32374182	0.31164724	0.3142655	0.31369177	0.3238957	0.3118331	0.32142213	0.32953617	0.32372096	0.3303268	0.3181619	0.345102	0.32111603	0.44290107	0.33426148	0.32250154	0.3081669	0.31694716	0.31432045	0.31783012	0.3179588	0.30809706	0.33002698	0.32357368	0.31552988	0.31539318
HFg24	0.33418962	0.3378648	0.34063765	0.33959347	0.33684385	0.33950856	0.0	0.3536856	0.33970684	0.3375708	0.3377049	0.34753385	0.3378847	0.36383945	0.34046176	0.33699745	0.33940488	0.33668998	0.34343576	0.33380324	0.32538307	0.33139506	0.33323497	0.33882686	0.33260104	0.35056144	0.33132055	0.44440675	0.34397587	0.33630806	0.32349896	0.32679266	0.32535395	0.32808134	0.3281091	0.32314542	0.3432089	0.3345553	0.32710412	0.32750306
HFg25	0.33794633	0.3376397	0.343107	0.34080148	0.3407423	0.34307387	0.3536856	0.0	0.33827865	0.3370383	0.3400067	0.34817633	0.3388374	0.3641112	0.34236556	0.33673954	0.33969337	0.33985683	0.34285715	0.33714145	0.33257616	0.34078214	0.33451667	0.34147808	0.3322889	0.3522076	0.33361793	0.44252098	0.34051698	0.3356018	0.32123497	0.3286616	0.3252794	0.32659635	0.3272874	0.3198088	0.3344325	0.33387598	0.32683125	0.32835636
HFg28	0.31740868	0.31304756	0.32440066	0.3152482	0.31941107	0.31872478	0.33970684	0.33827865	0.0	0.31254968	0.31726623	0.32983	0.32056326	0.35402238	0.3243786	0.3179884	0.31777903	0.32043484	0.32554156	0.31838214	0.3206255	0.33110842	0.3251238	0.33318135	0.32051334	0.34285715	0.32352692	0.44046223	0.3338479	0.32827777	0.3116274	0.31636333	0.3123944	0.31244722	0.31805876	0.3064314	0.33048618	0.32476267	0.31915548	0.31521302
HFg29	0.30784124	0.30377132	0.3160505	0.30686718	0.31323516	0.3095621	0.3375708	0.3370383	0.31254968	0.0	0.31189597	0.32680327	0.31365323	0.35218436	0.31669885	0.31035495	0.308319	0.30828348	0.31766996	0.30575034	0.31503135	0.32684898	0.3188197	0.32601768	0.31529927	0.34246626	0.3170965	0.44364414	0.3332239	0.32225683	0.305034	0.31098914	0.30780363	0.3112134	0.31218588	0.30421	0.32987136	0.32087985	0.31040043	0.31239748
HFg30	0.31164238	0.30680045	0.3197565	0.31486335	0.31356934	0.31567925	0.3377049	0.3400067	0.31726623	0.31189597	0.0	0.32778525	0.31601095	0.35262215	0.3202589	0.31455192	0.31409723	0.31407872	0.3221313	0.30901825	0.31682682	0.32753572	0.32200035	0.32986575	0.319278	0.34314388	0.3204925	0.44060466	0.33226648	0.32338375	0.3070813	0.31376097	0.31192777	0.31197938	0.31317088	0.30476683	0.32804725	0.31977677	0.31428263	0.31301218
HFg32	0.32713154	0.32468584	0.33432004	0.32856172	0.3287204	0.32434204	0.34753385	0.34817633	0.32983	0.32680327	0.32778525	0.0	0.32743257	0.3609763	0.33192998	0.32664764	0.3299379	0.32700056	0.33552048	0.32583636	0.33066437	0.33935136	0.3346124	0.34051445	0.3319402	0.35353655	0.33100188	0.44342643	0.3449309	0.33613026	0.32104525	0.3282708	0.32588935	0.3286748	0.3303796	0.32227755	0.34155717	0.33291706	0.32724744	0.32578182
HFg36	0.310688	0.3097661	0.32087138	0.30955055	0.3105811	0.31180856	0.3378847	0.3388374	0.32056326	0.31365323	0.31601095	0.32743257	0.0	0.35298795	0.31738913	0.30915964	0.31461886	0.3119734	0.32430828	0.30893457	0.31863812	0.32705373	0.320913	0.3288446	0.3181818	0.34295562	0.3181781	0.44203588	0.3337225	0.32233378	0.30549726	0.31303602	0.3100787	0.31499732	0.31450996	0.3065122	0.32996187	0.32248697	0.31351882	0.31366065
