sample,ME_blue,ME_turquoise,ME_grey60,ME_salmon,ME_lightgreen,ME_skyblue,ME_green,ME_greenyellow,ME_orange,ME_white,ME_purple,ME_saddlebrown,ME_lightcyan,ME_magenta,ME_cyan,ME_darkgrey,ME_darkorange,ME_darkturquoise,ME_darkred,ME_pink,ME_yellow,ME_black,ME_tan,ME_darkgreen,ME_brown,ME_lightyellow,ME_midnightblue,ME_royalblue,ME_grey,SITE,YEAR,TREE_ID,RGR,growth,Site,Year,Season
S192Fg02,-0.2222875627235911,-0.19401725731830388,-0.31077347412376183,-0.13954175634194732,-0.028382198096511727,-0.19872775185034114,0.828665867210508,0.29982322750036255,0.048302685302708724,-0.19640389625766674,0.2801127593025417,0.3166038036874493,0.18217273340233078,0.24199889929392798,0.04069705827404051,0.11676045148206977,0.0036832473639566194,-0.22476868541984157,-0.310635554259893,-0.11063348983635375,-0.5740766828030391,-0.3367982439686199,-0.253070816043455,-0.21686920788712424,-0.12350327544638517,0.04599952265632305,-0.21477719699138284,-0.36648589696677025,0.25577386912844496,SERC,2019,130632,1.40324e-4,0.00308855,SERC,2019,Summer
S192Fg03,-0.015693711261878227,-0.0036415284368238217,-0.16954538711132164,-0.003033230929201043,-0.03982520926274071,-0.08884466207719871,0.2752721131850562,0.5047658309939425,0.9307114306084997,-0.12494230403608182,0.1447410689173539,0.2824914968890956,-0.10443106336661762,0.07157889445301342,0.02723560139344043,0.49901591066389706,0.35348011654070083,-0.01261990829645311,0.06725142499754995,-0.05056758489681645,0.058457169091005234,0.049105869208724125,-0.040334146205531295,-0.11893732052814929,-0.09098687891271756,0.3004188192067999,-0.11038964917983986,-0.059694364060497246,0.04388887053660205,SERC,2019,140981,0.030206727,0.29355916,SERC,2019,Summer
S192Fg04,0.8903428346937343,0.7339289313646913,0.4215787849172202,-0.2068950285739541,-0.1477801719174553,-0.2575724763135373,-0.2970118264349468,0.10378290337764262,-0.21801615815793735,-0.1960365375718167,-0.6920937613694434,-0.4759100698729498,-0.7152341516932046,-0.7233756156506483,-0.8600244007698967,-0.5587883999108237,-0.6524561424885496,-0.3405677899680436,-0.33712751977866334,-0.25954355694498404,-0.5782710674855189,-0.35142621160108223,-0.28609584295610935,-0.09223844403659619,-0.23231424385443128,-0.398998508621452,-0.3104231578998511,-0.347189782475515,0.3667346835886135,SERC,2019,142546,0.022182021,0.23876165,SERC,2019,Summer
S192Fg05,0.0613644477457926,0.08453723108250308,0.3117055216747192,-0.024479380753064054,0.025183458451594087,-0.04021950949784704,-0.09354894009734131,-0.037867415256700086,0.0422459110710214,0.11096054173399923,-0.004227458849934761,-0.1470413626234194,0.11404052344387153,0.13774770385034288,0.08510753106595047,-0.0904130773830444,-0.08861325937769117,0.05356718331483272,0.07953721239203783,0.16862951207649826,0.16529938242773448,0.1601603808604261,0.09082213950407808,0.8844328727939235,0.06466550968558246,0.0690480157827956,0.15572856156207318,-0.07140459723909505,0.11138161854528915,SERC,2019,150147,0.013567589,0.38023786,SERC,2019,Summer
S192Fg06,-0.24515058806020915,0.48178309292963417,-0.0840695756064069,-0.01257703108007909,-0.09251422022529707,-0.14762753790616265,-0.17705480863846437,-0.2203847419083487,-0.05298320987497979,-0.012976836799902578,0.06327493552565591,0.505633404326489,0.348560635114767,0.3016183484826943,-0.3663231585401498,-0.23768226148101543,0.2369654771241492,0.5903302327013267,0.7133147919761165,0.782671213041012,0.156429071739555,0.46192880671332015,0.7227449912875773,0.08056795150511788,-0.07394070358322796,-0.14397934479470414,-0.21994931128064582,-0.26900713392605285,0.2552810421852341,SERC,2019,160234,0.03919128,0.308105115,SERC,2019,Summer
S192Fg07,0.023439576347736402,0.01672055520588215,0.41645653398639054,0.4989881667427272,-0.10804423989898455,-0.10590582826849639,-0.15301096221422475,0.1137349763565072,0.08068138885860675,-0.03885904566957155,0.13384193483900125,0.05739051389595656,0.04665102877189008,0.106629733660451,0.058924228005597,9.018818445787425e-5,0.07120125095971645,-0.005510830077190928,-0.0028596625218690313,-0.038145152805011295,0.15316982426533485,0.04769326383317777,0.0011660030102338896,-0.025455655745530457,0.058968403943858556,0.1589764351815411,0.21412429755470194,-0.062179892621681596,0.1290514088076566,SERC,2019,43245,0.018639347,0.41609424,SERC,2019,Summer
S192Fg08,0.01507399757935614,-0.003991760290105885,0.4793455227054061,0.7584131665091521,-0.019638176641850285,0.035781127956733695,-0.1374185373672737,0.22664698648177062,-0.05209072882463508,0.0660809887328578,0.13438982945562292,0.23852102613178985,-0.27129758401476556,0.16254185173982302,0.1040818031447503,0.20286987078694457,0.2525668700914505,-0.12744591281616985,0.10383879656640668,-0.11527138851236596,0.2676000518826154,-0.2514950467991289,0.13460860936103658,-0.13359562525139532,-0.07931003823799877,-0.10764511529429314,-0.10554293758253756,0.021748892708364106,0.1333147391310004,SERC,2019,43247,4.55072e-4,0.002918907,SERC,2019,Summer
S192Fg10,-0.10171044831130245,-0.07543749394927525,-5.891553256119315e-4,-0.07473272464667327,0.9518242753443745,0.12209159881857456,-0.11569910299091223,-0.2682950659770738,-0.04907164951752899,0.01456177558755684,0.06696444215052279,-0.07284318663383636,-0.14571644988604449,0.02152872119336609,0.13664922084314107,-0.1727841401011531,-0.17829376192066068,0.10017953990347887,0.04095015487159898,0.08283543163375356,0.08442869845420464,-0.018145603425549838,-0.07237626171351856,-0.048063631898819674,-0.14390436006169266,-0.21427240936852987,-0.07470807336061956,-0.08962211025057232,-0.0457157435389145,SERC,2019,43420,0.001540787,0.13506485,SERC,2019,Summer
S192Fg20,-0.03291461123004181,-0.00855715697396962,-0.023993434596870443,0.03428392345307614,0.02092864553885598,-0.03188916852142111,0.06866544843614708,0.09302573514831289,-0.0476037284456239,-0.024098694938119294,0.1445894201860296,0.1928124264989442,0.1279911761556044,0.1228774006128076,0.09287209862546905,0.0765112428516817,0.07534364863082978,0.1711138660845359,0.03227462551457344,0.23069970234822412,0.14395654434717928,0.07404573029647527,0.024434486467466043,-0.10774055002415339,0.058491417177656005,0.09556787080056428,-0.04677436067446977,-0.0635596343740467,0.11938893782267715,SERC,2019,40756,0.001624648,0.12353815,SERC,2019,Summer
S192Fg23,-0.16574997497873933,-0.1699532422308391,-0.22425886713061144,-0.14352148662580222,-0.0645567141246331,-0.00774993408613095,-0.027280567659923285,-0.1976064719810037,-0.06498686754979659,-0.05604865296585022,0.10858908288861616,-0.15029388608762018,-0.0940906472453271,-0.11131143093364919,-0.03691213218053054,-0.013256777884671118,-0.3749283215187105,-0.08339061524831379,-0.04523054032075737,-0.023250618722931493,-0.09973470693518556,-0.14128173554495085,-0.07572782915407407,-0.004410121504015899,-0.20000745135544268,-0.278465469730242,-0.1106090861494126,-0.12578761181692508,-0.4780853748270718,SERC,2019,41628,0.004381804,0.16399262,SERC,2019,Summer
