sample,ME_darkorange,ME_cyan,ME_tan,ME_pink,ME_magenta,ME_violet,ME_lightyellow,ME_mediumpurple3,ME_darkturquoise,ME_darkgreen,ME_darkmagenta,ME_lightsteelblue1,ME_midnightblue,ME_ivory,ME_royalblue,ME_skyblue3,ME_grey60,ME_maroon,ME_white,ME_plum2,ME_purple,ME_salmon4,ME_red,ME_lightcyan,ME_lightgreen,ME_orangered4,ME_brown,ME_darkslateblue,ME_saddlebrown,ME_thistle1,ME_darkgrey,ME_black,ME_paleturquoise,ME_salmon,ME_lightcyan1,ME_steelblue,ME_floralwhite,ME_palevioletred3,ME_thistle2,ME_sienna3,ME_greenyellow,ME_turquoise,ME_orange,ME_plum1,ME_darkolivegreen,ME_navajowhite2,ME_bisque4,ME_brown4,ME_yellowgreen,ME_skyblue,ME_darkred,ME_blue,ME_darkorange2,SITE,YEAR,TREE_ID,RGR,growth,Site,Year,Season
S201Fg02,0.17086662943696926,-0.21850204923239322,0.30746284158451076,0.4273675867227926,0.17930957015651633,0.3651860024302189,-0.12363263898018698,0.22365390737588806,0.4887297712279579,-0.04917405522458904,0.11528282348425092,0.20746315405393784,-0.369495291921319,-0.20895970191316712,-0.15840050008135126,-0.1866214114192609,0.18487981888023633,0.35080377578762956,0.08868010913986554,0.44288669235375105,0.8728622427336458,-0.06562934815340055,-0.12535387269944165,0.4602564962103036,0.47347653369890486,0.15059436099223503,-0.01667480650496904,-0.12040765449892599,0.10414976236501172,-0.3437869514861345,0.17544296527197487,0.2170875901457765,0.18152386948208302,0.17856503739407087,0.42137159948259295,0.4875089915206097,0.2796918946409123,0.17669294217181059,0.022218567968025404,-0.026070373864908968,-0.01146481847908977,-0.021077222662586992,-0.034120524849342346,-0.22698601495841117,0.2870227251208126,-0.015239863577173452,-0.5079923078490169,-0.11149641135022965,-0.17272011695543776,0.22542866877480153,0.05581356112928546,0.27657373014489967,0.2285033608484347,SERC,2020,130632,1.38216e-4,0.00304366,SERC,2020,Spring
S201Fg04,-0.08041505829810593,-0.0755985158529704,0.4553449816897362,-0.29175182810016737,0.14447982280468605,0.2530092708780534,-0.07221754921546447,-0.025529158550821544,-0.12132865969832625,-0.13261180737301245,-0.3973686739895931,-0.015401558360066056,-0.3426083646483544,-0.14659677845857863,-0.06285964401216905,-0.04586418399763236,-0.4209981301329589,-0.642730731774792,-0.806302189815203,-0.16145967728776484,-0.055688776880712415,0.0324379850704815,0.03804920592571406,-0.2480970051087473,0.26913112744368844,0.041114150302180616,-0.0026363578761687146,-0.1321735989869353,-0.0994921420399381,-0.08975320731052891,-0.2781787664954611,-0.18607371340075549,0.17722268554178364,-0.10827650942724107,0.08532860803802611,-0.14181860364616314,0.13029557882741974,0.15193951989687543,-0.13866985709482324,0.01812841865598316,0.04081544967374102,-0.19652589024031786,-0.11282914932537103,0.5560535104153155,0.2747685387879577,-0.02375737513271637,0.22520052705636912,0.6018102818536767,-0.005854281030308009,0.1997552605820196,-0.08114562795294691,0.7106633113546917,0.46881708626007085,SERC,2020,142546,0.019042387,0.20947971,SERC,2020,Spring
S201Fg05,-0.0803648914936789,-0.3168525722570059,-0.2961897589056085,-0.3212526709316451,-0.6653658912756842,-0.37524685539578084,-0.3210785305820692,-0.10904774003189968,-0.036422060520796724,0.42358404138992417,0.03246020747875725,0.15322878091939313,0.4503220838951479,-0.08666933183315884,-0.130543596481808,-0.2980420166408476,-0.07290663859047722,0.19075504994864514,-0.008226385088199693,0.47199241118848995,-0.24830844132424532,-0.07954084287069867,-0.10853050433475442,-0.26460895699874215,-0.020502215937031377,0.18676524702557543,-0.12724245055716035,-0.17056109140803152,-0.43090825894096774,0.25555828423978677,0.2216627556276992,-0.045234045620373184,0.09242823997767509,0.3908905075132587,0.5324344026109131,0.16503464177489247,0.10056810928803762,-0.029062769975765075,0.17913318907210088,-0.1490981057299502,0.44649052004321915,0.4307992526970791,-0.1829070548399947,0.0515065180933163,-0.0619014532649463,-0.15884411841897567,0.17328950397692372,0.5683822755285785,0.9364578449526096,0.059086234275929975,-0.03227077675005572,-0.2153661980081826,0.2062675137409111,SERC,2020,150147,0.011358766,0.32259112,SERC,2020,Spring
S201Fg06,-0.106446693202487,-0.1847765664804111,-0.29577940786466966,-0.24411516989914786,-0.561086914146326,-0.39180806439092025,-0.16272561483343126,-0.3724611529827008,-0.13645995254711266,-0.2705465342284369,-0.45668167160918655,-0.47004248308213653,-0.032349013498702305,0.20354033020300932,-0.19214340007527758,-0.11525114790697721,0.28325935434270183,0.3985595816724571,-0.19159562138379235,-0.08342128690316386,0.1480580487676953,-0.16901904145138208,-0.0840485958795438,-0.1767514241149201,-0.18360785854723352,-0.07881664245285622,-0.0908884301355889,-0.2708943195481064,-0.24416412948168809,0.4546541265959297,-0.17639966674639582,0.16797910247334674,-0.18934140662007473,0.21379587380342133,0.28886295302792886,0.4274517282221579,0.384941527662571,0.2547750453054438,0.5834502543929079,0.9314035096908508,0.5369214080735205,0.6496040200545912,-0.1490017124316836,0.05183561513947036,0.4259526361739722,-0.1392340662825911,0.04849563229100679,-0.2057753843977512,-0.05495092331658318,0.03209802871534351,-0.049297811491614246,-0.323622006813508,0.14817800942735274,SERC,2020,160234,0.028122114,0.213952544,SERC,2020,Spring
S201Fg07,-0.16473999661550526,-0.18624998332790013,-0.29696634289555845,-0.3566593044385459,0.04318431665859436,-0.2346761642846062,-0.2199085104652372,-0.18664482768508542,-0.09313023755319556,-0.12806356238466965,0.01913884927148873,-0.18057508314977244,0.03773669483308793,-0.20197987087863065,-0.04924335865983267,0.42577083749932515,-0.15498301692106592,-0.1371613580333091,-0.26716603751031753,-0.14524103551175366,0.10416215874642956,0.9141756223270272,0.016958891790336373,0.1370908864843396,0.18039447780211887,0.09449477320531298,-0.12965073536243127,-0.04811688852864783,-0.010735727762897669,-0.332237919994223,-0.049337686991211334,-0.06816953346394841,-0.027159636226419624,-0.44253593028132043,-0.10420923325200382,-0.08480230253978556,0.24768758823254233,0.2578056993911869,-0.276984011038453,-0.12265892590080016,0.16744102428703975,0.10633033153433166,0.2883723195650743,0.33022421408024466,-0.031971075372120517,-0.09017037799085507,0.21954217362800066,-0.2075141879233616,-0.07165744418100035,-0.0427673708172312,-0.10079830487178164,0.17809719252255637,-0.003303646039666834,SERC,2020,43245,0.015111045,0.34335862,SERC,2020,Spring
S201Fg08,-0.1528171697486691,0.387113447324405,0.3885424759110912,-0.14023423465782722,0.168485538678484,-0.31607570463582413,0.4086046384933381,0.1694168089047482,0.21544744552084866,-0.11715022800896982,0.12393116650585513,-0.4567420990954825,-0.006819740618435316,-0.23736420056406723,0.014555508894670437,-0.18988697284149125,-0.4673616912843092,-0.1576958597686725,0.20474077487072012,-0.1732137503686625,-0.03272872330133269,-0.14882398342339986,-0.07378254959106494,0.07380050678991304,0.23485626502625453,0.18342278460223066,0.08147913351221595,-0.06407608388383451,-0.2837901976631286,-0.20614192745637464,-0.38773346179438317,0.023919095384429122,0.26321986777299167,0.36516051684232453,0.1834560087456752,0.020959317908426926,-0.21263941314536075,-0.007028666258570151,-0.09654233681240089,-0.12841239898272494,-0.14026717199209182,-0.26350624111933924,0.8618725366968625,0.5144254742848605,0.3265670573897119,0.5983080071076141,0.04340333191538402,0.036755296212831634,-0.04618359227113941,0.02751490928588827,-0.050993384001855005,-0.05006958289869983,-0.13912538299488628,SERC,2020,43247,0.001052985,0.00675738,SERC,2020,Spring
S201Fg10,-0.1360770810518155,-0.14563092828472207,-0.2778459356004533,0.06980527048077795,-0.13021094010900536,-0.1280165728285872,-0.22777958594879855,-0.5284192228831468,-0.182672073169467,-0.0670962169729702,0.009940871223311653,-0.124716256712459,0.08196565640736365,-0.05271053673950775,-0.11096926311242654,-0.0617668664825809,0.32983674783052125,-0.16047896346803614,0.0485574284658979,0.38731329995057756,-0.09603272820905653,0.09421279777228868,-0.07504107824322713,-0.1529348638947015,-0.30061680033806226,0.09982512965964503,0.9330038737374865,0.39520900742522264,0.26123489083075624,-0.09406783482465775,0.05835918900331603,0.10587445762494066,-0.14811887757575656,0.05786339401867761,0.07717568093520386,0.08746444102087231,0.26109452610192413,0.17222124568270974,0.5121327140337546,-0.0651625316856203,-0.05858138463483072,0.20638081800530625,0.04199756399392903,0.023879820024905168,0.06447542759000585,-0.14822873925802518,0.2902581000867844,-0.03809372100743183,-0.10331584798459607,-0.025545968357717434,0.291320006824364,0.04905873598040875,0.3648664231118422,SERC,2020,43420,0.001199245,0.10530394,SERC,2020,Spring
S201Fg20,-0.14395384427111388,0.15288769021070306,0.01381280777809636,0.5142785800018748,0.13583759629144465,0.011687209826281884,0.33007445846051786,0.1364718617692802,-0.2987763685570801,-0.10327446353588725,0.1532742586264518,-0.22135461501540862,0.01268866891616814,-0.1772028819951296,-0.14051717708428063,-0.2203380579521583,0.1575398011141802,0.09385538384852797,0.16282034781144986,0.033586898092499304,-0.051212911166088164,-0.13016650465861362,-0.09748925381173379,-0.2941330615904031,0.010619158453836246,0.209917353070062,-0.05317707343604131,-0.1522243946038594,0.4994055626081197,0.10787409909445579,0.36959090189197097,0.1766229652788899,0.005161689385679058,0.21632180212091026,-0.38501850617654454,-0.3264015804401316,-0.2510465436978696,-0.5268935931588817,0.06428778226356528,-0.14450831409108614,-0.3046053101318166,-0.2836000615327461,-0.16254530358458652,-0.22074749940952254,0.27237403400162274,0.6810679877158861,0.184447332079248,0.012111798269650056,-0.14284273987838783,0.19096507137430055,0.2903915733644984,-0.17848275311917838,-0.3048660797617766,SERC,2020,40756,0.00139246,0.10608716,SERC,2020,Spring
S201Fg23,0.18552509377554313,0.5533891600749419,0.315645069431666,0.26867898179237976,0.23810537327318823,0.18758956801910978,0.2942749484151522,0.21674675793671705,-0.018800240265331707,0.24035306160214254,0.11286042610589381,0.12312658133853856,-0.3215060140906436,-0.12427806631344307,-0.12310733076851643,-0.12405894819611846,0.15688867472269022,0.12529440308249812,0.2072533120695142,-0.36280610506474864,-0.15505592275163568,-0.13127631430586692,-0.10831263413996568,-0.2989345972366438,-0.35969398611947667,-0.5138039968890352,-0.10185675139732314,-0.1595808869415643,-0.18502249793275616,0.19635949032723898,0.29045507224722655,0.20386899319939053,0.3541484208392407,0.22955819381739842,-0.07488176397226876,0.16476873193815045,-0.22787168274868638,-0.24412398921121545,0.011971751164904867,-0.06152746221774898,-0.06149612736455261,-0.28103403210820294,-0.033305405379218715,-0.21908411169100048,-0.2862157683055198,-0.10089364672398773,-0.535766686578944,-0.1896320288017649,-0.08856311440866343,0.11272754704866823,-0.2909159100272226,-0.17502977285914928,-0.34634274826286043,SERC,2020,41628,0.003419358,0.1285434,SERC,2020,Spring
S201Fg25,-0.2050971066794957,-0.3543588605822305,-0.3080592438951343,0.017214492921707326,0.01674844113403105,0.26023950691980974,0.42192031866658264,0.2964466586986229,0.6503081031199208,0.5353513050462914,0.4764596234698696,0.46065932610821886,0.6301853429415036,0.6695260857239079,0.8780584040390295,0.7274461548318917,0.4003330521189681,0.23731361062335743,0.3043565887794017,0.1603581337275719,-0.04506583913751681,-0.21233301038758434,-0.126548120286837,0.09295604818840673,-0.35401156824053515,-0.3749135093208028,-0.19252111886220008,-0.17293564228724276,-0.19007634679210858,-0.5281251447943864,-0.5066182432096732,-0.8805578836539031,-0.7296150521968561,-0.4373659778415706,-0.29038852132554105,-0.4472828668545512,-0.517594100129024,-0.6042637433682061,-0.3958775627191307,-0.15667379482631266,-0.5132357989498968,-0.12890347066291197,-0.1814399479359196,-0.21180006712845342,-0.43394126606598593,-0.1952015115385264,-0.0983818651244693,-0.3182933020387871,-0.18360387199539474,0.12842977475124018,-0.2638381917380539,-0.2673596459761842,-0.0703480467321396,SERC,2020,41489,0.001843802,0.08739059,SERC,2020,Spring
