sample,ME_darkgrey,ME_palevioletred3,ME_darkorange,ME_paleturquoise,ME_black,ME_darkred,ME_skyblue,ME_lightyellow,ME_salmon4,ME_cyan,ME_orange,ME_bisque4,ME_grey60,ME_lightcyan1,ME_lightpink4,ME_blue,ME_brown,ME_darkmagenta,ME_darkgreen,ME_lightgreen,ME_brown4,ME_thistle2,ME_grey,SITE,YEAR,TREE_ID,RGR,growth,Site,Year,Season
H182Fg01,0.021947942556693825,0.010092136125903518,0.027088726900077062,0.06483703853975553,0.10179038965496928,0.06314285061282772,0.12083005983034809,0.1054971904534138,0.11482588136714583,0.05671746717121534,-0.013652704117930875,0.05018797580951912,0.0799789152855175,0.10549750004360188,0.06625108756808454,0.17495151421841396,0.1501861572661023,0.19359844697512466,0.2918587385445986,0.1755218562019714,0.13674408040003228,0.12476802117280107,-0.23901843251982896,HF,2018,30156,0.01768953,0.188287123,HF,2018,Summer
H182Fg07,0.10270796714191348,0.018815599023089533,0.08140267975795677,0.08538480735874798,0.11364306031602879,0.10780884130242498,0.08474133122957683,0.09586133896773734,0.0329929307998669,0.05671245370184887,0.06019207439839244,0.11058970822721705,0.11792810483945193,0.12524332234194077,0.11174782984230865,0.15246570612772872,0.13908022408272724,0.15068737352892253,0.23961622891437936,0.17523090558335197,0.15485009420704945,0.1971157732737729,-0.20031238815504274,HF,2018,81099,0.021665351,0.152604713,HF,2018,Summer
H182Fg09,0.04737553566151954,0.028829494490980333,0.047333420859039715,0.06818179057434143,0.07140790868214336,0.044380063847887584,0.039168379485987385,0.05488789212646755,0.03956859896064873,0.022360565593996597,-0.02477384071667579,-0.001985902513753414,0.04464052918470768,0.0684376376244853,0.03583503234915743,0.11516544352324551,0.09551462143494939,0.11523587516428621,0.21314755687334683,0.1292152422642923,0.10524292299975914,0.09891400486475244,0.30627052565981705,HF,2018,60850,0.034797181,0.209816186,HF,2018,Summer
H182Fg14,0.4788026704491674,0.46453909184098974,0.5082752565060963,0.8687855024671464,0.5051515243431464,0.4536752173336544,-0.6009448062939398,-0.48137902557390094,-0.25433380016593715,-0.56265558770349,-0.6740053814860112,-0.2540080623741062,-0.5844185698870613,-0.4678067155784406,-0.2463431390657804,-0.42152766200011016,-0.506636842709852,-0.31551048105848667,-0.2672277802629517,-0.2851683020038071,-0.3582284236640856,-0.3010720900756183,0.3517234541360176,HF,2018,150496,0.01239828,0.256107849,HF,2018,Summer
H182Fg24,-0.0038316469716958884,-0.022452822119425696,-0.018353347440429227,-0.01966896823157908,0.05763689413711164,-0.007400022784528174,0.05683074348171265,0.05626552694105641,-0.015033230108923996,0.005867024341831818,0.007433765169142159,-0.039003356803576646,0.031524326801410124,0.06713601484562312,0.1915210533593195,0.10275293846946595,0.08091988964920692,0.13289241645642305,0.19289866288406662,0.13887059760229778,0.09719219226682223,-0.008494600921506838,-0.10110175922962743,HF,2018,141939,0.003485707,0.134702427,HF,2018,Summer
H182Fg25,-0.08058661380018622,-0.04025344612062515,-0.12743147061385113,-0.21910328825116623,0.07505863444468022,-0.10345691165059671,0.0026077467289524494,-0.02572576676269452,-0.1984334599774898,-0.04384805841377301,-0.23074200858633204,-0.23280911180654826,-0.08785491121257309,-0.028274342763808694,-0.24110986155007727,0.2879680121915516,0.01766849345103118,-0.30554500032801624,-0.25239021369032544,-0.2710196477847019,-0.3463997731921248,0.36811120006450404,-0.4304673901295219,HF,2018,121716,0.001260663,0.06091392,HF,2018,Summer
H182Fg28,-0.13326266665357714,-0.38238522103568895,-0.11472407611754647,-0.13973736910645748,-0.06612506952844108,-0.13795061495135127,-0.15420598485563092,0.020122204067584866,-0.23127510733780152,-0.1446951735325659,-0.1279456999109715,0.41665037727727433,-0.11177337741590385,-0.0731593422493176,-0.24856262010217064,-0.057896463273161135,-0.03612117865572524,-0.31088775120906365,-0.2535212585651617,-0.26510007025061916,0.4415876907580161,0.5093051671272251,0.30045059723222617,HF,2018,260845,0.014533972,0.107637779,HF,2018,Summer
H182Fg29,-0.0018409709262592316,0.020908130757668144,-0.008063718845772597,-0.15035926307039246,0.07766351531250465,0.07084342020734316,0.08854844078605534,0.12855447782475507,-0.1749034939493633,0.0164616179028037,-0.0734243306806689,-0.23932451774545915,0.06466600897695496,0.0810819924405302,-0.18679499335528474,0.10706624893975114,0.12151895279499322,0.09345365823368951,-0.22747916177040065,0.44945528827177417,0.07588783781689079,-0.2596835835367292,0.00335487462274399,HF,2018,271124,0.001641891,0.040945645,HF,2018,Summer
H182Fg30,0.06239341178903905,0.06257892286132127,0.09028208323598941,0.06918622259299664,0.10108765019564732,0.13185929169909333,0.09421942169003558,0.12307627188724908,0.08833751217438898,0.10728420248549939,0.08495010967497904,0.14098200618795256,0.1316778912141783,0.1432742088983736,0.2920945906477425,0.17608768410319647,0.15355967760198097,0.19090455621780225,0.2947057465750689,0.22556361136984068,0.20008674496520887,0.1608048850764305,-0.2774621661869547,HF,2018,281050,0.00478918,0.194231083,HF,2018,Summer
H182Fg32,0.052541759677712734,0.0949067038501187,0.06291022018948032,0.01558502966464744,0.07962663688493726,0.12443679771326005,0.11896554718397855,0.1172787357033282,0.10267253630900454,0.0928931208086149,0.094577860087864,-0.0014892887505326548,0.10824654952646182,0.11586502462665883,0.27268960098926914,0.17615932493331285,0.13636498349125167,0.17320888221649383,0.24568335892322027,0.2359478085170723,0.15083430797194267,0.12353231809699626,0.0021185048230890034,HF,2018,281525,7.41348e-4,0.028352093,HF,2018,Summer
H182Fg36,-0.5189990679013365,0.23642788672861217,-0.4106214967500824,-0.1440986311515736,-0.45945966865434473,0.2325472648873932,0.2295889543250275,-0.4724090691933752,-0.20563222956640004,-0.5618373125300447,0.24422790610075884,-0.2597310393799189,0.2314653150432718,-0.44756227862144254,0.5995027158190557,-0.4159026158051776,0.29506998728530015,-0.2982521465678232,-0.25994082992123163,-0.276211763938463,-0.3484302363645995,-0.2896572092825292,0.13345132496365106,HF,2018,241504,0.00536074,0.097757205,HF,2018,Summer
H182Fg37,0.09318718003181964,0.02599988550967398,0.07485707868932852,0.0781527894571256,0.1097851715110583,0.10875674943026539,0.08846700900355178,0.10963937714908317,0.0432347530556493,0.11071110616234864,0.05674905638019803,0.1105447477091973,0.1259696319359365,0.13655413967814814,-0.04767799684701816,0.1535015896226613,0.12503672664067383,0.1628024183750565,0.19388377878193644,0.17913172912590644,0.17287917959525254,0.05043819390616621,0.055608116889108605,HF,2018,220932,0.001014794,0.030282839,HF,2018,Summer
H182Fg40,-0.019939634873360906,-0.25653121169508136,-0.06113440695454762,-0.01776032021280604,0.022702547393887135,0.031566922232444415,-0.010131310636720204,0.06592463358439898,-0.06600955883917235,-0.021785041214026482,-0.08878878662168346,-0.08549162833164879,-0.0013805509496265095,0.03977718534784144,0.05616652979185727,0.07626108679430671,0.06531040787109432,0.043542531537764495,0.1409370634120149,0.029202119684353132,0.06890199658286109,-0.05692051169768583,0.0668600992176502,HF,2018,31078,0.012340858,0.333827096,HF,2018,Summer
H182Fg42,-0.536030325328384,-0.5908153766325729,0.42376176178173036,-0.1896852247926149,-0.47222106791316076,-0.5634357270825742,0.373601348268102,0.46135927693886825,0.8108672990050486,0.39749758151674486,0.416410195874447,-0.26341978383362763,-0.5913522906373683,-0.46707348424522616,-0.2622081084787145,-0.4165054210746282,-0.5013137133079538,-0.31907608252745195,-0.2539160945413249,-0.2778588934392061,-0.35224562214446975,-0.2923445651246416,0.2186989054551065,HF,2018,331632,0.001475846,0.092051239000000007,HF,2018,Summer
H182Fg43,-0.027613099381652902,-0.10718191088798303,-0.08826009389081849,-0.18341748650514267,0.035073935667967335,-0.062149968937210316,-0.016964150758511997,0.010318103343649628,0.04263862800550534,0.013114860787402862,-0.18396717957755337,-0.15841038557122028,-0.043945652337400574,-0.016998956098739776,-0.2449606225953622,0.03802079042545521,0.02812317582630228,0.43436951328171547,-0.252608248522105,-0.26404015022092336,-0.0027849928947568056,-0.26004858289393035,-0.4304673901295221,HF,2018,321651,0.014024107,0.208581523,HF,2018,Summer
H182Fg45,0.06915019484407174,0.07162551302724751,0.07734355871087559,0.00522186522532315,0.1154722931035946,0.06762369316281291,0.07728533540110628,0.11083440230833454,0.11020766578128817,0.08095705039347328,0.03985097278560987,0.05082364737265401,0.09533193913678895,0.12391321413135781,0.10678445398388807,0.17294539284161004,0.1354802843524123,0.1805808031511692,0.22422692973535455,0.1828604211603649,0.15252148840315674,0.12410546573278783,-0.01226424901235821,HF,2018,351005,0.007490891,0.089577616,HF,2018,Summer
H182Fg46,0.39399736368451416,0.36489662427577263,-0.5646661760175267,-0.19150449455835156,-0.46829435555172944,-0.5622478670231466,-0.592608064869631,-0.4801055697659561,-0.23972492551345803,0.37424412252812034,0.4129079912264366,0.6558946145265773,0.3892961404952535,0.4940948795784148,-0.2549355523562748,-0.42151357003762197,-0.499761847074494,-0.32200501344760607,-0.26987447737048514,-0.28160075214350455,-0.3486394877069553,-0.288873885782795,0.2525573723634453,HF,2018,341026,0.011525128,0.091973919,HF,2018,Summer
