sample,ME_salmon4,ME_darkorange,ME_white,ME_salmon,ME_yellow,ME_bisque4,ME_skyblue,ME_lightyellow,ME_red,ME_greenyellow,ME_blue,ME_purple,ME_ivory,ME_navajowhite2,ME_skyblue1,ME_lightsteelblue,ME_darkslateblue,ME_coral1,ME_lightsteelblue1,ME_darkseagreen4,ME_plum1,ME_orange,ME_green,ME_lightcoral,ME_floralwhite,ME_paleturquoise,ME_brown,ME_grey60,ME_sienna3,ME_black,ME_darkturquoise,ME_palevioletred3,ME_lavenderblush3,ME_skyblue3,ME_yellow4,ME_lightcyan1,ME_thistle2,ME_royalblue,ME_steelblue,ME_coral2,ME_cyan,ME_darkmagenta,ME_orangered4,ME_thistle1,ME_darkgreen,ME_darkolivegreen,ME_plum,ME_saddlebrown,ME_lightpink4,ME_magenta,ME_lightgreen,ME_orangered3,ME_honeydew1,ME_maroon,ME_mediumpurple3,ME_mediumpurple2,ME_midnightblue,ME_antiquewhite4,ME_lightcyan,ME_darkgrey,ME_darkorange2,ME_brown4,ME_skyblue2,ME_plum2,ME_tan,ME_pink,ME_violet,ME_grey,SITE,YEAR,TREE_ID,RGR,growth,Site,Year,Season
S173Fg02,0.011836519634163522,-0.004425221093834561,0.10894645425747088,0.14272179463732615,-0.14160526680068028,0.0640936115391429,0.16645934191427197,-0.004988367840752662,-0.08109425047340126,-0.011446669881177478,0.06330362223897283,-0.04793238180093182,-0.2054573811154106,-0.12856984194167154,-0.14644001979857102,-0.20534286282465045,0.4415955984506744,0.17442890236637773,-0.08410209572213861,-0.030775778226266294,0.004309768260927564,-0.1893359075227579,0.09322886538357782,0.08543149400955638,-0.07341320446056959,0.003247504841111604,0.06182171289565598,-0.12545767773263675,-0.4477833409241982,0.07976561362609065,0.19048073929467663,0.11626806691227287,0.04980817690015351,-0.1848042328255914,0.5152648599737119,0.03570688339052333,-0.1028086205753644,-0.1648308848857254,-0.11418723620506814,0.5297535171375833,-0.05077285746238338,-0.16791345191149795,0.14670907610218872,-0.08181709250455584,-0.06464349735996722,-0.19645042634952034,-0.09522519097134342,-0.16389222062820785,-0.15092346505896434,-0.16834495673166877,0.2893160652095672,0.17781028763795068,0.5140513678624903,0.21200837582260423,0.6832380229115154,0.5277087131873591,0.5295651654390893,-0.15182895449673992,-0.1420911413707688,-0.13870076059161568,0.2371233583210783,-0.14545185831458968,-0.1469182552011027,0.017716349024122214,-0.0052643504312319305,0.005607548412580043,0.22270770497471276,-0.09564057859544343,SERC,2017,130632,9.92e-5,0.00218306,SERC,2017,Fall
S173Fg03,0.0738522484787141,-0.023478667640486013,0.016978699611272064,0.1327414057964618,0.08636624019579522,0.07134716179762585,0.06539207792259813,-0.005980637825129899,0.05109005857293878,0.07691081709461844,0.0917965708790233,0.09827657890683585,-0.056219103303550275,0.07582486379524916,0.003416949107746158,0.056369656237328626,0.31505670267398206,0.12533800760989317,0.06654792089434479,-0.13193787707719096,-0.1267223475153829,-0.028661807355617443,0.1136479771189159,0.2160580845320664,-0.053512486012436175,-0.031151865077365632,0.06735726733234407,-0.0791280717514759,-0.041643912039396214,0.10935839964320329,0.07834516573573369,0.007330271821541164,-0.0013625671727623035,-0.04013607026214665,0.12545480268218312,0.025864496804949014,-0.10501676428457622,0.0699002299431761,-0.03169137829626131,0.17403518293198533,0.008131878271772733,-0.0034195023921152136,0.3021431904004945,0.03521125482820133,0.2301544826252766,0.1926647081080494,0.5304078779176176,-0.08795265358957093,0.19696240294474465,0.03835334048162274,0.191088757098484,0.17149408996849788,0.025045120918351274,0.11638151483375958,-0.027970268586709937,0.2424595674024477,0.56330837935539535,-0.09784904655392329,0.0876506434601194,0.035789501817516944,-0.04011951889719859,-0.03602738587156929,0.09370842566151372,-0.009002785540813732,0.04214175057507925,0.11142680216314543,0.13215886930866683,-0.27727543381871983,SERC,2017,140981,0.053608108,0.511960595,SERC,2017,Fall
S173Fg04,-0.6244142897636779,-0.19011566972295207,-0.5350276462698036,0.2743748636842685,-0.25064349978413175,-0.2971713400080784,0.20960755859669714,0.5506459404471481,-0.2343499806672057,0.49825169806593517,0.19981745025340877,0.19695587307110046,0.5994795100757643,0.4283284688992507,0.8471498601889877,0.5666762477922399,0.61518750907133,0.36697460033172813,0.520609868997221,0.6805326883094559,0.7064097159219732,0.6048667730234255,0.23372852965518695,-0.3390488925221368,-0.3818599992669504,-0.19684099585287032,-0.24706455358384674,-0.3015277713118438,0.2658614090075773,0.061398956539790814,0.15455152978529887,0.22033887074117747,-0.14783340068106915,-0.23186726655075762,-0.15459727971903933,-0.4014565887830541,-0.18737130505176225,-0.18788045394980285,-0.3023626220929641,-0.19887608623351943,-0.20810087778742223,-0.18594036057155758,-0.2428413310476687,-0.1435016695994855,-0.22045863667406257,-0.26161124644639316,-0.18279347202700066,-0.23615340188810635,-0.23938251794650206,-0.2820364307776681,-0.28822084465265946,-0.36954267875954383,0.22649407487405512,-0.125670985338253,-0.18156877705641766,-0.22373674144654995,-0.19703143619261898,-0.18809877658806554,-0.15151038255310947,-0.2092018918288479,-0.19279358734535013,-0.2767447739159614,-0.25923922351495077,-0.32804718775736647,-0.6048271593371048,-0.4876808701478448,-0.4089404047354174,-0.15849027844731128,SERC,2017,142546,0.023178461,0.25218234,SERC,2017,Fall
S173Fg05,0.3221632136417876,0.6059050522341645,0.32941814039457806,0.38446403638817395,0.34792180172231996,0.32192839969739373,0.41715468341301404,0.6570695826045969,0.8627652346117448,-0.39880387757801355,-0.668716862900547,-0.5152767324543485,-0.22192885383201938,-0.31521739173608304,-0.18779690358702306,-0.2744780485526231,-0.21629850473748016,-0.4154285844084077,-0.27819027415593284,-0.18085458123306672,-0.0753054368336965,-0.034800225167241336,-0.6600918509145752,-0.5304155277843471,-0.4757474797306713,-0.3473850744654368,-0.26817454336308916,-0.3329282534352096,-0.7262232706483375,-0.6545257554579255,-0.7879180015689772,-0.6467772663844612,-0.17268948646317656,-0.28733298256360307,-0.20105487383916595,-0.4058197390069833,-0.2004754378500432,-0.19263724191629583,-0.3186386116293263,-0.2661011002631635,-0.22312718941886694,-0.2311756420883499,-0.25163632511288986,-0.13094288657385034,-0.3037603367330663,-0.2651206661867719,-0.2311167240742338,-0.1968821569402908,-0.22780483144590602,-0.30095332559678417,-0.35220484670876967,-0.3076263437111485,-0.28229656874468256,-0.22901674264046057,-0.2238316942774591,-0.18373492484801673,-0.22835691869190944,-0.17781743670383723,-0.20649277372023933,-0.22196308332719727,-0.14060381118689191,-0.2961052985314187,-0.2633510733693961,-0.3336161814843107,-0.6658383683300781,-0.5496660106162784,-0.4489003600851014,0.17224493801599866,SERC,2017,150147,0.012073554,0.33007164,SERC,2017,Fall
S173Fg06,0.14228970154997325,0.08900387503613978,0.12316620351816963,0.057155377302336594,0.1131685879409507,0.04759638412416648,0.08829755809722296,0.07636925260138074,0.10239460754766591,0.1441241376151384,0.12367323986328022,0.16256113611368977,0.14703347794360203,0.2594000226266406,0.2360946329979788,0.10782629139409781,0.10626884411423171,0.15861270921096213,0.11863137881582411,0.15027466233105014,-0.0410454607517379,0.06305885734265917,0.1353011870084429,0.136206694808001,0.15515505874642635,0.11716536311986855,0.13622376737384986,0.09070411767839195,0.011254665605135706,0.1305645210002222,0.13114348294274242,0.09431791760154265,0.09845792950423418,0.07124719121694244,0.18182125140672764,0.16754687373797558,0.07707452172177288,0.16052070545234168,0.1205760525502181,0.08470618821264941,0.2208428441827585,0.03789613386753767,0.23148917656014353,0.19165848045336822,0.19898236622855717,0.2563986318609688,0.1007339060491035,0.23357919767688695,0.2982603370237961,0.11878383304530139,0.15371465365137,0.22068655822903008,0.07911663712598767,0.09628917032209433,0.17234891960571827,-0.006089637833623201,0.1840503124104327,0.03945673857156809,0.1339194169142655,0.09885845315986506,0.09762485498330467,0.10110792948183529,0.14662968757183995,0.14485974602307083,0.06900432520307918,0.09672471939254551,0.11575490141042835,-0.2842693315089405,SERC,2017,160234,0.031730028,0.228079299,SERC,2017,Fall
S173Fg07,0.05475815719518666,0.5863974672721513,0.22765725613171414,-0.3242508875376017,-0.7952742043259201,-0.5488629189189067,-0.5796532802048538,-0.21697499460608063,-0.250368647563331,-0.36897915378691865,-0.6025827728207801,-0.5183976510742163,-0.0651831085223057,-0.29137798566921363,-0.13831798805354992,-0.2710635080971448,-0.24615254831949537,-0.1557828641250096,-0.29688113886168266,-0.15040512929299807,-0.17473353644564976,0.6791808415788803,0.23867273896373775,0.2819352779711705,0.386601762131469,0.37868321561091955,0.828334042049647,0.6060398014974471,0.08517316119421499,0.2339737277093085,0.2439936249784782,0.2658966081318579,-0.19181463222777315,-0.2635678589825551,-0.18497787367103466,-0.3894379076695026,-0.18931479450977157,-0.17179112158174567,-0.30824789010359893,-0.22083526262764133,-0.19110289157784555,-0.23077563008885332,-0.19751422935623425,-0.11941563558417369,-0.28834220171155117,-0.22584589254944382,-0.2217688881639547,-0.21627142017962211,-0.22310486688503278,-0.2779917290670893,-0.3539493144561363,-0.06485151150556424,-0.24160424724991472,-0.20772063090184736,-0.2054590602466291,-0.23571542800327075,-0.20169068354841066,-0.19411553543682714,-0.215322445949195,-0.2166978730526302,-0.14519027211586852,-0.2692238122207707,-0.266064285043851,-0.30891347313506484,0.2711303544333658,-0.476080334836438,-0.3697373099856872,0.2862391701030926,SERC,2017,43245,0.021575559,0.46197039,SERC,2017,Fall
S173Fg10,0.1900144837357212,0.08422698581435478,0.1799713991852633,0.1627003122401546,0.1626265012389357,0.132692846698117,0.1658446508027528,0.14190752766969184,0.14181698642487278,0.14889212269979377,0.14387144497145166,0.16097021843246376,0.06523577324832433,0.27449678855134607,0.02939805837945869,0.3000939448363742,0.029383518446715114,0.12237573190536677,0.18656811206975782,0.12044006519923395,0.056762292528421444,0.041494745095213365,0.17933290159362042,0.16091624826101192,0.1637836754247834,0.17704238290759713,0.16053609526295665,0.14694237711033084,0.06726392385508607,0.11254936973511254,0.16907519434665644,0.11832349954445061,0.03146582012504654,0.10442459301803808,0.14693157293762799,0.14840855336350206,0.15469505511095927,0.21921149147414765,0.23798536102806758,0.1823525860964429,0.2016043075548579,0.10466438929998274,0.16633760677742815,0.8884395441853769,0.3663011169072713,0.30125022913458394,0.11124781214720919,0.16900323841338613,0.25613296140782305,0.15043424140898415,0.07986467169437729,0.22678088914420852,0.14082928248848278,0.13263360780435524,0.2545622132380016,0.020994907234265902,0.10865237531883057,0.03155788604054765,0.2036051743560901,0.08133108714921068,0.04205189069953442,0.10489171123212117,0.07738521493623587,0.14532505463462478,0.14420449579572472,0.1531418940611761,0.12629099401618454,-0.14572290685193962,SERC,2017,43420,0.001760353,0.15364582,SERC,2017,Fall
S173Fg18,0.09512180157503246,-0.14702294719171558,-0.018475001190956818,0.029872266615797664,0.04062308226158417,0.0593962598013046,-0.025391479981836728,-0.1601875910975054,-0.028816486593040768,7.955658284893901e-4,0.07621279667149582,0.13466386742073008,-0.0056544953736835345,-0.3032335385532251,-0.1504372005815605,0.06911392715366442,-0.02554561656508462,2.474103232064017e-4,0.32853001150088457,-0.016250005633220162,0.3180381423024611,-0.13891357899617554,0.07039385423491151,0.17300725118992202,-0.2654501644544195,-0.13685270656702905,-0.013596489328707858,-0.049292195533224135,0.04757480755234053,0.05958553629446042,-0.08489737245168799,0.06647839940538798,0.1464738853256653,-0.08070943716876698,-0.09721516997727703,0.20426214768540504,0.5186435700928624,-0.10990530063183991,0.16012140225878416,-0.25018969392979806,-0.05611067522845,0.1619128781952162,-0.2060232070017312,-0.09416234542270811,-0.14198301034367114,-0.10539316300005595,-0.14538654955521116,-0.21616052393285634,0.568043520887099,0.4325120950365157,0.1332307884233847,0.20327445042091513,0.45405394940560534,0.4420123699985286,-0.19558047280658586,0.12177037806353887,-0.10958863232557149,0.00881775738198002,0.19441514758011716,-0.05430353267918441,-0.07971003371834452,0.37556855903858494,0.11437368996376333,-0.13440248404301447,0.08851777870687452,0.05373628329535335,0.13045529672611877,-0.4606801733484963,SERC,2017,80469,0.007559258,0.04228561,SERC,2017,Fall
S173Fg20,0.08927168215165265,0.0018890852930386784,0.11629429287709728,0.07642497924516514,0.06447245184440209,0.04504753569079462,0.01410721189092781,-0.017271736629472935,0.047448842181708084,0.05594028792642605,0.052992811763536284,0.037035180430062126,-0.03261627504093324,0.16175700769886878,0.09986040378367231,0.01687954470348203,0.024803299926603406,0.06580168300705051,0.01741952679419149,0.0375688338091848,0.04532814590828401,-0.029485729306353577,0.04401098508139659,0.06094857606049881,0.11151631928244798,0.1530477566036111,0.08750075289341644,0.044865790974432745,-0.04014271357521183,0.06496012027128047,0.06033376377219155,0.0073404898833285305,-0.04952678505180343,0.08842755025012859,0.008339014526047897,0.06748488971242265,0.0048816781387844765,0.12477385264528204,0.07485319743987132,0.04353678550098145,0.1135592442709166,0.11126119668403885,0.19639851096891858,0.020183220087366848,0.14096055786797979,0.14433846027405067,0.2039776360084859,0.1222271664640769,0.3688393544093399,0.05196612828563727,0.1022038768842718,0.15558601236984557,-0.018674895516575394,0.04514758688590124,0.12796904827338096,-0.05320466641138755,0.04457917069719448,0.02714316498171893,0.07665142624378624,0.03389214478276203,0.027568232209298184,0.04563600273794684,-0.031607974973911684,0.08729138436976103,0.06057753707371279,0.0711857568511107,0.07227327574536474,-0.2546460086419079,SERC,2017,40756,0.00108798,0.08246182,SERC,2017,Fall
S173Fg23,0.023069416610846834,-0.028055546716202202,0.013801024200645261,-0.03000809744995075,0.030177666188995776,0.08412730659176737,0.1099925796376291,-0.14024704041468333,-0.08199929001225845,-0.15036958400222986,0.1134854922181648,0.07912156668034978,-0.1424856883829293,-0.11697205014848949,-0.10676763156601105,-0.15471516881184993,-0.08969770813479874,0.04690117485505969,0.3028438388976465,-0.03442987680627515,-0.07188639644486063,-0.10108337511757454,0.006574857483579134,-0.07131495625397208,0.20260791624273397,-0.16749879792389102,-0.06161163824116765,-0.1447050012502578,0.03818826934674746,0.11810335292873551,0.11661924606430275,0.12472178530532807,-0.10799306316421557,-0.09632305723797968,-0.13640522969284563,0.048109072419321226,-0.10620745990806316,-0.06673488063979921,0.07365017121153007,-0.020106050564317357,-0.1240492900589701,-0.11574026800879036,-0.14914544931627505,-0.12620767493890706,-0.057618287657680047,-0.22030124808053048,0.578712564458104,0.5363571977089351,-0.13721121789530258,0.5265166135231606,0.2580213432794659,0.19217655103923909,-0.19352865559224466,-0.1971564845014874,0.15826721950717645,0.48309754278994493,-0.13283729152160284,0.6341896239837885,-0.10433416234276262,-0.06395840356053821,-0.13785038674151895,0.32581241056626514,0.24011601128499535,-0.21476855272561227,0.13551825485794453,0.14452049644117107,0.0247151015827108,-0.1369107620247503,SERC,2017,41628,0.004363547,0.16186371,SERC,2017,Fall
