sample,ME_lightsteelblue1,ME_black,ME_blue,ME_orangered4,ME_darkorange2,ME_grey60,ME_palevioletred3,ME_purple,ME_lightsteelblue,ME_darkgreen,ME_greenyellow,ME_pink,ME_brown2,ME_lightyellow,ME_tan,ME_yellowgreen,ME_antiquewhite4,ME_darkslateblue,ME_violet,ME_cyan,ME_orangered3,ME_plum,ME_white,ME_lightcoral,ME_darkgrey,ME_darkolivegreen,ME_darkred,ME_paleturquoise,ME_brown,ME_orange,ME_floralwhite,ME_ivory,ME_lightgreen,ME_firebrick4,ME_lightcyan,ME_lightcyan1,ME_navajowhite2,ME_darkmagenta,ME_midnightblue,ME_skyblue,ME_blue2,ME_maroon,ME_mediumpurple2,ME_plum2,ME_darkturquoise,ME_royalblue,ME_mediumpurple3,ME_indianred4,ME_saddlebrown,ME_thistle2,ME_coral1,ME_lavenderblush3,ME_brown4,ME_lightpink4,ME_mediumorchid,ME_skyblue2,ME_yellow4,ME_coral2,ME_thistle1,ME_skyblue3,ME_darkseagreen4,ME_honeydew1,ME_darkolivegreen4,ME_bisque4,ME_darkviolet,SITE,YEAR,TREE_ID,RGR,growth,Site,Year,Season
S173Fg02,-0.04205342732205317,-0.016842331652207342,-0.01703914618183178,0.002978547881747282,0.05890809782173169,0.0915875551539307,0.005463959744267786,0.05254277568665358,-0.00613725050677854,0.10696134549691576,0.02786341921799284,-0.035656058221003414,-0.13376649713363448,0.06563419206185579,-0.040047518499018664,0.09976270396507533,-0.16220028589834323,0.134937639492814,-0.22931809447286736,0.21823234267119915,0.06641054751818247,-0.062360996997209234,0.47849852528734704,-0.1076627037372151,-0.15120584304682935,-0.04062475567273351,-0.14697245644426649,-0.047767834319387116,0.037594778081786136,0.23781481977385358,0.10901200212093379,0.025295667950758577,0.017581058559363916,0.4068803979116256,-0.1783291528769148,0.0027610949116161046,0.11732704807618193,-0.14086676113563878,-0.03940797883679793,-0.1646124111871213,0.006661634960120898,0.14646441092341156,-0.1164069576319559,-0.13322370141145995,0.005000079513881438,0.31983278508668117,0.07235267566483845,-0.13693921583016702,-0.06469073636788258,-0.15691433498819632,0.41038244781731575,0.03521106593987646,0.45772204528740457,0.6421224165412679,0.5305096087234803,0.4723890746645729,0.029643432854492113,-0.12535444703357154,-0.01218548678685448,-0.02354923771068517,-0.09088129905058766,-0.06894507557984086,-0.10392146214279194,-0.1759051142348369,-0.06423467784892647,SERC,2017,130632,9.92e-5,0.00218306,SERC,2017,Fall
S173Fg03,0.020813548225274692,0.060798811058589086,0.04988916913494227,0.05225080694728009,0.05292529939758284,0.03201062449911694,-0.034845093916225256,0.08948992953515417,0.08440715885147222,0.1051407272154904,0.11026680952754105,0.08048259956220942,0.11783625297969998,0.06990296456231548,0.019206466375489978,-0.10477737292081536,-0.006180395693370637,0.14050497162557302,0.03311801863937525,0.11850611593808047,0.12318046878683547,-0.048837705674137546,0.09339079088625843,0.10999122780459526,0.06209777701248197,-0.028739765998012583,-0.03160034727113911,-0.002268600907941971,0.07582156751151568,0.12446061642934296,-0.07109463616022994,0.16093366489066965,0.09901527294891484,0.11422077772274766,-0.033548743362856966,0.08587975051051298,-0.014672940832885135,0.007418385065876268,0.04396639927647809,-0.018299582830470923,0.09946631483269008,0.15984789628677804,-0.05831901980300912,0.021129193703396332,0.06636119632243813,0.08898500647285032,-0.0342700444394476,0.039074398019112284,0.23350943698812462,0.13944524326331173,0.22274091495115886,0.40745081653656495,0.7364988794777917,-0.08140160228070052,0.2957969925245033,0.29062568579581816,0.05527357284032838,0.20016138470165962,-0.047623836565771176,0.20010132953009496,-0.004391671241466797,0.12582308639914638,-0.07854071101777495,-0.026231047717060002,0.3163466812545973,SERC,2017,140981,0.053608108,0.511960595,SERC,2017,Fall
S173Fg04,0.008777609898363816,0.08442281835097758,-0.11663734964698257,0.002867531478420206,-0.5198644449753624,-0.22859372898545066,-0.2069456234320134,0.2374498692474286,0.1975417206219362,-0.07397801724501585,-0.4707180695715117,0.20112678229154832,0.16094628379656653,0.5283110485096109,-0.19572193115874437,0.38034581933854106,0.4493798636835938,0.4809135010488074,0.5691726681849604,0.3052979812033882,0.23743454160616698,0.7162333778119029,0.5857962333616166,0.5221278202967997,0.7519492788171597,0.6340683902916452,0.44566067539783155,-0.23768664225845526,0.00791035479984552,-0.35089585836845505,-0.24769384212237816,-0.29924875369646675,-0.19135147118529322,-0.2049536945165602,-0.18946969383025708,-0.3445278828456713,-0.26100236318267855,-0.18045839939577069,-0.2427888117360213,-0.2634238555509883,-0.4205757045307153,-0.33703388355081015,-0.17711678541385317,-0.20546092113403563,-0.24900636549782973,-0.20241182602550029,-0.1457025780255507,-0.09220135594030097,-0.17208551465137134,-0.20612948547857762,-0.2560509370663325,-0.23412044202659268,-0.15437059208463105,-0.2186786464871814,-0.2208476036559871,-0.13558886159655426,-0.14949812235031526,-0.27022169047797323,-0.25526150329805564,-0.17203393107271442,-0.2171146607264959,-0.1720252202305529,-0.20846546943492675,-0.21348529502940364,-0.1661767589270819,SERC,2017,142546,0.023178461,0.25218234,SERC,2017,Fall
S173Fg05,-0.5417637426681073,-0.622385308420522,-0.17697611877563665,-0.6067715884067114,0.30364926666654946,0.2782385440580262,0.6037971415041343,0.3415037149386642,0.27254281657614476,0.39703438701209887,0.3422769539130054,0.2291096908510073,0.45242555460386547,0.6213062894782885,0.8921409172837753,0.17833208960952415,-0.3265773835915452,-0.31902458310728055,-0.27652064342443095,-0.42658392472534207,-0.5235425405768984,-0.18933189072553508,-0.24359438412637377,-0.25615176138112383,-0.20234100108454223,-0.2260788914046215,-0.37944259965780647,-0.29104483049004853,-0.6242898722821354,-0.39549096400701417,-0.269886840472482,-0.3445476950730682,-0.21402887693113504,-0.21997012190928297,-0.19732242622686558,-0.3716494007659599,-0.2969118582652783,-0.2300215634276945,-0.2541846052801375,-0.2675892751197919,-0.42483019720208837,-0.3646843173008952,-0.20035360216803844,-0.2512910172514048,-0.25177504044478644,-0.20916123172246082,-0.1410185551501859,-0.1797751441931761,-0.2342832889945986,-0.20000608119981161,-0.33341835525316166,-0.2477261304118961,-0.16141688232437282,-0.24759531056902073,-0.20221897231526084,-0.1698690944346704,-0.08209099536860544,-0.2693438671106192,-0.2093881918769898,-0.22033968072422133,-0.19676300334576421,-0.2640569482945655,-0.2815975066288263,-0.1931888088316561,-0.19098350968356,SERC,2017,150147,0.012073554,0.33007164,SERC,2017,Fall
S173Fg06,0.04630692717967429,0.10242232222744833,0.06831287748287514,0.050960804040040525,0.12043986955568203,0.0924593935149738,0.09951659031688471,0.10230244664500479,0.11489571585293197,0.11882565473960005,0.11264588659205559,0.11199767635505452,0.04223309160736671,0.07203072740916017,0.09314773779066025,-0.10092392992774306,0.06178065436981964,0.13513811252547586,0.18336098244459803,0.13846602853741946,0.14430573962670656,0.04576910266929074,0.17055106871994893,0.14340030245295188,0.25655558702362274,0.2296704372137811,0.15735587649945568,0.12813218161811799,0.12887452818764975,0.1305125805738901,0.15637680208808286,0.08934673579934546,0.14137481806749747,0.18055158300664606,0.17945935320230638,0.13429944987546913,0.09617047478179011,0.0995534611233275,0.10923708349278281,0.10677318080405293,0.13311363139560292,0.13231970378233074,0.09942214604008187,0.20012120383913393,0.18805809899325648,0.13983211165687087,0.18662921938313476,0.08023489024209594,0.16540826153544114,0.4559117393585161,0.16358052785993416,0.24181628750102632,0.16847258444822627,0.06726037673934472,0.010172762179839204,0.20408142296612453,0.15033752928840233,0.12566558185616514,0.23548308556383252,0.18143707500102194,0.0963475942692141,0.15125651831481063,0.03869745685140808,0.1982603441903258,0.20822991111183753,SERC,2017,160234,0.031730028,0.228079299,SERC,2017,Fall
S173Fg07,0.2707126882440191,-0.5477682901771777,-0.12139082384678566,0.09289898705397898,0.20917808231433063,0.17782999766465218,0.5783853086061562,0.26511684381591616,-0.5155958454865304,-0.47024360664557385,-0.45595085985388034,-0.6089260419086332,-0.21351391096388245,-0.2574644683530022,-0.21590968038434988,-0.017347262258193566,-0.301339184496883,-0.3043190221556269,-0.13741013632749566,-0.239724503487725,-0.4684660826920947,-0.15172875061404043,-0.1791537166165465,-0.25918886954723086,-0.16577375529093638,-0.21182267146784942,0.5310270674739197,0.576356022073222,0.2858410418089924,0.41796653957800917,0.4364713710207425,0.477063484893405,0.8380683892362301,-0.22344874516994495,-0.17661722242362546,-0.30405971192650505,-0.2729025574608415,-0.22504184047262057,-0.2581332149210566,-0.26117370377390225,-0.416777187270862,-0.30956114581287153,-0.20690659060664243,-0.20875794021291505,-0.242841194905531,-0.2046237360815277,-0.09040882079690864,-0.1701649007633811,-0.23476594779003868,-0.1957278516422252,-0.30165564825263985,-0.18919377869937945,-0.15377389243000264,-0.22411008707115945,-0.2040951020257819,-0.18173578182962025,-0.1463146101146038,-0.1996722451676574,-0.2435608320897194,-0.19970997416807051,-0.18589803479903302,-0.2821120019558517,-0.28159750662882627,-0.2246685452584234,-0.17786315826886043,SERC,2017,43245,0.021575559,0.46197039,SERC,2017,Fall
S173Fg08,0.5060190290546781,0.4765202818888033,0.9112220694221838,0.5152725239207466,-0.541703338163167,-0.6396952081697829,-0.212748724338479,-0.7046303778665286,-0.46957930520095115,-0.49934775064868964,-0.5724391870835226,-0.65942796898891,-0.38618295764375754,-0.3326051428577566,-0.167693375083991,-0.5273413078907674,-0.33372181906972065,-0.3128962071280085,-0.2828631525792723,-0.4221505103036425,-0.5527489117285828,-0.20157805689761973,-0.23474756562725452,-0.25992721057433693,-0.2192910320721967,-0.23925832799407928,-0.36555986976914406,-0.3034099391871177,-0.6482222049870497,-0.4488773322662511,-0.2710263754440943,-0.33041964356720466,-0.2112709951034539,-0.248710430359416,-0.19528457521559428,-0.329699405703438,-0.30588013989280627,-0.24316479546994074,-0.2876816745214437,-0.2667862296945134,-0.43593663711149555,-0.3777872490845753,-0.22419336901315662,-0.24285520990544843,-0.28349901919366904,-0.23812562501088722,-0.1857697282815046,-0.1620165683209362,-0.23968199523427952,-0.2210755272102905,-0.314436419274287,-0.23557085536855377,-0.1954418762414708,-0.25762275125128864,-0.2266746702792047,-0.1530420293772124,-0.1710586933032255,-0.2886866327390269,-0.2670098794261029,-0.23069620319528483,-0.1781051646788824,-0.2572851628529796,-0.23210760060094357,-0.2113126949259334,-0.18845177547296477,SERC,2017,43247,-0.197717799,-1.2630024,SERC,2017,Fall
S173Fg10,0.08617872400097425,0.13948187486912647,0.08516676740842796,0.07517492321159457,0.19122916870077972,0.17169460671674613,0.09493017250527232,0.18349689328788776,0.10971525662393733,0.16446933655245857,0.1563941814516974,0.11871228635034276,0.09297312177692116,0.11812158793646153,0.12660493664935307,0.07359426079451366,0.05950650205095173,0.13219361857366368,0.1218005642765372,0.13891436737480245,0.15114362015028057,0.09158097470527046,0.09099208184280765,0.177462396498353,0.19606135910982167,0.20458744101435852,0.19364295785288385,0.15924848766164204,0.156888802376769,0.15995577893582807,0.2122670888620049,0.1100931564527974,0.15836057014103877,0.17334210315826393,0.2261642248913212,0.19040947078683818,0.19908981752387636,0.049487724117232255,0.10243062463113653,0.10613858023373793,0.17169747409200398,0.19316586745460382,0.20640899046897238,0.19520069902815967,0.2415379899214848,0.1589478817829904,0.8640230288685967,0.22716187773455263,0.2590844145647892,0.31276432688792793,0.1394669756837555,0.22066805094568787,0.08794946233541007,0.05627184342851673,0.031961566334536784,0.10841957802782175,0.15154632082431846,0.30335263850124455,0.2634021825841735,0.17798049601720367,0.11895382276911946,0.15601695708528787,0.06499428699274878,0.12456503995802028,0.13293901026663885,SERC,2017,43420,0.001760353,0.15364582,SERC,2017,Fall
S173Fg18,-0.13440917803377356,0.048227107071616336,0.00923363111996931,0.0257417174051364,0.0752484231344122,0.037520797512343836,-0.0795074855548142,0.03347130317665649,-0.019684254190479648,0.056309549600017536,0.06505970720960912,0.058623455344571085,0.0027342820975805467,-0.08729086062312791,-0.006600174428845202,0.37180000779523537,-8.525868710307561e-5,-0.041998346479468526,-0.1161386802285685,0.09883432847526942,0.1053380826129271,0.16191745293404022,0.11422034008223464,0.30279091749753406,-0.15436639724528936,0.14061334151442148,-0.22160520754134078,-0.0024831208603981435,0.0701072504213148,0.01746559431984676,-0.1095606193200413,0.09586795298985096,0.01680023111532704,-0.15206646120268247,0.007501262424243314,0.21629123210838153,0.19161847817793018,-0.03671263892963833,0.28910298318059363,-0.02211950636118449,0.08817384633749324,0.027522472864003365,-0.14786870596395577,0.07210215060525271,-0.08970097338212886,0.07932111705795554,-0.07425988090627705,-0.05227493721988999,0.3231261670774583,-0.16710250788098213,0.10787332690898858,-0.1433262011498149,-0.016991112281873288,-0.18882038326247788,0.0887580024339308,-0.191735973652905,0.1026711955351036,-0.21013270277622564,0.04638367420332821,0.6556439799900232,0.4514245680384094,0.4466684159983212,0.04315240789230686,-0.14932765382757462,-0.10362879780537942,SERC,2017,80469,0.007559258,0.04228561,SERC,2017,Fall
S173Fg20,0.1129555703500371,0.06340688195414826,0.008380906941709256,0.04783784523726369,0.10511517458619837,0.10023487893676934,0.04268773553287812,0.04860110975779781,0.09851766038787114,0.08264787657905288,0.08609554932648182,0.03833145972073212,-0.004052653304818147,0.007288492346955937,0.046209123406450975,-0.02706257469776352,0.06245907715921923,0.024605419405664634,-0.012630509102947855,0.06387364718290632,0.071058935469801,0.10170430480121956,0.07806074410296969,0.005528402437987652,0.1396642464122573,0.03891060159919387,0.05357784055227729,0.033389647694482875,0.08187314853273694,0.09786044188720895,0.15231062294603873,0.09346639554310661,0.12577356824398292,0.11485956454729285,0.11464318568151699,0.07419266191945262,0.03638575379216187,0.07633451273229963,0.02621933117840138,0.031730533400533396,0.09007475842522579,0.059104118932210015,0.041630403944850465,0.081043191726419,0.09422036712382816,0.19962310761886076,0.1308954480425056,-2.9506719047858455e-4,0.1698177015516458,0.10154809390580623,0.1301349352310348,0.14992052333442804,-0.0372549089699175,0.12338606924110518,0.025320086738487717,0.047152965627930046,-0.0015723689452206567,0.1236229439372126,0.06501642223467496,0.2176027590032794,0.05258182278846728,0.03719849327131521,0.05990696779547485,0.1687920760400966,0.09964131271925772,SERC,2017,40756,0.00108798,0.08246182,SERC,2017,Fall
S173Fg23,-0.03022633799700342,0.045466945539281205,-0.02662364468003009,-0.014004854435061168,0.06984105074031922,0.04262615607061053,-0.006892607296282204,-0.0897949602948547,0.13484842399141977,0.13315396290942677,0.03920111431614334,0.07324198598273961,-0.04465860128502378,-0.07305316090610772,-0.0935156911164269,0.25101550121343214,0.054074591156778866,-0.08751488254358866,-0.034616691788160174,0.031846336984861195,0.11489486753918096,-0.04653866593257513,-0.18962754152833033,0.3312970543788177,-0.11534733323936432,-0.06665507643490469,-0.20011996226128045,-0.1867375845850973,0.1218364725277043,-0.09610713188574792,-0.14229076593760165,0.3014282897449987,-0.1268611965123507,-0.005736884801695155,-0.07035197338901876,0.14920851623729006,-0.12759269274444615,0.057888558196311515,0.21718294963174828,-0.10517886660966874,0.1557279579101286,-0.10769253100618618,-0.1347263370307655,-0.08069831723762383,-0.23597492808132528,-0.14900284390226023,-0.11995148661467167,-0.12730946698656112,-0.013228037336078177,-0.16848765699687876,0.11596534770920114,-0.2049253632375485,-0.13241475286806081,0.18311298815622556,0.4690320826061955,-0.052401016242981026,-0.19114338695462155,0.09059188645446206,0.46796623225502,-0.1649107913128575,0.49982954532404983,0.4209001026301574,0.4962290094170932,0.5076570017751777,0.7214560748238004,SERC,2017,41628,0.004363547,0.16186371,SERC,2017,Fall
S173Fg25,0.09905229634395697,-0.03433873208306939,-0.1411354632278377,-0.032725445109557216,0.028756270508523835,-0.04308356591325077,-0.10832760973834746,-0.02988670061646951,0.06589184668959208,0.06257676070247575,-0.007278089190685952,-0.06285114499768711,0.12852055983034338,-0.22051353889668224,-0.075595873837586,0.15117727984417528,-0.20703922112081022,-0.17304092503867888,-0.08544962027293841,0.094172569944339,0.018570782708659774,0.46353031278031775,-0.09060406456307216,-0.11879601571219113,-0.10432271994069788,-0.20810942324029844,0.0024747863100694264,0.02118913332952797,-0.033673971369774784,-0.0019102522452155257,0.21615060264289584,-0.11618088601089059,-0.11666209128983136,-0.0012168264755661167,0.01737981617246673,0.06535160555013068,-0.11830854406176627,-0.09766450384709752,-0.1383988010995193,-0.17222468393054072,0.015027219313442065,0.029221006926773777,-0.16309512569507625,0.08615074109086095,-0.11227815504473375,-0.12682644051313505,-0.11174569229198653,-0.0967202872020544,-0.16802172454153386,-0.004157038397772668,0.0023911341696013473,-0.03171587595965701,-0.10931279139501918,0.30446928317274696,-0.14148693924547828,-0.13995814792522399,0.862185344396094,0.39029538921142753,0.4879207620042663,-0.025962610485792827,-0.10404430838548899,-0.054762610370471275,-0.03545379773246026,-0.13817827233527713,-0.10173020032240596,SERC,2017,41489,0.002227916,0.1049022,SERC,2017,Fall
S173Fg27,-0.17568831825139855,0.03003240778983269,-0.011816042483291706,0.09977668127674275,0.0728325984520612,0.053386820329295655,-0.20515861170503677,-0.0028750393224652266,0.034078461407310134,-0.053738047185545874,0.07789048424478402,0.10895262421362328,0.324255513869034,-0.10745636712350541,-0.05425493863108229,0.15187308953200862,0.038744378189411025,-0.04473442357128404,-0.13202150241156574,0.16260105462692828,0.09174993464207182,-0.03419002168561864,-0.18621565161594025,-0.0832764807788546,-0.1470011635747648,0.4288101566885015,0.05181084669922165,-0.037229696233045735,0.11192971265853538,-0.16903634283799335,-0.17032233920158063,-0.03725367232426244,0.0299966811859801,-0.09980704393639052,-0.05472715225357668,-0.034095028901391565,0.3776488118500378,0.5022930976886032,-0.15273805287015366,-0.015730258276655154,0.14032057000821183,0.13477301285600896,0.03747006591034396,-0.14505681784864352,0.1678891722580874,0.02956136148516818,0.019940235148628378,0.7663764657773541,0.555254894099662,-0.08976587682177771,0.08226565390000126,-0.1420662720816019,-0.022074853134332828,0.1823225601607225,-0.15807971005718113,-0.1392599023359531,-0.07075220639627369,0.44471259314452194,-0.1335495149571456,-0.17223845544521516,0.10210133323831667,-0.12010432212612036,0.4711976541800405,-0.17944581255175185,0.18775052584721125,SERC,2017,30900,0.003406097,0.10431888,SERC,2017,Fall
S173Fg28,-0.4994979160804066,-0.11256690911563923,-0.16066019034923648,0.23054227032261407,-0.14828756207217533,-0.566051348481752,-0.14519996042732028,-0.007854562233271144,0.18967123428463126,-0.441540986113091,0.17616369418127986,0.11369497857050659,-0.3760197551713613,-0.18356833577062062,-0.18273288866746704,0.07449004468817047,0.45777490790698805,0.4832519079277236,-0.20313662597159468,-0.37057188087216386,-0.015464767104743142,-0.20811717904435365,-0.23529665677859782,-0.25660215269986264,-0.19086995426727238,-0.19353796235395745,-0.09106101595202942,-0.23302621495284942,-0.037952460644054165,0.2633695285391262,-0.2718896097680002,-0.31869103656955894,-0.19290565637158474,-0.21877950833164,-0.18811113244911906,-0.34937136159526583,-0.2975849032334722,0.6337534747515711,0.6892871111013144,0.509688685123813,0.22347900886191008,0.3512149656944608,-0.21964469817298804,-0.1719569652673266,0.3638576185866048,-0.24669985790934998,-0.14481286676744212,-0.11599060358948968,-0.21212951496538984,-0.21534474808062087,-0.19514328527549749,-0.1956716093318237,-0.09548366728327615,-0.25157852966421074,-0.19611067986625033,-0.19629253481214579,-0.15728045405415467,-0.15529299565277785,-0.22364030189898404,-0.19799204729027498,-0.19651732718912993,-0.2933355827957452,-0.12492086976540251,-0.21359673317575228,-0.20283787793397579,SERC,2017,31048,0.004112243,0.08001773,SERC,2017,Fall
S173Fg29,0.15408335879397075,0.04624323856388914,0.021271197009569573,0.017356200755995536,0.10150528843491542,0.10781640443558266,-0.05921143266233723,0.04008320104227185,0.1420860506351696,0.18181642411239693,0.05555557867124467,0.08078389842143181,0.19271004310359557,0.04960023199574585,0.010016922232708458,-0.3215725244816307,-0.07704740839130088,0.012534468914125399,0.020565823985619295,0.1781115505411606,0.08441713405098837,-0.09294874616790275,0.13148086947744791,0.1381660951444673,0.04673166491500344,-0.09928013067110801,0.045942804971430634,0.01970857060675666,0.08105453863915188,0.14585888268765723,0.32818375666315214,0.2686883530665383,-0.03887354271282191,-0.041217677476836634,0.08513240929765166,0.3246594275406919,-0.11700396149812295,0.04473672853509934,0.04462785751041105,-0.03678749777617225,0.14964825361751363,0.05952341217367891,-0.06782252664791093,0.4956704848241162,0.048286368804736184,-0.09018340976511031,-0.007679204442277721,-0.10966153960194909,0.1975334666358708,0.45050131348636924,0.07883433847825352,0.042835702056523595,-0.1289417953636581,0.16039311600223394,0.29728238938372137,0.5848805255880082,-0.058517482647059894,0.21549000714833746,0.20349656723451834,0.2552496147994808,0.45270123256914485,-0.0821738200042658,-0.07278416512449463,0.3295230362723714,-0.028063853861725697,SERC,2017,30971,0.001985306,0.10621848,SERC,2017,Fall
S173Fg36,0.09454206641296622,0.05857885323262917,0.001667611112386031,0.10425940697320207,0.13279791384069245,0.09453919655226542,0.11901774733613942,0.05135605859792367,0.04930107034974741,0.07446649162587116,0.08096658004714975,0.03330303740985643,0.14376975435821557,0.0027343511810142087,0.0355152073980924,-0.23399002621458392,0.05354341848758316,0.16176394146137824,0.10668588387084417,0.0982419197038536,0.09814740170656362,-0.12710758503276298,0.017712194522979466,0.1890797627644851,0.1686191893611377,-0.013656051529065408,0.1009142708721647,0.06140787680649086,0.07550099378554691,0.022222063964609177,0.2552710060174688,0.12613873814043935,-0.03762420304463308,0.1087371933539167,-0.024380124247532185,0.05057835452035296,0.033195905490348246,0.10186152951197718,-0.026656174714132053,0.1235535477707146,0.11722661340758528,0.13539654692520625,0.21689591767947217,-0.04836642022256957,0.11451989199855268,0.17408196668389309,0.146419675446224,0.07523780288711358,0.012110619139559272,0.2399785136894555,0.07686448543008192,0.18456304691101091,0.06656579169999931,0.07553212735451732,-0.06903805415477092,0.10844598882098365,-0.0485818177961444,-0.014704443194544536,0.05242229087129456,0.16917668339771952,0.003951020002483495,0.15832621084871154,0.05760053939974682,0.37555099655613283,-0.00308939337012046,SERC,2017,20948,0.016896425,0.24406925,SERC,2017,Fall
S173Fg39,0.05045994697989736,0.09194039536115048,-0.040499462755337445,-0.08055343838007312,0.08956562794074957,-0.012362199997491568,-0.06267833049346787,-0.05743974758383799,-0.01721538690508857,0.1526825927338354,0.0020002136652198504,0.02541135509332007,-0.169233538893553,-0.04403239196969519,-0.06068261987411622,-0.19824124450246874,-0.044281002436067966,-0.004279811979475499,0.22757534476560218,0.0783016386176531,0.044249317121472724,-0.12266525294341599,-0.1288766718107875,-0.04216281829076156,0.02518644625404844,-0.0550468805756488,0.0686666906528392,-0.16121123375061436,0.05148425135849594,0.04241512441082083,0.03997560754227627,-0.08325819549934783,-0.04230500255513836,0.01934292126905811,-0.13978018053405966,0.126256285967998,0.017241146010333518,-0.19765682819412722,-0.0227263458766181,0.22269174126695818,0.06755096250245293,-0.28935732298092975,0.5109139772000678,0.57771392520147,0.5442699780250378,0.6489296800150484,-0.05549044447144315,-0.0977507774071072,-0.2049405398494979,-0.13579362072284656,-0.2683376280021009,-0.05328027039246953,-0.1512241566212628,-0.05496464417656631,-0.12456779529822169,-0.0517924588426851,-0.12288079932581639,0.06391198779453852,-0.03851848985533067,-0.1398170565641573,-0.12403036693396831,0.30537718078828613,0.33801719091512483,-0.0244129602729754,-0.11119168147766653,SERC,2017,50913,0.010167921,0.25712059,SERC,2017,Fall
S173Fg42,0.06327700457773636,0.0709906884010876,-0.1813452603151324,-0.48121302663676296,-0.36896287490537827,0.14418120890681077,-0.21844046882862259,-0.4197200919338805,-0.5217585092171625,-0.09085804787645903,0.11860979583696657,0.1280872780592047,-0.31182591518736225,-0.07422092436000538,-0.054693670155713525,0.10446161258300314,0.38151860144513045,-0.29699198610386207,0.47709944853525316,-0.35066806101965275,0.14628798579465913,-0.14663889230516558,-0.19692818897857262,-0.261986351205088,-0.17225912788510725,-0.15551291547228321,-0.19116409454915048,0.5170767566734696,-0.001157795890554616,0.07804180517766703,-0.2754031227640659,-0.24468794933703203,-0.14313085454848895,0.6248332174122487,0.8071023238393606,0.3835076070059045,0.52167800918241225,-0.21680297980207247,-0.1892470535466784,0.5457240557455408,-0.04003523195284252,0.3826365886019165,0.06352577066656159,-0.15217647015920338,-0.26935864926102987,-0.1931944713548489,-0.0808560722167501,-0.1680201636032127,-0.19201350374107898,-0.18080870936178348,-0.26729822675813525,-0.21296135910066513,-0.08938738022846972,-0.13073196740253681,0.021539197216616974,-0.16640996195992414,-0.1716315651836828,-0.18492168539173687,-0.18892563606738783,-0.14911783149776311,-0.20149753557726488,-0.2790651949427214,0.18924087292856054,-0.11763403499775543,-0.17076671594725426,SERC,2017,70361,0.001706904,0.11000587,SERC,2017,Fall
S173Fg44,-0.05338656247875998,0.040205876951299346,-0.0627022709075883,0.06020716466632571,0.08500049165301712,0.031601536034464535,-0.2005634096384821,-0.056460646546927055,0.0012581180573080768,-0.04233816523258956,0.03127959033842363,0.019366850784901923,0.1948035771788761,-0.09799316821054956,-0.053669579106036196,-0.14570725515719593,-0.19330281644729919,-0.11232066967816685,-0.1246693310033638,0.15936801916864096,0.05190729869602456,-0.08623817627662626,0.017175214602609457,-0.12993831584202983,-0.0243479621024685,-0.1414583852755198,-0.005156248723166277,0.012558924007560814,0.058568569998937774,-0.2876539203143632,-0.20728616372318262,0.13097933356492608,-0.058867255359061996,-0.21173672611378277,-0.038723836770338325,0.014373569060184955,0.13861987557558184,0.001162457999088332,-0.02223322660751745,-0.05678539624160479,0.26299228793538615,0.022757699779379626,0.5745301246368436,-0.1170869078292813,-0.08253928199801357,-0.1257980222728839,-0.1275437048785552,0.37214087621236686,-0.0735589325630631,0.023743356055475204,0.35185510684302485,0.5327806977429812,-0.08527267110244129,-0.14951601912546722,-0.10112062578086194,-0.1609450002553312,0.012964646323317312,-0.19772540520545043,-0.10440820737496977,-0.10398703055267522,-0.13078313164329217,0.03460657482592759,-0.25478533150827487,-0.08088081434315669,-0.1809418168981803,SERC,2017,71429,0.002905544,0.18931849,SERC,2017,Fall
S173Fg45,-0.036153287230045905,-0.02483693181126247,-0.09831845646237268,-0.1628570582029219,-0.11817440363146266,0.03405833116213958,-0.0032792975143045838,-0.07675201933312402,0.055215017177519296,0.03595951166732504,0.024116647160004886,-0.05436474489481534,-0.21395420561867243,-0.05673152641035557,-0.021723370193153284,-0.15988891131251837,0.032992781382968364,-0.008722723189786199,-0.10460374711958421,-0.07506902056197616,0.011125644071797678,-0.06245360540507972,-0.09283362124074447,-0.14415129950729708,2.607408439361766e-4,0.0031208697681804737,-0.018392015112770693,-0.02620190292631505,1.0294484586382555e-5,0.012028025647180317,0.13043545501006074,-0.10501394095900506,-0.05308944388454314,-0.11512363808800191,0.04926363807089197,-0.08436623425659222,0.08288464071164557,-0.00609961904678557,0.11214160000721021,0.004410943007263887,0.016994424468238806,-0.04783125346449412,-0.03434367839984203,0.027799098461103202,-0.017027153738860438,-0.053087553302353804,-0.10075120327092651,-0.051106283023890926,-0.10644522555773944,0.21742085213490156,0.053985304899802494,0.07531196679190293,0.016152569079956526,0.010149160493928461,-0.12613253546231226,-0.07696447822605286,0.006700460377667831,-0.0417482979999862,-0.09801933675379725,-0.05683708771911177,-0.14786443542783062,0.037692398991150664,-0.08486196578778243,0.24391929270943205,0.023596701794759034,SERC,2017,111002,0.022916986,0.65629826,SERC,2017,Fall
