"","gene","color"
"1","FAGR_UCONN_01062","darkturquoise"
"2","FAGR_UCONN_24551","darkturquoise"
"3","FAGR_UCONN_30998","darkturquoise"
"4","FAGR_UCONN_27579","darkturquoise"
"5","FAGR_UCONN_18923","darkturquoise"
"6","FAGR_UCONN_22439","darkturquoise"
"7","FAGR_UCONN_04538","darkturquoise"
"8","FAGR_UCONN_19787","darkturquoise"
"9","FAGR_UCONN_30131","darkturquoise"
"10","FAGR_UCONN_09622","darkturquoise"
"11","FAGR_UCONN_31813","darkturquoise"
"12","FAGR_UCONN_22176","darkturquoise"
"13","FAGR_UCONN_19738","darkturquoise"
"14","FAGR_UCONN_04736","darkturquoise"
"15","FAGR_UCONN_28089","darkturquoise"
"16","FAGR_UCONN_07899","darkturquoise"
"17","FAGR_UCONN_15670","darkturquoise"
"18","FAGR_UCONN_00514","darkturquoise"
"19","FAGR_UCONN_31355","darkturquoise"
"20","FAGR_UCONN_15828","darkturquoise"
"21","FAGR_UCONN_16860","darkturquoise"
"22","FAGR_UCONN_24284","darkturquoise"
"23","FAGR_UCONN_17100","darkturquoise"
"24","FAGR_UCONN_16100","darkturquoise"
"25","FAGR_UCONN_27256","darkturquoise"
"26","FAGR_UCONN_19165","darkturquoise"
"27","FAGR_UCONN_24775","darkturquoise"
"28","FAGR_UCONN_31248","darkturquoise"
"29","FAGR_UCONN_18338","darkturquoise"
"30","FAGR_UCONN_11520","darkturquoise"
"31","FAGR_UCONN_21198","darkturquoise"
"32","FAGR_UCONN_02530","darkturquoise"
"33","FAGR_UCONN_19879","darkturquoise"
"34","FAGR_UCONN_29874","darkturquoise"
"35","FAGR_UCONN_07417","darkturquoise"
"36","FAGR_UCONN_09254","darkturquoise"
"37","FAGR_UCONN_07081","darkturquoise"
"38","FAGR_UCONN_29961","darkturquoise"
"39","FAGR_UCONN_28453","darkturquoise"
"40","FAGR_UCONN_26857","darkturquoise"
"41","FAGR_UCONN_01484","darkturquoise"
"42","FAGR_UCONN_30415","darkturquoise"
"43","FAGR_UCONN_16657","darkturquoise"
"44","FAGR_UCONN_06893","darkturquoise"
"45","FAGR_UCONN_08186","darkturquoise"
"46","FAGR_UCONN_04116","darkturquoise"
"47","FAGR_UCONN_20231","darkturquoise"
"48","FAGR_UCONN_25915","darkturquoise"
"49","FAGR_UCONN_02122","darkturquoise"
"50","FAGR_UCONN_19758","darkturquoise"
"51","FAGR_UCONN_07963","darkturquoise"
"52","FAGR_UCONN_23297","darkturquoise"
"53","FAGR_UCONN_18587","darkturquoise"
"54","FAGR_UCONN_01180","darkturquoise"
"55","FAGR_UCONN_26174","darkturquoise"
"56","FAGR_UCONN_02512","darkturquoise"
"57","FAGR_UCONN_28084","darkturquoise"
"58","FAGR_UCONN_25611","darkturquoise"
"59","FAGR_UCONN_21790","darkturquoise"
"60","FAGR_UCONN_15219","darkturquoise"
"61","FAGR_UCONN_29111","darkturquoise"
"62","FAGR_UCONN_23064","darkturquoise"
"63","FAGR_UCONN_10929","darkturquoise"
"64","FAGR_UCONN_30790","darkturquoise"
"65","FAGR_UCONN_22909","darkturquoise"
"66","FAGR_UCONN_19867","darkturquoise"
"67","FAGR_UCONN_29773","darkturquoise"
"68","FAGR_UCONN_09261","darkturquoise"
"69","FAGR_UCONN_02298","darkturquoise"
"70","FAGR_UCONN_22791","darkturquoise"
"71","FAGR_UCONN_32594","darkturquoise"
"72","FAGR_UCONN_15652","darkturquoise"
"73","FAGR_UCONN_23096","darkturquoise"
"74","FAGR_UCONN_08637","darkturquoise"
"75","FAGR_UCONN_31663","darkturquoise"
"76","FAGR_UCONN_12391","darkturquoise"
"77","FAGR_UCONN_09147","darkturquoise"
"78","FAGR_UCONN_17004","darkturquoise"
"79","FAGR_UCONN_15036","darkturquoise"
"80","FAGR_UCONN_03642","darkturquoise"
"81","FAGR_UCONN_05574","darkturquoise"
"82","FAGR_UCONN_04688","darkturquoise"
"83","FAGR_UCONN_05756","darkturquoise"
"84","FAGR_UCONN_00165","darkturquoise"
"85","FAGR_UCONN_10133","darkturquoise"
"86","FAGR_UCONN_27037","darkturquoise"
"87","FAGR_UCONN_10337","darkturquoise"
"88","FAGR_UCONN_16566","darkturquoise"
"89","FAGR_UCONN_26076","darkturquoise"
"90","FAGR_UCONN_00571","darkturquoise"
"91","FAGR_UCONN_13037","darkturquoise"
"92","FAGR_UCONN_19556","darkturquoise"
"93","FAGR_UCONN_31600","darkturquoise"
"94","FAGR_UCONN_16536","darkturquoise"
"95","FAGR_UCONN_18198","darkturquoise"
"96","FAGR_UCONN_14091","darkturquoise"
"97","FAGR_UCONN_24061","darkturquoise"
"98","FAGR_UCONN_07601","darkturquoise"
"99","FAGR_UCONN_00487","darkturquoise"
"100","FAGR_UCONN_01193","darkturquoise"
"101","FAGR_UCONN_14253","lightcyan"
"102","FAGR_UCONN_28344","lightcyan"
"103","FAGR_UCONN_28639","lightcyan"
"104","FAGR_UCONN_05464","lightcyan"
"105","FAGR_UCONN_14371","lightcyan"
"106","FAGR_UCONN_01344","lightcyan"
"107","FAGR_UCONN_14890","lightcyan"
"108","FAGR_UCONN_02528","lightcyan"
"109","FAGR_UCONN_00851","lightcyan"
"110","FAGR_UCONN_10678","lightcyan"
"111","FAGR_UCONN_30293","lightcyan"
"112","FAGR_UCONN_01245","lightcyan"
"113","FAGR_UCONN_24481","lightcyan"
"114","FAGR_UCONN_08350","lightcyan"
"115","FAGR_UCONN_16306","lightcyan"
"116","FAGR_UCONN_14248","lightcyan"
"117","FAGR_UCONN_11628","lightcyan"
"118","FAGR_UCONN_26187","lightcyan"
"119","FAGR_UCONN_18132","lightcyan"
"120","FAGR_UCONN_13181","lightcyan"
"121","FAGR_UCONN_10481","lightcyan"
"122","FAGR_UCONN_28441","lightcyan"
"123","FAGR_UCONN_01383","lightcyan"
"124","FAGR_UCONN_26975","lightcyan"
"125","FAGR_UCONN_16349","lightcyan"
"126","FAGR_UCONN_20343","lightcyan"
"127","FAGR_UCONN_17478","lightcyan"
"128","FAGR_UCONN_01099","lightcyan"
"129","FAGR_UCONN_05976","lightcyan"
"130","FAGR_UCONN_24001","lightcyan"
"131","FAGR_UCONN_16511","lightcyan"
"132","FAGR_UCONN_07878","lightcyan"
"133","FAGR_UCONN_00035","lightcyan"
"134","FAGR_UCONN_02168","lightcyan"
"135","FAGR_UCONN_21457","lightcyan"
"136","FAGR_UCONN_05094","lightcyan"
"137","FAGR_UCONN_07892","lightcyan"
"138","FAGR_UCONN_28095","lightcyan"
"139","FAGR_UCONN_07108","lightcyan"
"140","FAGR_UCONN_03756","lightcyan"
"141","FAGR_UCONN_11946","lightcyan"
"142","FAGR_UCONN_00280","lightcyan"
"143","FAGR_UCONN_24141","lightcyan"
"144","FAGR_UCONN_12668","lightcyan"
"145","FAGR_UCONN_05766","lightcyan"
"146","FAGR_UCONN_09662","lightcyan"
"147","FAGR_UCONN_18983","lightcyan"
"148","FAGR_UCONN_08104","lightcyan"
"149","FAGR_UCONN_14197","lightcyan"
"150","FAGR_UCONN_29375","lightcyan"
"151","FAGR_UCONN_16582","lightcyan"
"152","FAGR_UCONN_21304","lightcyan"
"153","FAGR_UCONN_30746","lightcyan"
"154","FAGR_UCONN_09112","lightcyan"
"155","FAGR_UCONN_26731","lightcyan"
"156","FAGR_UCONN_11828","lightcyan"
"157","FAGR_UCONN_03415","lightcyan"
"158","FAGR_UCONN_16019","lightcyan"
"159","FAGR_UCONN_25432","lightcyan"
"160","FAGR_UCONN_06332","lightcyan"
"161","FAGR_UCONN_06814","lightcyan"
"162","FAGR_UCONN_05515","lightcyan"
"163","FAGR_UCONN_18210","lightcyan"
"164","FAGR_UCONN_32408","lightcyan"
"165","FAGR_UCONN_26896","lightcyan"
"166","FAGR_UCONN_04673","lightcyan"
"167","FAGR_UCONN_14822","lightcyan"
"168","FAGR_UCONN_02333","lightcyan"
"169","FAGR_UCONN_19001","lightcyan"
"170","FAGR_UCONN_10237","lightcyan"
"171","FAGR_UCONN_03718","lightcyan"
"172","FAGR_UCONN_29505","lightcyan"
"173","FAGR_UCONN_07286","lightcyan"
"174","FAGR_UCONN_27771","lightcyan"
"175","FAGR_UCONN_24739","lightcyan"
"176","FAGR_UCONN_30258","lightcyan"
"177","FAGR_UCONN_06242","lightcyan"
"178","FAGR_UCONN_14166","lightcyan"
"179","FAGR_UCONN_00774","lightcyan"
"180","FAGR_UCONN_12501","lightcyan"
"181","FAGR_UCONN_22674","lightcyan"
"182","FAGR_UCONN_22358","lightcyan"
"183","FAGR_UCONN_07859","lightcyan"
"184","FAGR_UCONN_19311","lightcyan"
"185","FAGR_UCONN_13120","lightcyan"
"186","FAGR_UCONN_18207","lightcyan"
"187","FAGR_UCONN_06684","lightcyan"
"188","FAGR_UCONN_13633","lightcyan"
"189","FAGR_UCONN_31930","lightcyan"
"190","FAGR_UCONN_08598","lightcyan"
"191","FAGR_UCONN_17259","lightcyan"
"192","FAGR_UCONN_05573","lightcyan"
"193","FAGR_UCONN_00078","lightcyan"
"194","FAGR_UCONN_21054","lightcyan"
"195","FAGR_UCONN_30579","lightcyan"
"196","FAGR_UCONN_04499","lightcyan"
"197","FAGR_UCONN_22592","lightcyan"
"198","FAGR_UCONN_15482","lightcyan"
"199","FAGR_UCONN_29405","lightcyan"
"200","FAGR_UCONN_08589","lightcyan"
"201","FAGR_UCONN_04413","lightcyan"
"202","FAGR_UCONN_04851","lightcyan"
"203","FAGR_UCONN_15473","lightcyan"
"204","FAGR_UCONN_10988","lightcyan"
"205","FAGR_UCONN_03004","lightcyan"
"206","FAGR_UCONN_00390","lightcyan"
"207","FAGR_UCONN_25639","lightcyan"
"208","FAGR_UCONN_02628","lightcyan"
"209","FAGR_UCONN_07209","lightcyan"
"210","FAGR_UCONN_27581","lightcyan"
"211","FAGR_UCONN_07521","lightcyan"
"212","FAGR_UCONN_04972","lightcyan"
"213","FAGR_UCONN_07014","lightcyan"
"214","FAGR_UCONN_12484","lightcyan"
"215","FAGR_UCONN_05743","lightcyan"
"216","FAGR_UCONN_11885","lightcyan"
"217","FAGR_UCONN_17413","lightcyan"
"218","FAGR_UCONN_08648","lightcyan"
"219","FAGR_UCONN_31389","lightcyan"
"220","FAGR_UCONN_04711","lightcyan"
"221","FAGR_UCONN_20390","green"
"222","FAGR_UCONN_02345","green"
"223","FAGR_UCONN_12953","green"
"224","FAGR_UCONN_11711","green"
"225","FAGR_UCONN_15785","green"
"226","FAGR_UCONN_31576","green"
"227","FAGR_UCONN_15998","green"
"228","FAGR_UCONN_28223","green"
"229","FAGR_UCONN_31339","green"
"230","FAGR_UCONN_05941","green"
"231","FAGR_UCONN_18854","green"
"232","FAGR_UCONN_25609","green"
"233","FAGR_UCONN_31712","green"
"234","FAGR_UCONN_16016","green"
"235","FAGR_UCONN_14922","green"
"236","FAGR_UCONN_08480","green"
"237","FAGR_UCONN_21120","green"
"238","FAGR_UCONN_19550","green"
"239","FAGR_UCONN_10667","green"
"240","FAGR_UCONN_14920","green"
"241","FAGR_UCONN_00355","green"
"242","FAGR_UCONN_12505","green"
"243","FAGR_UCONN_30871","green"
"244","FAGR_UCONN_32727","green"
"245","FAGR_UCONN_24984","green"
"246","FAGR_UCONN_02378","green"
"247","FAGR_UCONN_00881","green"
"248","FAGR_UCONN_17617","green"
"249","FAGR_UCONN_15798","green"
"250","FAGR_UCONN_00878","green"
"251","FAGR_UCONN_25967","green"
"252","FAGR_UCONN_18147","green"
"253","FAGR_UCONN_16201","green"
"254","FAGR_UCONN_25678","green"
"255","FAGR_UCONN_02933","green"
"256","FAGR_UCONN_08147","green"
"257","FAGR_UCONN_13360","green"
"258","FAGR_UCONN_00521","green"
"259","FAGR_UCONN_28610","green"
"260","FAGR_UCONN_05102","green"
"261","FAGR_UCONN_22856","green"
"262","FAGR_UCONN_21627","green"
"263","FAGR_UCONN_27574","green"
"264","FAGR_UCONN_05662","green"
"265","FAGR_UCONN_24921","green"
"266","FAGR_UCONN_20787","green"
"267","FAGR_UCONN_14936","green"
"268","FAGR_UCONN_22887","green"
"269","FAGR_UCONN_08524","green"
"270","FAGR_UCONN_20111","green"
"271","FAGR_UCONN_12686","green"
