"","gene","color"
"1","FAGR_UCONN_31526","greenyellow"
"2","FAGR_UCONN_30394","greenyellow"
"3","FAGR_UCONN_16283","greenyellow"
"4","FAGR_UCONN_22540","greenyellow"
"5","FAGR_UCONN_15037","greenyellow"
"6","FAGR_UCONN_26618","greenyellow"
"7","FAGR_UCONN_24754","greenyellow"
"8","FAGR_UCONN_28854","greenyellow"
"9","FAGR_UCONN_25848","greenyellow"
"10","FAGR_UCONN_12516","greenyellow"
"11","FAGR_UCONN_10007","greenyellow"
"12","FAGR_UCONN_13309","greenyellow"
"13","FAGR_UCONN_11542","greenyellow"
"14","FAGR_UCONN_09210","greenyellow"
"15","FAGR_UCONN_10825","greenyellow"
"16","FAGR_UCONN_28067","greenyellow"
"17","FAGR_UCONN_08649","greenyellow"
"18","FAGR_UCONN_26677","greenyellow"
"19","FAGR_UCONN_31205","greenyellow"
"20","FAGR_UCONN_31275","greenyellow"
"21","FAGR_UCONN_16997","greenyellow"
"22","FAGR_UCONN_23837","greenyellow"
"23","FAGR_UCONN_27930","greenyellow"
"24","FAGR_UCONN_23481","greenyellow"
"25","FAGR_UCONN_25122","greenyellow"
"26","FAGR_UCONN_06717","greenyellow"
"27","FAGR_UCONN_15516","greenyellow"
"28","FAGR_UCONN_06957","greenyellow"
"29","FAGR_UCONN_11870","greenyellow"
"30","FAGR_UCONN_28757","greenyellow"
"31","FAGR_UCONN_08974","greenyellow"
"32","FAGR_UCONN_09230","greenyellow"
"33","FAGR_UCONN_25394","greenyellow"
"34","FAGR_UCONN_20578","greenyellow"
"35","FAGR_UCONN_25030","greenyellow"
"36","FAGR_UCONN_29606","greenyellow"
"37","FAGR_UCONN_30560","greenyellow"
"38","FAGR_UCONN_32919","greenyellow"
"39","FAGR_UCONN_11160","greenyellow"
"40","FAGR_UCONN_09099","greenyellow"
"41","FAGR_UCONN_00255","greenyellow"
"42","FAGR_UCONN_31581","greenyellow"
"43","FAGR_UCONN_21939","greenyellow"
"44","FAGR_UCONN_01205","greenyellow"
"45","FAGR_UCONN_22227","greenyellow"
