"","gene","color"
"1","FAGR_UCONN_26028","turquoise"
"2","FAGR_UCONN_12288","turquoise"
"3","FAGR_UCONN_28701","turquoise"
"4","FAGR_UCONN_26856","turquoise"
"5","FAGR_UCONN_32148","turquoise"
"6","FAGR_UCONN_07639","turquoise"
"7","FAGR_UCONN_01421","turquoise"
"8","FAGR_UCONN_10915","turquoise"
"9","FAGR_UCONN_08817","turquoise"
"10","FAGR_UCONN_11297","turquoise"
"11","FAGR_UCONN_30125","turquoise"
"12","FAGR_UCONN_03607","turquoise"
"13","FAGR_UCONN_31344","turquoise"
"14","FAGR_UCONN_31751","turquoise"
"15","FAGR_UCONN_11366","turquoise"
"16","FAGR_UCONN_19456","turquoise"
"17","FAGR_UCONN_10169","turquoise"
"18","FAGR_UCONN_25622","turquoise"
"19","FAGR_UCONN_27395","turquoise"
"20","FAGR_UCONN_17688","turquoise"
"21","FAGR_UCONN_16001","turquoise"
"22","FAGR_UCONN_15842","turquoise"
"23","FAGR_UCONN_13889","turquoise"
"24","FAGR_UCONN_08931","turquoise"
"25","FAGR_UCONN_20822","turquoise"
"26","FAGR_UCONN_11718","turquoise"
"27","FAGR_UCONN_24964","turquoise"
"28","FAGR_UCONN_10143","turquoise"
"29","FAGR_UCONN_12505","turquoise"
"30","FAGR_UCONN_02746","turquoise"
"31","FAGR_UCONN_20725","turquoise"
"32","FAGR_UCONN_20841","turquoise"
"33","FAGR_UCONN_16781","turquoise"
"34","FAGR_UCONN_29618","turquoise"
"35","FAGR_UCONN_26971","turquoise"
"36","FAGR_UCONN_28562","turquoise"
"37","FAGR_UCONN_11520","turquoise"
"38","FAGR_UCONN_04527","turquoise"
"39","FAGR_UCONN_31621","turquoise"
"40","FAGR_UCONN_23341","turquoise"
"41","FAGR_UCONN_18697","turquoise"
"42","FAGR_UCONN_10825","turquoise"
"43","FAGR_UCONN_24421","turquoise"
"44","FAGR_UCONN_10852","turquoise"
"45","FAGR_UCONN_23867","turquoise"
"46","FAGR_UCONN_06656","turquoise"
"47","FAGR_UCONN_30924","turquoise"
"48","FAGR_UCONN_27619","turquoise"
"49","FAGR_UCONN_24739","turquoise"
"50","FAGR_UCONN_29267","turquoise"
"51","FAGR_UCONN_12637","turquoise"
"52","FAGR_UCONN_31368","turquoise"
"53","FAGR_UCONN_09147","turquoise"
"54","FAGR_UCONN_00379","turquoise"
"55","FAGR_UCONN_09219","turquoise"
"56","FAGR_UCONN_11314","turquoise"
"57","FAGR_UCONN_12690","turquoise"
"58","FAGR_UCONN_14224","turquoise"
"59","FAGR_UCONN_05078","turquoise"
"60","FAGR_UCONN_21920","turquoise"
"61","FAGR_UCONN_16190","turquoise"
"62","FAGR_UCONN_06185","turquoise"
"63","FAGR_UCONN_00496","turquoise"
"64","FAGR_UCONN_03423","turquoise"
"65","FAGR_UCONN_26761","turquoise"
"66","FAGR_UCONN_22585","turquoise"
"67","FAGR_UCONN_08739","turquoise"
"68","FAGR_UCONN_28362","turquoise"
"69","FAGR_UCONN_12229","turquoise"
"70","FAGR_UCONN_23064","turquoise"
"71","FAGR_UCONN_32219","turquoise"
"72","FAGR_UCONN_00716","turquoise"
"73","FAGR_UCONN_09967","turquoise"
"74","FAGR_UCONN_03842","turquoise"
"75","FAGR_UCONN_11017","turquoise"
"76","FAGR_UCONN_28439","turquoise"
"77","FAGR_UCONN_31960","turquoise"
"78","FAGR_UCONN_15350","turquoise"
"79","FAGR_UCONN_17568","turquoise"
"80","FAGR_UCONN_14527","turquoise"
"81","FAGR_UCONN_26479","turquoise"
"82","FAGR_UCONN_12597","turquoise"
"83","FAGR_UCONN_31014","turquoise"
"84","FAGR_UCONN_15485","turquoise"
"85","FAGR_UCONN_18602","turquoise"
"86","FAGR_UCONN_14983","turquoise"
"87","FAGR_UCONN_32504","turquoise"
"88","FAGR_UCONN_30828","turquoise"
"89","FAGR_UCONN_01471","turquoise"
"90","FAGR_UCONN_31572","turquoise"
"91","FAGR_UCONN_21766","turquoise"
"92","FAGR_UCONN_15682","turquoise"
"93","FAGR_UCONN_25932","turquoise"
"94","FAGR_UCONN_14311","turquoise"
"95","FAGR_UCONN_14915","turquoise"
"96","FAGR_UCONN_06481","turquoise"
"97","FAGR_UCONN_13135","turquoise"
"98","FAGR_UCONN_15675","turquoise"
"99","FAGR_UCONN_23620","turquoise"
"100","FAGR_UCONN_04577","turquoise"
"101","FAGR_UCONN_22396","turquoise"
"102","FAGR_UCONN_12440","turquoise"
"103","FAGR_UCONN_09231","turquoise"
"104","FAGR_UCONN_23605","turquoise"
"105","FAGR_UCONN_17667","turquoise"
"106","FAGR_UCONN_20146","turquoise"
"107","FAGR_UCONN_20176","turquoise"
"108","FAGR_UCONN_12797","turquoise"
"109","FAGR_UCONN_07657","turquoise"
"110","FAGR_UCONN_00448","turquoise"
"111","FAGR_UCONN_32963","turquoise"
"112","FAGR_UCONN_08530","turquoise"
"113","FAGR_UCONN_23759","turquoise"
"114","FAGR_UCONN_27449","turquoise"
"115","FAGR_UCONN_27897","turquoise"
"116","FAGR_UCONN_10512","turquoise"
"117","FAGR_UCONN_03451","turquoise"
"118","FAGR_UCONN_18273","turquoise"
"119","FAGR_UCONN_20214","turquoise"
"120","FAGR_UCONN_27892","turquoise"
"121","FAGR_UCONN_19285","turquoise"
"122","FAGR_UCONN_21380","turquoise"
"123","FAGR_UCONN_23165","turquoise"
"124","FAGR_UCONN_19905","turquoise"
"125","FAGR_UCONN_24230","turquoise"
"126","FAGR_UCONN_25557","turquoise"
"127","FAGR_UCONN_07589","turquoise"
"128","FAGR_UCONN_25034","turquoise"
"129","FAGR_UCONN_18495","turquoise"
"130","FAGR_UCONN_04476","turquoise"
"131","FAGR_UCONN_29801","turquoise"
