"","gene","color"
"1","FAGR_UCONN_03928","darkred"
"2","FAGR_UCONN_24542","darkred"
"3","FAGR_UCONN_21683","darkred"
"4","FAGR_UCONN_10144","darkred"
"5","FAGR_UCONN_10364","darkred"
"6","FAGR_UCONN_13619","darkred"
"7","FAGR_UCONN_13539","darkred"
"8","FAGR_UCONN_18980","darkred"
"9","FAGR_UCONN_11858","darkred"
"10","FAGR_UCONN_20725","darkred"
"11","FAGR_UCONN_13613","darkred"
"12","FAGR_UCONN_12398","darkred"
"13","FAGR_UCONN_10610","darkred"
"14","FAGR_UCONN_15026","darkred"
"15","FAGR_UCONN_31352","darkred"
"16","FAGR_UCONN_23685","darkred"
"17","FAGR_UCONN_14890","darkred"
"18","FAGR_UCONN_10074","darkred"
"19","FAGR_UCONN_19273","darkred"
"20","FAGR_UCONN_04204","darkred"
"21","FAGR_UCONN_24190","darkred"
"22","FAGR_UCONN_12955","darkred"
"23","FAGR_UCONN_19106","darkred"
"24","FAGR_UCONN_00216","darkred"
"25","FAGR_UCONN_12260","darkred"
"26","FAGR_UCONN_22836","darkred"
"27","FAGR_UCONN_31424","darkred"
"28","FAGR_UCONN_29775","darkred"
"29","FAGR_UCONN_31844","darkred"
"30","FAGR_UCONN_13525","darkred"
"31","FAGR_UCONN_27673","darkred"
"32","FAGR_UCONN_12547","darkred"
"33","FAGR_UCONN_20052","darkred"
"34","FAGR_UCONN_15023","darkred"
"35","FAGR_UCONN_23152","darkred"
"36","FAGR_UCONN_09266","darkred"
"37","FAGR_UCONN_23651","darkred"
"38","FAGR_UCONN_17054","darkred"
"39","FAGR_UCONN_07880","darkred"
"40","FAGR_UCONN_16220","darkred"
"41","FAGR_UCONN_12047","darkred"
"42","FAGR_UCONN_27621","darkred"
"43","FAGR_UCONN_26175","darkred"
"44","FAGR_UCONN_28763","darkred"
"45","FAGR_UCONN_23507","darkred"
"46","FAGR_UCONN_18139","darkred"
"47","FAGR_UCONN_01307","darkred"
"48","FAGR_UCONN_25210","darkred"
"49","FAGR_UCONN_27245","darkred"
"50","FAGR_UCONN_32988","darkred"
"51","FAGR_UCONN_12956","darkred"
"52","FAGR_UCONN_24825","darkred"
"53","FAGR_UCONN_12636","darkred"
"54","FAGR_UCONN_16709","darkred"
"55","FAGR_UCONN_16283","darkred"
"56","FAGR_UCONN_17734","darkred"
"57","FAGR_UCONN_27365","darkred"
"58","FAGR_UCONN_18895","darkred"
"59","FAGR_UCONN_29874","darkred"
"60","FAGR_UCONN_17227","darkred"
"61","FAGR_UCONN_04075","darkred"
"62","FAGR_UCONN_19113","darkred"
"63","FAGR_UCONN_12999","darkred"
"64","FAGR_UCONN_03180","darkred"
"65","FAGR_UCONN_05902","darkred"
"66","FAGR_UCONN_02774","darkred"
"67","FAGR_UCONN_11427","darkred"
"68","FAGR_UCONN_30131","darkred"
"69","FAGR_UCONN_30223","darkred"
"70","FAGR_UCONN_15635","darkred"
"71","FAGR_UCONN_16054","darkred"
"72","FAGR_UCONN_31392","darkred"
"73","FAGR_UCONN_01163","darkred"
"74","FAGR_UCONN_24268","darkred"
"75","FAGR_UCONN_16657","darkred"
"76","FAGR_UCONN_24935","darkred"
"77","FAGR_UCONN_29003","darkred"
"78","FAGR_UCONN_11236","darkred"
"79","FAGR_UCONN_20710","darkred"
"80","FAGR_UCONN_19469","darkred"
"81","FAGR_UCONN_11333","darkred"
"82","FAGR_UCONN_16796","darkred"
"83","FAGR_UCONN_23567","darkred"
"84","FAGR_UCONN_01671","darkred"
"85","FAGR_UCONN_32872","darkred"
"86","FAGR_UCONN_13929","darkred"
"87","FAGR_UCONN_00206","darkred"
"88","FAGR_UCONN_28822","darkred"
"89","FAGR_UCONN_32603","darkred"
"90","FAGR_UCONN_30730","darkred"
"91","FAGR_UCONN_33035","darkred"
"92","FAGR_UCONN_20205","darkred"
"93","FAGR_UCONN_23781","darkred"
"94","FAGR_UCONN_28037","darkred"
"95","FAGR_UCONN_02149","darkred"
"96","FAGR_UCONN_19650","darkred"
"97","FAGR_UCONN_20610","darkred"
"98","FAGR_UCONN_09020","darkred"
"99","FAGR_UCONN_21898","darkred"
"100","FAGR_UCONN_12804","darkred"
"101","FAGR_UCONN_09889","darkred"
"102","FAGR_UCONN_27891","darkred"
"103","FAGR_UCONN_23376","darkred"
"104","FAGR_UCONN_01798","darkred"
"105","FAGR_UCONN_13267","darkred"
"106","FAGR_UCONN_09160","darkred"
"107","FAGR_UCONN_30200","darkred"
"108","FAGR_UCONN_08722","darkred"
"109","FAGR_UCONN_22156","darkred"
"110","FAGR_UCONN_01575","darkred"
"111","FAGR_UCONN_28404","darkred"
"112","FAGR_UCONN_07730","darkred"
"113","FAGR_UCONN_20894","darkred"
