"","gene","color"
"1","FAGR_UCONN_16973","blue"
"2","FAGR_UCONN_08695","blue"
"3","FAGR_UCONN_04672","blue"
"4","FAGR_UCONN_14738","blue"
"5","FAGR_UCONN_15828","blue"
"6","FAGR_UCONN_13481","blue"
"7","FAGR_UCONN_25034","blue"
"8","FAGR_UCONN_22151","blue"
"9","FAGR_UCONN_13886","blue"
"10","FAGR_UCONN_23354","blue"
"11","FAGR_UCONN_16719","blue"
"12","FAGR_UCONN_23755","blue"
"13","FAGR_UCONN_01475","blue"
"14","FAGR_UCONN_29252","blue"
"15","FAGR_UCONN_32910","blue"
"16","FAGR_UCONN_24277","blue"
"17","FAGR_UCONN_28510","blue"
"18","FAGR_UCONN_24668","blue"
"19","FAGR_UCONN_28777","blue"
"20","FAGR_UCONN_09145","blue"
"21","FAGR_UCONN_32425","blue"
"22","FAGR_UCONN_23837","blue"
"23","FAGR_UCONN_02497","blue"
"24","FAGR_UCONN_09956","blue"
"25","FAGR_UCONN_05002","blue"
"26","FAGR_UCONN_24360","blue"
"27","FAGR_UCONN_11885","blue"
"28","FAGR_UCONN_24421","blue"
"29","FAGR_UCONN_05740","blue"
"30","FAGR_UCONN_27837","blue"
"31","FAGR_UCONN_01997","blue"
"32","FAGR_UCONN_16328","blue"
"33","FAGR_UCONN_11597","blue"
"34","FAGR_UCONN_26971","blue"
"35","FAGR_UCONN_30774","blue"
"36","FAGR_UCONN_15338","blue"
"37","FAGR_UCONN_11087","blue"
"38","FAGR_UCONN_31116","blue"
"39","FAGR_UCONN_01503","blue"
"40","FAGR_UCONN_05846","blue"
"41","FAGR_UCONN_11804","blue"
"42","FAGR_UCONN_06699","blue"
"43","FAGR_UCONN_13733","blue"
"44","FAGR_UCONN_12260","blue"
"45","FAGR_UCONN_30037","blue"
"46","FAGR_UCONN_15410","blue"
"47","FAGR_UCONN_22176","blue"
"48","FAGR_UCONN_28441","blue"
"49","FAGR_UCONN_04898","blue"
"50","FAGR_UCONN_24253","blue"
"51","FAGR_UCONN_28304","blue"
"52","FAGR_UCONN_14759","blue"
"53","FAGR_UCONN_32006","blue"
"54","FAGR_UCONN_20419","blue"
"55","FAGR_UCONN_30376","blue"
"56","FAGR_UCONN_23687","blue"
"57","FAGR_UCONN_07032","blue"
"58","FAGR_UCONN_04018","blue"
"59","FAGR_UCONN_15619","blue"
"60","FAGR_UCONN_13185","blue"
"61","FAGR_UCONN_30653","blue"
"62","FAGR_UCONN_32145","blue"
"63","FAGR_UCONN_12523","blue"
"64","FAGR_UCONN_28075","blue"
