"","gene","color"
"1","FAGR_UCONN_02028","brown"
"2","FAGR_UCONN_31369","brown"
"3","FAGR_UCONN_16479","brown"
"4","FAGR_UCONN_17743","brown"
"5","FAGR_UCONN_17279","brown"
"6","FAGR_UCONN_10816","brown"
"7","FAGR_UCONN_08981","brown"
"8","FAGR_UCONN_17200","brown"
"9","FAGR_UCONN_13292","brown"
"10","FAGR_UCONN_01284","brown"
"11","FAGR_UCONN_18381","brown"
"12","FAGR_UCONN_25069","brown"
"13","FAGR_UCONN_26389","brown"
"14","FAGR_UCONN_17945","brown"
"15","FAGR_UCONN_26291","brown"
"16","FAGR_UCONN_11455","brown"
"17","FAGR_UCONN_14916","brown"
"18","FAGR_UCONN_09532","brown"
"19","FAGR_UCONN_28647","brown"
"20","FAGR_UCONN_10265","brown"
"21","FAGR_UCONN_32773","brown"
"22","FAGR_UCONN_32348","brown"
"23","FAGR_UCONN_26280","brown"
"24","FAGR_UCONN_11314","brown"
"25","FAGR_UCONN_24662","brown"
"26","FAGR_UCONN_25177","brown"
"27","FAGR_UCONN_00699","brown"
"28","FAGR_UCONN_25967","brown"
"29","FAGR_UCONN_32896","brown"
"30","FAGR_UCONN_32964","brown"
"31","FAGR_UCONN_11257","brown"
"32","FAGR_UCONN_02898","brown"
"33","FAGR_UCONN_24665","brown"
"34","FAGR_UCONN_05080","brown"
"35","FAGR_UCONN_26731","brown"
"36","FAGR_UCONN_10142","brown"
"37","FAGR_UCONN_26224","brown"
"38","FAGR_UCONN_31116","brown"
"39","FAGR_UCONN_23381","brown"
"40","FAGR_UCONN_27491","brown"
"41","FAGR_UCONN_14660","brown"
"42","FAGR_UCONN_27695","brown"
"43","FAGR_UCONN_19159","brown"
"44","FAGR_UCONN_08461","brown"
"45","FAGR_UCONN_17832","brown"
"46","FAGR_UCONN_01902","brown"
"47","FAGR_UCONN_27111","brown"
"48","FAGR_UCONN_31810","brown"
"49","FAGR_UCONN_04924","brown"
"50","FAGR_UCONN_01038","brown"
"51","FAGR_UCONN_20165","brown"
"52","FAGR_UCONN_12536","brown"
"53","FAGR_UCONN_16022","brown"
"54","FAGR_UCONN_32923","brown"
"55","FAGR_UCONN_14636","brown"
"56","FAGR_UCONN_26727","brown"
"57","FAGR_UCONN_32041","brown"
"58","FAGR_UCONN_08619","brown"
"59","FAGR_UCONN_15982","brown"
"60","FAGR_UCONN_14285","brown"
"61","FAGR_UCONN_26590","brown"
"62","FAGR_UCONN_29113","brown"
"63","FAGR_UCONN_24975","brown"
"64","FAGR_UCONN_31387","brown"
"65","FAGR_UCONN_30948","brown"
"66","FAGR_UCONN_18866","brown"
"67","FAGR_UCONN_31289","brown"
"68","FAGR_UCONN_13888","brown"
"69","FAGR_UCONN_16317","brown"
"70","FAGR_UCONN_09580","brown"
"71","FAGR_UCONN_20804","brown"
"72","FAGR_UCONN_12757","brown"
"73","FAGR_UCONN_13240","brown"
"74","FAGR_UCONN_29489","brown"
"75","FAGR_UCONN_11765","brown"
"76","FAGR_UCONN_11590","brown"
"77","FAGR_UCONN_06801","brown"
"78","FAGR_UCONN_00039","brown"
"79","FAGR_UCONN_13132","brown"
"80","FAGR_UCONN_02894","brown"
"81","FAGR_UCONN_11656","brown"
"82","FAGR_UCONN_26918","brown"
"83","FAGR_UCONN_11444","brown"
"84","FAGR_UCONN_13987","brown"
"85","FAGR_UCONN_07157","brown"
"86","FAGR_UCONN_25924","brown"
"87","FAGR_UCONN_13286","brown"
"88","FAGR_UCONN_10540","brown"
"89","FAGR_UCONN_16312","brown"
"90","FAGR_UCONN_21427","brown"
"91","FAGR_UCONN_04682","brown"
"92","FAGR_UCONN_20390","brown"
"93","FAGR_UCONN_26544","brown"
"94","FAGR_UCONN_08553","brown"
"95","FAGR_UCONN_21594","brown"
"96","FAGR_UCONN_21787","brown"
"97","FAGR_UCONN_02326","brown"
"98","FAGR_UCONN_26277","brown"
"99","FAGR_UCONN_24284","brown"
"100","FAGR_UCONN_24821","brown"
"101","FAGR_UCONN_02791","brown"
"102","FAGR_UCONN_18854","brown"
"103","FAGR_UCONN_07774","brown"
"104","FAGR_UCONN_30112","brown"
"105","FAGR_UCONN_27923","brown"
"106","FAGR_UCONN_30410","brown"
"107","FAGR_UCONN_23516","brown"
"108","FAGR_UCONN_13300","brown"
"109","FAGR_UCONN_30356","brown"
"110","FAGR_UCONN_17915","brown"
"111","FAGR_UCONN_21333","brown"
"112","FAGR_UCONN_32538","brown"
"113","FAGR_UCONN_11160","brown"
"114","FAGR_UCONN_13916","brown"
"115","FAGR_UCONN_01878","brown"
"116","FAGR_UCONN_11420","brown"
"117","FAGR_UCONN_31659","brown"
"118","FAGR_UCONN_28381","brown"
"119","FAGR_UCONN_30871","brown"
"120","FAGR_UCONN_11315","brown"
"121","FAGR_UCONN_18888","brown"
"122","FAGR_UCONN_16057","brown"
"123","FAGR_UCONN_27290","brown"
"124","FAGR_UCONN_00520","brown"
"125","FAGR_UCONN_11170","brown"
"126","FAGR_UCONN_21599","brown"
"127","FAGR_UCONN_28121","brown"
"128","FAGR_UCONN_24712","brown"
"129","FAGR_UCONN_21955","brown"
"130","FAGR_UCONN_07925","brown"
"131","FAGR_UCONN_00504","brown"
"132","FAGR_UCONN_28453","brown"
"133","FAGR_UCONN_10579","brown"
"134","FAGR_UCONN_01463","brown"
"135","FAGR_UCONN_26760","brown"
"136","FAGR_UCONN_15281","brown"
"137","FAGR_UCONN_10991","brown"
"138","FAGR_UCONN_26956","brown"
"139","FAGR_UCONN_28481","brown"
"140","FAGR_UCONN_25244","brown"
"141","FAGR_UCONN_29178","brown"
"142","FAGR_UCONN_30315","brown"
"143","FAGR_UCONN_31903","brown"
"144","FAGR_UCONN_21601","brown"
"145","FAGR_UCONN_03898","brown"
"146","FAGR_UCONN_28392","brown"
"147","FAGR_UCONN_30045","brown"
"148","FAGR_UCONN_15992","brown"
"149","FAGR_UCONN_22899","brown"
"150","FAGR_UCONN_28304","brown"
"151","FAGR_UCONN_25270","brown"
"152","FAGR_UCONN_04014","brown"
"153","FAGR_UCONN_18624","brown"
"154","FAGR_UCONN_10264","brown"
"155","FAGR_UCONN_04342","brown"
"156","FAGR_UCONN_18623","brown"
"157","FAGR_UCONN_12255","brown"
"158","FAGR_UCONN_25496","brown"
"159","FAGR_UCONN_10098","brown"
"160","FAGR_UCONN_14056","brown"
"161","FAGR_UCONN_27609","brown"
"162","FAGR_UCONN_32552","brown"
"163","FAGR_UCONN_09740","brown"
