"","gene","color"
"1","FAGR_UCONN_00087","blue"
"2","FAGR_UCONN_04925","blue"
"3","FAGR_UCONN_03082","blue"
"4","FAGR_UCONN_16864","blue"
"5","FAGR_UCONN_10945","blue"
"6","FAGR_UCONN_26357","blue"
"7","FAGR_UCONN_16283","blue"
"8","FAGR_UCONN_11474","blue"
"9","FAGR_UCONN_32009","blue"
"10","FAGR_UCONN_20952","blue"
"11","FAGR_UCONN_18010","blue"
"12","FAGR_UCONN_12766","blue"
"13","FAGR_UCONN_14389","blue"
"14","FAGR_UCONN_28163","blue"
"15","FAGR_UCONN_30376","blue"
"16","FAGR_UCONN_23177","blue"
"17","FAGR_UCONN_04797","blue"
"18","FAGR_UCONN_17487","blue"
"19","FAGR_UCONN_28624","blue"
"20","FAGR_UCONN_05907","blue"
"21","FAGR_UCONN_11569","blue"
"22","FAGR_UCONN_28221","blue"
"23","FAGR_UCONN_31960","blue"
"24","FAGR_UCONN_26280","blue"
"25","FAGR_UCONN_08939","blue"
"26","FAGR_UCONN_16840","blue"
"27","FAGR_UCONN_11116","blue"
"28","FAGR_UCONN_20572","blue"
"29","FAGR_UCONN_12248","blue"
"30","FAGR_UCONN_29911","blue"
"31","FAGR_UCONN_22887","blue"
"32","FAGR_UCONN_15850","blue"
"33","FAGR_UCONN_12525","blue"
"34","FAGR_UCONN_12523","blue"
"35","FAGR_UCONN_07580","blue"
"36","FAGR_UCONN_19605","blue"
"37","FAGR_UCONN_01556","blue"
"38","FAGR_UCONN_09821","blue"
"39","FAGR_UCONN_13483","blue"
"40","FAGR_UCONN_14722","blue"
"41","FAGR_UCONN_21597","blue"
"42","FAGR_UCONN_32458","blue"
"43","FAGR_UCONN_09711","blue"
"44","FAGR_UCONN_10346","blue"
"45","FAGR_UCONN_29863","blue"
"46","FAGR_UCONN_07211","blue"
"47","FAGR_UCONN_15560","blue"
"48","FAGR_UCONN_10497","blue"
"49","FAGR_UCONN_25131","blue"
"50","FAGR_UCONN_27111","blue"
"51","FAGR_UCONN_19256","blue"
"52","FAGR_UCONN_28828","blue"
"53","FAGR_UCONN_19654","blue"
"54","FAGR_UCONN_21504","blue"
"55","FAGR_UCONN_08602","blue"
"56","FAGR_UCONN_19534","blue"
"57","FAGR_UCONN_30150","blue"
"58","FAGR_UCONN_25011","blue"
"59","FAGR_UCONN_13059","blue"
"60","FAGR_UCONN_29645","blue"
"61","FAGR_UCONN_03612","blue"
"62","FAGR_UCONN_24829","blue"
"63","FAGR_UCONN_28441","blue"
"64","FAGR_UCONN_01852","blue"
"65","FAGR_UCONN_21973","blue"
"66","FAGR_UCONN_21035","blue"
"67","FAGR_UCONN_03642","blue"
"68","FAGR_UCONN_16860","blue"
"69","FAGR_UCONN_15696","blue"
"70","FAGR_UCONN_19946","blue"
"71","FAGR_UCONN_13079","blue"
"72","FAGR_UCONN_26179","blue"
"73","FAGR_UCONN_12700","blue"
"74","FAGR_UCONN_24542","blue"
"75","FAGR_UCONN_32129","blue"
"76","FAGR_UCONN_12168","blue"
"77","FAGR_UCONN_32948","blue"
"78","FAGR_UCONN_25598","blue"
"79","FAGR_UCONN_25365","blue"
"80","FAGR_UCONN_14501","blue"
"81","FAGR_UCONN_04295","blue"
"82","FAGR_UCONN_16800","blue"
"83","FAGR_UCONN_11476","blue"
"84","FAGR_UCONN_14223","blue"
"85","FAGR_UCONN_19004","blue"
"86","FAGR_UCONN_08661","blue"
"87","FAGR_UCONN_21136","blue"
"88","FAGR_UCONN_29475","blue"
"89","FAGR_UCONN_16003","blue"
"90","FAGR_UCONN_12356","blue"
"91","FAGR_UCONN_22391","blue"
"92","FAGR_UCONN_01176","blue"
"93","FAGR_UCONN_00323","blue"
"94","FAGR_UCONN_32081","blue"
"95","FAGR_UCONN_28890","blue"
"96","FAGR_UCONN_31930","blue"
"97","FAGR_UCONN_20227","blue"
"98","FAGR_UCONN_18121","blue"
"99","FAGR_UCONN_10336","blue"
"100","FAGR_UCONN_09758","blue"
"101","FAGR_UCONN_14983","blue"
"102","FAGR_UCONN_17181","blue"
"103","FAGR_UCONN_00278","blue"
"104","FAGR_UCONN_22261","blue"
"105","FAGR_UCONN_06199","blue"
"106","FAGR_UCONN_04097","blue"
"107","FAGR_UCONN_00255","blue"
"108","FAGR_UCONN_13064","blue"
"109","FAGR_UCONN_06482","blue"
"110","FAGR_UCONN_32182","blue"
"111","FAGR_UCONN_21390","blue"
"112","FAGR_UCONN_17543","blue"
"113","FAGR_UCONN_09142","blue"
"114","FAGR_UCONN_29693","blue"
"115","FAGR_UCONN_25368","blue"
"116","FAGR_UCONN_15645","blue"
"117","FAGR_UCONN_24921","blue"
"118","FAGR_UCONN_27871","blue"
"119","FAGR_UCONN_07872","blue"
"120","FAGR_UCONN_15858","blue"
"121","FAGR_UCONN_30187","blue"
"122","FAGR_UCONN_18305","blue"
"123","FAGR_UCONN_31423","blue"
"124","FAGR_UCONN_25122","blue"
"125","FAGR_UCONN_00615","blue"
"126","FAGR_UCONN_10185","blue"
"127","FAGR_UCONN_12373","blue"
"128","FAGR_UCONN_00881","blue"
"129","FAGR_UCONN_25797","blue"
"130","FAGR_UCONN_30116","blue"
"131","FAGR_UCONN_06293","blue"
"132","FAGR_UCONN_30514","blue"
"133","FAGR_UCONN_25595","blue"
"134","FAGR_UCONN_30364","blue"
"135","FAGR_UCONN_09895","blue"
"136","FAGR_UCONN_08456","blue"
"137","FAGR_UCONN_12975","blue"
"138","FAGR_UCONN_17750","blue"
"139","FAGR_UCONN_23147","blue"
"140","FAGR_UCONN_15746","blue"
"141","FAGR_UCONN_03727","blue"
"142","FAGR_UCONN_09295","blue"
"143","FAGR_UCONN_28042","blue"
"144","FAGR_UCONN_26232","blue"
"145","FAGR_UCONN_22160","blue"
"146","FAGR_UCONN_25967","blue"
"147","FAGR_UCONN_01475","blue"
"148","FAGR_UCONN_32006","blue"
"149","FAGR_UCONN_10442","blue"
"150","FAGR_UCONN_31544","blue"
"151","FAGR_UCONN_11672","blue"
"152","FAGR_UCONN_07503","blue"
"153","FAGR_UCONN_31813","blue"
"154","FAGR_UCONN_32104","blue"
"155","FAGR_UCONN_23221","blue"
"156","FAGR_UCONN_31387","blue"
"157","FAGR_UCONN_16162","blue"
"158","FAGR_UCONN_19327","blue"
"159","FAGR_UCONN_08581","blue"
"160","FAGR_UCONN_10184","blue"
"161","FAGR_UCONN_25718","blue"
"162","FAGR_UCONN_26566","blue"
"163","FAGR_UCONN_31476","blue"
"164","FAGR_UCONN_09322","blue"
"165","FAGR_UCONN_04900","blue"
"166","FAGR_UCONN_22439","blue"
"167","FAGR_UCONN_08779","blue"
"168","FAGR_UCONN_08832","blue"
"169","FAGR_UCONN_11590","blue"
"170","FAGR_UCONN_20751","blue"
"171","FAGR_UCONN_11315","blue"
"172","FAGR_UCONN_12271","blue"
"173","FAGR_UCONN_26678","blue"
"174","FAGR_UCONN_26637","blue"
"175","FAGR_UCONN_10179","blue"
"176","FAGR_UCONN_00989","blue"
"177","FAGR_UCONN_16152","blue"
"178","FAGR_UCONN_10773","blue"
"179","FAGR_UCONN_20285","blue"
"180","FAGR_UCONN_27591","blue"
"181","FAGR_UCONN_28027","blue"
"182","FAGR_UCONN_31662","blue"
"183","FAGR_UCONN_28142","blue"
"184","FAGR_UCONN_08606","blue"
"185","FAGR_UCONN_02659","blue"
"186","FAGR_UCONN_09888","blue"
"187","FAGR_UCONN_09708","blue"
"188","FAGR_UCONN_22066","blue"
"189","FAGR_UCONN_14580","blue"
"190","FAGR_UCONN_15115","blue"
"191","FAGR_UCONN_31668","blue"
"192","FAGR_UCONN_20302","blue"
"193","FAGR_UCONN_24305","blue"
"194","FAGR_UCONN_18464","blue"
"195","FAGR_UCONN_29246","blue"
"196","FAGR_UCONN_14141","blue"
"197","FAGR_UCONN_29470","blue"
"198","FAGR_UCONN_00225","blue"
"199","FAGR_UCONN_22176","blue"
"200","FAGR_UCONN_15839","blue"
"201","FAGR_UCONN_28881","blue"
"202","FAGR_UCONN_17350","blue"
"203","FAGR_UCONN_25257","blue"
"204","FAGR_UCONN_13124","blue"
