"","gene","color"
"1","FAGR_UCONN_22414","brown"
"2","FAGR_UCONN_12226","brown"
"3","FAGR_UCONN_23901","brown"
"4","FAGR_UCONN_00232","brown"
"5","FAGR_UCONN_03577","brown"
"6","FAGR_UCONN_32221","brown"
"7","FAGR_UCONN_11017","brown"
"8","FAGR_UCONN_13560","brown"
"9","FAGR_UCONN_32458","brown"
"10","FAGR_UCONN_21853","brown"
"11","FAGR_UCONN_21834","brown"
"12","FAGR_UCONN_03969","brown"
"13","FAGR_UCONN_23353","brown"
"14","FAGR_UCONN_03571","brown"
"15","FAGR_UCONN_02599","brown"
"16","FAGR_UCONN_29471","brown"
"17","FAGR_UCONN_16062","brown"
"18","FAGR_UCONN_27135","brown"
"19","FAGR_UCONN_13886","brown"
"20","FAGR_UCONN_14436","brown"
"21","FAGR_UCONN_29834","brown"
"22","FAGR_UCONN_11700","brown"
"23","FAGR_UCONN_10728","brown"
"24","FAGR_UCONN_23464","brown"
"25","FAGR_UCONN_16597","brown"
"26","FAGR_UCONN_28870","brown"
"27","FAGR_UCONN_13761","brown"
"28","FAGR_UCONN_06293","brown"
"29","FAGR_UCONN_21766","brown"
"30","FAGR_UCONN_09234","brown"
"31","FAGR_UCONN_10914","brown"
"32","FAGR_UCONN_13340","brown"
"33","FAGR_UCONN_28749","brown"
"34","FAGR_UCONN_15309","brown"
"35","FAGR_UCONN_30828","brown"
"36","FAGR_UCONN_10142","brown"
"37","FAGR_UCONN_29067","brown"
"38","FAGR_UCONN_17579","brown"
"39","FAGR_UCONN_28610","brown"
"40","FAGR_UCONN_10795","brown"
"41","FAGR_UCONN_22925","brown"
"42","FAGR_UCONN_32921","brown"
"43","FAGR_UCONN_25892","brown"
"44","FAGR_UCONN_07369","brown"
"45","FAGR_UCONN_22163","brown"
"46","FAGR_UCONN_26390","brown"
"47","FAGR_UCONN_32707","brown"
"48","FAGR_UCONN_26508","brown"
"49","FAGR_UCONN_27010","brown"
"50","FAGR_UCONN_13135","brown"
"51","FAGR_UCONN_14936","brown"
"52","FAGR_UCONN_23387","brown"
"53","FAGR_UCONN_31218","brown"
"54","FAGR_UCONN_07319","brown"
"55","FAGR_UCONN_11262","brown"
"56","FAGR_UCONN_08635","brown"
"57","FAGR_UCONN_22585","brown"
"58","FAGR_UCONN_11515","brown"
"59","FAGR_UCONN_08515","brown"
"60","FAGR_UCONN_16164","brown"
"61","FAGR_UCONN_10898","brown"
"62","FAGR_UCONN_08602","brown"
"63","FAGR_UCONN_12999","brown"
"64","FAGR_UCONN_03156","brown"
"65","FAGR_UCONN_19505","brown"
"66","FAGR_UCONN_14120","brown"
"67","FAGR_UCONN_30329","brown"
"68","FAGR_UCONN_26387","brown"
"69","FAGR_UCONN_12505","brown"
"70","FAGR_UCONN_11902","brown"
"71","FAGR_UCONN_06430","brown"
"72","FAGR_UCONN_21217","brown"
"73","FAGR_UCONN_10470","brown"
"74","FAGR_UCONN_28124","brown"
"75","FAGR_UCONN_12446","brown"
"76","FAGR_UCONN_28816","brown"
