"","gene","color"
"1","FAGR_UCONN_04476","blue"
"2","FAGR_UCONN_24966","blue"
"3","FAGR_UCONN_18854","blue"
"4","FAGR_UCONN_19874","blue"
"5","FAGR_UCONN_08186","blue"
"6","FAGR_UCONN_28777","blue"
"7","FAGR_UCONN_30746","blue"
"8","FAGR_UCONN_27673","blue"
"9","FAGR_UCONN_32759","blue"
"10","FAGR_UCONN_20908","blue"
"11","FAGR_UCONN_20725","blue"
"12","FAGR_UCONN_11870","blue"
"13","FAGR_UCONN_18623","blue"
"14","FAGR_UCONN_07908","blue"
"15","FAGR_UCONN_12260","blue"
"16","FAGR_UCONN_15316","blue"
"17","FAGR_UCONN_27196","blue"
"18","FAGR_UCONN_29961","blue"
"19","FAGR_UCONN_26165","blue"
"20","FAGR_UCONN_30900","blue"
"21","FAGR_UCONN_10265","blue"
"22","FAGR_UCONN_27511","blue"
"23","FAGR_UCONN_17643","blue"
"24","FAGR_UCONN_11238","blue"
"25","FAGR_UCONN_13008","blue"
"26","FAGR_UCONN_05729","blue"
"27","FAGR_UCONN_30881","blue"
"28","FAGR_UCONN_32471","blue"
"29","FAGR_UCONN_27087","blue"
"30","FAGR_UCONN_23109","blue"
"31","FAGR_UCONN_18888","blue"
"32","FAGR_UCONN_19605","blue"
"33","FAGR_UCONN_16828","blue"
"34","FAGR_UCONN_19915","blue"
"35","FAGR_UCONN_12215","blue"
"36","FAGR_UCONN_00850","blue"
"37","FAGR_UCONN_04526","blue"
"38","FAGR_UCONN_17715","blue"
"39","FAGR_UCONN_16468","blue"
"40","FAGR_UCONN_06957","blue"
"41","FAGR_UCONN_10264","blue"
"42","FAGR_UCONN_22888","blue"
"43","FAGR_UCONN_29492","blue"
"44","FAGR_UCONN_08695","blue"
"45","FAGR_UCONN_16452","blue"
"46","FAGR_UCONN_15940","blue"
"47","FAGR_UCONN_15216","blue"
"48","FAGR_UCONN_23798","blue"
"49","FAGR_UCONN_04075","blue"
"50","FAGR_UCONN_08498","blue"
"51","FAGR_UCONN_12520","blue"
"52","FAGR_UCONN_24551","blue"
"53","FAGR_UCONN_29252","blue"
"54","FAGR_UCONN_16791","blue"
"55","FAGR_UCONN_02667","blue"
"56","FAGR_UCONN_14908","blue"
"57","FAGR_UCONN_00986","blue"
"58","FAGR_UCONN_25518","blue"
"59","FAGR_UCONN_25011","blue"
"60","FAGR_UCONN_27790","blue"
"61","FAGR_UCONN_29330","blue"
"62","FAGR_UCONN_26618","blue"
"63","FAGR_UCONN_25030","blue"
"64","FAGR_UCONN_24804","blue"
"65","FAGR_UCONN_01121","blue"
"66","FAGR_UCONN_24775","blue"
"67","FAGR_UCONN_11554","blue"
"68","FAGR_UCONN_01205","blue"
"69","FAGR_UCONN_13775","blue"
"70","FAGR_UCONN_31381","blue"
"71","FAGR_UCONN_30045","blue"
"72","FAGR_UCONN_13079","blue"
"73","FAGR_UCONN_28621","blue"
"74","FAGR_UCONN_20197","blue"
"75","FAGR_UCONN_08581","blue"
"76","FAGR_UCONN_30397","blue"
"77","FAGR_UCONN_18212","blue"
"78","FAGR_UCONN_28859","blue"
"79","FAGR_UCONN_28067","blue"
"80","FAGR_UCONN_23889","blue"
"81","FAGR_UCONN_19892","blue"
"82","FAGR_UCONN_25020","blue"
"83","FAGR_UCONN_14890","blue"
"84","FAGR_UCONN_10647","blue"
"85","FAGR_UCONN_27898","blue"
"86","FAGR_UCONN_31576","blue"
"87","FAGR_UCONN_26187","blue"
"88","FAGR_UCONN_24206","blue"
"89","FAGR_UCONN_19013","blue"
"90","FAGR_UCONN_22899","blue"
"91","FAGR_UCONN_07890","blue"
"92","FAGR_UCONN_18689","blue"
"93","FAGR_UCONN_14479","blue"
"94","FAGR_UCONN_26731","blue"
"95","FAGR_UCONN_07385","blue"
"96","FAGR_UCONN_13135","blue"
"97","FAGR_UCONN_28844","blue"
"98","FAGR_UCONN_26816","blue"
"99","FAGR_UCONN_32872","blue"
"100","FAGR_UCONN_07288","blue"
"101","FAGR_UCONN_31544","blue"
"102","FAGR_UCONN_28480","blue"
"103","FAGR_UCONN_03387","blue"
"104","FAGR_UCONN_01359","blue"
"105","FAGR_UCONN_23113","blue"
"106","FAGR_UCONN_28498","blue"
"107","FAGR_UCONN_12581","blue"
"108","FAGR_UCONN_09209","blue"
"109","FAGR_UCONN_29487","blue"
"110","FAGR_UCONN_27408","blue"
"111","FAGR_UCONN_27664","blue"
"112","FAGR_UCONN_32377","blue"
"113","FAGR_UCONN_32348","blue"
"114","FAGR_UCONN_31355","blue"
"115","FAGR_UCONN_11924","blue"
"116","FAGR_UCONN_09230","blue"
"117","FAGR_UCONN_32364","blue"
"118","FAGR_UCONN_31903","blue"
"119","FAGR_UCONN_00039","blue"
"120","FAGR_UCONN_12593","blue"
"121","FAGR_UCONN_01885","blue"
"122","FAGR_UCONN_19012","blue"
"123","FAGR_UCONN_27143","blue"
"124","FAGR_UCONN_31116","blue"
"125","FAGR_UCONN_01374","blue"
"126","FAGR_UCONN_05941","blue"
"127","FAGR_UCONN_01454","blue"
"128","FAGR_UCONN_09740","blue"
"129","FAGR_UCONN_18173","blue"
"130","FAGR_UCONN_14406","blue"
"131","FAGR_UCONN_24325","blue"
"132","FAGR_UCONN_08770","blue"
"133","FAGR_UCONN_27056","blue"
"134","FAGR_UCONN_24501","blue"
"135","FAGR_UCONN_25748","blue"
"136","FAGR_UCONN_32182","blue"
"137","FAGR_UCONN_16505","blue"
"138","FAGR_UCONN_31205","blue"
"139","FAGR_UCONN_08948","blue"
"140","FAGR_UCONN_13581","blue"
"141","FAGR_UCONN_24343","blue"
"142","FAGR_UCONN_25848","blue"
"143","FAGR_UCONN_10707","blue"
"144","FAGR_UCONN_09116","blue"
"145","FAGR_UCONN_12248","blue"
"146","FAGR_UCONN_12116","blue"
"147","FAGR_UCONN_27687","blue"
"148","FAGR_UCONN_24453","blue"
"149","FAGR_UCONN_16378","blue"
"150","FAGR_UCONN_01284","blue"
"151","FAGR_UCONN_30994","blue"
"152","FAGR_UCONN_21593","blue"
"153","FAGR_UCONN_11537","blue"
"154","FAGR_UCONN_10497","blue"
"155","FAGR_UCONN_29704","blue"
"156","FAGR_UCONN_11631","blue"
"157","FAGR_UCONN_31747","blue"
"158","FAGR_UCONN_25270","blue"
"159","FAGR_UCONN_08516","blue"
"160","FAGR_UCONN_13958","blue"
"161","FAGR_UCONN_13562","blue"
"162","FAGR_UCONN_03019","blue"
"163","FAGR_UCONN_27235","blue"
"164","FAGR_UCONN_01560","blue"
"165","FAGR_UCONN_15093","blue"
"166","FAGR_UCONN_27930","blue"
"167","FAGR_UCONN_19260","blue"
"168","FAGR_UCONN_26716","blue"
"169","FAGR_UCONN_21365","blue"
"170","FAGR_UCONN_03790","blue"
"171","FAGR_UCONN_15842","blue"
"172","FAGR_UCONN_11683","blue"
"173","FAGR_UCONN_19724","blue"
"174","FAGR_UCONN_26777","blue"
"175","FAGR_UCONN_11727","blue"
"176","FAGR_UCONN_15782","blue"
"177","FAGR_UCONN_14562","blue"
"178","FAGR_UCONN_10496","blue"
"179","FAGR_UCONN_30000","blue"
"180","FAGR_UCONN_32145","blue"
"181","FAGR_UCONN_28297","blue"
"182","FAGR_UCONN_07988","blue"
"183","FAGR_UCONN_28645","blue"
"184","FAGR_UCONN_28223","blue"
"185","FAGR_UCONN_12329","blue"
"186","FAGR_UCONN_14759","blue"
"187","FAGR_UCONN_01093","blue"
"188","FAGR_UCONN_03652","blue"
"189","FAGR_UCONN_28754","blue"
"190","FAGR_UCONN_11559","blue"
"191","FAGR_UCONN_19183","blue"
"192","FAGR_UCONN_31098","blue"
"193","FAGR_UCONN_23212","blue"
"194","FAGR_UCONN_27247","blue"
"195","FAGR_UCONN_32876","blue"
"196","FAGR_UCONN_12516","blue"
"197","FAGR_UCONN_26898","blue"
"198","FAGR_UCONN_08179","blue"
"199","FAGR_UCONN_13091","blue"
"200","FAGR_UCONN_32680","blue"
"201","FAGR_UCONN_26606","blue"
"202","FAGR_UCONN_06586","blue"
"203","FAGR_UCONN_03343","blue"
"204","FAGR_UCONN_13632","blue"
"205","FAGR_UCONN_10928","blue"
"206","FAGR_UCONN_23494","blue"
"207","FAGR_UCONN_20442","blue"
"208","FAGR_UCONN_11084","blue"
"209","FAGR_UCONN_20884","blue"
"210","FAGR_UCONN_11871","blue"
"211","FAGR_UCONN_17924","blue"
"212","FAGR_UCONN_24894","blue"
"213","FAGR_UCONN_26709","blue"
"214","FAGR_UCONN_09145","blue"
"215","FAGR_UCONN_01686","blue"
"216","FAGR_UCONN_15516","blue"
"217","FAGR_UCONN_12136","blue"
"218","FAGR_UCONN_30419","blue"
"219","FAGR_UCONN_32750","blue"
"220","FAGR_UCONN_17892","blue"
"221","FAGR_UCONN_14297","blue"
"222","FAGR_UCONN_10641","blue"
"223","FAGR_UCONN_03266","blue"
"224","FAGR_UCONN_22574","blue"
"225","FAGR_UCONN_05430","blue"
"226","FAGR_UCONN_01071","blue"
"227","FAGR_UCONN_28722","blue"
"228","FAGR_UCONN_21487","blue"
"229","FAGR_UCONN_31659","blue"
"230","FAGR_UCONN_29554","blue"
"231","FAGR_UCONN_13404","blue"
"232","FAGR_UCONN_30356","blue"
"233","FAGR_UCONN_01062","blue"
"234","FAGR_UCONN_22270","blue"
"235","FAGR_UCONN_11824","blue"
"236","FAGR_UCONN_32923","blue"
"237","FAGR_UCONN_02535","blue"
"238","FAGR_UCONN_31986","blue"
