"","gene","color"
"1","FAGR_UCONN_05688","green"
"2","FAGR_UCONN_19399","green"
"3","FAGR_UCONN_08453","green"
"4","FAGR_UCONN_21450","green"
"5","FAGR_UCONN_02038","green"
"6","FAGR_UCONN_21916","green"
"7","FAGR_UCONN_01878","green"
"8","FAGR_UCONN_21505","green"
"9","FAGR_UCONN_14880","green"
"10","FAGR_UCONN_18139","green"
"11","FAGR_UCONN_23259","green"
"12","FAGR_UCONN_04734","green"
"13","FAGR_UCONN_11855","green"
"14","FAGR_UCONN_26572","green"
"15","FAGR_UCONN_16780","green"
"16","FAGR_UCONN_02307","green"
"17","FAGR_UCONN_02695","green"
"18","FAGR_UCONN_20029","green"
"19","FAGR_UCONN_27973","green"
"20","FAGR_UCONN_27871","green"
"21","FAGR_UCONN_16573","green"
"22","FAGR_UCONN_10265","green"
"23","FAGR_UCONN_01370","green"
"24","FAGR_UCONN_12892","green"
"25","FAGR_UCONN_12191","green"
"26","FAGR_UCONN_15485","green"
"27","FAGR_UCONN_21533","green"
"28","FAGR_UCONN_27334","green"
"29","FAGR_UCONN_00889","green"
"30","FAGR_UCONN_14987","green"
"31","FAGR_UCONN_08718","green"
"32","FAGR_UCONN_04056","green"
"33","FAGR_UCONN_23940","green"
"34","FAGR_UCONN_09691","green"
"35","FAGR_UCONN_30267","green"
"36","FAGR_UCONN_09178","green"
"37","FAGR_UCONN_13181","green"
"38","FAGR_UCONN_17348","green"
"39","FAGR_UCONN_04577","green"
"40","FAGR_UCONN_03895","green"
"41","FAGR_UCONN_17004","green"
"42","FAGR_UCONN_25797","green"
"43","FAGR_UCONN_13848","green"
"44","FAGR_UCONN_21766","green"
"45","FAGR_UCONN_28900","green"
"46","FAGR_UCONN_10112","green"
"47","FAGR_UCONN_09576","green"
"48","FAGR_UCONN_25130","green"
"49","FAGR_UCONN_05374","green"
"50","FAGR_UCONN_10103","green"
"51","FAGR_UCONN_08635","green"
"52","FAGR_UCONN_21161","green"
"53","FAGR_UCONN_21521","green"
"54","FAGR_UCONN_10929","green"
"55","FAGR_UCONN_04314","green"
"56","FAGR_UCONN_12678","green"
"57","FAGR_UCONN_16226","green"
"58","FAGR_UCONN_21323","green"
"59","FAGR_UCONN_25677","green"
"60","FAGR_UCONN_00225","green"
"61","FAGR_UCONN_08104","green"
"62","FAGR_UCONN_19013","green"
"63","FAGR_UCONN_23161","green"
"64","FAGR_UCONN_21297","green"
"65","FAGR_UCONN_32172","green"
"66","FAGR_UCONN_13528","green"
"67","FAGR_UCONN_19828","green"
"68","FAGR_UCONN_04526","green"
"69","FAGR_UCONN_06974","green"
"70","FAGR_UCONN_27806","green"
"71","FAGR_UCONN_03928","green"
"72","FAGR_UCONN_32424","green"
"73","FAGR_UCONN_06745","green"
"74","FAGR_UCONN_16486","green"
"75","FAGR_UCONN_15818","green"
"76","FAGR_UCONN_14436","green"
"77","FAGR_UCONN_20445","green"
"78","FAGR_UCONN_29220","green"
"79","FAGR_UCONN_20535","green"
"80","FAGR_UCONN_18865","green"
"81","FAGR_UCONN_00673","green"
"82","FAGR_UCONN_18582","green"
"83","FAGR_UCONN_18940","green"
"84","FAGR_UCONN_26861","green"
