"","gene","color"
"1","FAGR_UCONN_24809","blue"
"2","FAGR_UCONN_29645","blue"
"3","FAGR_UCONN_28369","blue"
"4","FAGR_UCONN_20063","blue"
"5","FAGR_UCONN_28536","blue"
"6","FAGR_UCONN_31069","blue"
"7","FAGR_UCONN_21497","blue"
"8","FAGR_UCONN_13132","blue"
"9","FAGR_UCONN_15865","blue"
"10","FAGR_UCONN_18834","blue"
"11","FAGR_UCONN_03039","blue"
"12","FAGR_UCONN_22551","blue"
"13","FAGR_UCONN_30483","blue"
"14","FAGR_UCONN_13088","blue"
"15","FAGR_UCONN_31903","blue"
"16","FAGR_UCONN_28635","blue"
"17","FAGR_UCONN_12776","blue"
"18","FAGR_UCONN_25350","blue"
"19","FAGR_UCONN_18339","blue"
"20","FAGR_UCONN_24461","blue"
"21","FAGR_UCONN_29489","blue"
"22","FAGR_UCONN_24975","blue"
"23","FAGR_UCONN_29565","blue"
"24","FAGR_UCONN_03577","blue"
"25","FAGR_UCONN_21973","blue"
"26","FAGR_UCONN_01839","blue"
"27","FAGR_UCONN_14158","blue"
"28","FAGR_UCONN_26187","blue"
"29","FAGR_UCONN_13859","blue"
"30","FAGR_UCONN_03538","blue"
"31","FAGR_UCONN_16479","blue"
"32","FAGR_UCONN_15654","blue"
"33","FAGR_UCONN_26544","blue"
"34","FAGR_UCONN_32773","blue"
"35","FAGR_UCONN_26293","blue"
"36","FAGR_UCONN_08756","blue"
"37","FAGR_UCONN_14600","blue"
"38","FAGR_UCONN_25158","blue"
"39","FAGR_UCONN_11087","blue"
"40","FAGR_UCONN_01454","blue"
"41","FAGR_UCONN_26224","blue"
"42","FAGR_UCONN_06745","blue"
"43","FAGR_UCONN_02774","blue"
"44","FAGR_UCONN_25701","blue"
"45","FAGR_UCONN_10098","blue"
"46","FAGR_UCONN_31854","blue"
"47","FAGR_UCONN_31387","blue"
"48","FAGR_UCONN_16599","blue"
"49","FAGR_UCONN_15982","blue"
"50","FAGR_UCONN_17097","blue"
"51","FAGR_UCONN_18689","blue"
"52","FAGR_UCONN_29470","blue"
"53","FAGR_UCONN_19065","blue"
"54","FAGR_UCONN_16973","blue"
"55","FAGR_UCONN_14899","blue"
"56","FAGR_UCONN_11683","blue"
"57","FAGR_UCONN_25706","blue"
"58","FAGR_UCONN_28845","blue"
"59","FAGR_UCONN_23016","blue"
"60","FAGR_UCONN_13888","blue"
"61","FAGR_UCONN_16082","blue"
"62","FAGR_UCONN_26816","blue"
"63","FAGR_UCONN_16940","blue"
"64","FAGR_UCONN_18249","blue"
"65","FAGR_UCONN_04342","blue"
"66","FAGR_UCONN_25488","blue"
"67","FAGR_UCONN_31659","blue"
"68","FAGR_UCONN_30927","blue"
"69","FAGR_UCONN_16109","blue"
"70","FAGR_UCONN_22832","blue"
"71","FAGR_UCONN_13889","blue"
"72","FAGR_UCONN_30905","blue"
"73","FAGR_UCONN_18888","blue"
"74","FAGR_UCONN_32972","blue"
"75","FAGR_UCONN_27695","blue"
"76","FAGR_UCONN_13323","blue"
"77","FAGR_UCONN_03969","blue"
"78","FAGR_UCONN_15255","blue"
"79","FAGR_UCONN_12935","blue"
"80","FAGR_UCONN_23266","blue"
"81","FAGR_UCONN_14756","blue"
"82","FAGR_UCONN_16565","blue"
"83","FAGR_UCONN_13220","blue"
"84","FAGR_UCONN_06656","blue"
"85","FAGR_UCONN_12523","blue"
"86","FAGR_UCONN_08948","blue"
"87","FAGR_UCONN_25312","blue"
"88","FAGR_UCONN_11261","blue"
"89","FAGR_UCONN_30419","blue"
"90","FAGR_UCONN_15818","blue"
"91","FAGR_UCONN_16260","blue"
"92","FAGR_UCONN_10068","blue"
"93","FAGR_UCONN_27331","blue"
"94","FAGR_UCONN_26956","blue"
"95","FAGR_UCONN_22160","blue"
"96","FAGR_UCONN_22346","blue"
"97","FAGR_UCONN_19291","blue"
"98","FAGR_UCONN_14247","blue"
"99","FAGR_UCONN_05906","blue"
"100","FAGR_UCONN_29918","blue"
"101","FAGR_UCONN_11428","blue"
"102","FAGR_UCONN_32538","blue"
"103","FAGR_UCONN_02584","blue"
"104","FAGR_UCONN_19946","blue"
"105","FAGR_UCONN_29932","blue"
"106","FAGR_UCONN_26873","blue"
"107","FAGR_UCONN_12536","blue"
"108","FAGR_UCONN_25924","blue"
"109","FAGR_UCONN_25826","blue"
"110","FAGR_UCONN_26508","blue"
"111","FAGR_UCONN_05846","blue"
"112","FAGR_UCONN_01836","blue"
"113","FAGR_UCONN_17704","blue"
"114","FAGR_UCONN_30809","blue"
"115","FAGR_UCONN_00616","blue"
"116","FAGR_UCONN_22421","blue"
"117","FAGR_UCONN_12133","blue"
"118","FAGR_UCONN_02505","blue"
"119","FAGR_UCONN_24341","blue"
"120","FAGR_UCONN_16220","blue"
"121","FAGR_UCONN_31477","blue"
"122","FAGR_UCONN_08695","blue"
"123","FAGR_UCONN_13408","blue"
"124","FAGR_UCONN_25797","blue"
"125","FAGR_UCONN_09847","blue"
"126","FAGR_UCONN_28621","blue"
"127","FAGR_UCONN_10816","blue"
"128","FAGR_UCONN_11656","blue"
"129","FAGR_UCONN_23894","blue"
"130","FAGR_UCONN_18623","blue"
"131","FAGR_UCONN_10073","blue"
"132","FAGR_UCONN_20303","blue"
"133","FAGR_UCONN_16117","blue"
"134","FAGR_UCONN_23494","blue"
"135","FAGR_UCONN_04178","blue"
"136","FAGR_UCONN_12963","blue"
"137","FAGR_UCONN_09861","blue"
"138","FAGR_UCONN_28562","blue"
"139","FAGR_UCONN_16780","blue"
"140","FAGR_UCONN_21594","blue"
"141","FAGR_UCONN_32219","blue"
"142","FAGR_UCONN_02444","blue"
"143","FAGR_UCONN_24524","blue"
"144","FAGR_UCONN_30920","blue"
"145","FAGR_UCONN_14861","blue"
"146","FAGR_UCONN_32524","blue"
"147","FAGR_UCONN_19113","blue"
"148","FAGR_UCONN_25011","blue"
"149","FAGR_UCONN_30308","blue"
"150","FAGR_UCONN_30045","blue"
"151","FAGR_UCONN_16164","blue"
"152","FAGR_UCONN_32964","blue"
"153","FAGR_UCONN_21365","blue"
"154","FAGR_UCONN_00917","blue"
"155","FAGR_UCONN_14936","blue"
"156","FAGR_UCONN_30998","blue"
"157","FAGR_UCONN_17447","blue"
"158","FAGR_UCONN_25270","blue"
"159","FAGR_UCONN_31572","blue"
"160","FAGR_UCONN_08855","blue"
"161","FAGR_UCONN_28573","blue"
"162","FAGR_UCONN_27754","blue"
"163","FAGR_UCONN_13007","blue"
"164","FAGR_UCONN_31792","blue"
"165","FAGR_UCONN_16287","blue"
"166","FAGR_UCONN_31948","blue"
"167","FAGR_UCONN_24712","blue"
"168","FAGR_UCONN_01902","blue"
"169","FAGR_UCONN_16190","blue"
"170","FAGR_UCONN_04694","blue"
"171","FAGR_UCONN_09701","blue"
"172","FAGR_UCONN_27687","blue"
"173","FAGR_UCONN_15985","blue"
"174","FAGR_UCONN_04577","blue"
"175","FAGR_UCONN_28481","blue"
"176","FAGR_UCONN_15311","blue"
"177","FAGR_UCONN_26036","blue"
"178","FAGR_UCONN_20231","blue"
"179","FAGR_UCONN_30746","blue"
"180","FAGR_UCONN_04163","blue"
"181","FAGR_UCONN_06220","blue"
"182","FAGR_UCONN_11829","blue"
"183","FAGR_UCONN_06384","blue"
"184","FAGR_UCONN_01055","blue"
"185","FAGR_UCONN_16569","blue"
"186","FAGR_UCONN_00039","blue"
"187","FAGR_UCONN_16283","blue"
"188","FAGR_UCONN_26918","blue"
"189","FAGR_UCONN_31747","blue"
"190","FAGR_UCONN_24369","blue"
"191","FAGR_UCONN_16022","blue"
"192","FAGR_UCONN_24325","blue"
"193","FAGR_UCONN_20138","blue"
"194","FAGR_UCONN_17128","blue"
"195","FAGR_UCONN_32082","blue"
"196","FAGR_UCONN_30943","blue"
"197","FAGR_UCONN_31576","blue"
"198","FAGR_UCONN_26978","blue"
"199","FAGR_UCONN_27749","blue"
"200","FAGR_UCONN_09193","blue"
"201","FAGR_UCONN_11333","blue"
"202","FAGR_UCONN_06278","blue"
"203","FAGR_UCONN_32115","blue"
"204","FAGR_UCONN_12884","blue"
"205","FAGR_UCONN_19565","blue"
"206","FAGR_UCONN_18141","blue"
"207","FAGR_UCONN_24665","blue"
"208","FAGR_UCONN_17350","blue"
"209","FAGR_UCONN_16328","blue"
"210","FAGR_UCONN_32527","blue"
"211","FAGR_UCONN_15373","blue"
"212","FAGR_UCONN_11100","blue"
"213","FAGR_UCONN_09956","blue"
"214","FAGR_UCONN_23604","blue"
"215","FAGR_UCONN_31544","blue"
"216","FAGR_UCONN_11597","blue"
"217","FAGR_UCONN_20214","blue"
"218","FAGR_UCONN_18273","blue"
"219","FAGR_UCONN_28633","blue"
"220","FAGR_UCONN_32846","blue"
"221","FAGR_UCONN_31910","blue"
"222","FAGR_UCONN_32213","blue"
"223","FAGR_UCONN_17924","blue"
"224","FAGR_UCONN_12953","blue"
"225","FAGR_UCONN_08595","blue"
"226","FAGR_UCONN_11346","blue"
"227","FAGR_UCONN_17277","blue"
"228","FAGR_UCONN_17605","blue"
"229","FAGR_UCONN_08981","blue"
"230","FAGR_UCONN_17200","blue"
"231","FAGR_UCONN_00989","blue"
"232","FAGR_UCONN_25177","blue"
"233","FAGR_UCONN_07413","blue"
"234","FAGR_UCONN_29121","blue"
"235","FAGR_UCONN_14916","blue"
"236","FAGR_UCONN_13763","blue"
"237","FAGR_UCONN_04212","blue"
"238","FAGR_UCONN_12928","blue"
"239","FAGR_UCONN_08432","blue"
"240","FAGR_UCONN_22452","blue"
"241","FAGR_UCONN_08832","blue"
"242","FAGR_UCONN_32910","blue"
"243","FAGR_UCONN_19260","blue"
"244","FAGR_UCONN_20419","blue"
"245","FAGR_UCONN_30037","blue"
"246","FAGR_UCONN_08524","blue"
"247","FAGR_UCONN_17279","blue"
"248","FAGR_UCONN_27092","blue"
"249","FAGR_UCONN_24584","blue"
"250","FAGR_UCONN_05662","blue"
"251","FAGR_UCONN_19456","blue"
"252","FAGR_UCONN_00087","blue"
"253","FAGR_UCONN_08698","blue"
"254","FAGR_UCONN_23837","blue"
"255","FAGR_UCONN_20833","blue"
"256","FAGR_UCONN_14514","blue"
"257","FAGR_UCONN_02618","blue"
"258","FAGR_UCONN_13675","blue"
"259","FAGR_UCONN_13717","blue"
"260","FAGR_UCONN_30112","blue"
"261","FAGR_UCONN_15967","blue"
"262","FAGR_UCONN_22933","blue"
"263","FAGR_UCONN_06177","blue"
"264","FAGR_UCONN_27175","blue"
"265","FAGR_UCONN_26928","blue"
"266","FAGR_UCONN_12588","blue"
"267","FAGR_UCONN_10622","blue"
"268","FAGR_UCONN_20787","blue"
"269","FAGR_UCONN_14833","blue"
"270","FAGR_UCONN_19302","blue"
"271","FAGR_UCONN_31289","blue"
"272","FAGR_UCONN_18115","blue"
