"","gene","color"
"1","FAGR_UCONN_29795","magenta"
"2","FAGR_UCONN_25884","magenta"
"3","FAGR_UCONN_19667","magenta"
"4","FAGR_UCONN_29932","magenta"
"5","FAGR_UCONN_30905","magenta"
"6","FAGR_UCONN_12963","magenta"
"7","FAGR_UCONN_08514","magenta"
"8","FAGR_UCONN_01878","magenta"
"9","FAGR_UCONN_03172","magenta"
"10","FAGR_UCONN_13752","magenta"
"11","FAGR_UCONN_15247","magenta"
"12","FAGR_UCONN_30815","magenta"
"13","FAGR_UCONN_11729","magenta"
"14","FAGR_UCONN_07878","magenta"
"15","FAGR_UCONN_26667","magenta"
"16","FAGR_UCONN_31137","magenta"
"17","FAGR_UCONN_08738","magenta"
"18","FAGR_UCONN_01728","magenta"
"19","FAGR_UCONN_07327","magenta"
"20","FAGR_UCONN_27998","magenta"
"21","FAGR_UCONN_06984","magenta"
"22","FAGR_UCONN_06023","magenta"
"23","FAGR_UCONN_29177","magenta"
"24","FAGR_UCONN_24200","magenta"
"25","FAGR_UCONN_20288","magenta"
"26","FAGR_UCONN_22497","magenta"
"27","FAGR_UCONN_03969","magenta"
"28","FAGR_UCONN_16600","magenta"
"29","FAGR_UCONN_07774","magenta"
"30","FAGR_UCONN_05988","magenta"
"31","FAGR_UCONN_04577","magenta"
"32","FAGR_UCONN_25077","magenta"
"33","FAGR_UCONN_10922","magenta"
"34","FAGR_UCONN_04734","magenta"
"35","FAGR_UCONN_18581","magenta"
"36","FAGR_UCONN_29652","magenta"
"37","FAGR_UCONN_02644","magenta"
"38","FAGR_UCONN_11273","magenta"
"39","FAGR_UCONN_13527","magenta"
"40","FAGR_UCONN_26093","magenta"
"41","FAGR_UCONN_22244","magenta"
"42","FAGR_UCONN_28573","magenta"
"43","FAGR_UCONN_16471","magenta"
"44","FAGR_UCONN_09701","magenta"
"45","FAGR_UCONN_17697","magenta"
"46","FAGR_UCONN_25794","magenta"
"47","FAGR_UCONN_31534","magenta"
"48","FAGR_UCONN_30927","magenta"
"49","FAGR_UCONN_01798","magenta"
"50","FAGR_UCONN_10282","magenta"
"51","FAGR_UCONN_07484","magenta"
"52","FAGR_UCONN_28536","magenta"
"53","FAGR_UCONN_06482","magenta"
"54","FAGR_UCONN_30245","magenta"
"55","FAGR_UCONN_21916","magenta"
"56","FAGR_UCONN_19456","magenta"
"57","FAGR_UCONN_05636","magenta"
"58","FAGR_UCONN_10277","magenta"
"59","FAGR_UCONN_00520","magenta"
"60","FAGR_UCONN_06883","magenta"
"61","FAGR_UCONN_14837","magenta"
"62","FAGR_UCONN_32458","magenta"
"63","FAGR_UCONN_13653","magenta"
"64","FAGR_UCONN_09245","magenta"
"65","FAGR_UCONN_24473","magenta"
"66","FAGR_UCONN_02391","magenta"
"67","FAGR_UCONN_23253","magenta"
"68","FAGR_UCONN_14371","magenta"
"69","FAGR_UCONN_31723","magenta"
"70","FAGR_UCONN_14224","magenta"
"71","FAGR_UCONN_32425","magenta"
"72","FAGR_UCONN_19977","magenta"
"73","FAGR_UCONN_17311","magenta"
"74","FAGR_UCONN_17067","magenta"
"75","FAGR_UCONN_19286","magenta"
"76","FAGR_UCONN_32741","magenta"
"77","FAGR_UCONN_03686","magenta"
"78","FAGR_UCONN_09369","magenta"
"79","FAGR_UCONN_31392","magenta"
"80","FAGR_UCONN_07154","magenta"
"81","FAGR_UCONN_09966","magenta"
"82","FAGR_UCONN_04672","magenta"
"83","FAGR_UCONN_08981","magenta"
"84","FAGR_UCONN_28775","magenta"
"85","FAGR_UCONN_22279","magenta"
"86","FAGR_UCONN_32270","magenta"
"87","FAGR_UCONN_28612","magenta"
"88","FAGR_UCONN_24749","magenta"
"89","FAGR_UCONN_00070","magenta"
"90","FAGR_UCONN_10342","magenta"
"91","FAGR_UCONN_21533","magenta"
"92","FAGR_UCONN_12092","magenta"
"93","FAGR_UCONN_11297","magenta"
"94","FAGR_UCONN_16659","magenta"
"95","FAGR_UCONN_10263","magenta"
"96","FAGR_UCONN_00504","magenta"
"97","FAGR_UCONN_19050","magenta"
"98","FAGR_UCONN_20588","magenta"
"99","FAGR_UCONN_04690","magenta"
"100","FAGR_UCONN_32800","magenta"
"101","FAGR_UCONN_22674","magenta"
"102","FAGR_UCONN_24259","magenta"
"103","FAGR_UCONN_03323","magenta"
"104","FAGR_UCONN_07513","magenta"
"105","FAGR_UCONN_15952","magenta"
"106","FAGR_UCONN_03594","magenta"
"107","FAGR_UCONN_07390","magenta"
"108","FAGR_UCONN_30412","magenta"
"109","FAGR_UCONN_07630","magenta"
"110","FAGR_UCONN_05756","magenta"
"111","FAGR_UCONN_02860","magenta"
"112","FAGR_UCONN_31526","magenta"
"113","FAGR_UCONN_06801","magenta"
"114","FAGR_UCONN_16772","magenta"
"115","FAGR_UCONN_07947","magenta"
"116","FAGR_UCONN_07985","magenta"
"117","FAGR_UCONN_10978","magenta"
"118","FAGR_UCONN_25619","magenta"
"119","FAGR_UCONN_13543","magenta"
"120","FAGR_UCONN_25126","magenta"
"121","FAGR_UCONN_31344","magenta"
"122","FAGR_UCONN_31710","magenta"
"123","FAGR_UCONN_14411","magenta"
"124","FAGR_UCONN_13868","magenta"
"125","FAGR_UCONN_21898","magenta"
"126","FAGR_UCONN_04434","magenta"
"127","FAGR_UCONN_15439","magenta"
"128","FAGR_UCONN_00814","magenta"
"129","FAGR_UCONN_10469","magenta"
"130","FAGR_UCONN_20586","magenta"
"131","FAGR_UCONN_18450","magenta"
"132","FAGR_UCONN_31942","magenta"
"133","FAGR_UCONN_08098","magenta"
"134","FAGR_UCONN_18974","magenta"
"135","FAGR_UCONN_10512","magenta"
"136","FAGR_UCONN_05723","magenta"
"137","FAGR_UCONN_01973","magenta"
"138","FAGR_UCONN_27410","magenta"
"139","FAGR_UCONN_00382","magenta"
"140","FAGR_UCONN_17151","magenta"
"141","FAGR_UCONN_27725","magenta"
"142","FAGR_UCONN_01614","magenta"
"143","FAGR_UCONN_04972","magenta"
"144","FAGR_UCONN_30862","magenta"
"145","FAGR_UCONN_10756","magenta"
"146","FAGR_UCONN_07636","magenta"
"147","FAGR_UCONN_04056","magenta"
"148","FAGR_UCONN_25065","magenta"
"149","FAGR_UCONN_20294","magenta"
"150","FAGR_UCONN_07598","magenta"
"151","FAGR_UCONN_06256","magenta"
"152","FAGR_UCONN_06860","magenta"
"153","FAGR_UCONN_18647","magenta"
"154","FAGR_UCONN_17321","magenta"
"155","FAGR_UCONN_08864","magenta"
"156","FAGR_UCONN_01503","magenta"
"157","FAGR_UCONN_22115","magenta"
"158","FAGR_UCONN_24068","magenta"
"159","FAGR_UCONN_05797","magenta"
"160","FAGR_UCONN_03582","magenta"
"161","FAGR_UCONN_01321","magenta"
"162","FAGR_UCONN_31707","magenta"
"163","FAGR_UCONN_05031","magenta"
"164","FAGR_UCONN_24240","magenta"
"165","FAGR_UCONN_22286","magenta"
"166","FAGR_UCONN_24350","magenta"
"167","FAGR_UCONN_12387","magenta"
"168","FAGR_UCONN_08399","magenta"
"169","FAGR_UCONN_00105","magenta"
"170","FAGR_UCONN_09372","magenta"
"171","FAGR_UCONN_19132","magenta"
"172","FAGR_UCONN_29570","magenta"
"173","FAGR_UCONN_08102","magenta"
"174","FAGR_UCONN_07601","magenta"
"175","FAGR_UCONN_22362","magenta"
"176","FAGR_UCONN_20120","magenta"
"177","FAGR_UCONN_02263","magenta"
"178","FAGR_UCONN_01228","magenta"
"179","FAGR_UCONN_11991","magenta"
"180","FAGR_UCONN_25626","magenta"
"181","FAGR_UCONN_12636","magenta"
"182","FAGR_UCONN_12990","magenta"
"183","FAGR_UCONN_13908","magenta"
"184","FAGR_UCONN_18265","magenta"
"185","FAGR_UCONN_19479","magenta"
"186","FAGR_UCONN_15652","magenta"
"187","FAGR_UCONN_20404","magenta"
"188","FAGR_UCONN_01726","magenta"
"189","FAGR_UCONN_16400","magenta"
"190","FAGR_UCONN_26367","magenta"
"191","FAGR_UCONN_29756","magenta"
"192","FAGR_UCONN_17240","magenta"
"193","FAGR_UCONN_04924","magenta"
"194","FAGR_UCONN_14026","magenta"
"195","FAGR_UCONN_19117","magenta"
"196","FAGR_UCONN_30337","magenta"
"197","FAGR_UCONN_04500","magenta"
"198","FAGR_UCONN_17677","magenta"
"199","FAGR_UCONN_12415","magenta"
"200","FAGR_UCONN_08442","magenta"
"201","FAGR_UCONN_13918","magenta"
"202","FAGR_UCONN_30808","magenta"
"203","FAGR_UCONN_16628","magenta"
"204","FAGR_UCONN_03983","magenta"
"205","FAGR_UCONN_28985","magenta"
"206","FAGR_UCONN_18890","magenta"
"207","FAGR_UCONN_09355","magenta"
"208","FAGR_UCONN_29267","magenta"
"209","FAGR_UCONN_00617","magenta"
"210","FAGR_UCONN_04474","magenta"
"211","FAGR_UCONN_31161","magenta"
"212","FAGR_UCONN_05983","magenta"
"213","FAGR_UCONN_31471","magenta"
"214","FAGR_UCONN_30969","magenta"
"215","FAGR_UCONN_20553","grey"
"216","FAGR_UCONN_23798","grey"
"217","FAGR_UCONN_20034","grey"
"218","FAGR_UCONN_06957","grey"
"219","FAGR_UCONN_05477","grey"
"220","FAGR_UCONN_01836","grey"
"221","FAGR_UCONN_12497","grey"
"222","FAGR_UCONN_18623","grey"
"223","FAGR_UCONN_26319","grey"
"224","FAGR_UCONN_23112","grey"
"225","FAGR_UCONN_31272","grey"
"226","FAGR_UCONN_31245","grey"
"227","FAGR_UCONN_24829","grey"
"228","FAGR_UCONN_10265","grey"
"229","FAGR_UCONN_31747","grey"
"230","FAGR_UCONN_17346","grey"
"231","FAGR_UCONN_10068","grey"
"232","FAGR_UCONN_24584","grey"
"233","FAGR_UCONN_14817","grey"
"234","FAGR_UCONN_22421","grey"
"235","FAGR_UCONN_21488","grey"
"236","FAGR_UCONN_28344","grey"
"237","FAGR_UCONN_12949","grey"
"238","FAGR_UCONN_28095","grey"
"239","FAGR_UCONN_24083","grey"
"240","FAGR_UCONN_19295","grey"
"241","FAGR_UCONN_29990","grey"
"242","FAGR_UCONN_03538","grey"
"243","FAGR_UCONN_02384","grey"
"244","FAGR_UCONN_22639","grey"
"245","FAGR_UCONN_25417","grey"
"246","FAGR_UCONN_16511","grey"
"247","FAGR_UCONN_20197","grey"
"248","FAGR_UCONN_05729","grey"
"249","FAGR_UCONN_24439","grey"
"250","FAGR_UCONN_09588","grey"
"251","FAGR_UCONN_15280","grey"
"252","FAGR_UCONN_08470","grey"
"253","FAGR_UCONN_08769","grey"
"254","FAGR_UCONN_10678","grey"
"255","FAGR_UCONN_11151","grey"
"256","FAGR_UCONN_03777","grey"
"257","FAGR_UCONN_12175","grey"
"258","FAGR_UCONN_04116","grey"
"259","FAGR_UCONN_29198","grey"
"260","FAGR_UCONN_11313","grey"
"261","FAGR_UCONN_22980","grey"
"262","FAGR_UCONN_24154","grey"
"263","FAGR_UCONN_32361","grey"
"264","FAGR_UCONN_04671","grey"
"265","FAGR_UCONN_27382","grey"
"266","FAGR_UCONN_17800","grey"
"267","FAGR_UCONN_08695","grey"
"268","FAGR_UCONN_23113","grey"
"269","FAGR_UCONN_26662","grey"
"270","FAGR_UCONN_09232","grey"
"271","FAGR_UCONN_07605","grey"
"272","FAGR_UCONN_30899","grey"
"273","FAGR_UCONN_32082","grey"
"274","FAGR_UCONN_27790","grey"
"275","FAGR_UCONN_16762","grey"
"276","FAGR_UCONN_30556","grey"
"277","FAGR_UCONN_24115","grey"
"278","FAGR_UCONN_01031","grey"
"279","FAGR_UCONN_13408","grey"
"280","FAGR_UCONN_02584","grey"
"281","FAGR_UCONN_02528","grey"
"282","FAGR_UCONN_28333","grey"
"283","FAGR_UCONN_19819","grey"
"284","FAGR_UCONN_32972","grey"
"285","FAGR_UCONN_11257","grey"
"286","FAGR_UCONN_12141","grey"
"287","FAGR_UCONN_01810","grey"
"288","FAGR_UCONN_28845","grey"
"289","FAGR_UCONN_23381","grey"
"290","FAGR_UCONN_24493","grey"
"291","FAGR_UCONN_21065","grey"
"292","FAGR_UCONN_13191","grey"
"293","FAGR_UCONN_28932","grey"
"294","FAGR_UCONN_07398","grey"
"295","FAGR_UCONN_28881","grey"
"296","FAGR_UCONN_17447","grey"
"297","FAGR_UCONN_01183","grey"
"298","FAGR_UCONN_28629","grey"
"299","FAGR_UCONN_26592","grey"
"300","FAGR_UCONN_25108","grey"
"301","FAGR_UCONN_31792","grey"
"302","FAGR_UCONN_00131","grey"
"303","FAGR_UCONN_13008","grey"
"304","FAGR_UCONN_08898","grey"
"305","FAGR_UCONN_11628","grey"
"306","FAGR_UCONN_16456","grey"
"307","FAGR_UCONN_11674","grey"
"308","FAGR_UCONN_32127","grey"
"309","FAGR_UCONN_10481","grey"
"310","FAGR_UCONN_06605","grey"
"311","FAGR_UCONN_11774","grey"
"312","FAGR_UCONN_09231","grey"
"313","FAGR_UCONN_18269","grey"
"314","FAGR_UCONN_04294","grey"
"315","FAGR_UCONN_17521","grey"
"316","FAGR_UCONN_11348","grey"
"317","FAGR_UCONN_19838","grey"
"318","FAGR_UCONN_25420","grey"
"319","FAGR_UCONN_22337","grey"
"320","FAGR_UCONN_27194","grey"
"321","FAGR_UCONN_09112","grey"
"322","FAGR_UCONN_11116","grey"
"323","FAGR_UCONN_22122","grey"
"324","FAGR_UCONN_07908","grey"
"325","FAGR_UCONN_20220","grey"
"326","FAGR_UCONN_10366","grey"
"327","FAGR_UCONN_29470","grey"
"328","FAGR_UCONN_12502","grey"
"329","FAGR_UCONN_08832","grey"
"330","FAGR_UCONN_20926","grey"
"331","FAGR_UCONN_29488","grey"
"332","FAGR_UCONN_18203","grey"
"333","FAGR_UCONN_23799","grey"
"334","FAGR_UCONN_18590","grey"
"335","FAGR_UCONN_29058","grey"
"336","FAGR_UCONN_17654","grey"
"337","FAGR_UCONN_19220","grey"
"338","FAGR_UCONN_11855","grey"
"339","FAGR_UCONN_10215","grey"
"340","FAGR_UCONN_27878","grey"
"341","FAGR_UCONN_15741","grey"
"342","FAGR_UCONN_23808","grey"
"343","FAGR_UCONN_12671","grey"
"344","FAGR_UCONN_11138","grey"
"345","FAGR_UCONN_28152","grey"
"346","FAGR_UCONN_14233","grey"
"347","FAGR_UCONN_10613","grey"
"348","FAGR_UCONN_30759","grey"
"349","FAGR_UCONN_20959","grey"
"350","FAGR_UCONN_17135","grey"
"351","FAGR_UCONN_01742","grey"
"352","FAGR_UCONN_32773","grey"
"353","FAGR_UCONN_19969","grey"
"354","FAGR_UCONN_16164","grey"
"355","FAGR_UCONN_17664","grey"
"356","FAGR_UCONN_09919","grey"
"357","FAGR_UCONN_05715","grey"
"358","FAGR_UCONN_09557","grey"
"359","FAGR_UCONN_27465","grey"
"360","FAGR_UCONN_04823","grey"
"361","FAGR_UCONN_06760","grey"
"362","FAGR_UCONN_23033","grey"
"363","FAGR_UCONN_20386","grey"
