"","gene","color"
"1","FAGR_UCONN_11155","palevioletred3"
"2","FAGR_UCONN_08876","palevioletred3"
"3","FAGR_UCONN_00724","palevioletred3"
"4","FAGR_UCONN_27229","palevioletred3"
"5","FAGR_UCONN_06745","palevioletred3"
"6","FAGR_UCONN_09590","palevioletred3"
"7","FAGR_UCONN_30245","palevioletred3"
"8","FAGR_UCONN_16518","palevioletred3"
"9","FAGR_UCONN_23201","palevioletred3"
"10","FAGR_UCONN_02180","palevioletred3"
"11","FAGR_UCONN_28876","palevioletred3"
"12","FAGR_UCONN_11674","palevioletred3"
"13","FAGR_UCONN_21132","palevioletred3"
"14","FAGR_UCONN_11325","palevioletred3"
"15","FAGR_UCONN_05918","palevioletred3"
"16","FAGR_UCONN_25174","palevioletred3"
"17","FAGR_UCONN_08502","palevioletred3"
"18","FAGR_UCONN_00575","palevioletred3"
"19","FAGR_UCONN_06100","palevioletred3"
"20","FAGR_UCONN_27427","palevioletred3"
"21","FAGR_UCONN_09298","palevioletred3"
"22","FAGR_UCONN_02384","palevioletred3"
"23","FAGR_UCONN_25069","palevioletred3"
"24","FAGR_UCONN_25812","palevioletred3"
"25","FAGR_UCONN_13987","palevioletred3"
"26","FAGR_UCONN_11520","palevioletred3"
"27","FAGR_UCONN_08832","palevioletred3"
"28","FAGR_UCONN_26893","palevioletred3"
"29","FAGR_UCONN_07774","palevioletred3"
"30","FAGR_UCONN_06278","palevioletred3"
"31","FAGR_UCONN_22091","palevioletred3"
"32","FAGR_UCONN_31479","palevioletred3"
"33","FAGR_UCONN_29645","palevioletred3"
"34","FAGR_UCONN_02502","palevioletred3"
"35","FAGR_UCONN_01603","palevioletred3"
"36","FAGR_UCONN_29795","palevioletred3"
"37","FAGR_UCONN_20086","palevioletred3"
"38","FAGR_UCONN_08979","palevioletred3"
"39","FAGR_UCONN_11170","palevioletred3"
"40","FAGR_UCONN_09919","palevioletred3"
"41","FAGR_UCONN_31593","palevioletred3"
"42","FAGR_UCONN_00934","palevioletred3"
"43","FAGR_UCONN_22933","palevioletred3"
"44","FAGR_UCONN_28199","palevioletred3"
"45","FAGR_UCONN_31245","palevioletred3"
"46","FAGR_UCONN_31744","palevioletred3"
"47","FAGR_UCONN_22421","palevioletred3"
"48","FAGR_UCONN_07032","palevioletred3"
"49","FAGR_UCONN_30969","palevioletred3"
"50","FAGR_UCONN_01454","palevioletred3"
"51","FAGR_UCONN_07086","palevioletred3"
"52","FAGR_UCONN_22861","palevioletred3"
"53","FAGR_UCONN_18385","palevioletred3"
"54","FAGR_UCONN_15837","palevioletred3"
"55","FAGR_UCONN_24702","palevioletred3"
"56","FAGR_UCONN_07711","palevioletred3"
"57","FAGR_UCONN_10068","palevioletred3"
"58","FAGR_UCONN_26702","palevioletred3"
"59","FAGR_UCONN_29554","palevioletred3"
"60","FAGR_UCONN_21503","palevioletred3"
"61","FAGR_UCONN_13602","palevioletred3"
"62","FAGR_UCONN_09242","palevioletred3"
"63","FAGR_UCONN_00415","palevioletred3"
"64","FAGR_UCONN_02082","palevioletred3"
"65","FAGR_UCONN_23072","palevioletred3"
"66","FAGR_UCONN_31544","palevioletred3"
"67","FAGR_UCONN_30304","palevioletred3"
"68","FAGR_UCONN_15924","palevioletred3"
"69","FAGR_UCONN_30532","palevioletred3"
"70","FAGR_UCONN_27819","palevioletred3"
"71","FAGR_UCONN_03607","palevioletred3"
"72","FAGR_UCONN_17408","palevioletred3"
"73","FAGR_UCONN_10177","palevioletred3"
"74","FAGR_UCONN_18391","palevioletred3"
"75","FAGR_UCONN_23188","palevioletred3"
"76","FAGR_UCONN_27654","palevioletred3"
"77","FAGR_UCONN_24332","palevioletred3"
"78","FAGR_UCONN_30713","palevioletred3"
"79","FAGR_UCONN_08533","palevioletred3"
"80","FAGR_UCONN_10132","palevioletred3"
"81","FAGR_UCONN_32093","palevioletred3"
"82","FAGR_UCONN_18866","palevioletred3"
"83","FAGR_UCONN_15579","palevioletred3"
"84","FAGR_UCONN_19688","palevioletred3"
"85","FAGR_UCONN_12600","palevioletred3"
"86","FAGR_UCONN_13697","palevioletred3"
"87","FAGR_UCONN_22095","palevioletred3"
"88","FAGR_UCONN_11902","palevioletred3"
"89","FAGR_UCONN_17667","palevioletred3"
"90","FAGR_UCONN_01038","palevioletred3"
"91","FAGR_UCONN_02791","palevioletred3"
"92","FAGR_UCONN_19012","palevioletred3"
"93","FAGR_UCONN_11573","palevioletred3"
"94","FAGR_UCONN_23285","palevioletred3"
"95","FAGR_UCONN_12920","palevioletred3"
"96","FAGR_UCONN_05783","palevioletred3"
"97","FAGR_UCONN_22640","palevioletred3"
"98","FAGR_UCONN_23359","palevioletred3"
"99","FAGR_UCONN_19694","palevioletred3"
"100","FAGR_UCONN_18786","palevioletred3"
"101","FAGR_UCONN_27796","palevioletred3"
"102","FAGR_UCONN_16649","palevioletred3"
"103","FAGR_UCONN_11337","palevioletred3"
"104","FAGR_UCONN_11297","palevioletred3"
"105","FAGR_UCONN_25314","palevioletred3"
"106","FAGR_UCONN_08780","palevioletred3"
"107","FAGR_UCONN_11977","palevioletred3"
"108","FAGR_UCONN_13961","palevioletred3"
"109","FAGR_UCONN_27335","palevioletred3"
"110","FAGR_UCONN_12986","palevioletred3"
"111","FAGR_UCONN_09370","palevioletred3"
"112","FAGR_UCONN_09232","palevioletred3"
"113","FAGR_UCONN_25380","palevioletred3"
"114","FAGR_UCONN_08779","palevioletred3"
"115","FAGR_UCONN_27417","palevioletred3"
"116","FAGR_UCONN_28885","palevioletred3"
"117","FAGR_UCONN_07394","palevioletred3"
"118","FAGR_UCONN_30318","palevioletred3"
"119","FAGR_UCONN_31668","palevioletred3"
"120","FAGR_UCONN_06612","palevioletred3"
"121","FAGR_UCONN_17351","palevioletred3"
"122","FAGR_UCONN_20369","palevioletred3"
"123","FAGR_UCONN_17230","palevioletred3"
"124","FAGR_UCONN_31428","palevioletred3"
"125","FAGR_UCONN_00288","palevioletred3"
"126","FAGR_UCONN_10442","palevioletred3"
"127","FAGR_UCONN_09873","palevioletred3"
"128","FAGR_UCONN_27351","palevioletred3"
"129","FAGR_UCONN_08562","palevioletred3"
"130","FAGR_UCONN_30869","palevioletred3"
"131","FAGR_UCONN_18668","palevioletred3"
"132","FAGR_UCONN_28427","palevioletred3"
"133","FAGR_UCONN_17455","palevioletred3"
"134","FAGR_UCONN_13359","palevioletred3"
"135","FAGR_UCONN_16267","palevioletred3"
"136","FAGR_UCONN_16317","palevioletred3"
"137","FAGR_UCONN_20938","palevioletred3"
"138","FAGR_UCONN_18046","palevioletred3"
"139","FAGR_UCONN_04900","palevioletred3"
"140","FAGR_UCONN_27237","palevioletred3"
"141","FAGR_UCONN_30616","palevioletred3"
"142","FAGR_UCONN_17567","palevioletred3"
"143","FAGR_UCONN_13065","palevioletred3"
"144","FAGR_UCONN_13111","palevioletred3"
"145","FAGR_UCONN_09417","palevioletred3"
"146","FAGR_UCONN_08499","palevioletred3"
"147","FAGR_UCONN_31450","palevioletred3"
"148","FAGR_UCONN_17683","palevioletred3"
"149","FAGR_UCONN_32980","palevioletred3"
"150","FAGR_UCONN_31708","palevioletred3"
"151","FAGR_UCONN_27715","palevioletred3"
"152","FAGR_UCONN_29338","palevioletred3"
"153","FAGR_UCONN_16424","palevioletred3"
"154","FAGR_UCONN_14756","palevioletred3"
"155","FAGR_UCONN_30579","palevioletred3"
"156","FAGR_UCONN_00178","palevioletred3"
"157","FAGR_UCONN_13205","palevioletred3"
"158","FAGR_UCONN_31730","palevioletred3"
"159","FAGR_UCONN_29227","palevioletred3"
"160","FAGR_UCONN_27808","palevioletred3"
"161","FAGR_UCONN_27411","palevioletred3"
"162","FAGR_UCONN_06953","palevioletred3"
"163","FAGR_UCONN_26923","palevioletred3"
"164","FAGR_UCONN_09295","palevioletred3"
"165","FAGR_UCONN_11506","palevioletred3"
"166","FAGR_UCONN_31218","palevioletred3"
"167","FAGR_UCONN_01565","palevioletred3"
"168","FAGR_UCONN_17357","palevioletred3"
"169","FAGR_UCONN_10365","palevioletred3"
"170","FAGR_UCONN_14071","palevioletred3"
"171","FAGR_UCONN_23628","palevioletred3"
"172","FAGR_UCONN_30158","palevioletred3"
"173","FAGR_UCONN_19311","palevioletred3"
"174","FAGR_UCONN_22474","palevioletred3"
"175","FAGR_UCONN_30126","palevioletred3"
"176","FAGR_UCONN_18166","palevioletred3"
"177","FAGR_UCONN_23059","palevioletred3"
"178","FAGR_UCONN_14474","palevioletred3"
"179","FAGR_UCONN_00278","palevioletred3"
"180","FAGR_UCONN_28177","palevioletred3"
"181","FAGR_UCONN_07214","palevioletred3"
"182","FAGR_UCONN_09098","palevioletred3"
"183","FAGR_UCONN_32614","palevioletred3"
"184","FAGR_UCONN_28798","palevioletred3"
"185","FAGR_UCONN_14833","palevioletred3"
"186","FAGR_UCONN_04654","palevioletred3"
"187","FAGR_UCONN_16966","palevioletred3"
"188","FAGR_UCONN_23221","palevioletred3"
"189","FAGR_UCONN_13719","palevioletred3"
"190","FAGR_UCONN_31164","palevioletred3"
"191","FAGR_UCONN_32719","palevioletred3"
"192","FAGR_UCONN_21365","palevioletred3"
"193","FAGR_UCONN_20912","palevioletred3"
"194","FAGR_UCONN_20478","palevioletred3"
"195","FAGR_UCONN_29311","palevioletred3"
"196","FAGR_UCONN_13628","palevioletred3"
"197","FAGR_UCONN_23284","palevioletred3"
"198","FAGR_UCONN_16628","palevioletred3"
"199","FAGR_UCONN_24780","palevioletred3"
"200","FAGR_UCONN_30197","palevioletred3"
"201","FAGR_UCONN_22701","palevioletred3"
"202","FAGR_UCONN_01576","palevioletred3"
"203","FAGR_UCONN_11616","palevioletred3"
"204","FAGR_UCONN_11673","palevioletred3"
"205","FAGR_UCONN_04512","palevioletred3"
"206","FAGR_UCONN_16244","palevioletred3"
"207","FAGR_UCONN_17204","palevioletred3"
"208","FAGR_UCONN_13203","palevioletred3"
"209","FAGR_UCONN_20130","palevioletred3"
"210","FAGR_UCONN_18651","palevioletred3"
"211","FAGR_UCONN_28818","palevioletred3"
"212","FAGR_UCONN_20248","palevioletred3"
"213","FAGR_UCONN_17369","palevioletred3"
"214","FAGR_UCONN_32681","palevioletred3"
"215","FAGR_UCONN_03282","palevioletred3"
"216","FAGR_UCONN_02947","palevioletred3"
"217","FAGR_UCONN_15568","palevioletred3"
"218","FAGR_UCONN_10980","palevioletred3"
"219","FAGR_UCONN_28157","palevioletred3"
"220","FAGR_UCONN_11398","palevioletred3"
"221","FAGR_UCONN_06835","palevioletred3"
"222","FAGR_UCONN_31678","palevioletred3"
"223","FAGR_UCONN_20620","palevioletred3"
"224","FAGR_UCONN_30298","palevioletred3"
"225","FAGR_UCONN_29291","palevioletred3"
"226","FAGR_UCONN_10073","palevioletred3"
"227","FAGR_UCONN_15878","palevioletred3"
"228","FAGR_UCONN_23565","palevioletred3"
"229","FAGR_UCONN_12918","palevioletred3"
"230","FAGR_UCONN_30921","palevioletred3"
"231","FAGR_UCONN_25939","palevioletred3"
"232","FAGR_UCONN_18142","palevioletred3"
"233","FAGR_UCONN_32361","palevioletred3"
"234","FAGR_UCONN_07890","palevioletred3"
"235","FAGR_UCONN_16838","palevioletred3"
"236","FAGR_UCONN_17661","palevioletred3"
"237","FAGR_UCONN_14813","palevioletred3"
"238","FAGR_UCONN_22290","palevioletred3"
"239","FAGR_UCONN_10156","palevioletred3"
"240","FAGR_UCONN_14759","palevioletred3"
"241","FAGR_UCONN_12000","palevioletred3"
"242","FAGR_UCONN_11275","palevioletred3"
"243","FAGR_UCONN_25622","palevioletred3"
"244","FAGR_UCONN_08657","palevioletred3"
"245","FAGR_UCONN_23395","palevioletred3"
"246","FAGR_UCONN_30900","palevioletred3"
"247","FAGR_UCONN_29968","palevioletred3"
"248","FAGR_UCONN_09973","palevioletred3"
"249","FAGR_UCONN_12934","palevioletred3"
"250","FAGR_UCONN_20923","palevioletred3"
"251","FAGR_UCONN_05057","palevioletred3"
"252","FAGR_UCONN_21848","palevioletred3"
"253","FAGR_UCONN_13131","palevioletred3"
"254","FAGR_UCONN_23119","palevioletred3"
"255","FAGR_UCONN_00834","palevioletred3"
"256","FAGR_UCONN_26156","palevioletred3"
"257","FAGR_UCONN_11637","palevioletred3"
"258","FAGR_UCONN_32968","palevioletred3"
"259","FAGR_UCONN_09593","palevioletred3"
"260","FAGR_UCONN_23297","darkgrey"
"261","FAGR_UCONN_10929","darkgrey"
"262","FAGR_UCONN_00624","darkgrey"
"263","FAGR_UCONN_21201","darkgrey"
"264","FAGR_UCONN_30130","darkgrey"
"265","FAGR_UCONN_24668","darkgrey"
"266","FAGR_UCONN_12157","darkgrey"
"267","FAGR_UCONN_01023","darkgrey"
"268","FAGR_UCONN_19573","darkgrey"
"269","FAGR_UCONN_07630","darkgrey"
"270","FAGR_UCONN_19286","darkgrey"
"271","FAGR_UCONN_31483","darkgrey"
"272","FAGR_UCONN_13327","darkgrey"
"273","FAGR_UCONN_25541","darkgrey"
"274","FAGR_UCONN_09909","darkgrey"
"275","FAGR_UCONN_11655","darkgrey"
"276","FAGR_UCONN_32348","darkgrey"
"277","FAGR_UCONN_31014","darkgrey"
"278","FAGR_UCONN_05515","darkgrey"
"279","FAGR_UCONN_09053","darkgrey"
