Gene_ID,S191Fg02,S191Fg04,S191Fg06,S191Fg07,S191Fg08,S191Fg10,S191Fg20,S191Fg23,S191Fg25,S191Fg27,S191Fg29,S191Fg42,S201Fg02,S201Fg04,S201Fg06,S201Fg07,S201Fg08,S201Fg10,S201Fg20,S201Fg23,S201Fg25,S201Fg27,S201Fg29,S201Fg42
FAGR_UCONN_00009,2.023209279,2.758399649,1.624110579,2.384173869,2.684035361,2.29629925,2.517028927,2.401307051,1.951905028,2.261412822,2.8267005,2.095594774,-0.982919135,1.268283617,0.229693525,-0.327014155,-0.821100068,0.132335144,-0.200262809,-0.663564227,0.301835516,-0.759785548,-0.065382985,-0.266540001
FAGR_UCONN_00014,4.665508215,4.725851921,4.824891654,5.295838559,4.975833012,4.598665034,4.926045315,4.979667097,4.525533126,5.094508183,4.845403054,5.423675571,6.499392571,6.849575944,6.852606735,6.877413458,6.624034551,6.688637624,6.813692008,6.52143088,5.606332324,6.681798472,6.482954703,7.06638526
FAGR_UCONN_00019,6.230908861,6.632288376,6.548393512,7.463112325,6.643916625,7.096426036,6.190314269,6.247878822,6.598235446,6.170143883,6.359300954,6.783639856,7.411071358,7.964039713,8.761661198,8.566311116,7.779860826,8.625381657,7.708075916,7.585727924,7.9429025,8.485537489,7.676409093,8.544246079
FAGR_UCONN_00035,1.117939037,1.861187123,-0.032789949,1.505750097,2.223169877,0.068391273,2.005326371,2.593900569,2.552119885,2.496174023,-1.857971539,0.261249231,-0.687333665,-1.31714749,-1.307690605,-0.764502457,-0.224053553,-1.347267881,0.223615372,-0.963440649,-1.857971539,-1.857971539,-1.857971539,-1.005658719
FAGR_UCONN_00037,2.10490124,2.607629121,2.720462722,2.384173869,1.541938444,2.178115459,2.54370558,2.304474155,2.093584303,2.173826652,2.934961729,2.129790825,0.91571321,0.040747412,1.504837272,1.767141414,1.012026359,1.323155452,1.042257858,0.860890793,-0.406812954,1.30970329,0.806385025,1.186166524
FAGR_UCONN_00064,3.856451677,3.704122501,3.689949853,3.51689303,3.375803469,3.164874257,2.741026898,3.211158888,2.974723517,3.219300479,2.917472997,3.49123396,4.25007379,4.094912598,4.4375665,4.169986741,3.516834241,4.52401287,4.270586021,3.937661321,3.316717613,4.283462396,3.950345472,4.325514299
FAGR_UCONN_00065,-0.019897817,-0.078100505,-1.857971539,-1.123444452,0.672524338,-1.857971539,-1.030568862,-1.275644369,0.103404145,0.167522835,0.366749733,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-0.992881698,-1.857971539
FAGR_UCONN_00068,-0.019897817,0.227885798,0.747767443,1.306528949,0.672524338,0.86491293,-0.304011684,0.457623657,0.905155916,0.755290433,-0.271032802,1.084859044,2.56391355,2.438260676,1.798441378,2.152647506,1.529661402,1.782199701,0.690240196,1.118766465,1.809507272,1.042138987,2.122616435,1.610274321
FAGR_UCONN_00078,0.290560591,0.881709775,0.747767443,-0.27707551,1.541938444,-1.857971539,0.426672624,0.993184048,0.103404145,0.755290433,-1.857971539,-0.009433924,-1.355093751,-1.31714749,-1.857971539,-0.529238257,-0.821100068,-0.97084415,-1.236177454,-0.203759078,-1.857971539,-1.857971539,-0.992881698,-1.857971539
FAGR_UCONN_00083,2.575160631,2.178975421,2.16538109,2.81798679,2.779436514,3.068504814,2.517028927,2.92881003,1.951905028,1.980882016,2.952240994,2.815981094,3.544160463,3.516285107,3.167819874,3.433833254,2.79685294,3.305087724,3.436793205,3.017178199,3.449006208,3.341572788,3.658333426,3.280728156
FAGR_UCONN_00161,6.230908861,6.645249735,7.451130735,6.935759421,7.016133257,7.031872428,7.104911954,7.267906532,6.940597076,6.886648301,7.121311368,7.471066159,6.0436697,5.879398283,6.152120492,5.754136678,6.272577722,6.323187163,6.274557755,6.609842583,5.822992252,5.793292775,6.223364576,6.322614177
FAGR_UCONN_00166,0.545897565,0.881709775,-1.857971539,0.639503845,-0.483590019,-0.225369233,-1.857971539,-1.537624065,-1.857971539,1.171728439,-1.857971539,-1.056198087,1.365566399,2.058400061,3.395626978,2.152647506,0.661313886,2.276664423,1.48677016,0.860890793,0.301835516,2.847938609,0.709748771,0.872722783
FAGR_UCONN_00199,1.936612421,1.566388816,1.624110579,1.40957559,2.868918468,1.908020106,1.50573977,1.527181614,0.905155916,2.3439846,1.881735355,2.377588968,1.299672042,1.341537238,0.956952215,1.106092778,-0.491909425,0.938299974,0.934189011,1.403567262,0.872428263,0.966704952,1.408853592,0.686107554
FAGR_UCONN_00215,4.246718371,4.35184524,3.336163786,3.649127971,4.192862392,4.277967386,3.845688355,4.08843239,3.79174838,4.03332514,4.144945545,4.551189,2.21648418,2.566019753,2.897170609,2.921122995,2.99362748,3.287882748,2.860281352,2.632286191,1.597794104,1.942117802,2.542948923,3.329372082
FAGR_UCONN_00225,-0.019897817,-0.078100505,3.232276784,1.075321544,-0.483590019,0.312337041,0.735184011,1.626666886,-0.566859729,0.167522835,-0.441081239,0.938198765,-1.857971539,-0.924696164,1.217549656,0.008218614,-1.857971539,-0.672590336,-0.803070878,-0.663564227,-1.857971539,-1.041929836,-0.455846325,0.075176184
FAGR_UCONN_00235,2.836618544,2.314970614,2.375043131,2.891038485,2.953173026,2.929100112,3.105734934,3.314236154,2.974723517,2.698026589,3.114523671,2.974917483,1.15810307,1.968759375,1.568533058,1.972732836,1.012026359,1.389181052,1.885340291,1.796987693,2.269299927,2.126717502,1.582640151,1.759738375
FAGR_UCONN_00254,-0.41601951,-1.000931485,-1.857971539,-1.123444452,-0.483590019,0.068391273,-1.385750066,-0.54079051,-1.857971539,-0.84092533,0.144251536,-0.009433924,-1.355093751,-1.31714749,-1.857971539,-1.857971539,-1.857971539,-1.347267881,-1.236177454,-1.857971539,-1.857971539,-1.393005921,-1.857971539,-1.857971539
FAGR_UCONN_00265,5.780825619,5.449418198,6.002866904,6.024693505,6.149915527,5.978569812,6.545793355,6.651799043,7.24013596,6.394977923,7.228022377,7.132514748,5.076991544,4.538273488,5.436911965,5.089898526,6.106337157,5.23920075,5.548365381,5.299232645,4.826968948,5.292644331,5.273744478,4.971814643
FAGR_UCONN_00280,2.023209279,1.861187123,0.747767443,1.680769177,2.352903691,-0.225369233,1.707970376,1.689372614,1.951905028,1.171728439,-1.857971539,1.280195553,0.258492639,-0.616491473,-0.599083337,0.508702042,0.787930086,-0.030774603,1.042257858,0.546666377,0.301835516,0.713389267,-0.247444984,-0.473487468
FAGR_UCONN_00281,6.86774586,7.322636923,6.749942978,6.246212373,7.160463512,4.248946537,6.697535403,7.083221209,6.892930437,6.983201965,6.527246687,5.907929477,4.460707913,5.770873526,4.791289759,4.320613871,5.504417498,3.769078479,4.780075153,5.688727328,5.255159348,4.5840478,5.69885103,4.251717017
FAGR_UCONN_00284,4.172873975,4.701238793,4.713555025,5.078488683,4.892929942,4.263529932,4.428568457,4.696434451,4.712882564,5.152935857,4.341348645,4.897275935,3.329803134,3.05407505,1.294910177,2.752800288,4.213742441,2.773465493,3.891594431,3.721443647,4.058479644,3.697059861,3.98172449,2.948386618
FAGR_UCONN_00287,-0.963878562,0.227885798,-1.857971539,0.012060859,-0.483590019,-1.092233709,-1.030568862,0.527937426,0.103404145,-0.84092533,-1.857971539,-1.056198087,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.361533175,-1.857971539
FAGR_UCONN_00315,0.951255158,-0.078100505,-1.857971539,0.012060859,0.207302582,2.690937168,1.559016494,-0.40357519,-0.566859729,0.167522835,0.646969641,0.261249231,-1.857971539,-0.616491473,-1.857971539,-0.327014155,-0.224053553,-1.857971539,-0.803070878,-1.857971539,-1.857971539,-1.393005921,-0.699518405,-0.473487468
FAGR_UCONN_00333,5.073241067,5.099947407,4.713555025,5.198466134,5.250143052,5.431615165,4.966041869,5.435654525,5.439347366,5.118163953,5.383376935,5.374610419,4.293040437,4.4499334,3.831786632,4.43629617,4.721866529,3.805804478,4.649466741,4.487513482,4.27002173,4.08372706,4.589154258,4.594553626
FAGR_UCONN_00340,-0.41601951,-1.857971539,-0.032789949,-1.857971539,-0.483590019,0.312337041,-0.745784036,-1.537624065,-1.857971539,-1.857971539,-1.857971539,-0.543863563,0.624208376,2.503553979,3.805591635,-0.529238257,0.522506902,3.612044078,1.042257858,-1.857971539,0.435434189,0.887108042,0.606171827,1.501271027
FAGR_UCONN_00357,4.22860859,5.918426028,6.301263053,5.198466134,4.849620667,0.520938414,5.468857822,1.042057159,0.103404145,5.325433014,-0.633885035,-0.009433924,2.352695426,1.541318267,2.993140298,2.047411923,1.793884783,0.278862758,1.996990504,-0.663564227,0.435434189,1.636147103,-0.065382985,-1.369768715
FAGR_UCONN_00362,6.44602783,6.122217511,5.938301075,6.853615399,5.896893286,6.433460443,6.0554638,6.72565092,6.62181992,6.268556249,6.624763773,6.623363255,5.19948784,5.088549649,5.543780405,5.291544398,5.180068542,5.175142498,4.935308766,5.467068379,5.264167595,4.979022651,5.553279587,5.287105247
FAGR_UCONN_00382,-0.963878562,-0.078100505,-0.032789949,0.012060859,-0.483590019,0.068391273,0.426672624,0.527937426,1.183942278,-0.250325226,0.951923761,0.858870219,1.85287161,0.93122397,1.368332721,1.361586074,1.012026359,1.966500292,1.561321444,2.065518788,0.670414112,-0.321211248,1.687859742,1.186166524
FAGR_UCONN_00388,-1.857971539,-1.857971539,-0.032789949,-1.857971539,0.207302582,-1.857971539,-1.385750066,-1.537624065,-0.566859729,-0.250325226,-1.119819878,-0.777406599,-0.232613713,1.411250411,2.362829792,2.456562173,0.196988208,1.023922863,-0.200262809,0.424623615,1.130640768,0.802861819,0.806385025,1.851417604
FAGR_UCONN_00414,3.249683002,1.94743361,2.866414651,2.854974965,2.684035361,4.248946537,2.345697602,2.778281829,2.820202786,2.5666432,3.274190235,3.100932828,4.617678917,3.815255745,4.385463393,4.415300539,3.954991465,4.471641876,4.683243975,4.368430182,3.939811273,4.5840478,4.228396708,4.082300136
FAGR_UCONN_00415,2.182214277,1.94743361,1.91998258,0.012060859,0.672524338,3.340216338,2.080128355,2.52680356,-0.566859729,1.980882016,-1.857971539,-0.777406599,-1.355093751,-0.616491473,-1.307690605,-1.857971539,-0.224053553,1.104747537,-0.803070878,-1.857971539,-1.857971539,0.01465679,-1.857971539,-0.715173011
FAGR_UCONN_00537,5.263137338,4.982297252,4.894612155,5.054838236,5.216444681,4.831815998,5.120221619,5.532898741,4.898121235,5.325433014,5.430375043,5.278810766,4.644470946,4.561456173,4.256031248,4.612656103,4.828837505,4.090127568,4.732471804,4.782788344,4.567949224,4.519524345,4.725153844,4.41838225
FAGR_UCONN_00552,0.290560591,0.480193629,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-0.508053946,-0.163010593,-1.857971539,1.342119973,-1.857971539,-1.402089266,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.236177454,-1.857971539,-1.857971539,-1.857971539,-1.361533175,-1.857971539
FAGR_UCONN_00585,4.638329031,4.501897919,4.461230861,4.8774486,4.934976888,5.331354309,5.404819596,5.698299441,5.625855402,4.956976969,5.019435689,4.997906057,4.309875085,4.482686345,3.956069391,4.543387136,4.571538191,4.531341629,4.3981005,4.502673693,4.631982629,4.161903566,4.761767059,4.372695398
FAGR_UCONN_00600,6.257946252,6.122217511,6.049463032,6.270372535,5.896893286,5.824811586,5.813858289,5.913863481,5.881696774,5.730332476,5.833810552,6.131134217,6.508536339,6.564143869,6.269365073,6.5816801,6.462546389,6.41321167,6.394108143,6.583348601,5.813818787,6.592088456,6.440297648,6.330601622
FAGR_UCONN_00617,-1.857971539,0.881709775,1.251480661,2.741037864,-0.483590019,-1.092233709,-0.125284039,-0.692441433,-1.857971539,0.491134643,-0.271032802,0.379657512,1.941961023,3.401069876,4.520429724,4.530427497,1.11224301,3.987294578,1.826098354,1.118766465,4.617996577,3.731650334,1.877745191,3.523046677
FAGR_UCONN_00626,2.929234941,4.236674456,3.90793013,3.627913469,4.084954905,3.939525725,3.813165122,3.928666947,3.79174838,4.304726208,4.636812004,5.634855,1.80617515,2.014275825,2.086464859,1.722258081,2.912558224,2.409866246,2.413960359,2.105788344,1.207371675,1.980975798,2.005369894,2.840645856
FAGR_UCONN_00627,2.392024637,4.148389861,4.592902293,2.780025294,2.223169877,3.034896039,3.225911213,3.076880751,3.661260159,2.818437452,4.067775143,5.464442849,4.519783138,5.921815835,11.15797548,3.071842971,4.713913462,10.23149003,4.213938506,3.959801158,1.707530779,5.55334101,3.817523718,7.264924972
FAGR_UCONN_00636,0.951255158,1.04709935,2.720462722,3.05895823,2.223169877,3.225720439,1.754389628,1.86262773,1.794781771,0.167522835,2.232280496,2.095594774,3.154498871,3.159122982,4.216812762,3.82201592,2.96710736,4.785387823,3.200659026,3.138606621,2.30465629,3.851826431,2.954934897,3.801144183
FAGR_UCONN_00646,3.832669759,3.911456535,5.085583808,4.487674784,3.601437815,4.306415952,4.293626494,4.047129136,3.749550209,4.384922432,4.739907766,5.320120254,4.505239561,4.761557306,4.862901112,5.02207871,5.10299633,4.545888396,5.260238856,5.153163906,4.686609167,4.964553601,5.084376215,5.510972655
FAGR_UCONN_00673,0.762766567,0.694875088,1.624110579,0.012060859,0.672524338,-0.594649439,0.176931302,1.135100425,0.103404145,1.342119973,0.951923761,1.452210424,1.299672042,1.716769153,3.167819874,1.893976055,2.298131838,3.841618723,2.453645288,2.220262392,2.195876515,2.805270902,3.388641351,1.610274321
FAGR_UCONN_00683,6.369584279,5.507356073,5.306300862,6.394902965,5.451861085,7.55339619,5.523488307,5.202945421,5.044917127,5.783080335,6.304852787,6.154161193,4.39911002,4.807528071,3.870208366,5.776262392,4.865197388,4.919904478,4.674873515,4.837620556,5.299648424,5.030867859,4.505267116,5.524963103
FAGR_UCONN_00687,-0.963878562,-1.857971539,-1.857971539,-1.857971539,-1.857971539,0.312337041,-1.030568862,-1.275644369,-0.566859729,-1.857971539,-1.857971539,-1.056198087,0.624208376,1.716769153,-0.343226475,1.034465433,0.196988208,1.023922863,-1.857971539,-1.857971539,-0.406812954,2.380308574,-0.065382985,2.057967609
FAGR_UCONN_00690,0.762766567,1.769455016,2.16538109,1.306528949,1.305983955,1.831782553,1.205123103,1.778599415,1.951905028,0.97848331,1.314587843,1.699931009,1.081743561,-0.146910068,1.217549656,0.398903516,0.522506902,1.570858712,0.223615372,0.952067833,-0.655894535,0.286910219,0.494579508,0.782430445
FAGR_UCONN_00703,-0.019897817,1.04709935,-0.032789949,0.79985497,-1.857971539,0.068391273,1.61039565,0.527937426,0.103404145,0.491134643,1.260127405,0.938198765,-0.049700131,-0.146910068,-1.857971539,-1.045752496,-1.857971539,-1.857971539,-1.236177454,-0.203759078,-0.655894535,-1.393005921,0.606171827,-0.473487468
FAGR_UCONN_00705,6.526057334,5.662031097,5.475107869,5.94115825,6.076679524,7.016887215,5.880775416,6.338706051,6.003403984,5.643338099,6.558611048,6.763361589,5.11100773,5.061702917,5.650652184,5.072122683,5.191568692,5.367580322,5.448782583,5.148352164,5.329994103,5.353138858,5.055174285,4.87682568
FAGR_UCONN_00714,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-0.687333665,0.355663774,-1.857971539,0.79540295,-1.857971539,0.645935393,-1.857971539,-1.857971539,-1.857971539,-0.759785548,-0.992881698,-1.857971539
FAGR_UCONN_00738,0.951255158,2.105847364,2.375043131,0.459075412,1.744672056,1.666040695,1.392893966,1.420324564,0.905155916,1.758090087,1.845203786,1.339841944,0.824935558,0.355663774,0.379276008,0.150529941,0.522506902,0.533644781,0.81736471,0.952067833,0.774954195,-0.143525211,-0.992881698,0.872722783
FAGR_UCONN_00752,1.936612421,3.170660018,2.16538109,2.279228601,2.684035361,1.575435367,1.966418848,3.004744208,2.450415151,3.262399078,1.689058555,2.227769084,0.112610285,1.770811518,1.368332721,0.79540295,1.455285151,0.938299974,0.690240196,0.659185507,0.435434189,-0.759785548,1.469138633,1.443516847
FAGR_UCONN_00755,5.787026371,5.712166151,5.584632739,5.672528409,5.164373667,5.774787345,5.000151756,5.202945421,5.096330495,5.841092709,5.287928809,5.862895614,6.275592313,6.644138557,6.716885734,6.762964268,6.602657782,6.331607328,5.830475073,5.740800765,5.888539079,6.068272264,6.09772126,6.114000092
FAGR_UCONN_00767,6.127196913,6.506530389,6.20849005,6.072587353,5.918012261,6.089133522,5.976892459,5.931805205,5.929729887,6.039964186,6.234210698,6.129022516,6.713796236,6.855840379,6.611207063,6.900260552,6.643006516,6.846796806,6.777012459,6.720960975,6.833157744,6.604584409,6.736995794,6.611944842
FAGR_UCONN_00774,4.478937066,4.092703771,3.766328407,3.917395373,4.192862392,0.86491293,4.707519426,3.696518489,5.285412451,2.875072563,-1.857971539,2.129790825,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-0.821100068,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.361533175,-1.857971539
FAGR_UCONN_00777,-0.963878562,-1.857971539,-1.857971539,-0.27707551,-1.857971539,-0.594649439,-1.857971539,-1.054005784,-1.857971539,1.494496185,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.361533175,-1.857971539
FAGR_UCONN_00791,-0.41601951,0.480193629,-1.857971539,-0.639063963,0.672524338,-1.092233709,0.307199241,0.779234376,0.103404145,0.167522835,1.986087507,-0.543863563,-0.982919135,-0.362679067,-1.857971539,-1.045752496,-1.857971539,-0.97084415,-0.803070878,-0.203759078,-1.857971539,-0.523896544,0.096256723,-1.857971539
FAGR_UCONN_00804,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.537624065,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-0.616491473,0.379276008,-0.764502457,-1.248323652,-0.214704253,-0.803070878,-0.963440649,-0.957143192,0.157196173,-1.361533175,0.351253454
FAGR_UCONN_00809,4.494177228,5.042321277,2.720462722,3.845699575,3.493027243,2.96523434,3.845688355,4.944750372,4.525533126,4.152669924,4.106876268,4.695163744,1.757916537,2.566019753,0.752747196,1.933891796,2.703545848,1.181283353,2.10061732,2.712712435,2.801944816,1.182115127,0.806385025,2.487526251
FAGR_UCONN_00810,-0.41601951,-1.000931485,-1.857971539,-1.857971539,-0.483590019,-1.857971539,1.205123103,-0.40357519,-0.566859729,0.755290433,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539
FAGR_UCONN_00814,0.545897565,-1.000931485,0.747767443,-0.639063963,0.207302582,-0.594649439,0.426672624,0.136092184,-0.566859729,1.171728439,1.083205078,0.261249231,0.258492639,-0.616491473,-1.307690605,-1.395442674,-0.491909425,-1.347267881,-1.236177454,-0.019214997,-1.857971539,-1.393005921,-0.992881698,-1.857971539
FAGR_UCONN_00834,4.818635111,3.867888699,5.14400859,5.335638403,6.028944245,5.147019167,4.269856024,4.564652617,4.756150863,4.567840396,4.663284814,5.765661811,5.909282168,5.553003855,7.319800968,5.613744521,5.531819802,6.497947055,6.050251028,5.387632805,5.122755293,6.09065293,4.820796986,6.855601579
FAGR_UCONN_00846,-0.963878562,-1.857971539,0.747767443,-1.123444452,-1.857971539,-0.594649439,-1.857971539,-1.857971539,-1.857971539,-0.84092533,-1.857971539,-0.34291172,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.369768715
FAGR_UCONN_00847,7.099649908,6.606011,7.546265879,7.57541788,7.404448618,8.231044419,7.006462071,7.410826809,7.141604336,6.797888614,8.10788484,7.356609103,6.088262202,5.733939484,6.766957155,5.026700576,6.538811451,5.4778974,6.304708875,6.317933651,4.771189251,6.029409726,5.510889492,5.782485583
FAGR_UCONN_00849,-1.857971539,-1.857971539,-1.857971539,-1.857971539,0.207302582,-1.092233709,-0.745784036,-1.857971539,0.103404145,-0.250325226,-1.119819878,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.857971539
FAGR_UCONN_00851,5.021587103,5.127919675,4.550333236,4.784642588,5.073181113,2.555279991,4.96110252,4.767183202,4.756150863,4.497431123,0.729460834,4.014889479,-0.232613713,-0.362679067,-0.343226475,0.95909528,0.787930086,0.533644781,0.396475269,1.641308471,-0.957143192,0.01465679,-0.247444984,-0.266540001
FAGR_UCONN_00855,5.691094755,4.940847343,4.634251198,4.578938251,4.758895053,6.2032157,5.079779951,5.11145094,4.574700273,5.070458055,6.548705246,5.67593588,3.971954243,3.547581661,4.8565359,3.992359417,4.096291378,4.602651622,4.856081631,3.708426167,4.713165873,4.558583652,4.210849162,4.815539742
FAGR_UCONN_00859,-0.963878562,0.480193629,-0.032789949,-1.123444452,-1.857971539,-1.092233709,-1.030568862,-0.163010593,-0.566859729,-1.857971539,-0.271032802,-0.543863563,0.824935558,0.206781214,1.629535149,1.106092778,0.196988208,-0.214704253,0.550821988,0.144377628,1.34957908,-0.523896544,0.709748771,0.075176184
FAGR_UCONN_00875,6.369584279,6.216417982,6.064666535,6.49202822,6.395546873,6.758333883,6.813060324,6.685837411,6.056291066,6.550860347,6.9862876,6.359035401,5.931208135,5.398513477,5.312216066,5.904844386,5.359008774,5.679355937,5.347090723,5.200418751,5.185742563,5.604008246,4.932070467,5.692378553
FAGR_UCONN_00895,3.213308994,1.671491787,0.747767443,2.433915993,2.223169877,2.892037553,1.707970376,2.492047364,1.794781771,2.080577461,2.514082363,2.377588968,3.850645968,2.59626683,3.513596441,2.730308966,2.940090594,3.652933986,3.622351544,3.512654829,2.920641848,2.889380582,2.996493213,2.649544532
FAGR_UCONN_00910,-0.963878562,-1.000931485,-0.032789949,1.40957559,-0.483590019,-0.225369233,-0.508053946,-1.537624065,-1.857971539,-1.857971539,-1.857971539,0.132246671,1.15810307,1.109574975,5.216049976,3.391458574,0.36890909,3.322089936,0.223615372,-0.663564227,2.82647835,1.482138768,1.345939185,2.132962289
FAGR_UCONN_00924,4.134484245,3.4020782,2.998948274,3.371303296,3.179909164,3.225720439,3.105734934,3.314236154,3.949184943,2.982079875,3.67890648,4.120699264,4.223665844,4.167218033,4.03710622,4.290183491,3.752483266,3.829779153,4.248193214,3.784825399,4.508542077,3.953017653,4.49805127,4.380411054
FAGR_UCONN_00935,-1.857971539,-0.466953672,-1.857971539,-0.639063963,-1.857971539,-1.092233709,-1.385750066,-1.857971539,-1.857971539,-1.857971539,-1.857971539,-1.402089266,-0.049700131,-0.362679067,4.303601077,0.508702042,-0.224053553,-0.214704253,-0.803070878,-1.857971539,-0.957143192,-0.143525211,-1.857971539,0.075176184
FAGR_UCONN_00969,5.743050791,5.59012086,5.280488515,5.531137862,5.480535881,5.494782771,5.540144621,5.281368938,5.314650058,5.550759438,5.328193256,5.371041076,5.815140975,5.97745755,6.133813707,6.363377062,5.690186908,5.899222958,5.683844698,6.037364199,5.873901411,6.381318091,6.114333203,5.995914121
FAGR_UCONN_00986,2.516660796,3.889837073,2.866414651,-0.27707551,0.207302582,3.975402979,1.842974289,1.658360406,-0.566859729,2.875072563,1.952135257,3.184648142,4.064139265,7.034904507,1.744307139,6.036711885,1.964469903,3.001658425,1.325008889,2.256487181,2.30465629,0.405917587,1.78592427,5.606171033
FAGR_UCONN_00999,3.832669759,4.762001749,5.055459516,4.427556979,4.121828158,3.592071707,4.578005433,3.813743046,3.872613164,3.982678431,3.817359096,4.033072173,5.500122297,6.150507676,6.529540164,6.316963009,5.644893305,6.227169028,5.69630486,5.806413503,5.970627966,6.160023546,5.799134508,6.132393757
FAGR_UCONN_01009,3.481461314,4.413751354,4.894612155,5.139724245,4.293257493,4.320432597,4.603587804,4.283966962,3.567212677,4.550557598,4.436508455,3.542906894,5.626448186,5.181260435,5.978342098,5.800754837,5.784334291,5.662767498,5.987422657,6.029535193,6.099524185,6.123586106,6.470105121,5.944793173
FAGR_UCONN_01028,-0.963878562,-1.000931485,-1.857971539,0.012060859,-1.857971539,-1.857971539,0.033722703,-0.54079051,0.103404145,-0.250325226,-1.119819878,-1.056198087,-1.857971539,-1.857971539,-1.857971539,-1.395442674,-1.857971539,-1.857971539,-0.803070878,-0.963440649,-1.857971539,-1.857971539,-1.857971539,-1.857971539
FAGR_UCONN_01033,-0.019897817,0.480193629,2.558066158,2.926222455,0.207302582,0.703152996,0.735184011,-0.278284522,0.103404145,1.632304915,0.466327714,-0.543863563,1.546912393,2.917004611,4.275247808,4.144697219,0.787930086,3.083705023,0.81736471,1.403567262,1.207371675,2.570664049,2.26545147,1.937617348
FAGR_UCONN_01055,2.10490124,0.694875088,0.747767443,1.195551983,-1.857971539,2.115182863,0.824919652,0.890171638,0.559272641,0.491134643,1.513939101,1.280195553,3.116728773,2.334421757,1.688062163,3.240483713,1.909819037,1.922585065,2.413960359,2.024092843,3.009034132,2.380308574,2.26545147,0.872722783
FAGR_UCONN_01056,3.511729874,4.28716317,3.689949853,3.469976835,3.375803469,3.724465072,3.032282988,3.029192689,3.615002637,4.634972723,4.64745949,5.15973873,1.656268634,2.817809128,0.956952215,2.010555533,2.420462017,1.253962632,2.704519899,2.907545275,3.263805271,2.380308574,3.434720729,0.957695401
FAGR_UCONN_01079,7.134108967,7.045508018,7.03105775,6.566394729,7.208393947,5.08268435,7.736659792,6.870528537,7.228661381,6.934067667,3.417933734,5.378170952,4.064139265,3.652063658,3.576915014,4.612656103,5.24773329,4.02931136,4.597270176,5.133819891,4.851084115,4.409880549,4.081650038,2.948386618
FAGR_UCONN_01087,0.290560591,0.694875088,3.120324453,2.043222781,-0.483590019,1.751290442,1.842974289,0.779234376,2.899530918,2.496174023,4.281086398,1.788221316,3.456162073,2.683379681,4.791289759,4.211175079,2.884490189,3.161335615,4.190641675,3.119065096,2.269299927,5.133600648,3.618961386,2.86284732
FAGR_UCONN_01099,1.746068284,2.378444663,1.91998258,1.836834622,2.471927697,0.520938414,1.92643289,1.042057159,1.183942278,1.171728439,-1.857971539,0.774924577,-0.982919135,-0.362679067,-0.91031163,-1.045752496,0.001772935,-0.030774603,-0.803070878,-0.019214997,-0.655894535,-1.393005921,-1.361533175,-1.369768715
FAGR_UCONN_01121,-0.41601951,3.679132598,-1.857971539,-0.639063963,1.305983955,1.666040695,1.50573977,2.32436767,-1.857971539,0.755290433,1.466623835,1.653673346,-1.857971539,0.206781214,-0.343226475,-0.529238257,-0.491909425,1.253962632,0.027188062,-0.415420447,0.15459071,-1.857971539,-1.361533175,-0.085588126
FAGR_UCONN_01175,6.855996625,6.944266023,6.493277166,7.057777996,7.519457275,6.732358711,7.054788907,7.016003527,6.706979144,7.058493894,7.147801046,7.603963096,6.085820671,6.52143442,6.513446425,6.553131232,6.698469895,6.446542868,6.677875604,6.287620554,6.474174809,6.786961515,6.27493827,6.740410716
FAGR_UCONN_01190,0.290560591,1.566388816,-0.032789949,-0.27707551,0.672524338,0.312337041,0.989204122,0.383706584,1.183942278,0.755290433,-1.857971539,-0.009433924,-0.982919135,-1.31714749,-1.307690605,-0.529238257,0.196988208,-0.97084415,-0.803070878,-0.663564227,-1.857971539,-1.041929836,-0.992881698,-1.369768715
