"","logFC","logCPM","LR","PValue","FDR"
"FAGR_UCONN_32390",1.83166330944082,7.66699775585109,139.626946306467,3.21212705241439e-32,6.95168536683522e-28
"FAGR_UCONN_16852",4.68628231643024,5.7307094609252,130.469367689759,3.23485893577549e-30,3.50044085440266e-26
"FAGR_UCONN_24846",6.00542113188012,6.83175532112105,129.281772266074,5.88429698310436e-30,4.24493184361148e-26
"FAGR_UCONN_07246",-2.48709397534468,6.23654828364006,115.452263504851,6.26491017241118e-27,3.38962964878307e-23
"FAGR_UCONN_26190",3.86135145299739,6.32259002035451,113.337230504996,1.82027097241491e-26,7.3097353497718e-23
"FAGR_UCONN_01505",-2.3382071490537,8.42789445573689,113.124387822872,2.02654154415631e-26,7.3097353497718e-23
"FAGR_UCONN_07733",-2.77752176092245,6.60086788043531,112.299309451956,3.07242683974612e-26,9.49906595225509e-23
"FAGR_UCONN_07108",-2.81874269326304,4.2154151715358,109.97649760971,9.91594483549682e-26,2.68251097662278e-22
"FAGR_UCONN_11694",3.47867526560907,8.25625935976469,107.653588679623,3.20111675624556e-25,7.69761875985182e-22
"FAGR_UCONN_31972",4.31886932067361,3.00647683586748,106.708069616507,5.15821939786464e-25,1.11634184208586e-21
"FAGR_UCONN_12369",1.84678347311965,5.51611854761461,104.698355265741,1.42219050027584e-24,2.79809516426997e-21
"FAGR_UCONN_10155",1.39259141109326,6.86198479093336,103.182385506142,3.05671795600783e-24,5.51279083366012e-21
"FAGR_UCONN_23755",5.95437734047477,6.5046267027893,100.861022006061,9.8669222948161e-24,1.64261486388008e-20
"FAGR_UCONN_09588",7.18914070773272,6.46529669077758,99.1745222353149,2.31202376587219e-23,3.57405845292899e-20
"FAGR_UCONN_00280",-3.03416236888283,1.86112988821887,99.0272261278936,2.49054149184717e-23,3.59335326443709e-20
"FAGR_UCONN_12484",-2.75000707064661,6.219029841334,98.2207425623738,3.74249176699194e-23,5.06218792632747e-20
"FAGR_UCONN_14354",-2.63748560778143,8.25464521715202,98.0675496976507,4.04351097832912e-23,5.14762732899993e-20
"FAGR_UCONN_15494",3.70959793885566,5.28263709853275,97.9435036068709,4.30491315851815e-23,5.17594058759166e-20
"FAGR_UCONN_28691",-2.50978210638411,6.5202592228823,97.6421971638061,5.01242944027047e-23,5.70942094454386e-20
"FAGR_UCONN_15332",3.43003969831653,6.48556562986361,95.9014952063016,1.20744158954083e-22,1.30657254404214e-19
"FAGR_UCONN_03718",-2.61573466139769,4.22769906511589,94.7691999949324,2.13928440011932e-22,2.20468538035154e-19
"FAGR_UCONN_17466",4.4359804505336,6.76541984522114,94.1829847868019,2.87662864163462e-22,2.76670368765639e-19
"FAGR_UCONN_11871",4.23084031086959,3.82118678138112,94.1396438680481,2.94030980575256e-22,2.76670368765639e-19
"FAGR_UCONN_01245",-2.55115735796802,2.27028462524347,93.4819323913018,4.09925474212189e-22,3.64526654003458e-19
