"","logFC","logCPM","LR","PValue","FDR"
"FAGR_UCONN_24846",5.01799178731797,6.13925156101591,162.394447401134,3.39245368816337e-37,7.34194827192317e-33
"FAGR_UCONN_11694",3.23442562078343,7.82098712772867,159.709592539096,1.30948105003201e-36,1.41698944423964e-32
"FAGR_UCONN_16852",3.93374483934777,5.24910213163945,156.669481953365,6.0446751870202e-36,4.36062867991637e-32
"FAGR_UCONN_32390",1.42511434687354,7.53234600250803,155.328443821582,1.18691387675992e-35,6.42179753020957e-32
"FAGR_UCONN_07246",-2.4532061827038,6.42331532956112,149.558078562486,2.16547992015852e-34,9.37306328641416e-31
"FAGR_UCONN_01505",-2.45586035553119,8.7457264434167,146.55890810138,9.79844294984806e-34,3.5342983720102e-30
"FAGR_UCONN_07733",-3.04488023346497,7.29957687895171,144.382915094084,2.93003599642928e-33,9.0588341478175e-30
"FAGR_UCONN_01245",-2.51410204922051,2.40224958762761,140.473179179391,2.0976913983061e-32,5.67477965526758e-29
"FAGR_UCONN_09588",5.97439492488656,5.90621604631683,140.034347625537,2.61639142963394e-32,6.29154925779307e-29
"FAGR_UCONN_23755",5.04741403196621,5.94237173186247,139.602222360655,3.25236570927195e-32,7.03876986800635e-29
"FAGR_UCONN_21063",2.06264916842718,4.74394741418376,139.392570075049,3.61448662886866e-32,7.11133814745231e-29
"FAGR_UCONN_14995",2.18743330519286,5.1055887628462,134.532087756648,4.17912304806972e-31,7.53704841719374e-28
"FAGR_UCONN_07559",-2.94345624681904,3.18552508765861,130.553663403866,3.1003632747807e-30,5.16138938406184e-27
"FAGR_UCONN_31147",2.72456206664611,4.94254577895599,128.04763420521,1.09581172038959e-29,1.69396837519082e-26
"FAGR_UCONN_16583",1.33383909551654,6.46917341980162,126.991922835186,1.86531134864297e-29,2.69127121382207e-26
"FAGR_UCONN_21664",2.53470362478963,5.77259100122294,126.474344079622,2.42111539785194e-29,3.27486121501948e-26
"FAGR_UCONN_12484",-3.0168090505706,6.96907059691013,126.116689509401,2.89924392665665e-29,3.6909080623943e-26
"FAGR_UCONN_14392",5.10591975532025,6.07693074623325,125.688795424845,3.5968927776064e-29,4.32466408294209e-26
"FAGR_UCONN_17466",3.68724121175868,6.14552419620334,125.529720896963,3.89709392655154e-29,4.43899509254887e-26
"FAGR_UCONN_28691",-2.48547470455978,6.8406236029192,125.042606448902,4.98135777488673e-29,5.39032724820493e-26
"FAGR_UCONN_07108",-2.75087345892171,4.62820075367785,123.170187662338,1.2798637141559e-28,1.31899097627438e-25
"FAGR_UCONN_08178",3.58040820188572,7.28023032558279,122.783782093267,1.55504247986488e-28,1.52973769769253e-25
"FAGR_UCONN_15016",4.33062979224126,7.15212510896886,122.243121158064,2.04215421416533e-28,1.92157832621591e-25
"FAGR_UCONN_24370",2.34561479733256,7.89511183776654,122.056151709767,2.24396242960441e-28,2.02349312089577e-25
"FAGR_UCONN_05766",-2.10612035158701,3.16999773411134,121.220351737534,3.41960327481131e-28,2.96028216293866e-25
"FAGR_UCONN_05563",-2.90285712309215,5.25172093622777,120.936744040452,3.9451263124738e-28,3.28386244825223e-25
"FAGR_UCONN_27699",7.07794300757961,6.79669229970108,116.098188029794,4.52337614271181e-27,3.62573727705811e-24
"FAGR_UCONN_00280",-2.63485029523909,2.23224844422342,114.051072008563,1.26995091394077e-26,9.81581345696649e-24
"FAGR_UCONN_07892",-2.34921119563252,3.80437716718512,113.93431614574,1.34697277549701e-26,1.00521326921746e-23
"FAGR_UCONN_03756",-2.29000590109258,1.92566309848495,112.816498977521,2.36697949019099e-26,1.70753900422378e-23
"FAGR_UCONN_25789",2.69195564689323,5.96189597829999,112.743313048383,2.45598174984111e-26,1.71459216226005e-23
"FAGR_UCONN_19061",2.82275859721847,6.79206088907034,111.67627549476,4.20686975564962e-26,2.84515860161778e-23
"FAGR_UCONN_11791",2.16333331637475,4.82356060206176,111.540915947341,4.50412936319862e-26,2.9538899296468e-23
"FAGR_UCONN_00218",2.70007452753272,5.4249840759957,108.646093361631,1.94010089692369e-25,1.23493128268301e-22
"FAGR_UCONN_31588",2.65819569656899,5.25939647294556,108.084575263623,2.57550116452617e-25,1.59254274864787e-22
"FAGR_UCONN_16173",1.21327301627187,4.6118971621314,106.956817933915,4.54975745145647e-25,2.73516252123392e-22
"FAGR_UCONN_11086",5.47454161820452,5.12701742709789,106.716956470959,5.13514007614923e-25,3.00364058183842e-22
"FAGR_UCONN_30693",4.51825248626543,8.31036220690484,106.355530925088,6.16251952566942e-25,3.5097170414352e-22
"FAGR_UCONN_23783",-2.42661744876831,12.3031097538632,106.047624733777,7.19842562403612e-25,3.99457249629204e-22
"FAGR_UCONN_15332",2.54073097625522,5.98222327798605,105.825599042271,8.05186863069828e-25,4.35646352263931e-22
"FAGR_UCONN_24141",-4.24403995022401,5.13607613332824,105.064256318688,1.18238688969402e-24,6.24127245530683e-22
"FAGR_UCONN_31972",3.18805319582813,2.53023146533088,103.748858860594,2.29657325840082e-24,1.18339139186453e-21
"FAGR_UCONN_28456",0.971974404843527,5.25817428683837,102.860324097057,3.59630379540614e-24,1.81002806372511e-21
"FAGR_UCONN_20071",0.902444827518622,7.21321533146796,102.644200382377,4.0108395610461e-24,1.97278613136727e-21
"FAGR_UCONN_27656",5.80555785594327,8.52145404212214,102.378222060106,4.58716829098529e-24,2.16566492251116e-21
"FAGR_UCONN_05573",-1.95328286674187,3.07530821798638,102.371347836598,4.60311368799156e-24,2.16566492251116e-21
"FAGR_UCONN_12730",3.71658274756143,3.77606459456325,101.795974900768,6.15450845010476e-24,2.82494493443743e-21
"FAGR_UCONN_08517",2.62088960981071,5.29303082491492,101.760577930371,6.26547254657594e-24,2.82494493443743e-21
"FAGR_UCONN_22330",2.27209870007008,3.82525454514281,101.470051123034,7.25521205518015e-24,3.20443467955528e-21
"FAGR_UCONN_03341",-0.961353196646116,6.47716633349035,101.103545806792,8.72984784230343e-24,3.77862734006262e-21
"FAGR_UCONN_30180",3.66544523682851,3.85565929091443,100.709160146511,1.06531758152959e-23,4.52070649009085e-21
"FAGR_UCONN_18848",3.41277116509567,3.99988641461623,100.239090105249,1.35067279355145e-23,5.62139626885395e-21
"FAGR_UCONN_15003",1.87868234832114,4.7068167801348,99.3489931259705,2.11705467509056e-23,8.64477307137924e-21
"FAGR_UCONN_26190",2.88840835362973,5.84489223838687,98.1706982552492,3.83827737718229e-23,1.53829627772184e-20
"FAGR_UCONN_24974",-1.01803652624573,7.382537780049,98.0491970246711,4.08116083934236e-23,1.60589968881904e-20
"FAGR_UCONN_08616",4.61503911251036,4.89125242535192,97.6074307401927,5.10121381846773e-23,1.97143695462998e-20
"FAGR_UCONN_00627",4.3759456995377,9.31759328828184,97.4446806728513,5.53821167881224e-23,2.10277152899745e-20
"FAGR_UCONN_30889",-1.130230727557,4.90707159744443,95.1253726144514,1.78701568120767e-22,6.66803334012008e-20
"FAGR_UCONN_26740",5.97815274465353,4.99684717439832,94.5917017934739,2.33997210076044e-22,8.58333494994194e-20
"FAGR_UCONN_15279",9.28084172786216,6.33217834992063,94.4180452944216,2.55452817160179e-22,9.21418311496767e-20
"FAGR_UCONN_28696",1.77725186563659,5.65242376935684,94.3133734575687,2.69324527327171e-22,9.55528101707317e-20
"FAGR_UCONN_10155",1.00863157731169,6.75029595405413,93.9977934118223,3.15875800359992e-22,1.10261033409531e-19
"FAGR_UCONN_15909",3.7324475397484,2.4530599945808,93.3986458022209,4.27543171644028e-22,1.44695580727462e-19
"FAGR_UCONN_28524",1.05527094490681,5.02793693743805,93.3970148396476,4.27895627324535e-22,1.44695580727462e-19
"FAGR_UCONN_21250",6.37150423081268,6.10342933933688,92.9135717732454,5.46286045377581e-22,1.8188803990864e-19
"FAGR_UCONN_25787",2.44640215101422,4.73878389582837,92.8380990489757,5.67520624009513e-22,1.86095171891119e-19
"FAGR_UCONN_03718",-2.31009206406526,4.73909015971898,92.787195740473,5.82306742003958e-22,1.88093768812681e-19
"FAGR_UCONN_31723",5.03383440681842,7.58337285433173,92.6879095238752,6.12264761390876e-22,1.94862264206196e-19
"FAGR_UCONN_25403",2.78496204604329,5.70771241516705,92.4598156388982,6.87057799868663e-22,2.15497172532719e-19
"FAGR_UCONN_10131",-1.08944753922177,8.44722689794441,91.9808440914805,8.75195771740382e-22,2.70585527028648e-19
"FAGR_UCONN_03004",-2.48401544735728,0.35897194664419,91.8707807162052,9.25251482378562e-22,2.82032289882209e-19
"FAGR_UCONN_24216",0.970650189300231,6.57485598153407,91.6835014588843,1.01709355656893e-21,3.05721371545344e-19
"FAGR_UCONN_15494",2.99935431699729,5.06683601868859,91.6455898194394,1.0367672275425e-21,3.0736597723938e-19
"FAGR_UCONN_32157",3.56341814153533,4.30537292679954,91.5307362029125,1.09872262735443e-21,3.21331825691953e-19
"FAGR_UCONN_11871",3.06133612730463,3.2608865893362,91.214946407124,1.28883057917198e-21,3.71904951925867e-19
"FAGR_UCONN_04673",-1.78517814512875,3.00187288904254,90.9538172527475,1.47064845491702e-21,4.18786498175185e-19
"FAGR_UCONN_26143",3.83504170852445,3.15828567843189,90.054420161479,2.31698470791609e-21,6.51223156476882e-19
"FAGR_UCONN_01091",1.8939420596811,4.46896290895532,89.9679167920713,2.42053530711952e-21,6.71605450213855e-19
"FAGR_UCONN_14354",-2.33477198414819,8.44239308747399,89.9068632214898,2.49639518500721e-21,6.83885880935772e-19
"FAGR_UCONN_15503",1.73669119544094,6.20637753984692,89.2558533062526,3.46914937325582e-21,9.38491634200031e-19
"FAGR_UCONN_03525",5.03640545023906,6.29545392021522,88.992446025765,3.96323012728086e-21,1.04853419325644e-18
"FAGR_UCONN_11931",4.54055798300591,4.4847477061493,88.9876642604685,3.9728215436202e-21,1.04853419325644e-18
"FAGR_UCONN_31821",1.48000086494204,5.11961400664917,88.6330635805701,4.75278458745759e-21,1.23927426556334e-18
"FAGR_UCONN_03750",-0.952784980045836,5.70000660088939,88.5814098600499,4.87852429410433e-21,1.25691693777388e-18
"FAGR_UCONN_29978",1.51521131973089,4.19625041596426,88.3007846088325,5.62211489637628e-21,1.43145659514559e-18
"FAGR_UCONN_03984",4.39447673284417,5.45558715242618,88.2263290333275,5.83776734544827e-21,1.46908094058362e-18
"FAGR_UCONN_25363",-0.945625125225284,6.98365966819271,87.7631150663512,7.37820793788639e-21,1.83539282979008e-18
"FAGR_UCONN_15811",4.0335209380994,3.10756949714516,87.3464703265128,9.10825376453361e-21,2.24000940877314e-18
"FAGR_UCONN_20604",3.72687115318168,4.96387840442887,86.8086667478737,1.19544514236242e-20,2.90694649112444e-18
"FAGR_UCONN_23160",2.29041442313951,6.71855153666824,86.7459377841565,1.23397004596256e-20,2.9672866371913e-18
"FAGR_UCONN_11836",1.22999870261799,3.70232312211575,86.7003347893291,1.26275435441708e-20,2.98878235015926e-18
"FAGR_UCONN_23009",1.00181290515713,5.57264589156033,86.6881950682,1.27052941601817e-20,2.98878235015926e-18
"FAGR_UCONN_05033",4.50241824795022,8.9600235537294,86.6271167235381,1.31038050956507e-20,3.04938225677497e-18
"FAGR_UCONN_31112",2.91591719117781,3.11965383926501,86.4455945212017,1.43634908262056e-20,3.306964558093e-18
"FAGR_UCONN_32741",3.19288264451201,3.22381971324068,86.086945355124,1.72195838290758e-20,3.92280245504062e-18
"FAGR_UCONN_05928",2.54335737441968,6.33322158713096,85.4199584261433,2.41272997548486e-20,5.43919813848369e-18
"FAGR_UCONN_28220",6.43898875472714,6.7925472818046,85.361634519167,2.48495555597557e-20,5.54426888066221e-18
"FAGR_UCONN_31362",0.771083459321409,6.91472372023951,85.2623174152106,2.61295692007651e-20,5.77036874125467e-18
"FAGR_UCONN_16014",1.57266631517647,5.43328073128392,85.1692851119863,2.73883431075309e-20,5.98725779326448e-18
"FAGR_UCONN_19231",2.64783606671016,4.5903204682336,85.1444428856371,2.77346136470882e-20,6.00232508550284e-18
"FAGR_UCONN_27821",1.59402127063093,6.12674789904057,85.0408374638814,2.92265978691914e-20,6.26259436717862e-18
"FAGR_UCONN_13673",1.4687807519183,7.2890319365475,84.3951636185333,4.0513764228327e-20,8.59606750421033e-18
"FAGR_UCONN_22871",1.14163010307016,4.90338909920824,84.1828442349725,4.51067853717661e-20,9.47768008753167e-18
"FAGR_UCONN_29677",5.09654902907118,3.70037913177677,84.1118188446077,4.67567172623187e-20,9.72989302876059e-18
"FAGR_UCONN_32887",0.676904388878743,5.88808036686334,84.0308121150059,4.8712332662381e-20,1.00403076521833e-17
"FAGR_UCONN_27848",-0.573554104047894,6.99816761721506,83.757499229278,5.59344736746384e-20,1.14201309364766e-17
"FAGR_UCONN_20121",-1.11837498398948,7.58935941898091,83.631759025123,5.96077271474175e-20,1.20563591675178e-17
"FAGR_UCONN_11179",2.0857195693966,2.92612381862954,83.2323147095781,7.29553046866453e-20,1.46194324447072e-17
"FAGR_UCONN_15835",1.73186888497618,4.51713464390107,82.6711733628207,9.6904211706527e-20,1.92403756858042e-17
"FAGR_UCONN_30733",1.98596521772144,6.35115606010054,82.2305265421886,1.2110493153805e-19,2.38268448031498e-17
"FAGR_UCONN_29311",2.03862036114563,4.61669762260142,82.1611468011264,1.25431474241082e-19,2.44557474371666e-17
"FAGR_UCONN_18728",0.726540831807471,4.73953488604787,82.011072364738,1.35326436579954e-19,2.61494173255657e-17
"FAGR_UCONN_32471",3.77942400963739,4.79875214077956,81.5981542037374,1.66769824133766e-19,3.19401109194952e-17
"FAGR_UCONN_10309",2.16496750403053,3.12341750372088,81.3349098987714,1.90531007000567e-19,3.61708074868972e-17
"FAGR_UCONN_28902",2.40175518055601,6.87870241782355,80.7649308599696,2.54229868120763e-19,4.78438504858223e-17
"FAGR_UCONN_31710",6.70046515457678,5.62094786735899,80.6146982969858,2.74311493047355e-19,5.11780114873349e-17
"FAGR_UCONN_19491",1.1073739069586,6.90401023965997,80.0207191535371,3.70504189111447e-19,6.85337748782046e-17
"FAGR_UCONN_22546",-0.998725338372507,6.06512751541981,79.942166073919,3.85530684420704e-19,7.07089412901091e-17
"FAGR_UCONN_31793",1.35831851436592,4.19725080611797,79.6167939337322,4.54545433764987e-19,8.26661535927886e-17
"FAGR_UCONN_14250",2.42289328128243,5.60576731843728,79.5712406572405,4.65147190843818e-19,8.38892958686826e-17
"FAGR_UCONN_31815",-0.843879661565206,11.3013987570023,79.2404291653187,5.4993123813994e-19,9.83017488547316e-17
"FAGR_UCONN_19387",0.877480618760897,4.68560764030927,79.2253474990494,5.54145335933705e-19,9.83017488547316e-17
"FAGR_UCONN_28821",1.80021401016589,4.88531435634127,78.3477340648944,8.64084151994431e-19,1.52036660304581e-16
"FAGR_UCONN_08571",2.72786284216271,3.78009251615818,78.1516348748669,9.54266172919081e-19,1.65343123453457e-16
"FAGR_UCONN_30147",1.01937168256796,7.75329657978132,78.150137420083,9.54989854527404e-19,1.65343123453457e-16
"FAGR_UCONN_27215",0.821753100119217,5.86428018560405,78.1284598251561,9.65527788757115e-19,1.65840892097472e-16
"FAGR_UCONN_26968",1.7919805526623,3.38120623907512,78.0872392390883,9.85887928397602e-19,1.6800461847544e-16
"FAGR_UCONN_10988",-1.59805974112051,5.21440132985223,77.9804471495725,1.0406559232053e-18,1.75952152265696e-16
"FAGR_UCONN_24752",-0.59041702174825,8.40275885285264,77.8926884982124,1.08793341717242e-18,1.82519806313531e-16
"FAGR_UCONN_28824",0.693186323307321,4.75489265132541,77.7453589810493,1.17218370768689e-18,1.93797544762319e-16
