Gene_ID,H173Fg01,H173Fg07,H173Fg08,H173Fg09,H173Fg14,H173Fg25,H173Fg28,H173Fg29,H173Fg30,H173Fg32,H173Fg36,H173Fg37,H173Fg42,H173Fg43,H173Fg45,H173Fg46,H183Fg01,H183Fg07,H183Fg08,H183Fg09,H183Fg14,H183Fg25,H183Fg28,H183Fg29,H183Fg30,H183Fg32,H183Fg36,H183Fg37,H183Fg42,H183Fg43,H183Fg45,H183Fg46,S173Fg02,S173Fg03,S173Fg05,S173Fg07,S173Fg10,S173Fg20,S173Fg23,S173Fg25,S173Fg27,S173Fg28,S173Fg29,S173Fg36,S173Fg39,S173Fg42,S173Fg44,S173Fg45,S183Fg02,S183Fg03,S183Fg05,S183Fg07,S183Fg10,S183Fg20,S183Fg23,S183Fg25,S183Fg27,S183Fg28,S183Fg29,S183Fg36,S183Fg39,S183Fg42,S183Fg44,S183Fg45
FAGR_UCONN_00333,5.626352626,5.692983803,5.670485278,5.531284455,5.637697332,5.482821509,5.339279484,4.88462867,5.410350516,5.275398119,5.612582203,5.378518406,5.096497009,5.250415348,5.542613711,5.206577142,5.663910831,5.777933682,5.578585103,6.474885265,6.051542793,5.403776928,6.01365977,5.202931496,5.951459257,6.06124001,6.021238685,5.064547732,5.857306235,5.464411286,6.195525311,5.769796955,5.192526628,5.362614873,5.13338204,4.670272098,4.936613272,5.196663508,6.027472555,5.147791685,5.315476115,5.566704059,5.426665347,5.065515551,5.09918323,4.923123283,5.234395814,5.795839439,5.674770212,5.382452387,5.44828767,5.080290071,5.233901446,5.313133008,5.50264129,5.459027273,4.867044437,5.311947074,6.103134546,6.293985111,5.409406994,6.110327327,5.213312838,5.670971683
FAGR_UCONN_00390,2.31532279,5.013648309,4.883972555,3.257345477,4.172362306,4.165964034,5.129420234,5.570733359,6.72494565,5.845690018,3.939436625,5.68373885,4.722728969,1.963752111,8.138084555,3.473963282,1.764904471,4.184584519,2.955890332,3.824677694,4.615775138,4.736676927,2.915791387,5.274562391,6.003072144,6.511902418,3.459819497,5.685230588,3.240948066,2.429027496,6.964487964,2.40206189,5.543320006,6.404380878,6.147817693,5.199196371,5.319069785,5.390369863,4.053488617,7.208099419,6.594028549,5.629679537,2.906129046,6.359571708,6.94249834,2.749859157,6.781958984,7.134491147,8.031706037,8.807380221,6.691878026,7.61983914,9.349189187,7.12259057,5.085906122,8.431820599,8.331089615,8.533187626,5.646488964,7.478959412,8.101561395,6.014832992,8.67504649,8.234459193
FAGR_UCONN_00392,8.020221051,8.624069758,8.30345035,8.610760038,8.415116456,8.838002955,8.688226,9.426365927,8.241568658,8.421857674,8.352095487,8.001904086,9.124187184,8.299349155,8.851325857,8.603311789,7.521548235,8.094041161,8.045954162,8.050939637,8.168830968,8.130025566,7.966862739,8.574205324,7.847944318,8.515116962,7.701740195,7.677111958,8.349822268,8.029615368,7.81548284,7.508705343,8.168072408,7.727146804,8.550036508,8.945312225,8.270270315,8.510381143,8.988364669,8.339397098,8.453602152,7.880240935,8.333312914,8.468818226,8.428883937,8.318633288,8.427448901,9.238690363,7.85635099,6.733407727,7.70124845,7.817226577,8.004123438,7.698985612,8.046119933,7.720175823,7.961877143,7.813666887,8.23181005,8.104550537,7.690748219,7.857342638,7.506342177,7.299351983
FAGR_UCONN_00412,0.377491424,2.583928476,3.24014031,1.572220166,1.652850295,3.18678647,3.385842841,5.51075501,3.077340625,1.555755905,1.045598869,0.081875465,1.414768201,2.612290436,2.499678018,2.295653019,-1.20472829,1.496700097,2.480899049,-0.036292584,0.119369451,2.257592783,0.343934822,1.267171267,-2.578935396,1.485470264,-0.803456279,2.449678545,1.044483081,0.154319925,0.0189828,1.18578099,0.943390735,-0.797283088,1.478858401,3.516427793,2.54029555,2.633152484,2.171495102,0.178138635,0.941691622,2.136462377,2.959383333,1.274213751,2.019896901,2.036628003,3.118536639,3.41489794,1.388381112,-1.06107597,1.771120992,2.714701801,0.91453148,2.117480546,0.7139704,-2.578935396,1.19020186,0.770352641,1.571473666,-2.578935396,-1.211076027,1.075214177,-2.578935396,0.83711773
FAGR_UCONN_00414,3.9089229,4.999114688,3.663227444,3.957985447,4.107396693,5.0574689,4.872702619,4.39244724,5.145964179,4.253298066,3.624051251,4.59843294,4.420024405,4.666156293,4.920484475,4.246920474,3.432093439,3.681574618,2.843004039,2.894818515,2.251519863,4.175420289,3.167062027,2.115674832,3.147493421,2.637522188,3.118556385,3.824564768,3.005885886,2.630115717,3.694830884,3.406606147,3.793027558,4.116048775,5.097032542,3.763045279,4.079896196,4.626227559,3.319602397,3.94481096,3.742589832,4.002508528,2.753686425,3.3955247,3.856283566,2.601839019,3.993231471,4.821884782,3.696475991,3.695512573,3.668787712,4.750060072,4.463796886,3.694839286,4.781293007,3.804648568,4.557296166,3.052849946,2.9392233,3.64733932,4.868154896,3.55394685,2.943077142,4.248531267
FAGR_UCONN_00426,7.250220588,8.610986878,8.335950952,7.322678532,7.4595904,8.901359634,8.18011618,9.410523767,8.13192833,7.471530219,7.569588374,7.735543883,8.256455895,7.312579436,8.270262407,7.626197974,7.265195188,7.71939685,7.574790657,8.25309152,8.229716611,8.160031236,8.069770154,7.960694004,7.660910816,8.06137207,8.058822071,7.516635683,8.47804771,7.501871766,8.299312684,7.905809973,7.527583167,6.934865001,6.79541842,6.759623677,6.820931864,8.330983412,7.896485253,8.060797699,7.289936155,7.017013173,7.135798395,7.484993099,7.965177062,8.06314015,7.200630869,7.992428113,8.510205062,7.976943143,8.736973249,8.995995876,9.473560823,9.364105718,9.582005562,9.343559567,9.067228806,8.991896702,8.823332003,7.883203956,8.682287168,8.865097353,7.706669671,7.544267081
FAGR_UCONN_00428,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-1.655083255,-2.578935396,-1.623929236,-0.574631704,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-1.654825833,-1.903485028,-1.974826663,-0.412453579,-2.578935396,-2.578935396,-2.578935396,-2.578935396,1.600210819,-2.578935396,1.184940592,-2.578935396,-0.419464983,2.639742761,-1.701607786,-0.880149163,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-1.888506389,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-0.695195877,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-1.720220375,-1.775325311,-2.578935396,-1.052950746,-0.122159829,-2.578935396,-1.276290486,-2.578935396,1.578539827,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396
FAGR_UCONN_00481,5.478559063,5.553236279,5.367061087,5.255280068,5.17360656,5.336774088,5.459845687,5.334724392,5.584178799,5.339665597,5.268691028,5.180069223,5.228559261,5.382395746,5.72769053,5.574577311,5.163630107,5.606841935,5.176393508,5.225073897,5.18839065,5.282209844,5.395899463,4.919853884,5.191896348,4.713216932,5.443266427,5.095487648,5.400613006,5.374713861,5.417627926,5.197605018,5.58261055,4.893277103,4.340091561,5.150513387,5.285266454,5.380448637,5.241666213,5.769250191,5.570145991,5.812696595,5.126461007,5.256045364,4.830106419,4.842962134,5.150389959,5.916036661,5.043371265,4.787403803,4.671565634,4.766829552,4.907397026,4.885029034,4.836051573,5.247353672,4.227111067,4.28586623,5.124151849,3.866976271,4.595633415,4.606005701,5.15358192,4.72872324
FAGR_UCONN_00520,-2.578935396,0.699950086,-0.872496233,-0.522676684,0.441733944,-0.202013991,-1.096423507,2.709942756,-0.646963552,0.069740067,-0.256969518,-2.578935396,-0.336308288,0.274100469,0.487708176,-0.227613691,0.552364075,0.515397218,0.858479541,1.53529404,0.119369451,2.598106146,-0.733540413,2.938695479,-2.578935396,1.343016785,0.275439432,3.367828103,1.720080544,0.403829651,0.819781409,0.742197727,1.185345343,-1.720769421,-2.578935396,-2.578935396,0.193108929,1.357707316,0.388267972,1.310983066,-1.193897019,-2.578935396,0.264111054,0.094758335,1.401446493,1.094310038,-2.578935396,1.367795934,1.388381112,1.743664555,1.466770864,2.867635984,1.398571197,0.401979018,2.004823038,1.36091317,3.20361616,1.792342817,-1.158957238,-2.578935396,-0.825626066,-2.578935396,2.140018316,0.427500179
FAGR_UCONN_00554,-1.695119954,-2.009765263,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-1.098005552,-2.578935396,-2.578935396,-2.578935396,-2.578935396,3.303614607,-2.578935396,-2.578935396,-2.578935396,-1.215457853,-2.578935396,2.080564405,-1.146710687,-1.40551745,-1.492736814,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,0.329373981,-1.262252799,-0.292422826,-0.328075666,-0.301405339,-2.578935396,-1.594986765,-2.578935396,-2.578935396,-2.578935396,-0.091322959,-2.578935396,-2.578935396,-2.578935396,0.741567295,-2.578935396
FAGR_UCONN_00646,5.31387876,5.23135017,4.836939394,5.136870175,5.47340002,5.567833227,5.225190443,5.289244959,5.527985499,4.890291954,5.200283772,5.215098158,5.965352627,5.449861017,5.078215198,5.791875145,4.701358801,5.071794379,5.073245498,4.843450945,4.668856241,4.398625988,5.012923332,5.165736641,4.30807488,4.756014897,4.291214661,4.90952079,5.54815388,4.643645367,3.313533575,5.420184726,5.691178436,5.381568023,5.510305289,4.363584678,5.113977124,5.003343412,4.865936919,4.843154975,4.538011135,5.660165543,4.776894204,5.330579851,5.069117693,5.166503888,4.821494725,5.105911888,4.761427811,4.813242869,4.342802688,4.538493131,4.800306772,4.593002179,4.916435213,4.183939744,4.634379773,4.380233138,4.434524818,5.691513058,4.935190337,5.515687854,4.506955229,4.964624914
FAGR_UCONN_00755,5.659032713,6.162802954,6.472733402,6.936203984,6.146201721,6.274840349,6.113506183,6.780292175,5.633707826,6.231724886,5.88735814,5.331406152,6.947077731,6.050567999,6.151832535,5.94092482,5.606873172,5.880605259,6.355289185,7.002065241,6.212150235,6.226423328,6.661116684,7.243342988,6.000655809,6.544819947,6.59893726,5.564371537,6.776351307,6.667033428,6.073988659,5.624755414,5.54693642,5.510926187,6.056119221,5.749644661,5.642015207,5.621330772,6.433985876,6.128566027,5.736315821,6.022791813,5.238417225,5.813136407,6.157686879,6.208630489,5.962238483,6.632809854,7.255293118,6.659660107,6.174420534,6.594696303,6.134767295,5.908914901,6.527111004,6.311141252,6.765909419,6.544512295,6.345073524,6.13388242,6.467142236,7.292742675,6.180431097,6.807784563
FAGR_UCONN_00777,1.713513327,2.129849669,2.594388777,0.086936555,2.789861842,2.09949671,3.63284966,2.78335323,-0.329686784,1.555755905,3.557247849,1.506119652,-1.059750636,0.166608672,3.722674182,3.709904748,1.092683339,1.644590648,1.855254526,0.223409461,3.753962865,1.522283857,4.224847829,2.681945792,-1.031042698,4.623612864,1.795015629,2.727619596,3.417659852,0.649066568,3.843919353,3.573999021,2.131257619,3.2507963,-2.578935396,3.627319136,1.424415107,-1.477955023,2.437777826,1.310983066,1.298829162,3.32712795,1.622950952,3.569752561,4.213181545,0.853717821,2.969619273,2.575194593,4.88621664,5.953915705,4.295893564,6.00314073,6.744091683,2.896495868,5.304795826,5.535704075,7.228272216,5.889543901,5.061917079,5.05028259,4.25436519,5.295129624,7.429438094,5.280914986
FAGR_UCONN_00805,4.21395065,2.849986848,1.677195611,3.504838413,2.301836342,2.738184679,3.80546027,4.400246874,3.013290139,4.253298066,2.801932483,4.57165394,3.830168089,4.088397578,3.150547579,1.777831557,4.152896777,4.25861171,4.426880746,5.018018204,4.79359588,3.529152977,5.029241697,5.373941019,3.763804092,5.365895284,3.118556385,4.233482022,5.494578572,6.316456266,4.695978441,3.839730489,4.566416531,3.171338981,3.288908494,3.763045279,2.527500919,3.908708741,2.375671747,2.868172995,2.120545737,3.425058817,3.043992084,4.503375271,4.185422401,3.731798518,3.954124211,4.318837968,3.958931124,3.638840929,3.399719122,3.696192762,3.038888953,3.133833501,4.247043678,3.37463515,4.199704242,3.831069047,3.445648212,4.144160886,2.803299185,3.931723245,2.386364545,4.376725055
FAGR_UCONN_00851,1.194927382,2.102916618,0.578496659,0.907290508,1.903029992,-0.76476939,0.193294906,-1.339841226,2.433913195,-0.574631704,-0.463421849,3.660126018,2.494031353,2.292550768,2.39066076,0.25988994,-1.319980997,1.644590648,-1.614263299,-0.353236525,-2.578935396,1.054389733,-0.380121223,0.555242097,0.180581015,-0.527182901,-1.325026719,2.244132596,0.157038267,-1.545979929,0.89462396,4.164350613,1.879204198,2.197895199,2.434881023,3.437462669,0.537436273,1.186073581,0.111738866,2.318362631,0.600407688,-0.197145656,2.793333594,2.925367496,2.81967915,2.250588592,2.888969168,0.795826353,-0.796414758,0.367640217,-2.578935396,0.009122048,0.91453148,-1.535767086,0.094234917,-0.381493399,-0.014990656,-1.369129647,-2.578935396,0.260148526,0.369424717,-0.913073301,0.960185299,-0.403288467
FAGR_UCONN_00875,3.159979209,2.766635944,4.312292377,3.969267867,4.75285403,3.591450317,4.405248174,3.348537321,3.095130345,1.616310892,4.0888143,2.208675673,2.908352313,3.087864748,3.676976802,2.792207771,3.833684106,4.294247951,5.858838433,6.003082685,6.166739958,6.314147331,5.615181138,5.359372145,4.47054643,5.11503304,6.109845201,6.019590516,4.191177605,3.915116027,5.932409765,4.46894726,3.768455796,3.721538495,4.569649841,3.91650759,3.576407063,3.899475267,3.02813799,2.573305949,3.621335636,2.985751236,3.092473608,3.725188727,4.708601157,3.274728648,3.118536639,4.821884782,5.258744731,5.002008208,5.564988986,5.363607084,5.204802054,6.029484403,5.078937329,5.128602624,5.355082671,5.553861582,5.275462444,6.90297709,6.201415278,5.383671453,5.700678255,5.436116828
FAGR_UCONN_00934,-1.695119954,-2.578935396,-2.578935396,-1.599261551,0.966187884,-1.317049305,-2.044288972,-2.578935396,-2.578935396,-2.578935396,-0.256969518,-2.578935396,-2.578935396,-2.578935396,-1.715153831,-2.249602565,-0.382777981,-1.222724951,-2.578935396,-0.353236525,-2.578935396,-1.614901102,-1.202640501,-2.578935396,-2.578935396,-0.527182901,2.136618598,-0.730685546,-1.486445869,-2.578935396,-2.578935396,-0.81402412,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-1.07238932,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-1.496099944,-0.736626044,-1.406946362,-0.301405339,-1.535767086,-0.79456605,2.477643088,-2.578935396,1.964690609,2.057999945,-2.578935396,1.952896893,-0.488235021,-2.578935396,-2.578935396
FAGR_UCONN_00999,2.884023058,2.075471184,0.382804562,1.921065734,2.870383004,2.018494585,2.377833834,1.886241957,1.977255484,2.481910286,2.869571252,2.67910054,1.135957104,2.472588556,1.819220077,2.163687275,2.962649809,2.509481973,2.534761063,3.15990223,0.119369451,4.647895975,3.129024458,2.279396188,1.398333556,2.130837403,2.380874275,4.834476482,2.427428387,3.462507584,2.774085128,2.131709906,2.95889896,2.478779708,1.872074774,-0.364249412,2.349938932,1.965029289,-2.578935396,2.20227189,2.207374454,1.397556681,2.465435548,1.133260456,2.58487592,0.853717821,2.511941041,1.149747501,3.854180185,3.44586852,2.168363707,2.967730022,3.165112099,2.43417285,3.538988135,-2.578935396,3.221895784,3.090558197,3.587040173,3.761333476,2.718849551,2.567000452,2.691409164,0.83711773
FAGR_UCONN_01023,-0.193160755,-1.285559222,-2.578935396,-1.281433279,-0.825410708,-0.126369077,-2.044288972,-2.578935396,-1.220362924,-2.578935396,-0.993941409,-2.578935396,-2.578935396,0.05045847,-1.715153831,-1.864289369,-0.262605682,1.058079742,0.579751566,0.125064801,-0.67389484,-1.614901102,-2.094537341,1.170338944,-1.031042698,1.007388087,0.130237681,-0.566699359,1.109287218,1.181768992,-0.451494955,-1.094076361,-0.410063068,-0.63611561,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-0.230670947,-2.578935396,-0.248528265,0.657351775,-2.578935396,-1.34925408,-2.578935396,-0.280545927,-2.578935396,0.325838129,0.735419852,-0.4564001,0.750249159,-0.328075666,-2.578935396,0.583856679,0.480079859,-2.578935396,-2.578935396,-2.578935396,0.993080497,-2.578935396,1.31176831,2.160600196,1.058208436,0.427500179
FAGR_UCONN_01031,0.899128712,0.466341267,0.750787123,1.313579825,-0.056973396,0.651965868,-0.246289376,0.385003608,-2.578935396,1.207743373,0.084069389,0.588715684,-1.059750636,0.512274707,-2.578935396,-1.471954026,-0.262605682,1.451503338,3.765418715,2.137064913,2.618282301,3.956310098,1.890110993,3.403781811,0.829706787,1.343016785,1.7208735,2.774258921,2.639742761,1.500222432,0.657333691,-1.441913621,1.62923759,-0.074769781,-2.578935396,-2.578935396,0.057280458,-0.429997337,-2.578935396,0.405159099,-2.578935396,2.015915234,-2.578935396,0.602312031,0.296049882,-2.578935396,-2.578935396,-0.917641496,3.650295647,2.650948779,1.22110283,2.490756229,1.713916016,2.057215707,0.976461811,-2.578935396,-2.578935396,-2.578935396,2.663968923,-2.578935396,2.320769032,2.785675309,-0.017314909,3.560169582
FAGR_UCONN_01079,5.179544172,7.032323444,3.989963849,4.562802063,6.075780703,4.682142739,5.10759525,4.839447233,5.808325605,4.896409535,4.153561502,8.117501718,5.393084611,6.381002232,6.750445992,3.03815849,2.937777748,6.307358026,3.225240742,5.610751994,6.348544475,6.279104059,4.826872852,5.662058861,4.731764521,4.389969528,4.844683365,6.868979742,4.779214982,3.297603406,6.020684645,5.656676823,7.564625335,7.245689709,7.694467708,8.34445314,4.306502244,7.057023569,6.606138374,7.652988525,7.024472715,7.261957057,7.427969603,8.330374145,7.119787379,7.353060391,7.431713214,6.593690128,6.165428193,5.60955809,4.516528826,6.235742703,5.895585039,4.645112242,5.228127614,5.995413263,6.6759552,7.13313656,4.281682991,7.851377919,6.735106474,5.631347219,6.025469318,6.134032029
FAGR_UCONN_01099,1.102905673,2.351984667,-1.486882501,-1.281433279,2.116169843,-0.126369077,0.193294906,-2.578935396,1.073656365,0.38025755,-0.993941409,3.660126018,0.653465434,1.700252986,1.953048383,-1.096073972,-2.095505498,1.644590648,-2.578935396,-0.036292584,0.62826761,1.260077073,-1.095824337,0.334667885,-0.744953777,0.569223092,-1.129461988,1.356851682,0.751527673,-1.545979929,0.474245668,0.557785204,2.748868309,2.098299697,3.153873316,3.121095678,-0.924421199,1.604952888,0.819998254,1.863136029,1.217487139,1.884369561,2.254375531,2.642906849,2.957356751,1.916437287,2.000118892,0.892772787,-0.022988108,0.788196905,-0.736626044,0.282247146,0.180797298,-1.965050982,0.200792561,-0.381493399,1.19020186,1.697777783,-1.158957238,2.100410803,1.621883371,-1.28692641,0.855013361,0.83711773
