Gene_ID,H173Fg01,H173Fg07,H173Fg08,H173Fg09,H173Fg14,H173Fg25,H173Fg28,H173Fg29,H173Fg30,H173Fg32,H173Fg36,H173Fg37,H173Fg42,H173Fg43,H173Fg45,H173Fg46,H183Fg01,H183Fg07,H183Fg08,H183Fg09,H183Fg14,H183Fg25,H183Fg28,H183Fg29,H183Fg30,H183Fg32,H183Fg36,H183Fg37,H183Fg42,H183Fg43,H183Fg45,H183Fg46,S173Fg02,S173Fg03,S173Fg05,S173Fg07,S173Fg10,S173Fg20,S173Fg23,S173Fg25,S173Fg27,S173Fg28,S173Fg29,S173Fg36,S173Fg39,S173Fg42,S173Fg44,S173Fg45,S183Fg02,S183Fg03,S183Fg05,S183Fg07,S183Fg10,S183Fg20,S183Fg23,S183Fg25,S183Fg27,S183Fg28,S183Fg29,S183Fg36,S183Fg39,S183Fg42,S183Fg44,S183Fg45
FAGR_UCONN_13507,5.098467055,4.053114472,5.024935324,5.195689476,4.337261467,4.768897454,4.850348047,4.629877369,4.265073563,3.836123605,3.597699912,4.59843294,4.511770397,4.628672195,3.830959799,4.349192919,5.45848393,4.810568024,5.095817958,5.860408701,5.610842684,5.381921782,5.74210256,5.925782269,5.225394436,5.036199606,4.961974772,4.582628256,5.64695577,5.536936174,5.545066015,5.715723458,4.856013965,4.187795278,4.066964779,6.044269253,5.643498304,4.914464836,5.114340301,5.224195949,5.703084514,5.500853648,4.575592531,4.845938667,5.459359439,5.153269314,5.849545048,5.259235326,5.727618032,4.483839121,5.455420084,5.500243142,5.543796189,5.533736383,5.646275797,6.385535061,5.725521687,6.134855619,5.106642735,6.046634462,5.791783917,5.381575307,5.091270793,5.416362844
FAGR_UCONN_13518,5.76040283,5.497455122,5.114429148,5.461092728,5.434201615,5.386041359,5.663758144,3.765709608,4.615635582,4.482039409,5.817716474,4.819400779,3.748704187,3.920705321,4.615967907,5.368955655,5.257072626,4.819489467,3.585711702,4.763981931,5.224296394,4.657023994,5.24275343,2.64638437,4.160026382,4.952808201,5.022381645,4.081050545,3.696037025,4.36344179,6.336425585,5.780372634,5.150357358,5.311644741,4.767646051,4.863889925,4.03087457,3.989253808,4.82003599,4.049313938,4.711430424,3.869676422,4.791651787,4.868351062,3.80247686,5.255894801,4.88525374,5.355923604,7.149981935,6.943948484,6.843647549,6.184657369,6.291268698,6.035353913,6.85541375,6.456280074,6.246718044,6.363832072,6.479248858,6.865228621,4.984252741,5.877297161,6.823850559,5.767687864
FAGR_UCONN_13535,3.269854708,2.882024019,3.551132016,3.108825636,2.983318046,4.01127393,3.813186423,4.235630745,3.979226081,2.950237527,3.624051251,1.899747533,3.367197408,3.368160747,3.707601981,3.125887488,5.059396447,3.816920981,4.148922386,4.673369104,3.753962865,4.883891744,5.620086558,4.47911593,4.449439553,2.963890618,3.405631283,4.105575595,4.183673953,4.221705229,5.153819734,4.455811919,3.0635943,2.636999117,1.872074774,3.310267579,2.909196448,3.167113598,3.415321484,2.663877554,3.471510937,1.73961503,2.2825094,3.197328448,3.279632939,2.521714647,2.278609197,2.32024072,2.857291936,3.112920032,2.479508615,3.469115671,3.502294338,3.664862301,3.366579309,3.37463515,2.015752762,4.21934136,2.303162171,3.388153752,3.226753033,3.55394685,1.896758205,2.854511397
FAGR_UCONN_13536,2.395087276,1.420502435,3.087763025,2.927904336,3.088050672,2.397353647,0.193294906,0.816609956,2.653914454,1.492547429,2.436060714,2.462977904,1.969222787,2.581231322,1.197898442,1.313197112,3.216382216,3.046442226,3.782217053,2.493028726,3.424205092,2.598106146,1.850587144,3.389512665,3.581801407,3.586717188,3.55535412,1.583282941,1.984731505,3.014680483,0.474245668,1.918471239,2.242489025,1.889064124,3.004881365,3.945334098,2.30566226,2.740470749,3.067957545,2.525794605,4.251741213,1.397556681,1.532131988,0.801802732,-2.578935396,3.006898437,1.199618666,1.298711177,4.551328657,1.7964363,4.197235668,4.336138921,5.187906452,3.862691047,2.928642,2.881802085,4.123967115,3.391781403,3.738717547,2.666481645,1.952896893,2.84773034,3.901114456,4.214620389
FAGR_UCONN_13573,6.181842573,5.259061554,4.212642305,5.53635048,5.536452995,4.336066089,4.716680265,2.897967548,4.265073563,4.884148321,5.173771015,4.949901492,4.805631157,4.615957901,4.987533364,4.723093838,6.408996071,5.696739433,4.701646373,5.570445833,5.483293432,5.221976331,5.426463481,4.697549776,5.767566658,6.282302674,5.243712342,5.207356055,6.156527715,6.388179887,5.912287568,5.278166079,5.087184092,4.914579823,4.515593081,4.965890486,4.826019079,5.154593506,5.015981195,4.162374889,5.245389928,4.61393043,5.454753582,4.995971461,4.88291091,4.468617046,4.304370539,4.436067499,6.328273164,6.494809406,5.524869461,5.280408896,5.086718612,5.223430847,5.781195852,4.44475836,5.082430511,5.567296997,5.275462444,2.411033614,5.183841515,6.036310831,7.142910855,6.464920313
FAGR_UCONN_13591,7.016429344,6.231245204,6.943684949,6.335128798,6.856492346,7.004436223,6.790269759,6.768288029,7.316037564,6.923645867,6.857823307,6.807244876,6.850808471,6.884064887,7.154308389,6.888897981,6.599446311,6.289811102,6.697624885,5.951107128,6.281958616,6.490452913,6.701480823,6.156061221,6.384797164,6.311289367,6.220482993,6.454928927,6.645910224,6.621065808,6.749456199,7.00138301,6.678985723,6.720398306,7.189917269,6.735069998,6.91542273,7.029777318,6.53688676,7.288588227,6.801891173,6.672805671,6.946561546,6.530927224,6.633954956,6.824165827,7.041832571,6.622245603,5.908526281,6.260170894,6.512019621,6.619528266,6.615741924,6.789102709,6.982214652,7.085660763,6.36040446,6.143851083,6.247259986,6.068946078,6.304014104,5.890624541,6.252086578,5.720140086
FAGR_UCONN_13606,5.913842288,6.306949497,7.320547639,7.054806299,6.620795369,6.354559277,7.001965674,6.690910698,6.41549586,6.856198452,6.578458686,6.398650839,6.266891536,6.887771771,6.255219789,7.388044647,6.303429879,5.672324583,6.676065675,6.449710556,6.100664148,5.90874437,6.207328483,6.773249802,6.101068382,6.015002441,6.232762383,5.750836365,6.478162117,6.50459503,5.767964188,6.308317528,5.996387865,6.590501105,5.365017876,5.074262856,7.046199673,6.07327831,6.612884158,5.500971397,6.187186483,5.523139423,6.053270708,6.355610907,6.28412613,6.641928149,6.102969937,5.179814657,6.045664331,5.9840872,5.224432847,5.449210622,4.987690371,5.598601445,4.728832783,5.398720962,4.951626431,5.14278166,5.858345455,5.540029004,5.240472475,5.471040511,5.007862905,5.45560398
FAGR_UCONN_13658,1.943149978,2.257452513,3.64149432,2.880885192,2.116169843,2.962633635,2.79167663,-0.052425913,2.070129495,3.810435752,2.343942415,3.710093326,3.451996909,2.494981488,2.680374585,1.856879374,1.937930298,2.243900236,3.395026944,4.48052235,3.153298283,3.872587531,3.385609083,2.622180246,4.160026382,2.575154542,3.413498187,3.817158991,3.455539262,3.639149567,3.313533575,2.429197499,2.644713599,2.621138339,-2.578935396,2.574754421,2.228707329,2.163210505,3.106707504,1.519405522,1.767416541,1.73961503,2.2825094,2.291339948,3.648334047,3.581813364,2.712736592,2.484783732,3.996331547,3.821805706,3.740610038,3.16617541,4.244394781,4.105207798,3.411651259,-2.578935396,4.681371844,4.811313051,3.268027778,3.388153752,4.161432529,4.70990108,3.805558115,3.7137254
FAGR_UCONN_13673,6.573367882,6.519177361,6.856760835,7.091408132,6.831567965,6.292174639,6.246418958,4.816314581,6.172184372,5.548312976,6.591871404,5.482809434,6.18564599,6.022902914,6.352902305,7.007690969,6.970961734,6.862997523,6.533696857,6.976293181,6.956733564,7.002942343,6.726260447,5.865199063,6.818448523,7.657023334,7.564513241,7.347018351,6.4658414,6.88360575,5.952255161,7.033787721,6.118071692,6.736590747,5.097032542,6.225586549,6.466905003,5.805616033,5.798106588,6.004071382,6.081963127,6.707277387,5.953994724,6.331614987,6.244320269,6.053432464,5.460530346,6.037624976,7.288336406,7.711812689,6.648971572,6.5742008,6.09227012,6.635282451,5.823503849,6.112686631,6.380885275,6.316880682,7.523142029,7.462199529,7.005507781,7.050391473,6.371298469,6.753711231
FAGR_UCONN_13715,2.768967585,3.668400355,3.403999778,2.068234236,2.946646617,3.745369762,3.174168387,3.024471275,3.077340625,2.51409449,2.577614994,3.182318972,3.431259727,2.948780547,2.003286912,3.174702592,2.931492152,3.636851077,4.280860357,3.897238012,4.886161053,3.824786368,4.193597601,3.709699591,2.747287247,3.308656194,3.147146605,2.129220671,4.832968121,3.606339044,4.216358645,4.258132241,3.864327387,3.680037866,3.004881365,3.218780031,3.412107,3.590794252,4.256674542,3.175796855,3.827278635,4.153004357,2.2825094,3.700418019,4.171339931,4.468617046,3.872578147,4.353315294,4.008585955,4.281209156,4.608978743,4.12691481,3.594926115,4.177762075,4.23455518,3.605604265,3.892514318,4.788550239,4.063088292,4.303187376,4.05637452,4.316707437,4.28199083,3.542053466
FAGR_UCONN_13722,7.774873144,7.176537668,7.732640113,7.097419164,7.082465702,7.60273258,7.832589611,7.952315924,8.022300925,8.096788778,7.651932837,7.881691758,8.213835245,8.053030637,7.880271191,7.812899788,8.191158122,7.096531073,8.23449438,6.409800342,6.851608653,7.324851898,7.617136103,7.550796278,7.595965016,6.811486858,6.754137307,7.984515506,7.957893218,7.637200009,7.447965143,7.694210638,7.598999299,7.553132889,7.471255597,7.315141374,8.109474084,7.948871673,7.012925923,8.168169118,6.461198758,6.652731313,7.509828965,7.466748062,7.550801598,7.874409592,6.485478677,7.772811574,6.362093763,6.825952285,6.623868226,6.812251069,6.881784452,6.834693408,7.183233899,6.551681453,5.731913439,5.069140744,6.022954687,5.719990595,6.068382596,6.845133839,5.960405549,6.040345405
FAGR_UCONN_13753,3.448725544,6.248244326,7.303349637,5.177969985,3.751188196,9.727776214,7.080891699,8.317172838,8.314093438,6.447074489,7.944347023,4.399617997,7.087885631,5.23553108,7.580171792,7.76943383,3.535179463,4.384184723,4.656806313,4.28373441,1.301355499,6.625621428,3.896472947,4.322693853,4.023872883,3.103005426,6.253729136,7.077064362,3.620239913,4.208101963,5.433402802,5.039305281,4.552091877,2.197895199,5.13338204,5.749644661,4.630482059,5.451667863,5.161114348,4.049313938,5.441723157,4.843794397,4.223188776,6.183077434,5.538292854,4.775463468,6.102969937,6.604464774,4.080003777,3.624318217,6.033790033,6.734816577,7.368689231,7.362483379,6.438691415,4.276218626,7.44801016,6.438840602,3.454902999,4.90901722,4.752549764,4.985819592,3.473800559,3.523706967
FAGR_UCONN_13824,4.39945291,5.209422745,5.041625298,6.715576463,4.951006837,5.318279389,5.650881245,5.237939176,5.656351913,3.797418245,4.553825419,4.429753296,4.409460708,4.957744559,5.546854194,5.426956111,3.746858234,4.428592885,4.288719209,3.828589019,4.101560398,4.225366347,4.214506117,3.995323507,4.168662232,4.066390599,4.943076513,3.709276599,2.953901325,3.503177685,4.796984854,5.026035678,4.351641507,4.585281235,4.276503019,4.446581657,4.339817309,4.539725292,4.273802152,4.689932462,4.696498717,4.895961487,5.114772302,4.922904515,4.575913597,4.969165593,5.132985439,5.286253976,3.634567759,3.769970553,5.455420084,5.359927638,5.10483411,5.116749097,4.992575456,5.128602624,4.421536951,4.822561177,4.88150105,4.858678142,4.510273269,3.780841042,2.80870987,3.238858166
FAGR_UCONN_13828,5.923962171,7.664944374,8.299118928,5.855971904,6.582466161,8.591648878,7.773918224,8.624456066,8.873014116,7.219177172,6.453616707,6.933552414,7.801090701,7.446789286,8.555277613,8.366275425,6.215625659,7.68228151,7.697937526,5.589011339,7.014268193,7.006517568,6.471664772,6.820550786,5.503144107,7.563742759,6.474729815,7.281259789,7.474502971,7.302192461,6.253546902,7.551781835,5.539694503,5.935635346,7.082465405,6.771745566,7.793720899,7.769175398,6.482675396,7.394884643,6.619979124,6.622086122,7.476727502,7.62813176,6.43024533,8.288685568,7.827590945,6.451743276,3.741223847,4.357826553,6.217009462,5.892882154,6.203627755,6.027522582,5.444186433,5.727698375,5.375638638,5.195645946,6.845747563,6.112560087,6.338620485,4.879914768,3.135004958,4.720692053
FAGR_UCONN_13830,4.447013444,4.327748311,3.150658022,4.927238347,4.698750645,2.864072788,2.954232222,-2.578935396,1.680038196,3.127129648,4.672199377,4.48819878,4.451259181,3.484638272,3.487026072,3.661794366,5.467200987,6.167620836,5.248682506,5.977769313,5.512628163,4.679594524,5.448693214,4.78463553,5.270220036,5.618707179,6.150423691,5.281879574,5.901431194,5.429667613,5.430261596,5.354465481,5.242447155,5.389782367,5.168838155,5.325176791,4.75095372,5.0583104,5.15188007,5.359080334,5.094093915,5.04201785,4.944740341,4.985757172,4.510298889,4.468617046,4.394770032,5.227060419,6.8767414,6.621779679,5.216058375,4.805216549,4.58489994,4.020943563,4.003824209,4.857021329,4.51344737,4.454415202,6.073399064,6.13388242,5.699309451,6.613809763,7.028157622,6.388404414
FAGR_UCONN_13836,6.106832998,6.275636142,5.675840827,5.885055133,5.366407094,6.127149468,5.566544798,4.879057767,5.962861338,5.667572421,5.884636072,5.90367178,5.906469703,5.515681446,5.913211492,6.091072235,5.895478688,6.230009208,5.871975998,5.937588953,5.664102262,6.091539374,5.561111759,5.759593458,5.781709194,6.072571511,6.228309234,6.168152245,6.639068035,6.217408601,6.171270889,6.158275604,5.299300026,5.568919211,5.874768268,4.83337144,4.869759282,5.534525374,5.922782334,5.584501964,5.368250504,5.757369935,5.335609523,5.760186104,6.050207536,5.494976941,5.962238483,6.50446731,6.526641992,6.124859412,6.420226171,5.964895816,6.336048732,6.27248616,6.288206561,6.311141252,6.235515629,6.196676905,6.38314199,6.293985111,6.586138925,5.92125117,6.452406087,5.869265271
FAGR_UCONN_13848,0.377491424,0.770108225,0.156339412,0.472462207,1.105778657,0.367951568,0.285046508,-2.578935396,-0.427891976,0.513589281,0.790341072,-2.578935396,-0.653150299,0.10970215,-0.117168102,1.466695291,0.093231339,-0.140553371,0.417190444,0.895212367,-0.67389484,-1.614901102,1.245533806,-0.243948871,-0.122367356,1.184940592,1.502231037,1.397145019,-0.871925836,-0.458624042,-0.451494955,0.098391236,-2.578935396,-0.71444996,0.057512518,1.815436657,0.057280458,-0.629396679,1.292945387,-1.473225412,-2.578935396,-2.578935396,-1.936100572,-2.578935396,0.071821024,-2.578935396,0.903735928,0.325838129,1.461520993,1.51085616,1.349159712,-1.406946362,2.836950897,1.407518893,1.560518867,3.923559801,2.594769784,3.232245989,2.082090833,-2.578935396,1.149177635,1.70430282,0.48380054,1.637474092
FAGR_UCONN_13855,4.123173105,4.423375357,4.284516289,3.984175141,3.153873609,4.116221069,3.209725209,4.029810224,3.955075651,3.601646467,3.093536249,4.204254305,3.781843759,3.613031268,3.572701822,3.586479943,4.886590515,5.572951222,4.862993003,5.115685719,3.980810384,4.273640977,4.450911236,4.85901588,4.737580456,5.328574655,4.501424631,4.906034394,5.111297782,5.213859353,5.576662449,5.112277923,4.608556381,3.564535663,3.004881365,4.979890659,3.994146269,4.58650432,4.053488617,3.528978567,5.275844704,3.970429391,4.716306313,4.072708094,4.66905843,5.255894801,4.5859796,5.458463801,3.92053527,3.298156343,5.216058375,4.733093373,4.024124025,4.715041981,4.492306492,4.732247666,5.188479138,4.349458277,4.551301666,6.403384422,4.501874014,4.729811572,3.940205954,4.356134932
FAGR_UCONN_13859,-0.193160755,-0.61471447,-2.578935396,1.16449869,0.811629601,-1.495911076,1.182396536,-2.578935396,-1.408080606,-0.574631704,-0.076396161,-2.578935396,0.914788391,0.928899765,-0.228718093,0.846580831,0.485287836,-0.008381526,0.024021708,2.11160888,1.003714185,-0.178832575,2.214603461,0.555242097,2.32113252,0.804876588,-2.578935396,0.694397091,1.287873984,0.712105077,0.474245668,0.742197727,-2.578935396,0.545551213,-2.578935396,-2.578935396,1.01175522,0.288471316,-2.578935396,1.418954808,1.877427736,-0.943917289,-1.154452563,1.914355124,1.888334842,-2.578935396,1.654691975,0.179794601,1.89023314,1.233111885,2.022316629,-0.768927259,0.311339965,1.358418616,0.85117777,-0.381493399,3.257774536,2.974341287,2.082090833,3.965408281,1.492203759,3.030072061,2.423622872,1.997963988
FAGR_UCONN_13860,-2.578935396,-2.578935396,-2.578935396,-1.599261551,-1.450703579,-0.551852472,-1.655083255,-2.578935396,-1.05428201,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-1.748559207,-1.715153831,-1.471954026,-0.735991629,-1.747010238,-0.756142828,-0.284032339,-2.578935396,1.054389733,0.522216872,-0.910668302,-2.578935396,-2.578935396,-1.129461988,-0.050908271,0.274719591,-0.855741254,-0.649960035,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-1.92587352,-2.578935396,-2.578935396,-2.578935396,-0.197145656,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-1.290871899,-0.490220617,0.220920107,-2.578935396,-2.578935396,0.180797298,-0.514657843,-1.276290486,1.914194556,0.146830243,-2.578935396,0.285855884,-2.578935396,-2.578935396,-0.616432247,0.855013361,-2.578935396
FAGR_UCONN_13884,-1.151062253,-2.578935396,-2.578935396,-2.007491796,-1.450703579,-2.578935396,-2.044288972,-2.578935396,-1.877851915,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-0.20607609,-2.578935396,-1.870162578,0.634270656,-2.578935396,-0.178832575,-0.203333927,0.555242097,-2.578935396,-0.063137281,-2.578935396,-1.128051888,-0.111742627,-0.683574363,-1.492736814,-1.901194676,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-1.477955023,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-1.185604416,-0.727287559,-2.578935396,-2.578935396,0.037256558,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-2.578935396,0.022858119,0.855013361,-2.578935396
FAGR_UCONN_13890,4.24657176,3.592981427,3.268775486,3.468195259,3.121337504,2.962633635,2.981916192,2.734830279,2.39135118,2.51409449,3.458200432,3.978229077,2.368760943,2.041876893,3.010187499,1.848307152,3.623611432,3.170169768,2.821495359,3.959204738,3.295101169,2.809342452,3.65016943,2.340013964,2.49600909,2.863087671,0.973529906,3.592670175,3.631314949,2.419615256,4.110442276,1.993108069,4.408406376,3.311354433,3.729764495,2.780721315,2.764036511,3.433358945,1.151850089,1.310983066,2.028154669,3.22206223,3.725462383,1.520513136,2.890159664,2.521714647,2.803542172,4.200731935,5.190464678,4.55830562,4.127504324,2.643846704,3.915420376,4.005079628,4.764017356,5.103632726,4.654706941,3.690804045,4.184888955,3.965408281,3.979814843,4.438664354,5.038207987,4.156268473
FAGR_UCONN_13893,0.377491424,-0.80563551,1.170543944,-2.007491796,-0.825410708,-0.76476939,-0.009819122,0.385003608,-1.877851915,-0.874522584,-2.578935396,-2.578935396,-0.653150299,-0.450648979,-2.578935396,-0.96943682,2.02316008,1.145815952,4.944847862,2.246365406,3.295101169,5.197160687,3.049801654,4.635420515,0.73984245,3.383354827,0.973529906,5.612225992,1.677974905,2.970243218,1.384612925,2.064072808,-2.578935396,-2.578935396,-2.578935396,-2.578935396,-0.260051247,-0.860844258,-2.578935396,-2.578935396,-2.578935396,-2.578935396,1.097927563,-2.578935396,-2.578935396,-1.01356165,-0.753289287,1.149747501,-0.490220617,-2.578935396,1.859802235,-1.052950746,2.157478867,3.299073392,1.297846707,-2.578935396,-0.014990656,-2.578935396,0.442937296,-2.578935396,-0.521746208,0.945001394,0.48380054,0.577337736
FAGR_UCONN_13898,5.127948971,5.304096188,5.319950375,4.070521958,5.393908361,4.997440763,4.891070421,5.444407437,5.545883227,5.414041466,5.513868801,5.282703325,5.00122227,5.522510104,5.555297949,5.411764372,4.54751234,5.174457061,4.894235335,4.039018071,4.97314352,4.914661905,4.190962601,4.656428962,4.896786385,4.494766549,5.230413239,5.37560972,5.264974451,5.073873259,4.89594137,4.876335341,5.010679291,5.292995721,5.237238678,5.691278347,5.1665012,5.665576245,4.932161073,5.986629834,4.696498717,5.848436373,4.839781171,5.24752096,5.227224331,5.419600939,5.234395814,6.461653474,4.50882572,4.322277577,4.949279023,4.651165169,5.026221158,4.993526651,5.167007125,4.971857511,5.788199553,4.822561177,4.551301666,4.144160886,5.10007077,5.005009712,3.625406502,4.540803714
FAGR_UCONN_13941,5.752853054,5.292223737,5.930042614,6.135105454,5.875744205,5.89045112,5.414853829,5.803225704,6.211452344,6.078734392,6.479103467,6.344313123,6.324254543,6.017112265,6.534693521,5.505382784,5.076588232,5.37082516,5.653534784,5.561072713,5.597214802,5.052475517,5.531215882,5.552654616,6.03648265,5.081773323,6.162144518,4.77837811,5.410289798,5.371056155,5.071532481,5.28189236,6.618403916,6.309220551,6.346687036,6.0037318,5.854141336,5.858988183,6.229721101,6.112574476,6.047074456,6.253567089,5.656341238,5.533536019,5.874473757,6.039113527,6.198093137,5.524247986,5.56288644,5.496487846,5.382457684,6.14672257,5.733300931,5.793594946,5.823503849,6.289161728,5.43560555,5.412141538,5.254415689,5.879972989,5.431687401,6.050893527,5.626722319,5.78319515
FAGR_UCONN_13948,7.67054928,7.028750353,5.879878049,6.736086839,6.924073352,5.66551008,6.551347121,6.304973144,6.760217739,6.826069459,6.793976822,7.689582162,6.807211517,7.171993884,7.249091289,6.385787913,6.829815271,6.61336793,6.337404142,6.191031389,6.450591786,6.036645052,6.71850526,6.397115766,6.490181569,6.854790708,5.494231118,6.645737546,7.489795895,7.29577588,6.558391083,6.280649434,7.21850833,6.892961344,7.082465405,7.358652647,6.617126215,7.079682871,6.49368186,7.323740441,6.496109256,7.024843822,6.786327156,7.02061941,6.759283225,6.208630489,6.889514941,7.26245805,6.829169893,6.723222055,5.756171457,5.864597945,5.921368437,5.653060441,6.70850448,6.485568669,6.159314445,5.254968127,5.768416136,6.000948598,5.722989679,6.808934815,7.305178784,6.602393886
FAGR_UCONN_13952,3.68920706,5.505189838,6.657324027,5.754199655,6.777781742,7.531901654,7.034551848,7.131370307,7.210842447,6.748719163,7.009201729,6.675112224,7.092845784,5.589075769,7.631984445,5.386823926,4.705048445,5.446202326,6.117874486,4.72254322,5.241919625,6.790227748,5.695457062,5.492173457,4.788895,6.434971385,5.620242831,7.254778945,6.009364479,5.353863162,5.75797631,4.675687791,6.72600275,6.846397397,6.627181987,6.945889647,6.807764043,7.004161876,6.403185292,7.356359927,6.388736446,6.881265394,7.095728592,6.796451288,6.175434744,7.019152362,6.884323386,6.753891619,5.796377437,5.551254348,6.085274615,6.217559673,5.465343402,5.852406861,6.371839362,6.44638357,6.192135034,5.749236125,6.085366903,6.70350719,5.88515919,5.351904925,5.865440666,5.679283669
FAGR_UCONN_13978,6.743011138,7.054456975,7.546383563,7.017251635,6.975037366,7.644497416,7.084088402,7.80218837,7.975345743,7.725430874,7.914633717,7.134471226,7.709332476,7.315727832,7.710631786,7.593230794,6.303429879,6.866230037,6.685770009,6.215882025,6.256174688,6.888442011,6.515499357,6.535574256,6.663631597,6.222521311,6.227193795,7.307923955,5.887642244,6.024451073,6.496664026,6.611982287,7.374199538,7.358206744,7.413305816,6.942319052,6.490995356,6.840113425,6.632934299,6.969267866,6.919079048,6.985258497,6.700305122,6.506128508,6.93626591,7.184404696,6.970135378,6.87748729,6.76560705,6.947598692,6.748139412,6.774053283,7.154948063,6.833571025,6.878674634,6.048714888,6.440638948,6.304900139,6.512869528,5.904993278,6.744036667,6.550846249,6.565068363,6.887069718
FAGR_UCONN_14004,5.427308881,5.502616204,5.191233935,5.805458533,5.885464491,5.984088508,5.42749296,5.429239795,5.907304304,5.895407897,6.42017218,5.935526351,5.793204401,6.096139722,6.235652032,6.026999681,5.065149835,5.584772933,4.971946033,5.093101583,5.468399315,5.904918116,4.951977586,5.038913736,4.538752532,4.952808201,5.245916989,5.936588035,4.659901518,5.311235348,5.439664771,5.078397132,5.678045921,5.832655944,5.334118339,5.420649573,5.682976244,5.615703445,5.66812038,5.853448782,5.63814593,5.608991654,4.957884468,5.615318854,5.306678134,4.859354649,5.860161502,4.973649674,5.427968825,5.298044979,4.683763669,4.939471516,5.175103619,5.303437124,5.085906122,4.183939744,5.269798409,5.160619189,4.871168658,5.440863959,5.470945036,5.026633198,4.47181371,4.909166351
FAGR_UCONN_14009,3.182633964,3.686654759,2.880736278,3.66605637,3.417748334,3.347971885,3.80546027,3.678601483,3.42552673,3.476562158,3.383043034,3.317402383,3.38886913,3.937153249,3.830959799,3.712268662,2.974926868,3.626721381,3.416705441,3.577497278,3.153298283,2.993563461,3.357686208,3.668928545,3.529122908,3.146547713,3.548225756,3.347408481,3.57506948,3.250602379,3.313533575,3.069814335,3.96507617,4.001260237,4.857306543,4.486355682,3.194646698,4.130119,3.616687746,3.73102721,4.189114796,4.263029952,3.8244642,4.072708094,4.306336506,3.274728648,3.316539683,3.748572835,2.802040599,3.004950472,3.243679172,3.469115671,3.594926115,3.104355268,3.271977555,3.865328965,3.69729892,2.757060395,3.652857871,-2.578935396,1.928035191,3.380071244,2.495371479,2.666627659
FAGR_UCONN_14014,4.340230012,3.873543249,3.503735821,3.44683072,2.358769964,3.740326714,4.271435348,3.332321636,3.85943003,2.665053113,3.413577418,3.608365827,2.025647744,3.687836442,3.858514068,4.095786616,4.875173172,4.073372513,4.849773004,5.220615861,4.17678778,6.69484212,4.652062609,4.74315315,4.361781502,3.41930211,3.918100592,7.032992529,3.039529945,3.357980416,5.388791053,4.698171715,4.500804956,3.732652685,3.153873316,4.426275738,3.872945444,4.006558044,4.256674542,3.479959292,3.453861098,5.131771414,4.348247056,4.147920899,3.198632622,3.80132215,4.174289404,4.514329476,4.020737148,3.674520718,4.969348353,5.417701519,4.800306772,5.585326291,5.103182241,4.886598629,5.087423841,5.639035233,4.748584379,2.411033614,3.561811143,4.77841782,3.04223032,4.558935432
FAGR_UCONN_14023,2.141204455,3.074535372,1.49529624,2.300357276,3.277142002,1.703118425,3.022470879,2.658841473,1.632100765,1.885971424,1.669036861,2.341422746,1.718469071,1.537190461,0.339148675,2.554689105,2.962649809,2.952241079,2.62443608,3.471422485,4.588483775,1.905978611,3.969015176,3.486554152,3.112113845,3.678569992,2.364734478,2.506035753,3.211732701,3.857028554,0.965774647,2.374406088,0.287792987,-2.578935396,3.004881365,-2.578935396,0.81521261,0.170603218,0.620222764,1.784572767,-0.500469667,-2.578935396,1.749283763,0.602312031,-2.578935396,-2.578935396,0.531088946,2.388325939,3.277541651,0.141556571,2.638361194,1.584441601,3.019920591,3.470608706,2.247887592,-2.578935396,-2.578935396,3.391781403,1.931114413,2.411033614,0.369424717,2.255223262,3.940205954,1.567552393
FAGR_UCONN_14049,8.643662366,7.922013659,8.169392579,8.21026366,8.341108954,8.954721482,8.683491734,8.436231831,9.244785279,8.80549913,8.70323496,9.145718355,8.983048056,8.849511719,9.142567585,8.743246203,8.291657851,8.250864919,8.430151302,7.223941081,7.939652597,8.040002306,8.28242254,7.826781679,8.169528348,7.803627521,7.799912971,7.806162341,8.304272232,8.110811864,8.150738437,8.343954881,8.47662028,8.46536941,8.8079122,8.734401701,8.947328596,9.022023295,8.196201084,8.911746458,8.092179902,7.903787805,8.225582197,8.299780277,8.295661342,8.27653022,8.329619484,8.15577642,7.531714474,7.878266655,7.889428999,7.82658783,8.036336324,8.012893633,8.470612609,7.320496899,7.797161822,7.020435022,7.842936236,6.975634203,7.450582195,7.341545167,7.503082397,7.366519059
