"","Gene_ID","S171Fg02","S171Fg04","S171Fg05","S171Fg06","S171Fg07","S171Fg10","S171Fg20","S171Fg23","S171Fg25","S171Fg27","S171Fg29","S171Fg42","S171Fg44","S201Fg02","S201Fg04","S201Fg05","S201Fg06","S201Fg07","S201Fg10","S201Fg20","S201Fg23","S201Fg25","S201Fg27","S201Fg29","S201Fg42","S201Fg44"
"110","FAGR_UCONN_00281",7.23597630039806,6.56124492038136,5.45748823318569,4.79663465245683,6.43547938785222,3.61622085506067,6.92748097200639,5.69130885255563,5.77243404401766,5.26502695355218,5.63845631588401,5.09525957978551,7.09032151810041,4.48295463240041,5.77920284847982,5.50758288760221,4.78415921454727,4.31583028131982,3.7848325043859,4.79209452717357,5.70389047587585,5.26597771050572,4.59064439289627,5.71220005983778,4.25359880672739,4.87061294251592
"111","FAGR_UCONN_00284",4.46926649102736,4.80709647801,4.29646582409564,5.5649049672568,3.76631066929619,3.95198485536557,4.87213880715619,3.70120794689902,5.21187470858264,4.79097054476068,4.41823410207687,5.47181640166165,6.01666901359381,3.35246851892514,3.06359238631734,2.30430051906906,1.29376856797462,2.74954348060935,2.78992480775311,3.90394352744653,3.73715398073438,4.06966864589258,3.70408896071515,3.99552336379343,2.95131718325889,3.30219625820763
"132","FAGR_UCONN_00340",-1.80825265549877,-1.80825265549877,0.182514526643563,-1.80825265549877,-0.603459602728201,0.920100846922388,-1.80825265549877,0.120197722873543,-1.80825265549877,-1.17166716386567,0.266295520308328,0.384101240544872,-1.80825265549877,0.651122541383207,2.51372189335277,4.6079383501895,3.79903295428953,-0.512537159099125,3.62787971902717,1.05905024595483,-1.80825265549877,0.454046501206313,0.89978759995969,0.626020099747877,1.50724168133369,-0.65296028692444
"138","FAGR_UCONN_00357",5.565315924766,4.43944912084652,4.80598814165823,4.75856104227694,3.72625132443844,0.0227012191972837,6.4476932419439,1.71834574306977,3.691584081175,5.04045714248909,0.266295520308328,-1.80825265549877,4.46298930774743,2.37610674831375,1.55342929100185,3.49250348004013,2.98745476164851,2.04560644835517,0.301864654172532,2.0112872103221,-0.633304257604431,0.454046501206313,1.64616037520735,-0.041580073224936,-1.33382208056102,2.29267273126222
"149","FAGR_UCONN_00388",-1.80825265549877,-1.80825265549877,-0.330736049102439,1.29698920379595,-0.603459602728201,-0.791692945082247,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-0.758128347197482,-0.330444272847411,0.502210815142541,-0.201641399882388,1.42373776691546,2.39826536604436,2.35825452052003,2.45383014973239,1.04372019770573,-0.176450334067061,0.446808147022647,1.14616846898886,0.815936842615001,0.825367404535464,1.85635442581332,0.851278403213628
"157","FAGR_UCONN_00412",2.63575776828247,3.61482525505655,2.67822213464741,-1.80825265549877,1.78783059212324,2.2226425007485,4.337950020171,2.86736772154023,-1.80825265549877,2.37713862266376,2.09084633075348,3.75906699004644,2.2657129011861,1.78210104021676,0.847672771270848,1.29054400082189,1.79536646431884,0.798771073196665,2.60576390320866,0.835025803240957,1.54566608773849,0.0121113334622755,0.421198733553652,1.08066659673105,-0.070038918785745,-0.301883357206942
"161","FAGR_UCONN_00425",8.72748697145347,8.79221057617612,8.51102213235857,9.0083144472313,8.66299647364064,9.35876975652448,9.2074287489548,9.05631287959643,9.31206845315948,9.38400278053093,9.33841404198079,7.98805204826309,8.81675201942664,8.15569107032743,8.1984973709993,9.42356257400679,9.05046164400503,8.09839229725714,8.701629412611,7.93467460739466,8.29880077232823,6.7304968565983,7.63262796104519,8.27630488897834,7.99873453898893,7.92216592152675
"214","FAGR_UCONN_00600",6.03363871800554,6.08713938794234,5.89647345966798,5.88066716381529,6.09757169680274,6.11632545106326,4.9587739883929,5.87242370501507,6.24972974517294,5.8244062779978,5.80154329300919,6.07292721042881,5.36732557169032,6.53051625358547,6.57238300414177,6.28668750680943,6.26186044546778,6.57628101907281,6.42836934169188,6.40586665377199,6.59842484454614,5.82454503733144,6.59830229956082,6.45356764708924,6.33193778076629,6.70226740440092
"225","FAGR_UCONN_00626",4.69245009761978,5.25062614731323,4.21962750089405,3.65436423739266,3.90734314014012,5.29052503893182,3.22468529055984,5.5002013824691,5.16727899705568,5.15390197291994,5.15368089382273,5.32360157062356,5.25432465509747,1.83028438567553,2.02527132231214,2.56961497890721,2.08255145725171,1.72140054448683,2.42673095663357,2.4275886579744,2.12301542344637,1.22264101413345,1.99015528305297,2.02106459965808,2.84371308428526,3.65641099721344
"248","FAGR_UCONN_00705",5.78484964425962,4.83919092183757,5.17500525257233,6.73734698214471,5.59561510775108,6.51228703135516,6.69487539378141,6.77569941041227,6.70456664007695,7.06214711803179,6.9957169505644,6.49189179568892,6.8778766452444,5.13312676300349,5.07016759685574,5.16403910742291,5.64325974432596,5.06702334877711,5.38285887682325,5.46065825352184,5.16360075065667,5.3407979640757,5.35952497761587,5.06863389178218,4.87845614056186,5.53324113452339
"260","FAGR_UCONN_00738",1.09659814516784,2.32444712315266,1.5025889462507,-1.80825265549877,1.16471024837449,1.68114755836915,3.69746640869,1.25645100146464,0.248571458844963,3.19445610700806,1.80556617996884,1.74160352530623,0.76476554549444,0.851198753151821,0.372851019732061,0.691692545606042,0.383935359698078,0.158906498531642,0.555361390275251,0.835025803240957,0.972048532340401,0.791875730797045,-0.12400226710057,-0.959539229113026,0.881309582359481,0.141725685820715
"264","FAGR_UCONN_00751",9.47387154105722,9.70840635821388,9.00978728796282,9.35142291996554,8.78135129379574,9.54377367545124,10.02581695327,9.22832196822505,9.17688107495515,9.34764176703516,9.09439051706821,9.20785977904704,9.28854445984746,9.9194055176611,10.3157070832547,10.5462195909762,10.2153621628303,10.0489998485404,10.3013106395195,9.99232349852482,10.0289109108809,9.93511074835479,10.1224153969038,10.160368666197,9.83264407948755,10.1357279532319
"266","FAGR_UCONN_00755",5.50772508064634,6.17777983940827,5.30466752799309,4.41128073195307,5.78057377099153,5.18441923713093,6.32259133282993,5.18770170674468,5.43142181138606,5.64426564586643,5.23790835938863,5.82955378931641,5.62869576237423,6.29758714316486,6.65237105574694,6.93404554083743,6.7093252301303,6.75754602395841,6.34677160936642,5.8422940852095,5.75595724562913,5.89925549748712,6.0745415508521,6.11102278674728,6.11536366503075,5.95875346781535
"270","FAGR_UCONN_00767",6.3078239802083,6.41452729884192,5.83769649402325,4.55148358129868,5.73839867306607,5.90047665667477,6.28954415952047,6.16602806124269,5.46128220982129,6.01664660096739,6.18775871178197,5.92946862676001,6.15473940337007,6.73576486249898,6.86405699018502,6.52404405855659,6.60365823546832,6.89482931458205,6.86192499143474,6.78874146279142,6.73602801630256,6.84378530049282,6.61079716056542,6.75024392656309,6.61325101728184,6.93078637424352
"271","FAGR_UCONN_00774",1.85633555381567,-0.735964127737216,0.182514526643563,-1.80825265549877,0.389884886587245,0.0227012191972837,-1.80825265549877,-1.80825265549877,-0.44068762592817,0.902460856979026,-1.80825265549877,-1.80825265549877,2.63748904327601,-1.80825265549877,-1.80825265549877,-1.14643017209686,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.3223651675877,-1.80825265549877,-1.53975946099378
"282","FAGR_UCONN_00809",4.36933506207937,3.7219872623005,2.67822213464741,1.66949333387264,2.25010750828825,1.22060328043741,-1.80825265549877,3.95523230250465,3.03251623743086,3.98239540196551,2.80972644018271,2.03868162713386,3.76266508803482,1.78210104021676,2.57610078196373,0.359259277493021,0.754593763681303,1.93239336421203,1.2005902306079,2.11472948931718,2.72916656433572,2.81404679986621,1.19357781418916,0.825367404535464,2.49112002937133,1.10737742258511
"295","FAGR_UCONN_00847",5.78484964425962,5.28598612255008,5.08401114626835,6.85928899695237,6.26070622904603,6.70638719882706,6.96981814208873,7.55690173306002,7.53193583475778,7.92145766487361,7.68141448237677,7.77962125745899,8.50046828666045,6.1102709015865,5.74227433456359,6.61246937962317,6.75939141036512,5.02161601830633,5.49315869550681,6.31647547732309,6.33303032618275,4.78212195663514,6.03568398423239,5.52426588727887,5.78389995416903,5.88081785066418
"299","FAGR_UCONN_00851",3.64559617504045,3.53868960366857,1.74118716299774,3.47814757171069,1.82623812273941,3.97896328389858,4.57582092169057,2.90644076658514,4.70080613348417,3.14365437889179,2.9011286487355,2.89182867657395,3.9055947129295,-0.201641399882388,-0.339668417172394,0.535029927518061,-0.330580373873236,0.961508244099234,0.555361390275251,0.416173059063389,1.65938998337556,-0.925491479106078,0.0327902866481214,-0.222215508435588,-0.249079680585318,0.941790943155544
"300","FAGR_UCONN_00852",3.25555298956027,2.57370854369313,2.82377490362667,-1.80825265549877,2.59965418009431,2.68262977049306,-1.80825265549877,3.24808392784401,3.66616844649317,3.79758236224259,3.33181692352854,2.28490834288434,3.66957570243071,0.286851757240817,1.35424066289981,2.09574177325565,0.957540552537131,1.4741757528318,0.958387443521734,0.416173059063389,1.28718037123455,1.82316168720255,1.82838636281797,1.22878647501885,1.26179741748602,3.72810799068523
"327","FAGR_UCONN_00924",3.76838147531491,3.91503330562255,3.13401923674599,2.42025267395755,3.31818720881834,3.71580823560948,-1.80825265549877,3.08735182671961,2.90794537728312,3.99677889650974,3.71436016353215,3.58615238332728,2.08525365628165,4.2459753993231,4.17598206771865,3.53449531252907,4.03037628786531,4.28541647750023,3.84550393356336,4.26038528292897,3.80050413751701,4.51955489187348,3.95989366769653,4.51165567009017,4.3822318496741,4.29839505856045
"330","FAGR_UCONN_00935",-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.40088847614199,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-0.0198057584065563,-0.339668417172394,1.63738913260748,4.29670519091744,0.514025905731937,-0.188468753010961,-0.772980993262833,-1.80825265549877,-0.925491479106078,-0.12400226710057,-1.80825265549877,0.0892155377934658,-0.409687347714359
"332","FAGR_UCONN_00938",1.52591009406435,-1.80825265549877,2.2844797810857,-1.80825265549877,1.90011545425611,1.80692558158195,4.77996684379999,2.29080280817782,-1.80825265549877,2.76102324970451,0.593059160243625,0.641475759783848,3.22223319289483,-1.31350798411947,-0.339668417172394,-1.14643017209686,-0.116165716413236,-1.01957229410971,-0.00587412954961054,0.244336644920843,0.784238395878435,-1.80825265549877,1.25854476107174,-0.669869816119549,-0.453530298314285,1.18354927801138
"340","FAGR_UCONN_00969",5.44773933859068,5.29758277713711,5.05481775837001,6.15431365950427,4.71060379079492,6.0124340711227,4.57582092169057,5.66021207132698,5.61530420788685,5.52031328026523,5.28956826327292,5.33275457932336,5.82852568607621,5.83717341386681,5.98575842559733,5.90975799779046,6.1263297187853,6.35800449206107,5.91442924330172,5.69568372397764,6.05248697627584,5.88461971552603,6.38755185804136,6.12763302228271,5.99729446626316,6.21047890081181
"343","FAGR_UCONN_00982",1.09659814516784,1.78003180606674,-1.13478977341759,-1.80825265549877,-0.412475526215332,0.216516172200546,-1.80825265549877,-1.80825265549877,1.78419580029894,2.61947936984596,0.97602002376382,1.21695549147688,-0.23283767035949,-0.945787210941064,-1.80825265549877,-1.80825265549877,-1.2759381253673,-1.01957229410971,-0.188468753010961,-0.444100878241934,-1.80825265549877,-1.30038142634233,-1.80825265549877,-1.80825265549877,-0.453530298314285,-1.31348051199294
"348","FAGR_UCONN_00999",6.22447645743593,4.65312101035581,5.14068332699248,5.5649049672568,4.09991539919249,5.83922256254515,6.0735864911655,5.34885464997942,4.49967073112721,4.74910253671013,4.8591651593704,4.70200160984946,4.98488590836963,5.52218832248752,6.15878766498718,6.32905885287497,6.52200096408518,6.31159661201367,6.24234233347986,5.7081421044527,5.82156191939186,5.98133415481684,6.16628161210561,5.81247033227779,6.13375483853064,6.8600132968098
"375","FAGR_UCONN_01079",8.07326112674842,6.69001650234124,6.47775478849569,7.68555805928819,6.00014646419032,7.38701334927206,9.55551867353959,6.65756549563302,7.94509653810031,7.63002360633307,7.350830287276,6.71129265141391,8.11699616728822,4.08649730660892,3.66110566731235,4.87634150665135,3.57055470373324,4.6077300121097,4.04494823476101,4.60934188110746,5.14907124655172,4.86199520642705,4.41654249273819,4.09540565709191,2.95131718325889,4.41752784650656
"384","FAGR_UCONN_01099",3.64559617504045,2.41240705434392,1.31833298950099,2.42025267395755,1.33420197788868,2.58064175354919,4.2024820229217,1.31570621181807,3.10996265513108,2.23876821733416,2.1417081612907,1.50299831664789,2.87839636945442,-0.945787210941064,-0.339668417172394,-0.694445593953769,-0.887963068084533,-1.01957229410971,-0.00587412954961054,-0.772980993262833,0.0055577123141213,-0.628199370342038,-1.35517698195468,-1.3223651675877,-1.33382208056102,-0.945744629042916
"390","FAGR_UCONN_01115",0.482655920808375,-1.80825265549877,0.988545638007993,-1.80825265549877,0.972622043210174,0.0227012191972837,-1.80825265549877,1.25645100146464,2.72311985245541,-0.121827727845851,1.44961277532343,-0.330444272847411,0.76476554549444,-1.31350798411947,0.224951160575078,-0.35079506527946,-0.582519508587377,-1.36067684695318,0.555361390275251,-0.772980993262833,-0.387565063281565,-0.925491479106078,-0.733153513569149,-1.80825265549877,-0.97739744131632,-0.201577844599168
"408","FAGR_UCONN_01175",6.85224565641702,7.35775593563869,6.86595430997742,7.02881972148248,7.25009329617391,7.78496855247305,8.1903314340459,7.30149869090888,7.03006966028126,7.96417145903278,7.19098025861261,7.9394480740729,8.23811170250411,6.10782956363424,6.52967725260477,6.3379787592142,6.50590918816053,6.54773539468972,6.46169794471279,6.68961151343607,6.30271981088752,6.48482951605674,6.79315935577784,6.28822255506319,6.7417050270989,6.8446993806076
"410","FAGR_UCONN_01177",6.33456973920638,6.31533652368799,6.26799246722189,6.4809422995854,5.97899421609414,7.27310422629397,5.32772908404106,6.08532291608476,6.60442126464268,5.8244062779978,5.90085016290522,6.15261907706126,6.34737733047334,6.74679054556577,6.98250453393729,7.16545301476096,6.84822692354508,7.65291991112917,6.99375533074832,7.06219619669281,6.49115105126197,7.73183033961296,7.31141011209411,6.78056977825702,7.02025116881489,7.60655429008871
"413","FAGR_UCONN_01182",4.99031450671677,2.49531092852012,1.21655617946199,3.81138098105065,1.74837254275353,0.804204697857142,3.69746640869,2.67712694620941,3.10996265513108,2.08570489409018,2.9011286487355,2.49517424369885,1.76356565857744,4.25482932827637,3.75846879312736,5.94910115899432,6.32283762442452,4.41749656166807,3.75983101715853,4.60934188110746,3.97539954414993,4.63598203954759,3.88985120096989,5.19109043615267,4.48608461779037,4.19177261045628
"416","FAGR_UCONN_01190",0.482655920808375,-0.735964127737216,-0.0514059813441864,1.29698920379595,-0.82364032606603,0.540080500082061,3.22468529055984,-1.04134774187454,1.58160065103725,0.774738741537891,-0.156837412718182,-0.330444272847411,-0.815407362166779,-0.945787210941064,-1.28030611450082,-0.35079506527946,-1.2759381253673,-0.512537159099125,-0.936948348398336,-0.772980993262833,-0.633304257604431,-1.80825265549877,-1.01089825908299,-0.959539229113026,-1.33382208056102,-0.791937865416778
"419","FAGR_UCONN_01193",0.482655920808375,-0.127688562918148,-0.677458042798833,-1.80825265549877,-0.603459602728201,-1.21222925511251,2.51680229910171,-1.37443039860249,-1.80825265549877,-1.80825265549877,-0.156837412718182,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877
"429","FAGR_UCONN_01221",3.80709257681462,4.26140609688274,4.15231346008863,2.60324547854205,5.24495910513966,2.86723210479586,4.87213880715619,4.17915376076799,4.17869753451933,3.7643402015962,4.69858241412722,4.05291109463625,3.73229782799618,3.98373042085566,2.95040502520364,3.61498108531327,4.11767969718376,2.83602408367269,3.03884658746302,3.56350594295223,3.33665760475745,3.37935045140608,2.85572212088675,3.20229777243853,3.03197142364262,3.31071334561085
"438","FAGR_UCONN_01245",2.94436822971174,2.02293506356078,1.812689709375,2.60324547854205,2.27808654965347,4.80176670389749,4.05296290130865,3.53662073562776,4.04705160239225,3.60447468527205,3.93226223608724,1.84757364032749,4.97194801219685,-0.0198057584065563,-0.590633347868138,-0.35079506527946,-1.80825265549877,0.158906498531642,-0.642196699981035,0.0492303093891362,-0.177654550344581,-0.628199370342038,-0.733153513569149,-0.669869816119549,-1.80825265549877,2.66897817947884
"441","FAGR_UCONN_01257",-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.40088847614199,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-0.758128347197482,-1.80825265549877,-1.80825265549877,0.754626249092827,-0.339668417172394,-1.14643017209686,-1.2759381253673,0.405084663107934,-0.188468753010961,-1.80825265549877,-0.387565063281565,-1.80825265549877,-0.299936540343448,0.26336477431529,-0.453530298314285,-0.301883357206942
"465","FAGR_UCONN_01321",0.482655920808375,2.64806462550001,2.12508562680498,5.10045494942454,1.97039326123515,4.77122504146004,2.51680229910171,1.58018579760471,2.81849037260756,2.42046221062657,0.732317053359543,3.16210871649678,2.98527198192428,2.81971239578794,4.68774366468108,5.94131789177203,5.64325974432596,5.57431551758845,5.78100144636625,2.9867993187394,3.1153618702027,4.88570770735482,4.91167603398263,3.86575277188726,4.76505332765275,4.87061294251592
"470","FAGR_UCONN_01343",3.55752039506834,3.88459994539325,4.03761810864729,4.14228997188373,4.13093144913204,3.69968043668397,4.68150178608337,4.17915376076799,3.7889926563707,4.03908847948496,3.16972259031982,3.55520554926456,4.08453312489334,4.66667558151612,4.67354820260133,4.58813684432557,4.41344752212204,4.75927261860427,4.26525226686572,4.74450417358339,4.70847262307926,4.78212195663514,4.43773712317321,4.65604750183978,4.73525292386093,4.46408435150959
"476","FAGR_UCONN_01353",5.05607441618778,4.63495236587509,4.6487982185691,5.96667536767639,4.79047860747921,5.70831271753129,5.51092226251219,5.1797496800274,3.32010089212455,4.83165770280471,5.00365064457358,4.67346644479978,4.60383465233295,5.72695413266126,5.51435297780249,5.69513405631209,5.71500741306152,5.73204682880845,5.69788341438256,5.55103286300465,5.30574698634884,5.30167103690105,5.79139086572866,5.43556976987309,5.54372170466453,5.78473949199242
"485","FAGR_UCONN_01383",-1.80825265549877,-0.735964127737216,-0.330736049102439,-1.80825265549877,-1.80825265549877,-1.80825265549877,1.06905934203549,0.247383400308685,0.248571458844963,0.634601337026481,0.266295520308328,-0.887862923902168,-1.80825265549877,0.941710382322563,0.6297086091917,1.71247615571422,1.36686569296514,0.615315180942967,1.27306037405308,1.05905024595483,1.76480064221617,1.66771569275032,0.815936842615001,0.626020099747877,0.695715975977709,1.0677282511499
"492","FAGR_UCONN_01399",-1.80825265549877,-1.80825265549877,2.75283333427274,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,1.87573586684515,-1.80825265549877,1.18444394549769,3.67519872846808,2.87839636945442,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.80825265549877,-1.33382208056102,-1.80825265549877
"497","FAGR_UCONN_01410",5.22283446334891,6.84425871325631,6.47224495753965,6.86825574269848,7.017817763303,4.60799316048577,4.77996684379999,6.29677364787697,4.84368669107455,6.27153947452358,5.95517929370806,5.06262302231391,5.79952727061587,4.33216058538019,4.40803385976375,4.66576259546938,5.23829061517991,3.22058040854412,2.73966178376647,4.988727253022,6.10612636206615,1.77318447920427,4.71158928282966,3.78428683647825,4.02638883207036,4.3405958531048
"498","FAGR_UCONN_01411",2.45255057667209,3.23527659652805,2.42800249850025,2.21063030988242,3.49548206047132,2.74682451738709,-1.80825265549877,1.92274239515131,-1.80825265549877,1.12828993487216,-1.18968120318912,0.641475759783848,3.08477334200923,1.62707090356169,-0.125959290980582,1.18903235850636,0.0704669539844869,-0.743893743416398,0.667153418041762,0.244336644920843,0.168103201333246,-1.80825265549877,1.19357781418916,-0.041580073224936,-0.97739744131632,0.141725685820715
"507","FAGR_UCONN_01443",7.23242522835131,7.81650244050368,7.55448181369727,9.56364022379971,7.65936617255261,9.41634106918353,7.10891847818186,7.45680958048324,7.72584109259624,6.80858876267137,7.16662700408415,7.47313969589407,7.26489161432534,7.76205170397855,8.99797112665863,7.75168553426957,8.17247529546753,9.85521770082436,8.76621612413418,8.43631569034026,7.704590241686,9.8898417416855,9.35264717537195,8.8133944885868,9.38568511333641,9.74057302302515
"514","FAGR_UCONN_01463",4.69245009761978,4.03072638132818,3.62596380736407,4.41128073195307,3.76631066929619,5.10091866916387,3.88613686246281,2.6995467039167,4.08590628915422,3.26745430008332,3.01463351122836,3.12043386669209,2.76296534068239,4.78752991409379,6.11743672903327,6.1311712196759,6.27853255318194,6.14796563005476,5.63739992345104,4.16720494477145,3.13515630202421,5.03101010735092,5.22376415827545,4.49711937252351,5.22142241907306,5.76937336262084
"522","FAGR_UCONN_01476",5.68446206581187,5.3430591228743,5.32925801785451,4.75856104227694,4.95550370803384,6.05108389342722,3.88613686246281,5.23834821143725,5.22063078358638,5.68035712690099,5.10324684623282,5.4126189743749,4.89178508451301,6.1839733045405,6.08562666793388,5.71809145513844,5.79333389856905,6.26948506363881,6.24234233347986,6.3879098724,6.47570831407912,6.38020704471781,6.62009779872395,6.59167040330615,6.34974738940581,6.14649796867935
"523","FAGR_UCONN_01477",6.45525055386626,6.44613117312386,6.58375033738233,6.43340057048064,6.80594216499431,7.29070728846128,6.7198978164088,6.44843653443312,6.91340178509385,7.11089696432485,6.51399577949376,6.45883136997653,7.10816915169481,5.52950340943943,5.40690558386249,5.3751923813278,5.60600192392492,5.61156852140283,5.34553623927679,5.67467765660855,5.54279609090985,5.14837954040432,5.42820150769508,5.58738333280139,5.65295157060779,5.73971898902815
"531","FAGR_UCONN_01505",9.78572378505885,8.75168296841729,7.9209051880588,9.27594017192881,7.72245367095998,10.2656457152606,10.6768374451266,9.30548919421757,10.2801565410643,9.34553605389858,9.50823048190605,8.76775798097092,9.91676519621308,6.35017356379541,5.48620296399426,7.07587126232223,5.38627478852613,6.38873016494001,6.35514222009449,6.63845474169855,7.23050702361274,6.39886633074596,6.32257220074469,6.02497587980092,5.3684434277331,6.17826141883329
"544","FAGR_UCONN_01534",4.31664773115705,3.91503330562255,3.56515083593676,5.45015275743263,3.48351587718239,4.90384126347337,1.9673875238163,3.95523230250465,3.691584081175,4.52926092878238,3.71436016353215,4.33385168667653,4.70112092218591,2.99903576925786,3.5411405699879,3.0174188332192,3.87617267593747,3.85944964928558,3.5858204121327,3.14178347939083,3.23024866756426,2.93261985186622,3.54391286109236,3.44881757976786,3.80328794426164,3.90163959827824
