"","Gene_ID","S181Fg02","S181Fg05","S181Fg06","S181Fg07","S181Fg08","S181Fg10","S181Fg20","S181Fg23","S181Fg25","S181Fg27","S181Fg29","S181Fg42","S181Fg44","S201Fg02","S201Fg05","S201Fg06","S201Fg07","S201Fg08","S201Fg10","S201Fg20","S201Fg23","S201Fg25","S201Fg27","S201Fg29","S201Fg42","S201Fg44"
"2","FAGR_UCONN_00009",1.71381268970857,1.62025813178752,-1.12093681351794,0.643877821924728,1.3125519998167,0.337290720163171,2.82285421163069,1.25472797319005,1.48123393628972,3.28472866510475,2.10544937085321,1.33087588940081,3.46771823119554,-1.19076209254893,0.258895911849376,0.117899753033093,-0.470540022359407,-1.02676015091253,0.03512376838527,-0.309798169113358,-0.820163568838761,0.215146143496899,-0.939510615330383,-0.162843313781925,-0.407448713179109,1.07951061714727
"12","FAGR_UCONN_00024",2.92225703755747,1.44154373245214,-2.25977302694397,1.59117013112868,1.83667100248855,0.645876427079145,3.65016939430328,-2.25977302694398,1.79561290459554,-2.25977302694398,1.93418068853052,3.37274307495498,-2.25977302694398,-0.855419282756961,0.44486732405666,-2.25977302694398,-1.68323910156776,-2.25977302694398,-1.17820182799249,-2.25977302694398,0.0609349904916439,0.602008076420134,-2.25977302694398,-0.162843313781925,-1.65365026069371,-2.25977302694397
"14","FAGR_UCONN_00030",5.02055306178458,4.50935268809134,5.37347013797575,4.86873913538645,5.35617848494783,4.00247388075128,5.16140797253074,3.09686376904621,3.98578931228656,5.59102591480085,4.64482166844218,4.03755379263877,5.12534643516511,2.8016074293862,4.10142432376205,3.71189753199437,2.92493879189549,3.20680046699451,3.21716745895745,3.02354625961284,2.97030639930616,3.26453184493921,3.39571629378534,2.8866699633701,2.99094477482967,3.02066658757775
"17","FAGR_UCONN_00037",1.71381268970857,2.88216246913824,2.409329813342,1.49546382378137,2.02375712624417,2.51290207342627,2.82285421163069,2.0706419192716,2.80866425532367,2.45446438987171,1.51510462147963,2.83371002800339,2.064313396884,0.858912596422786,1.0141368238475,1.43970797334133,1.71639495421685,0.926639073142131,1.2769297970523,1.00191332407261,0.814170889415445,-0.54621766232583,1.26125342965726,0.758556668299325,1.11859047251232,2.49410446973623
"30","FAGR_UCONN_00064",5.50332583726393,5.9665535100203,4.97723105394821,5.49115443351269,5.41086998874499,3.98198769122507,3.58750063709414,4.79646361873193,3.80114394018171,4.64498604537864,3.92045855396263,3.81917808888006,5.38158543563816,4.23985853341344,4.3545819081858,4.4002640799848,4.1413551685721,3.46806807638864,4.5121778764753,4.27375443132154,3.93979615744295,3.29982689714921,4.26886127788845,3.9537340384229,4.2939713999198,3.88850761133635
"31","FAGR_UCONN_00065",-0.954694265913211,-2.25977302694398,-2.25977302694397,-1.31403940788517,-0.984091432914775,-2.25977302694398,-0.429548285514399,-2.25977302694398,-0.170459017995864,0.877361348918239,-2.25977302694398,-2.25977302694398,0.11242817327927,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-1.19443511155472,-2.25977302694398,-2.25977302694397
"41","FAGR_UCONN_00087",-2.25977302694398,-2.25977302694398,-0.879757945361114,-1.71076037380496,-1.29820809419659,-0.301478781700328,-0.50039147489917,-2.25977302694398,1.54982943276217,0.0863428076069879,0.498836339446217,-2.25977302694398,-2.25977302694398,1.82096316934428,0.0453539593656913,0.117899753033093,0.887565415261628,1.21651821608529,0.190543156320575,1.80633587882957,1.87394814482858,2.85398123505603,0.907683609163051,1.90503172097163,2.22621267575057,2.20005195398645
"45","FAGR_UCONN_00099",5.12582932028992,6.47636818848784,6.8443779563336,6.29163499410375,5.63416729466096,6.68586637111093,6.18426848208086,5.16081038962196,6.1085248906789,6.06367077466346,5.44501388797221,5.18030668875773,4.38879337425537,7.11805936933222,6.81357524556571,7.1604131479855,7.35235483518085,6.85060412932732,7.09350330160657,7.0002318483317,6.71884431449885,7.5581918651277,7.19688533222569,6.73817477003062,6.8901491195567,7.34886903669743
"46","FAGR_UCONN_00105",4.57646492260088,4.06051473412945,3.95598369160705,3.05850984084145,4.01201500389422,3.11193618401429,3.96153623962433,5.02268527270076,2.72213870311837,2.66310925330508,3.77574717757441,3.47889214833245,4.19629560103571,1.03064495507952,1.80790338633269,4.98332113020029,2.38822335044503,2.23906361984484,2.7009782709562,0.636164600983784,-0.313370112789345,0.355944955136697,1.59562246335285,0.305085526776836,0.49378700050867,1.45846452063527
"48","FAGR_UCONN_00109",4.50019460432099,4.66003246476063,4.1855847444574,4.51319031934398,4.75564837017176,4.69880823300313,4.31612642811722,4.35975732739223,4.67985419434773,3.75964588504976,4.7518688829447,4.67711583353776,4.19629560103571,4.79289659831075,4.99917385685244,4.91312246064808,5.1200849117356,5.04095970244284,5.05782259010436,4.81572693416233,5.19227503268703,5.02579830577651,5.12978373450265,5.12465948118541,5.25366000462057,5.04393654569589
"51","FAGR_UCONN_00125",4.87713973150229,5.66428837893585,5.75276828556994,5.78479454356052,5.28109769203333,5.15431023505315,4.75108093541027,5.59916526206627,4.52660572258876,4.23988869675352,4.86350483327545,5.83674581769535,4.99987181456283,3.13853615313015,2.99027253955781,3.61203482331603,3.28518779450811,1.02987388029988,2.01966889486933,3.04982711390961,2.65249660845147,1.96268576317972,3.14690610856218,2.53569104588131,3.15885655588572,3.02066658757775
"53","FAGR_UCONN_00130",1.41466246611104,-2.25977302694398,-2.25977302694397,-0.747628981859683,1.3125519998167,-0.442039405819158,-0.0649627696282703,-2.25977302694398,2.18879254994529,0.750130524624035,0.498836339446217,1.63631951102095,0.73338943338831,2.07757447246879,1.80790338633269,1.37154033777713,2.0015096065709,4.38793235934677,0.576124416159192,2.79404980406613,3.24879289358356,2.5066275028244,2.02299453481619,2.44792731065201,2.90954730092806,2.85792852944213
"55","FAGR_UCONN_00134",2.66714882193175,3.30448947541272,2.76939450067331,3.4130222108706,3.05652726453405,2.56892016460558,1.88579907621391,2.0706419192716,1.85103151476584,2.57199179188406,2.63926628782991,2.76543193012342,3.20507428788185,1.86702793271202,1.12718451025851,1.14527870979045,1.96406949865256,2.00571968546527,1.40943140674806,1.10577302774184,1.72585889434731,0.215146143496899,1.54500323635924,1.10306289565854,1.18927260580337,1.51782106047347
"59","FAGR_UCONN_00144",-0.954694265913211,-2.25977302694398,0.278301402460564,-0.747628981859683,0.260550113157249,-0.597787774094478,-0.824704687965546,-2.25977302694398,-2.25977302694398,-1.45849620827482,-0.102579983762774,-1.08181758722034,-0.339529379785143,2.03785182674491,1.50732561337245,1.50479947568951,1.52397871478088,1.38175865632322,0.968668212522018,2.03403200167294,1.16030790906207,-1.6090818222899,1.19713407803467,0.549565239793891,1.84347701035604,1.36458336813083
"61","FAGR_UCONN_00151",-0.954694265913211,-0.112196019569096,0.0641092584187078,-0.341957756362918,0.375009905722803,1.61881566506827,2.13984974478497,0.731544695330894,0.374525375522631,0.610584422647537,1.09466471883008,0.178242077688748,0.965904357951081,1.62041603484021,2.45334543069412,1.43970797334133,1.30189135500025,2.19531685512449,1.79583526226074,2.08575296219088,1.72585889434731,2.53652611825701,1.13003191414368,2.03118355909152,1.3210262243602,1.87639240408844
"63","FAGR_UCONN_00160",-2.25977302694398,0.999812110093991,0.549675569385643,2.74142713523951,1.52579696687916,1.81688214362272,-0.362021612163,2.0706419192716,-1.05677068243797,-2.25977302694398,-0.534261127050241,1.98750636881746,0.11242817327927,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-1.67573566838485,-2.25977302694398,-1.65365026069371,-1.90769847260558
"76","FAGR_UCONN_00201",0.802842772043475,-2.25977302694398,0.846722178732663,-0.175168407934133,0.672278354853467,0.499818522785498,0.225824933668288,1.01672360317773,0.518398168774184,-1.17982216021414,-2.25977302694398,-1.08181758722034,-0.339529379785143,1.77337892381048,1.32973960791477,1.98717053062107,0.717996062025614,1.38175865632322,2.17667428095721,2.40364348890475,1.6729136118478,0.995546809661393,1.59562246335285,1.24868982503321,0.883039598030031,1.15623104231686
"79","FAGR_UCONN_00207",4.64890474948437,5.28143842103756,4.5474238486216,5.01396575335578,4.88684191838339,5.21701067215551,4.67073289311671,4.77749932399787,4.87294313782169,4.67594701094055,5.12481354943104,4.86502918779223,3.85353800558514,5.13164391203162,5.25691555034912,5.06652288547062,5.24631222644551,5.44750561486166,5.32019085958837,5.55912048077049,5.48498319421413,5.68979409477372,5.27662352153433,5.43728304261029,5.39493857175625,5.3020755773028
"80","FAGR_UCONN_00210",3.64323840292979,3.58844168578374,2.47593189648135,3.04166742969482,3.13983631413073,2.9665826615925,4.87695032068662,3.98309615759358,4.80440535006564,5.43687934674863,4.09326977618902,4.24232985897019,3.73253245787682,5.0982380298391,4.46624227046022,5.24381444711371,5.66326318378172,4.84254850482592,5.27313646012851,4.76903289391926,4.80633951691782,5.40784709181915,5.54803378213657,4.77394219652766,5.39493857175625,5.39800248836123
"82","FAGR_UCONN_00215",4.17178952554674,5.8814557265631,4.19879053883292,5.73589885420673,5.2211501905827,5.95365836319752,4.26631631400694,5.16081038962196,3.86983320747995,3.32992494272082,4.4987741680725,5.94874197061134,4.39545235252071,2.1905736312308,2.31700517581744,2.85191849501588,2.88542968291814,2.94147663975765,3.2704150031197,2.85493615135549,2.62488535552272,1.55868532131756,1.90752919601527,2.53569104588131,3.29329053647505,2.12568702834624
"84","FAGR_UCONN_00218",6.88075600952041,8.13456682830067,6.64050963798153,6.6113677311352,7.48814684817962,7.24356058923558,6.20945841803264,7.58362041767621,7.72064022401686,6.82340455423047,8.74540289026303,7.24973535562758,7.4143606707835,2.48454266924514,4.27093670202451,3.58218526623964,2.35967430991472,2.28152280132061,2.80087321545547,1.10577302774184,3.21215191133901,4.42694754724942,2.22942640628974,3.73634334898009,1.79896661304392,3.11016904961968
"89","FAGR_UCONN_00227",-2.25977302694398,-2.25977302694398,1.39782744212202,1.44511944574404,1.57452320015905,-0.97111252681645,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-1.08181758722034,-2.25977302694398,-1.62843841796883,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694398,-2.25977302694397
