"","logFC","logCPM","LR","PValue","FDR"
"FAGR_UCONN_03750",-1.21319518181415,5.75648664067267,91.3903588968561,1.17949738045879e-21,2.55266823078892e-17
"FAGR_UCONN_24141",-5.88885853569056,6.1994293315869,71.6354731927142,2.58860850237729e-17,2.80113326042246e-13
"FAGR_UCONN_26252",1.07105193763335,7.21554916446078,69.8825043130962,6.29442761800724e-17,4.54080008363043e-13
"FAGR_UCONN_21063",1.91343376552675,4.59946950949336,63.973368224914,1.26112522667442e-15,6.82331803892197e-12
"FAGR_UCONN_07733",-3.39758314245578,7.81892953087575,60.5708851255827,7.09760466052618e-15,2.9936466433186e-11
"FAGR_UCONN_11694",2.86855463278922,6.99141857350219,60.2629387252472,8.29954711205602e-15,2.9936466433186e-11
"FAGR_UCONN_31260",-1.83283467905796,5.39280721430266,59.0020558966488,1.57507313000561e-14,4.86967609708306e-11
"FAGR_UCONN_31147",2.35012698260282,4.03976750623498,58.4887948336638,2.04452059361408e-14,4.96885816497565e-11
"FAGR_UCONN_28435",-1.9490832100281,8.44881053819657,58.4679098086904,2.06633968601704e-14,4.96885816497565e-11
"FAGR_UCONN_09588",4.44221397816068,4.63556643999812,57.9826625397298,2.64438155703814e-14,5.72297056574194e-11
"FAGR_UCONN_26620",-0.848970030141768,6.94007950248532,57.381824282076,3.58908720138746e-14,7.06136592840249e-11
"FAGR_UCONN_09134",-0.935600888201262,6.84053841365218,57.0235229688869,4.30630159870257e-14,7.76641493326009e-11
"FAGR_UCONN_01505",-2.6211861286259,9.03708295338394,56.734716846962,4.98752091274168e-14,7.8060541198409e-11
"FAGR_UCONN_24846",3.75407120308133,4.2121874559213,56.5094395019067,5.59292383895175e-14,7.8060541198409e-11
"FAGR_UCONN_27699",5.91065247055874,5.14117417925705,56.4575586839458,5.74245534787091e-14,7.8060541198409e-11
"FAGR_UCONN_27656",4.88671952690803,7.82166493336553,56.4477948479657,5.77104084268803e-14,7.8060541198409e-11
"FAGR_UCONN_09085",0.849751605778382,5.72066326431214,55.3298898021812,1.01907139948189e-13,1.29733783691688e-10
"FAGR_UCONN_07559",-3.05990308080561,3.40708681477463,54.8519885598743,1.299572073261e-13,1.5625188227508e-10
"FAGR_UCONN_07246",-2.44014849769622,6.61072497332313,54.358662388847,1.67040029042161e-13,1.90267384659497e-10
"FAGR_UCONN_17938",-0.824691686457058,6.71340348953262,53.5454056444936,2.52684657908962e-13,2.73430068323288e-10
"FAGR_UCONN_01245",-2.50033317729441,2.54556411724018,53.28601513094,2.8835206765811e-13,2.97167402297944e-10
"FAGR_UCONN_16583",1.07207626707301,6.25508570118192,52.9811927229921,3.3675741615163e-13,3.31277454561526e-10
"FAGR_UCONN_00627",3.67641238826223,7.02082849749775,52.8792536519785,3.5469631506363e-13,3.3375381089596e-10
"FAGR_UCONN_23755",3.86618562460436,4.67984589428928,52.6860621283538,3.91358587945691e-13,3.40379748861483e-10
"FAGR_UCONN_25789",2.51789520092476,5.67023679764249,52.676875223033,3.93193499747577e-13,3.40379748861483e-10
"FAGR_UCONN_12484",-3.3610464250622,7.51473762428563,52.4748949323835,4.35783646690826e-13,3.62739603141648e-10
"FAGR_UCONN_14392",3.47198327200072,4.49676552770369,52.3924897504533,4.54458606148333e-13,3.64273820528231e-10
"FAGR_UCONN_08888",-1.87118327770072,7.90182367640577,50.5127297966934,1.18394349270465e-12,9.15103752468362e-10
"FAGR_UCONN_17091",-3.49562671526576,1.76861484877543,50.3288323455736,1.30025072545331e-12,9.70345731043469e-10
"FAGR_UCONN_30180",3.64380590755646,3.53299097490667,49.8437377962608,1.66490911217226e-12,1.20106543352107e-09
"FAGR_UCONN_14995",1.68337555181925,4.83233576658428,49.6288594525591,1.85760989240057e-12,1.29685139649461e-09
"FAGR_UCONN_15279",7.77050940670697,4.81356063485027,49.0999905963805,2.43241377865689e-12,1.64507184367788e-09
"FAGR_UCONN_05573",-2.25471128222031,3.25487177419032,48.8342210947741,2.78537256443047e-12,1.82669797089104e-09
"FAGR_UCONN_15016",3.24570783815602,5.4689986949168,48.3411691211016,3.58153468008039e-12,2.27975216312646e-09
"FAGR_UCONN_05563",-2.99199729173602,5.52117186992879,48.2051916110135,3.83870656135704e-12,2.37363678288254e-09
"FAGR_UCONN_10131",-1.29686040203034,8.68598386461679,47.9570233840054,4.35664686302495e-12,2.6190708724885e-09
"FAGR_UCONN_16852",2.94922670809936,4.26045829678437,47.7245880519906,4.90501084176214e-12,2.86903363884909e-09
"FAGR_UCONN_04673",-2.05667330304867,3.12719091684037,47.5824646832487,5.27381142114074e-12,3.00357438885073e-09
"FAGR_UCONN_26670",-0.773917090303311,7.72508553804276,47.388441896547,5.8224988738542e-12,3.23103899046032e-09
"FAGR_UCONN_28691",-2.50363682059647,7.13148523293356,47.0228789196434,7.01628662924583e-12,3.79616188075345e-09
"FAGR_UCONN_18748",-1.14512614168774,5.04995458717822,46.3837206399497,9.72198956426388e-12,5.1317877597512e-09
"FAGR_UCONN_07985",3.31148427521712,5.31557214646376,45.8884091328494,1.25184452188675e-11,6.45057598635071e-09
"FAGR_UCONN_10718",-4.08049059527429,5.61455328433019,45.8181255688733,1.2975735064208e-11,6.53071763394393e-09
"FAGR_UCONN_11086",4.2283779134635,4.16978368900857,45.4000580907068,1.60629614304044e-11,7.90078661992755e-09
"FAGR_UCONN_21664",1.66443645986339,4.80684175227024,45.2967964266034,1.69325876885755e-11,8.1434458390256e-09
"FAGR_UCONN_21657",1.29734761480829,4.0254765684622,45.0534929428078,1.9172497864172e-11,9.02024345166111e-09
"FAGR_UCONN_29374",-1.26957695176581,9.78910286113065,44.5206348361452,2.51690409106265e-11,1.15895400720804e-08
"FAGR_UCONN_31813",3.96673641145636,0.347045986179922,44.467710358406,2.58587112068754e-11,1.16590464154e-08
"FAGR_UCONN_30388",0.867243515493269,7.66794387324419,44.1155076203964,3.09558750217819e-11,1.36571077468802e-08
"FAGR_UCONN_17466",2.75252709435874,4.65280044381236,44.0781512339352,3.15523235996679e-11,1.36571077468802e-08
"FAGR_UCONN_22257",-1.14692657966826,6.9201899844838,43.8116968403454,3.61537855656546e-11,1.51778898202385e-08
"FAGR_UCONN_02863",2.90389308083804,1.38293806975545,43.7947362221896,3.64684535002495e-11,1.51778898202385e-08
"FAGR_UCONN_08178",2.87256654185307,6.50814517369014,43.1988210646745,4.94504684186531e-11,2.01925856135187e-08
"FAGR_UCONN_07108",-2.73322846708784,4.98754238666773,42.7818791664883,6.11964195326339e-11,2.45261650282456e-08
"FAGR_UCONN_03756",-2.31488662761302,2.06717039647732,42.51566985431,7.01182183215125e-11,2.75908814711668e-08
"FAGR_UCONN_03341",-0.903891129914535,6.56807085618524,42.4567396297241,7.22629774798928e-11,2.79270599753543e-08
"FAGR_UCONN_18201",-1.21847940301401,4.83832603212186,42.3414704230957,7.66498942277425e-11,2.9102754576786e-08
"FAGR_UCONN_24370",1.63945211621374,7.23339216923939,42.0870225850417,8.73006241825021e-11,3.25751742854778e-08
"FAGR_UCONN_05766",-1.98817313495488,3.26522613812358,41.7329559400594,1.04630393103297e-10,3.8379846907484e-08
"FAGR_UCONN_31588",2.44665020416782,4.9536219774127,41.6963471095477,1.06607984160048e-10,3.84534998865293e-08
