sample,ME_antiquewhite4,ME_indianred4,ME_steelblue,ME_navajowhite2,ME_white,ME_lightsteelblue,ME_maroon,ME_brown4,ME_darkturquoise,ME_thistle1,ME_turquoise,ME_plum2,ME_orange,ME_orangered4,ME_bisque4,ME_lavenderblush3,ME_saddlebrown,ME_yellowgreen,ME_skyblue2,ME_lightpink4,ME_darkorange2,ME_mediumpurple2,ME_darkolivegreen,ME_greenyellow,ME_plum,ME_palevioletred3,ME_skyblue1,ME_lightcoral,ME_ivory,ME_skyblue,ME_coral1,ME_lightgreen,ME_darkred,ME_darkseagreen4,ME_mediumorchid,ME_darkslateblue,ME_thistle2,ME_royalblue,ME_lightcyan1,ME_skyblue3,ME_honeydew1,ME_magenta,ME_coral2,ME_darkorange,ME_lightcyan,ME_darkmagenta,ME_lightyellow,ME_mediumpurple3,ME_sienna3,ME_pink,ME_salmon4,ME_paleturquoise,ME_purple,ME_brown,ME_darkgreen,ME_black,ME_yellow,ME_blue,ME_green,ME_floralwhite,ME_cyan,ME_darkgrey,ME_yellow4,ME_violet,ME_midnightblue,ME_tan,ME_lightsteelblue1,ME_orangered3,ME_plum1,ME_grey
H181Fg45,-0.01812638563903531,-0.016622344025354924,-0.014844056283246638,-0.0011277304192504757,0.0027023993170895056,-0.003837128873052148,0.020551055708651608,-0.011957154303851839,0.015063165099155014,0.03130798088264615,0.04850426270399938,0.03477454152622741,0.09505927080088701,0.4729913732046192,-0.0018662413883651812,0.027389761673111995,-2.8426178853809426e-4,2.234140999415939e-4,-0.01472580487852328,-0.014073684925564009,-0.01766727475894254,-0.013222436654523436,-0.02314668472731832,-0.023823690819348705,-0.008373318897341287,-0.0233480759332907,-0.014337183754859267,-0.018900834833257003,-0.02034153893575534,-0.016600768479312494,-0.01685892891934412,-0.019714965852255215,-0.015368576470243518,-0.013362537501780262,-0.021131739861394272,-0.015482753867451722,-0.019392868686810536,-0.010935686675262941,-0.0012448000158476523,-0.00953847843515494,-0.01680532311432276,-0.014883471893369832,-0.013012911477136143,-0.01632053174912124,-0.0161893908946207,-0.016154857969556614,-0.014865375074752432,-0.015992776213122346,-0.018666980602047713,-0.020587780822438492,-0.0233812418915594,-0.0012997865398989563,-0.017054989718909272,-0.02230900204672246,-0.01585492315873597,-0.011465623106857288,-0.02113791988031118,-0.019607919768736465,-0.016558709046291257,-0.020054724258690357,-0.021325109354245322,-0.01817787830611561,-0.02200593769578577,-0.020317471202903042,-0.01833177886785542,-0.018380685928507088,-0.01498289479141702,0.022476193613392478,0.017884912574421947,-0.006816618639209888
H181Fg46,-0.006587582652102141,0.005225061852773534,0.027315614026751492,-0.007155372924965559,-0.006270543357151967,-0.01115523838012942,-0.007872231740506353,-0.004808073580894546,-0.01031537530957566,0.008757510636210303,0.04860376219041765,-0.0072939295211218655,-0.02294375507075711,0.010837530672314796,-0.014093320195781595,0.024555647757124655,0.04421733799657338,0.9867453014106533,-0.014350102137830532,0.007602025394535702,-0.017453401613981387,0.003494826011367855,-0.005095834182017898,-0.013172196394076229,-0.006256173406957675,-0.01536899978087672,-0.006488361442904894,-0.008622097937546617,-0.006723837849909005,-0.011217174537976573,-0.011537029208080203,-4.712537267917528e-4,-0.002701799971639562,-0.013706594330464028,-0.014999666848883106,-0.011762779148597193,-0.011942338502184945,-0.014341176620979616,-0.0017819652349420117,0.001983615666359055,-0.018311886319535446,0.0295921376105499,-0.01311165949932458,-0.0065928827967379955,0.00407069730808789,-0.0013470342253903238,-0.0050134759333296105,-0.012640080880682554,-0.007699570295886043,-0.0157103786811639,0.0027301493534827785,-0.008009150255157594,-0.010019949511579205,-0.014264258686321609,-0.0019831906249419204,-0.013743576004264384,-0.011580664836223132,-0.011556126809779457,-0.013201799236492428,-0.011589465573273961,-0.015336020763317575,-0.011730190626149798,-0.011255136097693992,-0.00968330226325565,0.0012508080860835842,-0.00908317692323452,-0.005440300300181988,-0.0028274307167623814,-0.018334272391135845,-0.010818826628986963
H182Fg01,-0.0053936199685839644,-0.016622344025355118,-0.006318416962981125,-0.0038800003846148345,0.00136949108528567,-0.007904350140911667,-0.006895738199913344,2.0201398974168517e-5,-0.009830929558076433,0.023165026085318483,-0.002211663376244314,-0.007581009899166741,-0.029726584333542826,-0.02594085569206494,0.004644387518453031,-0.008851595058022717,-0.004009580252351801,-0.008280098104965132,-0.002675726257984571,0.017087886070348786,-0.014741374713561503,-0.013807712770688594,0.005463667153951883,-0.002658575433997217,-0.00434963730711843,0.03952910335631105,0.0023920013253018618,0.011208286013201804,0.01401449903486829,-0.002656091719574692,-1.4196640730843092e-4,0.0183674870608709,0.011694571588522211,0.011626092854057513,-6.526348122959632e-4,0.03189875676810685,0.03192670739475532,0.016380277898917446,0.003316715327457205,0.018381137365002503,0.020014043901836132,0.011778716645673079,0.015035979714159545,0.013277032031075373,0.014154872513668452,0.024808378590991245,0.04156335145039738,0.037250817561689756,0.01036609356614213,0.030009323683751667,0.020309671734700614,0.0012854422135041023,0.005381390378549468,0.018766869339562998,0.01717542271500316,0.043112195213236386,0.038914849098900695,0.23412803631962278,0.9820437964900357,0.0038374580409158815,0.026648560901154278,0.010574051358453091,0.014540772065291547,0.02451987480901508,0.020827121638202883,0.02477703135070724,0.01923469641821221,-0.004253015199057159,0.03930310411488029,-0.011346399628723948
H182Fg07,-0.0181263856390353,9.231084979693638e-4,-0.010507771528487732,-0.014350436359166429,-0.011666659956905915,-0.012971603997075296,-0.017790844860308273,-0.01730972061720526,-0.021044895666609047,-0.006512714054155655,-0.01938143360462513,-0.006208818313572879,-0.03031025885997059,-0.03579727140609164,-0.012003444813760268,-0.01145190074867072,-0.003758907699588383,-0.012768308160407837,0.0024015487089893025,0.004142766610222923,0.006930386885962776,-0.013624247768158564,0.0016182643134711723,-0.006081757642865779,-0.01600374456252371,-0.004827735954748338,-0.020140616200728,-0.012535991944306575,-0.009603807677287583,-0.0052587203726912595,-0.012575003598475507,-0.008789409904948559,-0.006775172155859538,-0.0035049117007002915,-0.0016400250873332494,0.0016823929502288542,0.025512449218133653,0.008995601696968045,-0.01132419189912844,-0.01156235662623674,-5.403735143736121e-4,-0.004689728693936782,0.0029174469762180753,0.01000603708333685,0.0032050720959977733,0.004155843056961687,0.008245505436694719,0.01343745761173896,-0.002961954699162988,0.0012484865432405596,0.0015215842835342506,0.9684809187460975,0.10805708958214089,0.01155184577886395,-0.004847160633703234,0.006563878317134594,0.011475973462094965,0.0024364288372543757,0.004118432731526244,0.0034499977625789733,-0.005389332124403751,-0.006625902061006922,6.028654510384073e-4,0.0033630231943957184,0.0064646355203216875,-5.995403018607657e-4,-0.0034343766894739027,-0.005932893266254532,0.002886050581712018,-0.011465425080265518
H182Fg09,-0.015968585059079964,-0.016622344025354983,-0.002339098471962002,-0.004717085487693388,-0.004528652832856726,-0.01845054650849142,-0.021702897421390886,3.0709936631425895e-4,-0.025420553179647296,-0.022016824940487796,-0.020068897135430128,-0.014340462165795625,-0.03519796690520497,-0.03814685704178263,4.659626996326363e-4,-0.012549179949080313,-0.0064246386150064415,-0.013265261699676907,-0.014038840716650212,-0.0060367589082015866,-0.01750719156271317,-0.015433235110700171,-0.016097427138404546,-0.007856484153410672,-0.014559294350685877,-0.007462196391476755,-0.020220414491566807,-0.010100412485810827,-0.005706070094076156,-0.015328633616351646,-3.5534826744921557e-4,0.005174058398493992,0.006767418012649242,-0.0041791627070329575,-0.005172493787485465,-0.00678975729895941,-0.0013955030981388057,0.002006718637721745,-0.0027891252915264175,-0.014613291254568153,-0.018041903403910448,-0.0017021502474082178,-0.018647858176854434,-0.0084343498908099,-0.006958760692333446,-0.0014822455561119324,-0.010822273247386422,-0.003947655094869202,0.007617443519246571,-0.00458232891503247,-0.010427435494419305,-0.008617066145649185,9.23873939395409e-4,0.0952765875808634,0.9824593057670096,0.006036450870413224,0.004960035674007618,0.009863731083134068,0.004327819176765827,-0.009585288181226597,0.013161571755035375,0.011786445139358835,-0.006308575655011693,-0.010652015265386611,0.0038667669492307264,-6.707688705269307e-5,-0.015740079648106958,-0.014799364161615994,-0.0045539137788588625,-0.010978218497319281
H182Fg14,-0.018126385639035292,-0.016622344025355004,-0.018584104759211684,-0.016362647092978893,-0.019816141786349547,-0.01845054650849138,-0.021702897421390657,-0.02010480499037733,-0.03132699233638228,-0.02229032710529285,-0.03166818789037996,-0.022285751217188655,-0.038051721543189504,-0.04056957980898991,-0.008615655095043032,-0.015224980931305072,-0.021220832215684705,-0.02150461970955265,-0.0147258048785233,-0.022749594320888317,-0.02408291145947161,-0.015770807464240807,-0.028830268221448314,-0.026212091937032528,-0.016003744562523774,-0.024402751777863035,-0.020220414491566696,-0.01890083483325691,-0.01768639172743935,-0.023007143929818043,-0.01937321385757856,-0.02178250857412518,-0.022473470509708677,-0.015769715366100272,-0.02324362742243076,-0.02380291947084364,-0.025833574033307563,-0.02023925124533569,-0.02075499007419332,-0.020083481804853358,-0.019711664704967612,-0.017573728964380537,-0.020947149949193864,-0.02535188740633446,-0.021671984232847913,-0.018562577061377858,-0.026255772143689626,-0.026204841083549146,-0.022892372988655277,-0.02552364508065563,-0.02612694449976258,-0.01845121845413308,-0.02299442282961096,-0.02441102551808734,-0.018856633156758174,-0.02578424132675098,-0.021325204881230193,-0.025146139434598418,-0.022667249512569727,-0.023285884127909353,-0.026510458004409126,-0.022099096996843835,-0.025911257964104,-0.02323592897950378,-0.02728400257349852,-0.023526783921672685,-0.018056716094145935,-0.016035661906557204,-0.019755605386583528,-0.010548167669985287
H182Fg24,-0.01812638563903529,-0.016622344025354965,-0.011360820705934735,-0.016362647092978893,-0.009969028481130486,-0.016773319209078263,-0.021257045364255375,-0.018700709134729453,-0.018577169377878,-0.021076012278288325,-0.01580950361961623,-0.021746696910407814,-0.03569181615401665,-0.038754783940407135,-0.010525373983740781,-0.013787444658596338,-0.008336044602794622,-0.014104538551444293,-0.014725804878523298,-0.0023482887501563815,-0.023009573741481208,-0.015484253174098541,-0.018911147630624316,-0.012745355671922812,-0.005419937845218338,-0.014027119283592605,-0.007225331876231702,-0.0032211446030344696,-0.008714249069285751,-0.0071139556000901945,-0.01769935061002072,-0.012119135276370818,-0.012321998297175969,-0.013170024221387982,-0.02111047037632588,-0.005012266379949458,-0.010640896529856484,-0.011073633030879782,-0.010943928460518884,-0.020051921695327487,-0.011020706756340636,-0.009905644311624879,-0.01439537623944862,-0.009540416641843984,-0.010060530174190644,0.009902616232129176,0.9864287958958388,-0.006089310067630145,-0.014775097941974956,0.006191077441074358,0.006930938203859461,-0.008409515175457655,-0.013270253793908452,-0.004871398830929597,-0.01356397081484968,-0.009127333763436288,-0.005874664906169557,-0.0062345294564079695,-0.009206644291864257,-0.013300630824257227,-0.0030170860496444856,-0.006665291752033558,-0.01640605054376747,-0.020985804310882886,-0.008168280514359059,-0.002306310980297438,-0.004960153349054581,-0.013810325965663239,-0.013391011439902803,-0.01054816766998531
H182Fg25,-0.01812638563903532,-0.016622344025355076,-0.020986947929776567,-0.016362647092978893,-0.01989781198564368,-0.018450546508491386,-0.02170289742139093,-0.0130273383023703,-0.02987949819154082,-0.020502283408652365,-0.03045933081165159,-0.020899976051768025,-0.037833882519083775,-0.03908228555395911,-0.012616959541692709,-0.013963231321405029,-0.017690304993720388,-0.018732039136014345,-0.014725804878523256,-0.02190862379379987,-0.018914156673613902,-0.016032178829340007,-0.02839450412448017,-0.026968161448104683,-0.01600374456252372,-0.022775937964944863,-0.020220414491566738,-0.018900834833256917,-0.022382542807499926,-0.015428067039887984,0.008790133727577315,-0.01348229974838796,-0.016732508232616062,-0.010173907292066086,-0.023243627422430767,-0.02005895164518483,-0.01574085803847506,-0.018599205585149964,0.005079128468333369,-0.015787261011307258,-0.01599133871689174,-0.01670717021678959,-0.0016604095370390403,-0.020674297761392745,-0.01851515594937066,-0.014934509481690839,-0.01003192878837163,-0.02568338123041819,-0.01169567989223267,-0.01924647254107588,-0.019376066701913542,-0.021102336760588578,-0.017557898377978127,-0.013744839307176276,-0.019017784329849376,-0.02061345254911742,-0.019996211247810276,-0.022934291516666126,-0.01825427074723141,-0.02128014893894449,-0.02249992975055828,-0.015073479735298496,-0.020510021282919774,-0.02323592897950378,-0.015655498017715878,-0.02062082071728576,-0.01706407321240541,-0.016035661906557207,-0.018883776522906418,0.9906869140279846
H182Fg28,-0.0181263856390353,-0.01662234402535499,-0.020964317474581762,-0.014558284569554618,-0.020448009212772848,-0.01839463893184431,-0.021702897421390845,-0.02010480499037733,-0.030048085718677734,-0.017961582914184447,-0.03036517274415832,-0.020954303098980935,-0.0382230884890128,-0.04020975841958895,-0.016210131409239915,-0.015369524623874345,-0.020414179353631948,-0.018983191967797273,0.0038853557016906536,-0.022749594320888314,-0.01894783883617343,-0.015699524364668278,-0.021619224932374375,-0.027058074830616573,-0.006680680809241525,-0.024402751777863035,-0.020220414491566713,-0.01890083483325689,-0.023599797650713017,-0.0207404970211826,-0.019373213857578505,-0.020201182520586006,-0.013055688075331586,-0.018176893230420266,-0.023243627422430687,-0.016344534503743225,-0.024719824899527634,-0.019966329248313562,-0.0034229389784967246,-0.01815681229778972,-0.01956480480937128,-0.017960309090834688,-0.02094714994919386,-0.025206610816569563,-0.020073114744559337,-0.020850789945748644,-0.02309888613753161,-0.023133431852545454,-0.023339248153940235,-0.02215697338685273,-0.020654396396259402,-0.019335157029694832,-0.02085486723191644,-0.022794597189912533,-0.01741769862903367,0.0012993482268317733,-0.02105215655046075,-0.02222420863963535,-0.02183553409323826,-0.023285884127909353,-0.022312170219534074,-0.01486636440805362,-0.024237678756438466,-0.022267871714377017,-0.024134076159629356,-0.0202179942907882,-0.012712642994565426,-0.016035661906557155,-0.017497224997450905,-0.0018229040570368932
H182Fg29,-0.0034848279333559704,-0.016622344025355,-0.008117543302152546,-0.015917241259235358,-0.011172366542348044,-0.01845054650849139,-0.021702897421390706,-0.019093738320662034,-0.026274882969350433,-0.013779861701997843,-0.02561115177826825,-0.019762485345400857,-0.032785395051116564,-0.038301372731860295,5.884952788619007e-4,-0.014788272685351047,-0.007705860668101027,-0.018612824996042873,-0.014725804878523301,-0.02223337867493369,-0.015539720513953808,-0.010101038272742223,-0.007140174257947149,-0.0264728878268005,-0.016003744562523715,-0.020408616668876386,-0.008859751933012822,-0.0015953891118418795,-0.016564060227710235,-0.019485546460129326,-0.019373213857578536,-0.022525062908107546,-0.013569573957253419,-0.008684789529749284,-0.013773088326517642,-0.018922830532486598,-0.020933486283960478,-0.016239443974323396,-0.007053470963391455,-0.006512525392623509,-0.0085630081299051565,-0.017978575002352115,-0.020947149949193916,-0.00531577189907289,-0.01228343310291962,-0.012594996556872086,-0.008725665257088013,-0.016725657376800693,-0.016157737867447924,0.01688696804413782,0.9776714478757071,-0.020731154911954226,-0.014963609293810349,-0.014544977354380189,-0.009857980927259776,-0.00667646702250551,-0.016162665501372693,-0.014701071061765632,-0.019235794802920692,-0.019774670141463162,-0.015280742586145788,-0.00905612845918791,2.9690729417860623e-4,-0.018199029058838162,-0.017605347760501024,-0.01664928236751994,-0.013859577961594921,5.271629290365844e-4,-0.020327391351949373,-0.010737770254830636
H182Fg30,-0.018126385639035302,-0.016622344025355004,-0.017270897874745502,-0.01412633285232491,-0.010129497730853245,-0.003669381972053699,-0.019249145854350575,-0.017759011653876302,-0.019090310888888108,-0.010775412488421654,-0.013970689568597245,-0.010487490145635959,-0.034235039195006936,-0.03257465561935416,-0.002023282250912566,-0.010757953897498038,-0.016124743276822725,0.006933864198321636,-0.007795603221809793,-0.011050449421323483,-0.01787128960833766,-0.01533469498092011,-0.01627006315816389,-0.018335881862415193,-0.015194918431444859,-0.004260580085036213,-0.005321750914752635,-0.011831681128084586,0.007128544268571779,0.0014032985328183778,-0.008938715471073538,0.002396383756706363,0.023448611731973844,-0.009515524680063966,-0.012061450973547216,0.024076959409689697,-0.005556214747287946,6.671951331902837e-4,-0.008566034796050073,9.210924684209803e-4,-0.013939848712265232,-0.004267789263339017,0.023097031455235145,-0.009628570755849336,0.002855546185797629,-0.0021034552090822226,-0.007467207467755031,0.03410721009937537,0.9867530963901358,-0.0011729598323811424,0.013480200361359733,0.013963124489536977,0.001914209123555282,0.011432390146248476,0.015019334625748481,0.014333940055489162,3.1777787660463994e-4,0.0028017260789337394,0.00923649815334631,-0.008865173393213422,-6.540601145035301e-4,0.005099035679228697,-0.01538712686745325,-0.004455726790205518,-0.0013122525514610275,-0.010808475758097565,-0.004658916578292526,-0.016035661906557214,0.01710988716883284,-0.006185535863511129
H182Fg32,-0.018126385639035285,-0.016622344025354993,-0.0159334434901527,-0.016362647092978893,-0.014407100827137783,-0.01171854375743964,-0.0201954537362245,-0.019624947397720454,-0.024918368122038077,-0.01939428152459313,-0.0210999484136842,-0.022161720411347584,-0.03225674691583008,-0.036703311687989085,-0.002746149383879086,-0.013080508325433603,-0.006605201474521391,-0.016941529271227735,-0.011693398320903825,-0.0037640696212046312,-0.008579089793046578,-0.01530081611279567,-0.008780967414670923,-0.018583367144893226,-0.01600374456252372,-0.016505388538453656,-0.01844166355559589,-0.007664833027315115,-0.018813988560588524,-0.007979633750096079,-0.018998892365960456,-0.005149350604287406,2.7327703155762266e-4,-0.018176893230420193,-0.01625873126913292,-0.02129231456494419,-0.010014580191808871,-0.005606111377038326,-0.01207125392598186,1.0766183172715538e-4,-0.007310858892520239,-0.005948825478307358,-0.0030174562875564764,-0.015072304758010972,-0.007314603145155656,-0.00699556114085401,-0.0016222045154943067,0.9831880752244875,0.02807266466927247,-0.005439688635316882,0.0020460278326381288,-0.0076466944174859355,-0.0070984201060351635,-0.012455006701753991,-0.008483832752393257,-0.0021211225180663333,-0.009133435250013896,-0.015582972588036642,-0.0067030315883881255,-0.00997894294545641,-0.017756450845659758,-0.010996215560461493,-0.009486083450244704,-0.018226687175256922,-0.006490823754638547,-0.0075300247891815966,-0.007063578106221849,-7.355886779968658e-4,-0.018425287684083955,-0.010927372839675998
H182Fg36,-0.018126385639035295,-0.016622344025354997,-0.021036014149888725,-0.016362647092978893,-0.020448009212772848,-0.017234697704869427,-0.021702897421390827,-0.02002678191767168,-0.030284796137381814,-0.023793822952576163,-0.03145386684556469,-0.02235532348545014,-0.037817895733513684,-0.04051104942566594,-0.016210131409239915,-0.015369524623874375,-0.02118731381582747,-0.020962920622915233,-0.014725804878523312,-0.02077722417878417,-0.02070066203841161,-0.004626459377326545,-0.028528539452764172,-0.027377644522665424,-0.01600374456252371,-0.024402751777863035,-0.020220414491566734,-0.018900834833256906,-0.023599797650713017,-0.02204273477513167,-0.019373213857578536,-0.022525062908107546,-0.020549578495271212,-0.018176893230420283,-0.006296000988064251,-0.02380291947084364,-0.022476307371727143,-0.022921084257337607,-0.01839796311184085,-0.020083481804853358,-0.01971166470496764,-0.0192487907295362,-0.02094714994919388,-0.019460798858420333,-0.02149794711409709,-0.019241462709267652,-0.024599451144600267,-0.01638552684972822,-0.019415268260147837,-0.023412052828333873,-0.02576406317799882,-0.022628522504647336,-0.022474469709812733,-0.024930903171520424,-0.022180446912861456,-0.023364054423573533,-0.022880063108647035,-0.02777926328954235,-0.022864673175578578,-0.023285884127909353,-0.026435529164303508,-0.022099096996843835,-0.025911257964103932,-0.022475275603653044,-0.026684014966316026,-0.024586439785846664,-0.01439849211221871,-0.01603566190655724,-0.006475013272656907,-0.010548167669985273
H182Fg37,-0.018126385639035292,-0.016622344025355007,-0.020479387078881767,-0.016362647092978893,-0.01004159092681962,-0.01761193285878482,-0.018603689805102068,-0.01959558281548649,-0.026371664646516857,-0.014359654278070745,-0.02484764497264609,-0.021386939698169703,-0.03488883187037261,-0.03546346030187241,-0.006378352716589722,-0.003831587951052047,0.015431419311035902,-0.01777011103472202,-0.01438232279758676,-0.011275829890909153,-0.02281521692022495,-0.015717345139561415,-0.012234229840864705,-0.021892137067800268,-0.016003744562523733,-0.016210403160277397,-0.01838901439016413,-0.0189008348332569,-0.01854644705145154,-0.005090548636402116,-0.019373213857578408,-0.007309400682001781,-0.016102454794974897,-0.006239763130090725,-0.015251933832034648,-0.019183337740337956,-0.013313502220362488,-0.010873112612879755,-1.6975659294887982e-4,0.011808534082386331,0.9870445482535738,-0.006196172154620879,7.128613413827471e-4,-0.009327831272661137,-0.013290752990219557,-0.010154016411137303,-0.010980493035718826,0.02987149175300544,-0.006979367957093767,-0.00443111899870569,-0.01608508379833209,-0.010064297324059652,-0.008445574845394465,-0.004027557708039744,-0.008823073941941548,-0.009110631416811059,-0.01370814227276157,-0.010791765953809412,-0.005101320875886663,-0.009719185490055916,-0.00951231383445518,0.004567639412521294,-0.020056044170809587,-0.012698815217423342,-0.01830209230623152,-0.0055875171729949475,-0.015777982703123465,-0.010202146284510053,-0.018086411239083364,-0.012586249696922461
H182Fg40,-0.01812638563903529,-0.01662234402535508,-0.01960671891794731,-0.016362647092978893,-0.01719096019969116,-0.018450546508491397,-0.016760187800701997,-0.010773160855741664,-0.025584514476229312,-0.01663270964654077,-0.023825516619310032,-0.02068010774584732,-0.036471404886352025,-0.03638513149769888,-0.016210131409239915,-0.012072454041753224,-0.009553560725526435,-0.018245263226932148,-0.013588652419416031,-0.022749594320888376,-0.022364202719710295,-0.014401704272063269,-0.01991928528751198,-0.022249091167547978,-0.01600374456252373,-0.023449884219971462,-0.020220414491566724,-0.018900834833256892,-0.022694448619538413,-0.01922069531533342,-0.019373213857578613,-0.02136039474799668,-0.00699623119206532,-0.013362944147269063,-0.0232436274224307,0.026768415495317353,0.9844806010799582,-0.022674686417238406,-0.017918148439034543,-0.018957468981975235,-0.014165456121687205,-0.016817194718192832,-0.020947149949193868,-0.018246598206285908,-0.013035753691498434,-0.010613042048254804,-0.00621264064189999,-0.02291584719872009,-0.012889967783999765,-0.015087134028694644,-0.023845601077627142,-0.008757746172467797,-0.01831606430829844,-0.01902918261562395,-0.02034170300564844,-0.014539831245218382,-0.013318667477699995,-0.01989946043656092,-0.008979692319205026,-0.00937565017905984,-0.01636672211992959,-0.012967064571484655,-0.018108012517821296,-0.013822962802852211,-0.015203222202953061,-0.01861674107543841,-0.01889389394483283,-0.014552104612627926,-0.02138243346423297,-0.010548167669985295
H182Fg42,-0.01812638563903526,-0.01662234402535502,-0.018792855463330975,-0.016362647092978893,-0.017582693778690137,-0.01845054650849139,-0.02170289742139084,-0.01873752078160903,-0.0309175441979181,-0.023793822952576163,-0.03085288370034672,-0.02235532348545014,-0.038321953264737196,-0.040569890162233016,-0.016210131409239915,-0.015369524623874331,-0.02089417530596066,-0.02139734482341126,-0.01472580487852329,-0.022749594320888366,-0.01875043693667915,-0.015978716504660637,-0.028036647284218424,-0.02732220038925962,-0.016003744562523733,-0.024402751777863035,-0.020220414491566738,-0.01890083483325689,-0.023599797650713017,-0.022921711999369383,-0.003181043246028613,-0.022525062908107546,-0.021406151644606797,-0.01817689323042028,-0.02324362742243067,-0.02380291947084364,-0.020824634814793894,-0.01913560359756373,-0.02075499007419332,-0.020083481804853358,-0.016026882205484067,-0.016173309829194946,-0.02094714994919387,-0.02528568973619453,-0.01961747221614877,-0.017688144140609256,-0.022246178522770402,-0.02619147031808425,-0.022375419434171297,-0.024819938489593112,-0.024807415883378623,-0.022450766642332882,-0.021391386070075378,-0.023005839014129306,-0.020955572241444998,-0.019497369881865526,-0.021477082223504564,-0.025940022413901562,-0.02133895010456687,-0.021386191513549115,-0.026161047352787615,-0.022099096996843835,-0.01193772683297364,-0.019040658158570853,-0.025003125239068284,-0.02186609418276181,-0.004718405341262731,-0.01603566190655723,-0.01849607705839012,-0.016165812693624375
H182Fg43,-0.0181263856390353,-0.016622344025355,-0.020658475277016676,-0.016179837718163496,-0.019235905887090458,-0.00454304168916194,-0.021702897421390786,-0.01977326083195943,-0.029824928661079334,-0.015444874902923188,-0.027125610041397748,-0.022284729624233886,-0.037204702554946976,-0.039912397480045,-0.01340859640784843,-0.011627816049866126,-0.016102080856107735,-0.02095094010542924,-0.014725804878523296,-0.02274959432088836,-0.023888449652429183,-0.0024245152926936735,-0.026900110324992354,-0.026994453252243825,-0.002674732482444492,-0.020290324802501387,-0.0034218395076899694,-0.01890083483325691,-0.019759799091691947,-0.02256504263329229,-0.014993027601127928,-0.002817995356929967,-0.02154906959369454,-0.004497661992054772,-0.023160103533959895,-0.012613432480072979,-0.023313403877568566,-0.013224694515375005,-0.01566151932910942,-0.019484445532506812,-0.01535973385416326,-0.015916874253686715,6.31714492917773e-4,-0.01761481394907441,-0.016823791129139027,-0.016742559496176722,-0.019369851726596905,-0.026124616490759776,-0.021950883506596578,-0.018698379123362828,-0.022617255762484474,-0.01695594982483414,-0.01607095853220938,-0.01273338214030357,-0.011553537835290647,-0.02009586177168215,0.007407602513221027,-0.0223562656761,-0.018787016041550125,-0.023285884127909353,-0.020155696592362108,-0.020735475036251626,-0.007971382910178355,-0.01774126073377448,-0.019901728798723085,-0.01998030779411715,-0.01889389394483283,-0.016035661906557235,-0.013596570089970634,-0.05424644693682059
H182Fg45,-0.005462524398824005,-0.016622344025355,-0.008732572119578244,-0.011121225707510857,-0.009819310374051066,-0.014537016143194113,-0.008096783438064184,-0.0043810953280530324,-0.019731377681007193,-0.01913635235901655,-0.016246856943087855,-0.02113205569016863,-0.03398186274172233,-0.03015090602781096,7.335605970529323e-4,-0.01283716913606142,-0.009756065056412007,-0.008515622022848297,-0.006766394829568788,0.0035381851903311585,-0.019795647409881132,-0.014829773025614838,-0.006101567980590106,-0.02032431229604013,-0.0037324857841960148,-0.0029354713112615892,-0.012511194857379114,-0.004419824747815032,-0.009472860707206546,-0.003387718304278497,0.003452155800687001,0.0036583914844749367,0.00634657606537958,-0.001982293918081109,-0.01350175052669151,8.515697225002305e-5,0.009112512089777411,-0.006272183624607844,-0.009622430753426425,0.004032157496907762,0.01013792602258792,-4.795231895493801e-4,0.0036487636128904395,-0.013384898344832323,-0.011273216303488869,-0.014041247156726278,0.0038958679552371657,5.234639946535269e-4,0.002317101746195905,-0.0029342874356082203,-0.008519645072490298,-0.0033647141772766556,0.0068031300198255025,0.005436075609619147,-0.0015843153038769102,0.005752605754826243,-0.00260236554558703,0.0012059846049541736,0.006227508574912456,-0.006041693485024783,-0.006521653519991939,0.016030812907242356,0.010687111317702466,-0.016530285330628988,-4.977922068927188e-4,-2.1435307703404684e-4,0.0014950175193481565,0.022543412220905754,0.9820325989558517,-0.011116975424521336
H182Fg46,-0.0181263856390353,-0.016622344025354997,-0.013256040609207384,-0.016362647092978893,-0.013280159365659705,-0.018450546508491386,-0.00860439869028463,-0.02010480499037733,-0.02974656936391304,-0.023793822952576163,-0.02857930329806015,-0.02206550130685856,-0.03814090044695639,-0.03928849210220602,-0.016210131409239915,-0.015303275431446783,-0.02089417530596066,0.002283974615260632,-0.01471583835092752,-0.018518783750656458,-0.02175898460502594,-0.015439175368997894,-0.028218845006866864,-0.025366382927126428,-0.016003744562523712,-0.018781075622760456,-0.020220414491566727,-0.012378720945286517,-0.023139190316490234,-0.020775487913834944,-0.019373213857578536,-0.019541094897871644,-0.02182329100976499,-0.009325054629252344,-0.02118866239232992,-0.020115077529269658,-0.021187324825445344,-0.022921084257337607,-0.012321298264246706,-0.014620939839255444,-0.019597440341726072,-0.01065317014208231,-0.018385453896871493,-0.014681941357242814,-0.017536985860231273,-0.02092380322047591,-0.017006307967414782,-0.02502872323285745,-0.02209630243622474,-0.022148228186667698,-0.020551979688693614,-0.02032748095587068,-0.022248175018299846,-0.018821284226634077,-0.020735038981065115,-0.022703355176831638,-0.02394961185331227,-0.02197001881635865,-0.023474681232917825,-0.023285884127909353,-0.02632695963498777,-0.021388574779322975,-0.016008990715266336,-0.01989028400003286,-0.019306759079461642,-0.022465699857380016,-0.01518868161559222,-0.016035661906557228,-0.017323421628367024,-0.036898475501572076
