sample,ME_violet,ME_lightgreen,ME_steelblue,ME_darkgrey,ME_orange,ME_greenyellow,ME_royalblue,ME_midnightblue,ME_salmon,ME_red,ME_green,ME_yellow,ME_blue,ME_brown,ME_turquoise,ME_pink,ME_tan,ME_lightyellow,ME_magenta,ME_black,ME_darkolivegreen,ME_darkgreen,ME_grey60,ME_darkmagenta,ME_darkturquoise,ME_white,ME_darkorange,ME_darkred,ME_saddlebrown,ME_purple,ME_skyblue
S183Fg05,-0.041754302474887345,-0.048229995073582166,-0.04469939124212905,-0.04152317422996041,-0.05075819858979266,-0.0428173025441808,-0.04258492048391426,-0.051156580037368365,-0.04368511412770135,-0.03961871154281857,-0.052021134077761474,-0.05678245940366893,-0.0513753494213917,-0.053900491467176084,-0.05198240618980133,-0.05260834248556549,-0.04214487535863021,-0.048411913348691764,-0.04746350669012462,-0.03866135475238341,0.9805198678029876,0.002716732583719034,-0.03588698901022394,-0.05523937206693609,-0.018254012088950448,0.00370193097468999,-0.04735104782345204,-0.03799270211316509,-0.043447851763736695,-0.03750675783639616,-0.034251918253006865
S183Fg07,-7.768403075961779e-4,-0.017340606126117396,-0.02613937921234167,-0.02779504539349186,-0.026859268509129647,-0.02651840269438727,-0.034784023142079463,-0.03404290871500078,-0.042007239608086985,-0.03358265446569816,-0.04495497334080513,-0.04535231084742406,-0.04253972976420382,-0.04502234235072167,-0.03825827012380686,-0.04298257726175442,-0.04152269606517121,-0.03488963631010643,-0.039011325236558696,-0.03600874568690866,-0.021149113775523677,0.977743985719293,-0.006406874576296528,-0.043038113006041545,-0.018183582033033132,-0.03151855122960235,-0.0404478443073774,-0.030839120979009288,-0.005891418109417253,-0.03037691519409556,-0.03043351158113628
S183Fg08,-0.03319847594998893,-0.005746132546564877,-0.03195026085819434,-0.030613126155780802,-0.027879864122945047,-0.018283889286820836,-0.026173577327293047,-0.02483658541904347,-0.02898841129961044,-0.02806480851812023,-0.025240473115973237,-0.033123723651607234,-0.026256736010646244,-0.042167328403398804,-0.03596084463193281,-0.03632525012335158,-0.034552464287530955,-0.028719084419209867,-0.03244087571670471,-0.03310580351087373,-0.030494947565852398,-0.015453756816701832,0.9815731417639371,-0.029799335309993586,-0.016941823844981035,-0.025879629663381094,-0.008050067669139549,-0.020510915725208655,-0.035171146889085965,0.0019612606737751596,-0.023682765442775755
S183Fg10,-0.0315372030258082,-0.0354151611283785,-0.04843412316239226,-0.035693169672201465,-0.033274192540802564,-0.03641794109138415,-0.04152325149081989,-0.045864616132777675,-0.05250899398836096,-0.0394155602394105,-0.051440824955556935,-0.05017771878517113,-0.04304093810501094,-0.05013325364388283,-0.04831220530826971,-0.05213444488550139,-0.042322930071900654,-0.0417462587430643,-0.04118250386166412,-0.0369725927177309,-0.038648543140132954,-0.04042544786384319,-0.029827825237947272,-0.03831871872145909,-0.007299046661729312,-0.025586304250878128,-0.015427104720060768,-0.022645424790626336,0.9817680213272819,-0.014319504889972422,-0.012837408961232047
S183Fg20,-0.02709310187186501,-0.03417371323902213,-0.02460858208203239,-0.026284817699254153,-0.028566799783791872,-0.038901988976425494,-0.03501754922430464,-0.027856648273199426,-0.040088104343945045,-0.030776548520564967,-0.029610879796142842,-0.04165188046629167,-0.03714651578765432,-0.04208984107425649,-0.032584772273647866,-0.04295554985794177,-0.036280782756639395,-0.026757900620164646,-0.023850615029815714,-0.03436751152101212,-0.02089787790729366,-0.015645171918384784,-0.016087514290836196,-0.0015594072977179606,0.9826456611809246,0.015886511397893148,-0.033639840746227674,-0.016969114533931257,-0.03789369887332826,-0.019754798022044433,-0.015284401003455296
S183Fg23,-0.03042206212182958,-0.028419640940707234,-0.023483067031269848,-0.007456091422685104,-0.03587659593228393,-0.027503220785970197,-0.040654833163731724,-0.0448456550092664,-0.029085090101562672,-0.02717282549829286,-0.04293748924722321,-0.048288821540558954,-0.040287319427699524,-0.040044156893323773,-0.0350520435995088,-0.04500909513802604,-0.02866484734830423,-0.03487599633451137,-0.04137470827065033,-0.02007242795735355,-0.023980934893409373,-0.013448782996394506,-0.017790827650756257,-0.014209545506534946,-0.010432914515352752,0.9830084740086714,-0.01548350941493313,0.00962915189303475,-0.015644527978509532,-0.008639805996640966,-0.014063202405373896
S183Fg25,-0.04590980849245374,-0.06692150769341057,-0.0509273631769754,-0.04964421655129257,-0.055699288228797515,-0.060282379696433526,-0.049769009687592146,-0.0640767076488609,-0.056249011672239585,-0.052065117768818295,-0.06401491441394817,-0.06792606025449666,-0.06068427170915399,-0.061205650152211764,-0.06180505370594624,-0.06193184266140607,-0.047439841422591486,-0.059479184832219624,-0.054939028402126486,-0.04588087221498993,-0.042725340927273245,-0.05819408588118056,-0.05344416671308172,-0.0455834981130899,-0.04845974121774888,-0.03430593157332834,-0.058539999556126834,-0.05633369022505075,-0.04774567049972067,-0.05297353201741956,-0.03485222713435725
S183Fg27,-0.03753915508371237,-0.05228351879596072,-0.04628137936449509,-0.0362218407154127,-0.04874709890433651,-0.04222421494564955,-0.04311765737243441,-0.04737343341912383,-0.052073883339193196,-0.04758242719867909,-0.04859714523782626,-0.05789343739390945,-0.05084921907724634,-0.052790933677276976,-0.0487128894636441,-0.05800604804931366,-0.042663506038318755,-0.05413629519681444,-0.04473341080788912,-0.036926746068263724,-0.042725340927273245,-0.03600720968593316,-0.031191841989740905,-0.06123225099709683,-0.03021606598378595,-0.024591648228998498,0.9797550739184734,-0.04279850295063305,-0.008518758054094815,-0.0435266524989105,-0.03125814766725303
S183Fg28,-0.032985751840950435,-0.05429265823225366,-0.05165773842204202,-0.02838979720811349,-0.04979611761726287,-0.04272709166437246,-0.044704867520923224,-0.05863214570083136,-0.05404038877303403,-0.04574539062941744,-0.05726074328378933,-0.05890920084927487,-0.05840412024811695,-0.054963119779676425,-0.05445229844082922,-0.05896563921139689,-0.044375963202178306,-0.05131215902506079,-0.046079668463955566,-0.04411885802944657,-0.035584713165654765,-0.04856154123756513,-0.03758906418105149,0.9734149382665801,-0.03354647900172107,-0.021598930158033405,-0.0359177503308486,-0.040444127852671256,-0.03171716614503107,-0.047537692487864464,-0.03521738632679417
S183Fg29,-0.031084299937321966,-0.02975357359403473,-0.02178493577569538,-0.03630077386280419,-0.03213381505895907,-0.025194880431480226,-0.032399954803002784,-0.03156701547966256,-0.03143675311790249,-0.03676865050468765,-0.04064808848799758,-0.04636798817276363,-0.03909932274493939,-0.04102740735906048,-0.03758018787783906,-0.048222353928590624,-0.03273952004912647,-0.048525790505207354,-0.040624517010609616,-0.02434270044026775,-0.042725340927273245,-0.030462750731048024,-0.04333200489002302,-0.011613745554301341,-0.04305923868834443,-0.021255097863200963,-0.02210951123826514,0.979489353510551,-0.013333171625076776,-0.005543549078924835,-0.022860416636354877
S183Fg36,-0.0469095371808676,-0.06915884767863995,-0.05465135467908175,-0.04784762618840805,-0.0507352242666506,-0.06280106133763741,-0.04948360754113535,-0.0664150243213091,-0.0579975547095389,-0.049520853947954,-0.06255976980558632,-0.06751361816700212,-0.06543748793186481,-0.06191030869955998,-0.0640941286298976,-0.06436784697375282,-0.04886840507301551,-0.059311156394938114,-0.0554713940537472,-0.047313564974378775,-0.042725340927273245,-0.05689467344946099,-0.05543924251761871,-0.06537415944929013,-0.05077773289374032,-0.03783137847325016,-0.05990556865600936,-0.05518819691444563,-0.05255628085224405,-0.057555693567113334,-0.04277805511620663
S183Fg39,-0.04419806488931408,-0.02828911216872917,-0.006970078854479616,-0.03770900509956112,-0.02797570866379899,0.9781368605213585,-0.03733338173858435,-0.020087410837727724,-0.03733514572210056,-0.029889352121372864,-0.036295850912466024,-0.02207613871577145,-0.02842003897340475,-0.03957993025569759,-0.022266787119722027,-0.045837990043011444,-0.033145792519615726,-0.04057821576562348,-0.037322928311657844,-0.03107775749617647,-0.029542188765974677,-0.029956739361197936,-0.01930654636627721,-0.054362744295898165,-0.03198582657442604,-0.03535849884427493,-0.015186732684871447,-0.03951916145474337,-0.04216432569203522,-0.01990419312486286,-0.02484802600462668
S183Fg42,-0.05037464775896545,0.9776797395824198,-0.01069992280828007,-0.040739935823288005,-0.05492762849845466,-0.037127963724799554,-0.03410259628549521,-0.03675543899318153,-0.03877059845934599,-0.036387061155990115,-0.04217452682424178,-0.043785536716376854,-0.040308437630693805,-0.0340671148829357,-0.03691333090277047,-0.045552927074879616,-0.039239703527337404,-0.04392082029461218,-0.0406900089802099,-0.04182924687741351,-0.038648543140132954,-0.04584162861248763,-0.026555401390975543,-0.039239100006692576,-0.026906398359723516,-0.039263715217580604,-0.01484265726398647,-0.0360533805986596,-0.030954102151768238,-0.012760403800510935,-0.03080102515003491
S183Fg44,0.9812409106749164,-0.02585663698840845,-0.032993055826396785,-0.03589797283183116,-0.047264364334559626,-0.03753734281734234,-0.04542051376756278,-0.058904715066363904,-0.04971508140978037,-0.0462107662603124,-0.05324109569877331,-0.0546142557460351,-0.050422191368777416,-0.05292220437334298,-0.05110883366865119,-0.05756758065693107,-0.04518945748253605,-0.05479139074649365,-0.04865252539911669,-0.038930607918541256,-0.030482484297606385,-0.05114661348193562,-0.041738593001783966,-0.049179590660009,-0.05197058753984629,-0.03330220613842296,-0.035024455264670754,-0.04801063242362864,-0.04197829250630764,-0.039517259994561765,-0.03209053885029577
S183Fg45,-0.02792136052996256,-0.021506170841758775,0.9812653002510162,-0.042730955154466024,-0.047628012245709936,-0.03764544899510096,-0.03918786849486053,-0.04480716906343021,-0.04752111892026166,-0.04353663637177585,-0.0528360797499768,-0.056703957982654964,-0.04851682050363225,-0.04640751192614762,-0.04943943887465603,-0.05580575530813023,-0.04498338653992984,-0.04704291610345049,-0.033339569390743534,-0.033717326024137524,-0.042725340927273245,-0.04640650711886282,-0.03431199340596965,-0.060980941638921954,-0.04704470003699455,-0.01869732959586594,-0.023856479533631944,-0.03712515420609661,-0.048230193581639325,-0.030056617434107237,-0.038869115106127144
