sample,ME_saddlebrown,ME_steelblue,ME_violet,ME_yellowgreen,ME_darkolivegreen,ME_paleturquoise,ME_darkmagenta,ME_lightcyan,ME_lightyellow,ME_skyblue3,ME_darkorange,ME_orange,ME_white,ME_sienna3,ME_royalblue,ME_salmon,ME_midnightblue,ME_grey60,ME_skyblue,ME_lightgreen,ME_darkturquoise,ME_tan,ME_darkgreen,ME_magenta,ME_cyan,ME_purple,ME_black,ME_yellow,ME_green,ME_darkgrey,ME_turquoise,ME_blue,ME_brown,ME_greenyellow,ME_red,ME_grey
H173Fg30,-0.02106687676536141,-0.030800788587422176,-0.010648082609212208,0.03767290715162227,-0.025838639400116246,-0.00879175148680107,-0.01473242497707927,-9.474773419206671e-4,-0.024361535798883522,-0.029828736835346256,0.0066091432601317664,-0.015625164001531078,-0.012087862176393736,-0.007450863955366508,-0.008727951262205316,0.032468864988676814,-0.003071694980005883,-0.004222234135326759,-0.025942250043496422,-0.0040653506770363486,0.006697521431996216,-0.007488413454599919,-0.022317753047365746,-0.0015355430146635053,-0.010680166984551239,0.9811558157282358,0.0010788306594917312,-0.0069551300179765295,0.0039908644837923736,0.026078842858220964,0.018285771898814477,-0.002503786563590753,0.02554448759931657,-0.005848183066780803,0.005286328944996453,-0.028435354647776575
H173Fg32,-0.03604799282301064,-0.03116529428103618,-0.03240346559469508,-0.029051977420940775,-0.0320487879212745,-0.03872357594441236,-0.047552104881490656,-0.028979432198971932,-0.0196128441683452,-0.04235239998090359,0.979556308426126,-0.017830798505677852,-0.046429719385859,-0.03453099706557751,-0.02716473668640545,-0.02734789784555009,-0.04409094317945017,-0.04164580759383284,-0.031364558772677416,-0.03845452792500374,-0.03145636903850767,-0.038446343095872026,-0.03701049891935869,-0.030804485571261506,-0.03683699275595121,-0.03586113115337998,-0.03645612414455584,-0.041812875442924544,-0.030062246593976757,-0.043205876154604035,-0.042858940424570384,-0.032700807835718416,-0.04202437183027065,-0.03868868849606019,-0.03660088607151157,-0.028435354647776568
H173Fg36,-0.021473528019170157,-0.02445646522161975,-0.013554223667757085,-0.03966365210646098,-0.03479793470541174,-0.024142224545751323,-0.023486820059283795,-0.02114088559418328,-0.003447138562333894,-0.010071074771966532,-0.016692872142821735,-0.03192956166071067,-0.028703309660496792,-0.03487734964047176,-0.021521178267017313,-0.030961126701281268,-0.028923981735940834,-0.038480669637737955,-0.019712473418197665,-0.03145215607533355,-0.02257474358428558,-0.023779365384438363,0.9838227627156144,-0.018056197238085343,-0.01606766444508799,-0.014530118860537171,-0.029355881498942575,-0.030750891735852683,-0.035830009424888724,-0.011554687551053698,-0.024395514553194386,-0.027013680291095802,-0.029919690787913147,-0.034927270173468465,-0.023142763300174014,-0.028435354647776575
H173Fg37,-0.02552682721583532,-0.01666868998429669,0.9851078111369804,-0.04431924457987259,-0.022469446562636018,-0.03677908642244068,-0.030680703051258012,-0.042458018228825056,-0.028767310545767165,-0.047679183749327905,-0.04616262133817315,-0.0331649643885121,-0.049842355375704375,-0.02145437875547506,-0.04268062685374289,-0.049267525824818116,-0.03530796886594494,-0.02973403271617607,-0.03672064263851014,-0.03351276915115213,-0.035058282228443,-0.032516446778426016,-0.03458220318282352,-0.03564057629347319,-0.03682633914848655,-0.035487260875411465,-0.044576245907102435,-0.04977714090560275,-0.05258137526771453,-0.05155400009924618,-0.04782199400385082,-0.042222149995156555,-0.041419135180351445,-0.04422139582849033,-0.030747145219557546,-0.022344787590325616
H173Fg38,-0.018337987004550173,-0.0262591561702056,-0.033884065697271384,-0.04559228403755665,-0.03553434657291686,-0.04514624911961009,-0.04031787768737678,-0.037136908405624953,-0.029158314483325568,-0.044093440378620105,-0.035104083205120255,-0.04048767349346087,-0.0468653649274003,-0.02754565910449496,-0.04513510300113541,-0.03782807254308524,-0.043890351759581864,-0.039665590165634555,-0.03129806735910373,-0.036505833913700464,0.979895506754278,-0.026945757643036305,-0.024410182152056623,-0.026593480075364658,-0.04316222328319588,-0.033834271543404265,-0.03320090264842551,-0.039803551790941465,-0.018627480576477014,-0.04632638265728866,-0.035057782610258076,-0.04007636221415132,-0.03697591078634624,-0.04468585351104069,-0.03479217253737472,-0.028435354647776575
H173Fg40,-0.02789049360029402,-0.014275260802068852,0.006549711743139086,0.0014947365839185294,-0.024482238751825796,-0.03532766852021053,-0.02326977432777947,-0.02811423916278884,-0.02818008235240056,-0.008245544548603104,-0.027587622898753942,-0.017576356110121264,-0.025288517786172707,-0.02162142181184039,-0.01928336228246256,-0.0028712433552929213,-0.022545565808102384,-0.01746063710178356,-0.009883440116602835,-0.03304474677650123,-0.00938621763304108,-0.024116005557292874,-0.02149025745864357,-0.029162058274490366,-0.025503126328404797,-0.011727650762720455,-0.011949817732937308,0.004591778440397702,0.966857688363909,-0.007684658912275317,0.010718843387886371,0.0033268962526143576,-0.014552228926114281,-0.011565631380183534,-0.025487314490756054,-0.02843535464777659
H173Fg42,-0.02619914504122455,-0.022073921750862133,-0.031663165543406924,-0.04023409590862382,-0.021911070512534166,-0.01820015541156586,-0.047552104881490656,-0.037371374615976935,-0.027078639783532293,-0.03576537285257904,-0.006068811725508284,0.9836716385811323,-0.0324989377862396,-0.00944433126067569,-0.03087027487944967,-0.02934680111776117,-0.03557541669852648,-0.03193734033803596,-0.03330798054852336,-0.030213965708628485,-0.039584214252865846,-0.03749477571389823,-0.011203917782815785,-0.03179050589688496,-0.03342296855130241,-0.03164444129480864,-0.03856414691610641,-0.04498637478590991,-0.0357893240093811,-0.038742415742326994,-0.043583116783091444,-0.03410905834513484,-0.04152085745322063,-0.03835419153828165,-0.03282127049298228,-0.028435354647776575
H173Fg43,-4.254978991640795e-4,0.015222104171190385,-0.023036792983839927,0.0025761224006526167,-0.03553434657291686,0.040965478282625103,3.6151319521967966e-4,-0.0011806348085462636,-0.011787161607941446,0.05993893280765535,0.04008755334000095,0.01185695316914276,0.03885179489122703,-0.02094925035339906,-0.007511625116663222,0.020531507455544763,0.018545880466490805,0.0136349690451373,0.022096161131964925,-0.010668881772328739,-0.0033937352812687914,0.003491735539153675,0.0030541320500996425,6.651788869878282e-4,0.025819408275218406,0.011264939806085386,0.03165751359384438,0.04794927476547335,0.053780867688207314,0.019461229089943105,0.04729632616601016,0.04613136766261402,0.9697348706110067,0.0324958122465494,0.0072251832252548005,-6.011659690749119e-4
H173Fg45,-0.035019022741623475,-0.033004454785605424,-0.03248886387392329,-0.025537530894325963,-0.02205223466112872,-0.036726496002784055,-0.004063241770179601,-0.024929574321889577,-0.03137861867245606,-0.03130627040783847,-0.0077071582401815044,-0.01894691512659861,-0.016525883619167774,-0.008043586306368068,-0.024124577098001636,-0.023519431973377167,-0.01790673593198499,-0.006572031091650403,-0.01819238651973999,-0.014534266987628096,-0.02432833728067546,-0.008531530426856376,-0.021833975118886104,-0.01642251780941601,0.981501606553873,-0.011791959044635881,-0.02092821266846616,-0.01638672109472057,-0.026392252561610426,0.0042144523031766076,-0.011801189038342895,-0.020268558674169466,-0.0267756846348606,-0.031506451141773244,-0.02704490732329,-0.028435354647776575
H173Fg46,-0.007389062137878474,-0.016004711641151827,3.565538884714896e-4,0.01866891837611572,0.0035388930640130882,-4.827676822802418e-4,0.004566753657250404,0.005883923774450227,-0.01106375253614134,0.059492578714812845,-2.994900472512278e-4,-0.003915270824381628,9.45705119760646e-4,-0.01607553743712905,0.01991228827522844,0.048052073316031,0.015819827487637654,0.037702924266999255,0.04307049577804727,-0.011615422322188153,0.02517519757424384,0.012784523555883458,-0.0076021194991359765,0.007583268571163668,0.025254815863479087,0.01965532244210238,0.038590517304782905,0.08943922968637456,0.0864162564419399,0.15787093646996392,0.9689244009428375,0.036375378454074285,0.0875231457700632,0.03468575194280626,0.008579263628186342,-0.028435354647776575
S173Fg02,-0.03338098290789326,-0.028139369257819877,-0.02821731523071994,-0.04676822926512766,-0.03553434657291686,-0.01990359853114468,-0.02994715704166066,-0.03095940895646547,-0.029883441228937435,-0.026810748646601268,-0.03873688565531413,-0.015417420026787896,-0.03668793280647451,-0.040220688387885194,-0.038391643524793836,-0.03989140599592363,0.9813231172762009,-0.03153666540941697,-0.04039484411812633,-0.02794494992836833,-0.04514623523013395,-0.035589929128662275,-0.04114133747574423,-0.029596151142419726,-0.03336255968474775,-0.038895624107485045,-0.034929172229929646,4.168570106297959e-5,-0.03937375446707504,-0.044438350248799906,-0.038934255160468695,-0.0351002849284242,-0.04137973768068618,-0.015696051529500574,-0.03519949329310945,-0.02234478759032562
S173Fg03,-0.025243891519615962,-0.01956539862619063,-0.015896967377383258,-0.02638956694973208,-0.0306343202857856,-0.031032178440197334,-0.041105818882919164,-0.022813672570480784,-0.026936043751090627,-0.035887438206644764,-0.033402798762002237,-0.03042253823191643,-0.02126675429068911,-0.0285830431541989,-0.033066678111872014,-0.04496449258013283,-0.0016931050814527338,-0.02947567338421483,-0.022669958697922356,-0.03664735975106266,-0.034473089686551446,-0.022258757089373506,-0.02174681935925353,-0.025622033170040803,-0.02960102422206034,-0.01917198510394604,-0.021147808543653845,0.9687285537369228,-0.007142955434974625,-0.005468497581470918,0.013266988212620222,-0.004390352176021888,-0.012554007286809868,-0.020676704754708453,-0.010789824522445354,-0.028435354647776575
S173Fg04,-0.01609746205529325,-0.025044283251532212,-0.03238310672373927,-0.04023409590862382,-0.03553434657291686,-0.030366097143288254,-0.030497114336534733,-0.03783738633930034,-0.030344834826889294,-0.019142517251597373,-0.03562087548579937,-0.042557646264850306,-0.04105240044900447,-0.040220688387885194,-0.042650141094347685,-0.05177422291453931,-0.045126771547126986,-0.03237973604018829,-0.043851088099684604,-0.038611560100365316,-0.03727785845436219,-0.03674739808938874,-0.038913150952941906,-0.03524811138698855,-0.04158759536352927,-0.04310172378376399,-0.040878990957855556,-0.04981842607744469,-0.053329935026444474,-0.05102836700741207,-0.05273897417828752,-0.04552568870161307,-0.04815003102784128,-0.046902222080183305,-0.03671723177900339,-0.010163653475423706
S173Fg05,-0.036846964495216634,-0.02358401813638207,-0.03375794967613155,-0.038625505568449334,-0.02159211196634746,-0.042047166107371324,-0.045354620039512905,-0.04631313287875087,-0.03763286215434264,-0.04983800713267372,-0.04770856677876685,-0.03509143112325553,-0.049842355375704375,-0.03993018663062238,-0.04767796323484172,-0.05622713817769254,-0.04599025049196915,-0.04568382527151966,-0.04187607796902794,-0.03521020361645994,-0.047421163570137086,-0.04099551383378591,-0.03955240173926657,-0.043062174202252126,-0.043556847976202885,-0.0491877194620695,-0.04976432295668716,-0.0591922804239662,-0.058859817477611445,-0.05812712504713783,-0.057514530829572814,-0.05117445755044781,-0.04989215594054786,-0.05106760565953662,-0.03918313952132681,-0.028435354647776575
S173Fg06,-0.007688246202699658,-0.024987910788458526,-0.005950704635340016,0.007284008904879751,-0.00979053322964334,0.00817533594818509,-0.02266051795891014,0.007400311084953174,-0.01607185540192917,-0.01374827311696626,0.004517114403148468,-0.01615502170201176,0.0020884034919402142,-0.018386298361738343,0.011119315649241273,-0.010512244558748638,-8.1453672226298e-4,0.014426322383908672,0.025934883717549644,0.03373921441432161,-0.0021602102537298276,-0.007663183832615073,-0.011794324748170633,-0.012062355584804781,-0.0071503953661011576,0.002298024393435932,0.019698555010697068,0.005626216057926674,-0.007863777752874416,-0.018479331451461693,0.009811639110613186,0.005549009593765796,0.0446239904662339,0.029098747364545294,0.9834211695727877,-0.020170651263807016
S173Fg07,-0.036846964495216634,-0.03302634472063353,-0.032574262153151505,-0.04676822926512766,-0.03553434657291686,-0.04514624911961009,-0.04240700126602078,-0.04644814617605213,-0.03662149807620017,0.9761123749404295,-0.043740031245300494,-0.042557646264850306,-0.036333730530069955,-0.03838659545876297,-0.04549135682521686,-0.05479535526001295,-0.04684982692421421,-0.04568382527151966,-0.04816188211707665,-0.044375745823746204,-0.04565587606064074,-0.03981556852954274,-0.0421767130399198,-0.042876425504466964,-0.03084443989590786,-0.047826750704773664,-0.043208630092454084,-0.050846261770166094,-0.05304866292485869,-0.054051574296773874,-0.05442554437138129,-0.04802512370107803,-0.04945853929409065,-0.0432946853714508,-0.03548619909714778,-0.028435354647776575
S173Fg08,-0.02687410007728766,-0.03302634472063353,-0.025407058248217755,-0.04676822926512766,-0.03553434657291686,-0.04514624911961009,-0.047552104881490656,-0.045526753492293265,-0.03763286215434264,-0.05098160125709925,-0.04523797442842586,-0.042557646264850306,-0.04987588126086859,-0.040220688387885194,-0.04883945893033245,-0.05412485331992215,-0.047081024587625156,-0.04568382527151966,-0.03752924464797945,-0.04058458795606042,-0.04882186947180415,-0.042882531109378334,-0.033996970936654325,-0.03958272793924385,-0.04632577625630906,-0.04914550383942083,-0.050911001761915126,-0.05946053009240684,-0.0603570245622958,-0.05966790850735636,-0.057776502795062426,-0.05168720055215418,-0.0532084559206268,-0.05200615268411048,-0.03819866396155912,-0.03243800170309464
S173Fg10,-0.007210779503433256,-0.020452249754999506,-0.0016090331580081308,-0.013039233777173797,6.941256012335543e-4,0.01825926347472875,0.026212348112850396,0.005099268028012897,-0.025461773457769035,-0.024030699851098423,-0.0297765984950907,-0.020360698323382078,0.007159615202741409,-0.029235891769903027,-2.888438118107486e-4,-0.001328303011781484,0.014626904490256065,0.0029200545455207263,-0.0036792990075482906,-0.004147317531755019,-0.011255137269757208,-0.006854644232757971,-0.021294835805487602,-0.010264657817354042,-0.027609125885336077,-0.013956138817431529,0.9775326411998253,0.02290039954261312,0.034741521263132125,-0.011078647115660572,0.02071056819520428,0.012161333351482439,0.01902315985092352,0.006417764939899814,0.006380982826770613,-0.028435354647776575
S173Fg18,-0.026199145041224555,-0.024934833576391664,-0.02766981489240288,-0.02651540874543182,0.9855535698251795,-0.012584997893702517,-0.00752998836241755,-0.03213623011688661,-0.030715758680848283,-0.04125433509866165,-0.026345819573443476,-0.02242319751201928,-0.03280141208853964,-0.03517233967938626,-0.04322867784894636,-0.051086221429469336,-0.030096910497439604,-0.027009593614970448,-0.022468248997328088,-0.03015288216606464,-0.03182180946859789,-0.02918389138916489,-0.03592585791717394,-0.03950673059297086,-0.03635998512193636,-0.04214653644054892,-0.03732606043497328,-0.04292202811268303,-0.04740291849322554,-0.052548471260964257,-0.047099458827696894,-0.037574698299973994,-0.043376071970774165,-0.03723422420027718,-0.034225712202567274,-0.028435354647776575
S173Fg20,-0.020432525341638804,-0.031989806695624914,-0.03377830854708737,-0.03753776345490664,-0.0182411120356354,-0.012615945011795299,-0.011469248812025483,-0.011489145116930654,-0.024062764484034757,-0.003993602174353052,-0.02880809938327933,-0.017185112766541256,-0.016160833747821957,-0.029803874363417214,-0.04045951837326015,-0.022286553951333932,-0.016307536455309694,-0.019077231386314095,-0.023694851621475818,0.9826037982469144,-0.016703291842962546,-0.0306346484606897,-0.021207023060396242,-0.02021080886699399,-0.011197629525221391,-0.03314119235958787,-0.005431962702465649,-0.0197649335788653,-0.022307760520116092,-0.037034115155689475,-0.025652969679815507,-0.02528929719203064,-0.016276792467011608,-0.003348049751293703,-0.026200763764702893,-0.028435354647776575
S173Fg23,-0.017377559564327877,-0.024845835479566897,-0.03367255139690334,-0.02507963296640673,-0.028170227897865656,-0.029919062842519294,0.9808907978447,-0.023622520684063092,-0.019907419941874407,-0.04898670554771269,-0.04762368692919885,-0.02638704324530232,-0.023968972842455864,-0.026828788790462958,-0.0336014938349736,-0.04971251997914295,-0.02695744469211651,-0.040297726669188766,-0.02965774861720451,-0.009372084284964822,-0.04383992607760178,-0.037820443689951945,-0.026498058792371743,-0.0375211979323474,-0.03908789117659432,-0.03941564124158406,-0.03355045147524974,-0.03948926596433898,-0.048641869533917234,-0.04982859017697017,-0.04791557232461597,-0.04299877371431884,-0.0418385869197317,-0.0240900495238627,-0.03304956427684802,-0.028435354647776575
S173Fg25,-0.032488826824518466,-0.032938784980521094,-0.032700378174291334,-0.030794994945840804,-0.02031152334432304,0.9810472400264639,-0.028381723213784807,-0.03520931809504332,-0.03446830346084592,-0.04639116192709869,-0.0443691559154355,-0.042557646264850306,-0.04380189706037788,-0.03808750028949299,-0.04027311137619723,-0.04226124986196583,-0.024006040645795732,-0.040775759205543424,-0.04227326609711178,-0.03332217384100297,-0.0360030844263442,-0.039620517447422274,-0.04143826668349609,-0.0356459341308128,-0.028727462053484414,-0.04176020455456023,-0.038687698239670075,-0.044416222539775604,-0.04702992544375759,-0.049562772200810686,-0.04807100581394503,-0.04068485681109277,-0.04832057662518418,-0.039863461207193876,-0.03618787898378387,-0.028435354647776575
S173Fg27,-0.03093373781784014,-0.0318880680991718,-0.026896722690013086,-0.04152119531255668,-0.03553434657291686,-0.041197310095092934,0.004456553697931236,0.9819635995641506,-0.02602060619738591,-0.029552089832058044,-0.030519602636604234,-0.03359115267908966,-0.03187927232633938,-0.035919414870687796,-0.04169935070739379,-0.0491156450622216,-0.028934381030738695,-0.0320626424141818,-0.026660808595613674,-0.0339870599809077,-0.03494856776049332,-0.03422190864580633,-0.037485494570616375,-0.02906356253296369,-0.036199893376070054,-0.03294899088721364,-0.030903068229331008,-0.025954582455426818,-0.04140870653980417,-0.050270423027253805,-0.0327977379926757,-0.026839276794576553,-0.03036484701926274,-0.01770754349074899,-0.023285220468289076,-0.028435354647776575
S173Fg28,-0.030325839792665586,-0.03302634472063353,-0.024121358441847138,-0.04676822926512766,-0.00954815597956321,-0.03713679935529712,-0.041611414569949115,-0.03678802193800303,-0.031397822976948216,-0.04743125046741966,-0.04793756310925293,-0.042557646264850306,-0.01977665825714984,-0.027267494050064175,-0.047785844217211625,-0.052546412509032914,-0.03646007655801971,-0.04464250964265921,-0.04766569121740251,-0.035414699645023966,-0.04709701947446013,-0.03529482221955629,-0.0414953076279647,-0.03201045174090413,-0.03812222723764661,-0.04241870753969443,-0.044643924740883474,-0.04975179230145269,-0.05519241802897951,-0.056686474284858825,-0.05203412281865702,-0.046068007048957284,-0.049024386943027506,-0.04832660383105415,-0.037638209540353976,0.9850825769639274
S173Fg29,-0.016452787015486785,-0.031212048740331743,-0.03289153360370358,-0.04245806447227104,-0.019000105737525207,-0.013273568408104779,-0.028890472149076613,-0.02734733675675571,-0.024556507155034317,-0.03823483343595876,-0.03674741538132602,-0.03913116730096857,-0.04216375438297755,-0.025595220843120298,-0.044212211420232905,-0.035258345615364554,-0.018390123114003343,-0.02840995803431398,-0.026486947722786012,-0.026265029731902166,-0.02767744289342979,-0.020331524420465943,-0.030683565890009666,-0.019813418479570327,-0.03045426082463736,-0.031075806508289085,-0.010628635079257443,-0.002664492729530681,-0.023909025157826266,-0.03374840597949803,-0.019882587239088173,-0.022837991925301407,-0.01809090150015973,0.9774706163259276,-0.021077113487004324,-0.016254220532874664
S173Fg36,0.9857875197804629,-0.02232011168860577,-0.0320658352731872,-0.022150162630254093,-0.027062915725225088,-0.025194553961033303,-0.02408020002151515,-0.03108922584402814,-0.035300827514741236,-0.03713858415494771,-0.039279232042921094,-0.03670974939591223,-0.024966682377595254,-0.0316181413534904,-0.022612229999305195,-0.039342885192608,-0.034896107008348304,-0.04035387481334763,-0.04707959713094771,-0.03596972605962701,-0.0396833288639652,-0.03018695211149462,-0.01780558946471814,-0.027111499670491764,-0.03288606489180856,-0.028558563783004164,-0.03387970444643481,-0.03895834250803577,-0.04342385666340029,-0.039452338510868414,-0.040750045526584844,-0.03883493818015912,-0.03193237322584458,-0.02590113727209409,-0.023388123154628335,-0.02234478759032562
