sample,ME_sienna3,ME_paleturquoise,ME_steelblue,ME_saddlebrown,ME_violet,ME_orange,ME_royalblue,ME_darkgreen,ME_darkred,ME_midnightblue,ME_lightyellow,ME_purple,ME_lightcyan,ME_grey60,ME_black,ME_red,ME_cyan,ME_tan,ME_greenyellow,ME_salmon,ME_green,ME_turquoise,ME_yellow,ME_magenta,ME_pink,ME_blue,ME_brown,ME_darkmagenta,ME_yellowgreen,ME_skyblue,ME_darkolivegreen,ME_darkgrey,ME_white,ME_darkorange,ME_darkturquoise,ME_grey
S182Fg03,-0.02360331256888721,-0.013445119077166156,-0.019484871071066487,0.0028146155839993674,-0.00102715929012972,0.007320984274543868,-0.023135524203842316,-0.006319889579292297,0.012082359783055104,-0.012088307483240954,0.0050783734927066235,0.9768878794655672,-0.02321019102901104,0.0011585023932842607,0.026628427184873637,0.015400767192690583,-0.016015483171054647,-0.014088664981125541,-0.0022068611728723914,-0.0116167087867399,-0.010813301416567974,-0.008608190424831168,-0.016646189196345855,0.026243557012913428,-0.0014018428966123806,0.018210849148196755,-0.015216313572438148,-0.023629372198663116,-0.030896623233908817,-0.016103931426955518,-0.01108341239392788,-0.025610747301577603,-0.030607042735467646,-0.013197055262588634,-0.018705056495251105,-0.03474406417634367
S182Fg04,-0.05223389099708587,0.9818002580204803,-0.03415696357765836,-0.04503340311087544,-0.03837391155602943,-0.04892721519929888,-0.045434364547498635,-0.04209154097794517,-0.04516374832727284,-0.058212137510400504,-0.03877086484900916,-0.04377095074319757,-0.05595877991066179,-0.0498436729387259,-0.04193472614479255,-0.04999241018613819,-0.05757316202353449,-0.04788815100125702,-0.045438222860331993,-0.049616752544436864,-0.05519216677730642,-0.05689011925421929,-0.04941798507043652,-0.050846742655172354,-0.035126358011834405,-0.045215594801017986,-0.051078596427578345,-0.03379970778211435,-0.03273532638538573,-0.027927950161871717,-0.037619557038121886,-0.03162077066699468,-0.03474945592321029,-0.044240330765363926,-0.03440950923022529,-8.35411990711645e-4
S182Fg05,-0.0076630727404259445,-7.599064851702757e-4,-0.008004254918202457,-0.019226072802508216,4.924331579652867e-4,-0.01593591542125179,-0.005120842089195348,-0.011453089085773248,0.02890691570733058,-0.011404795666916837,-0.015901504537169476,4.1853523764293684e-4,-0.016431446981651558,-0.0019886005504629006,-0.008547533818301256,-0.008842624245926628,-0.0081051580743493,4.6238928169144383e-4,-0.0016731925748018908,-0.006824021209538772,-0.002494629686774754,0.009927724611349645,0.01035790811326318,0.012700469253104441,0.9794533716006812,0.04273345503740445,0.03609156746425629,-0.01037473892100914,-0.034780681143956695,-0.03326202460597739,-0.01889720683897723,-0.01639307030748221,0.01079505417759983,0.0034615911224850277,-0.01866989616241592,0.007272291154402367
S182Fg06,-0.02358741204183793,-0.03512023660507781,-0.02701349578372505,-0.04492578551219576,-0.03185849942678946,-0.02195424158097651,-0.013534233128074606,-0.025966429548992316,-0.028891817217055596,-0.041008536850374214,-0.001978649250810311,-0.02095386488324797,-0.042169499680987085,-0.031099540672045987,-0.011745480412222035,-0.02871037497588293,-0.027503389220324016,-0.012605667771361722,-0.035389231274219765,-0.01650469265842453,-0.03611904569239223,-0.022246461594095792,-0.03184828110930996,-0.02662485554506463,-0.021377774778503666,-0.02642041786345476,-0.03460649547337456,-0.024889761161199633,-0.03163902151235453,-0.0382982938929738,-0.02476282983693281,-0.03596762798316395,-0.02819463119710381,-0.013240102157190637,0.985228712681346,-0.03474406417634367
S182Fg07,-0.028731566356082528,-0.029912726725965403,-0.03893984355902728,-0.04279357579398932,-0.04903422353734758,-0.042764310206405504,-0.03845993060728789,-0.042538678322840286,0.9691883156119461,-0.04812265376758629,-0.04144994748444274,-0.03999135682591706,-0.042201589965061855,-0.04385996384450901,-0.0432134457250048,-0.0395382055855406,-0.04997951974926754,-0.04163780657854505,-0.04293899783945218,-0.04597916783646243,-0.04935252981802863,-0.04879472984890137,-0.04785753530748943,-0.04052734648950656,-0.04430569926371086,-0.0288821299245888,-0.04790139591022105,-0.03379970778211435,-0.045895049666296005,-0.036443597717330634,-0.035886979161145194,-0.039799253470506335,-0.03230171685562785,-0.047604614019359275,-0.03387797198467223,-0.03474406417634367
S182Fg08,-0.003153903493390776,0.022098306540121803,-2.3144887937364967e-4,0.022880608279952058,0.0016565026923721518,0.009837954741286075,-0.015054179621964436,0.007442355191960953,0.07195422069890832,0.012207648697168824,0.013130363063008181,0.01800848084213731,0.03753396160363291,0.025245780303173204,0.021191709761142034,0.014684368496002187,0.006195617837203766,0.008113424829497857,0.022400202302239478,0.011309531880835045,0.017330565519811474,0.03016478968936062,0.031666767768010605,0.02735997300126109,0.021940431078278328,0.971458669802148,0.1618479787468568,-0.020076418009543642,-0.004190410660114963,3.0380246785652846e-4,-0.018077923880950565,-0.024902305984293913,-0.02250346361830094,-0.023722066577713412,-0.016110641414345286,-0.03474406417634367
S182Fg10,-0.011037232700863901,-0.02800465370510877,-0.0036295018654651187,0.017355559692500123,-0.021009818734418786,0.0021181482833565004,-0.009505181659358044,-0.00878378153562034,0.011620289783486884,0.011453561492653554,-0.0193814354702238,-0.011951762484920235,0.0352454858718142,0.01675421377231996,-0.02075957536302281,-0.014871964438742367,0.011314293389016166,-0.009434302033207852,-0.004165630564022462,-0.008906166377558743,0.012837709410434613,0.016818397557212032,0.012602399478474887,0.01020602148639248,-0.006498554133682009,0.027423875099135284,0.9532488172394752,-0.025545634794896407,-0.023802904621130296,-0.03088802693933565,-0.026255362299354025,-0.03156094421035705,-0.026869037276696567,-0.016924549977175463,-0.02472990413829645,-0.021798410882943105
S182Fg18,-0.04304709855277097,-0.029981129440752635,-0.029588749033625687,-0.041996867166613806,-0.035034974171381836,-0.026523561039296418,-0.031063626743259753,-0.0292275317051801,-0.04081293363019674,-0.05399511246948611,-0.02652842758566031,-0.04074077500755548,-0.055301361090455234,-0.042330263620141424,-0.040370986849767886,-0.03916240906269475,-0.04775492040533946,-0.04469478341870529,-0.0385027208249159,-0.03791101533907725,-0.05134896265473739,-0.04920581299879247,-0.046254416115815246,-0.03617084110598968,-0.03484287081820516,-0.04257846659927093,-0.04868827670770244,-0.03379970778211435,-0.031551513323235095,-0.018699087562880412,0.9839202893908902,-0.019507648909016326,-0.033441313933678565,-0.02462162603706646,-0.02794891085014993,-0.030976436155717893
S182Fg20,-0.048628249133699196,-0.03217925362204014,-0.046620721004357046,-0.02844116156586318,-0.01689266290744611,-0.019553462755507615,-0.03409855326888474,-0.027276872813395348,-0.03075293326515394,-0.05192040401396479,-0.027687860224413413,-0.025653736737906534,-0.04935578488493007,-0.022630841230218926,-0.02841603613785053,-0.03029016202315193,-0.0349400762972757,-0.037250480257529806,-0.02677896774028691,-0.03792391561388689,-0.04386740238791804,-0.042137465776224736,-0.03820330166945727,-0.03956433728226891,-0.025088464775009266,-0.036172275045988814,-0.038871703000853734,-0.02386283911612076,-0.02958205945459723,0.9845965213690583,-0.00984793499523818,-0.008835319807165891,-0.01712478029160675,-0.02183878872333588,-0.009162197599420087,-0.011561252584817909
S182Fg23,-0.05296762991014542,-0.03863864262038706,-0.006423106041357964,-0.023265446792009408,-0.027050705050061387,-0.04541304672063981,-0.03689827629148924,-0.03438578478516407,-0.04304791160402453,-0.03942688811675723,-0.03448958653393747,-0.03979206383419045,-0.044636583407420764,-0.028218229547562507,-0.0308126950417074,-0.04524212164119157,-0.04187302870438194,-0.03978488989700847,-0.03185033914934204,-0.0352142139726033,-0.04976945211135251,-0.04623307950434185,-0.03984439477025304,-0.009178706164034234,-0.0375893161399924,-0.04774173638848221,-0.049755243226434744,-0.03379970778211435,-0.02415933038806361,-0.037763615822175294,-0.030202947768251994,-0.0360818458476649,-0.036995690088836415,0.9811661306889935,-0.030486026151979408,-0.03474406417634367
S182Fg25,-0.021562072563760075,-0.02731826303370847,-0.037922227684390936,-0.02269178811491315,-0.024758332396438508,-0.029676059054046692,-0.025403822529060212,-0.013366025971557841,7.928157171016822e-4,-0.011119373587520544,-0.012743728155593064,-0.011454675225678699,9.900503675032252e-4,5.587554244509485e-4,-0.029505942709941772,-0.023426123707456736,-0.013384412825397643,-0.01392397120912976,0.9778414234888104,-0.018895411863205286,-0.004007614049450279,-0.014627788686467939,-0.008880647878601995,0.008093274089582839,-0.02846457209621533,-1.679717316440407e-4,0.005610515487830065,-0.02629108959211198,-0.024624628980743274,-0.010008216533135375,-0.01979167047369787,-0.02732630851540007,-0.018275698677354794,-0.01952898217804411,-0.027559491102677084,-0.03474406417634367
S182Fg27,-0.03305863793708586,-0.023798179706061264,-0.031043180152842454,-0.03926218140739331,-0.033332695305865655,-0.020194940297028216,-0.027854584178780197,-0.03619510945929853,-0.041583800563820134,-0.04987766126972005,-0.018009781190118156,-0.03675096495265011,-0.046672760534427746,-0.030089907333077016,-0.03699806245814239,-0.03347036602031139,-0.04106126150983513,-0.03569829894669949,-0.01620132436566754,-0.036122276441653715,-0.042062680898330825,-0.041381360573076134,-0.04185752622821136,-0.03746324148053511,-0.03273478219557388,-0.039394379158341604,-0.039470957514384286,-0.03379970778211435,-0.021621824253847812,-0.016647062331423323,-0.003765154456405903,0.028370727323698493,0.9846602672968854,-0.009201982653269969,-0.004422664108648696,-0.03474406417634367
S182Fg28,-0.048632153074325724,-0.04482860734120237,-0.034839877976101274,-0.0410425940422416,-0.03232617733474774,-0.033248406296352305,-0.031387433629083264,-0.034070333420548424,-0.04103502228487299,-0.05100703245551,-0.029833955186553143,-0.04456194766927913,-0.056729536251984895,-0.04285072729538171,-0.041244332712818306,-0.045630380956334815,-0.049059525480609496,-0.05096085656027427,-0.0435082040283905,-0.038659516636368595,-0.055693237462359095,-0.05024589820599815,-0.0516906293145895,-0.0493622462532851,-0.03886924022979938,-0.047340154539233605,-0.057498383425031406,0.9850214063570417,-0.01423493110707637,-0.011342998957752102,-0.028229190887838686,-0.011795361738414438,-0.015538232625404288,-0.03672180392914163,-0.030059352766197985,-0.030428846411876816
S182Fg29,-0.003989467824900875,-0.02143537745533852,-0.03584163395316861,-0.009152848794486234,-0.0159187355871144,-0.009318026300432528,-0.004258089563019939,-1.5635250970289576e-4,0.020921592666546134,-0.0056487375221792365,-0.014592366832412038,0.007945338682598318,-0.003112292206566759,0.01008787096033478,-0.0012266408178880242,-0.006892947495631353,0.003922774338589433,-0.003106288940485644,0.013817082609645289,-0.006502970486372021,0.00793130516308658,0.013846626672495857,0.005103206464357091,0.9738552064957612,0.005021903130945044,0.015479600878028195,0.02232167153110053,-0.011596342060718464,-0.02461854507775372,-0.025385312088458505,-0.02059110171534238,-0.009610943038353009,-0.023669440166773074,0.014391857693986832,-0.0194663525034267,-0.017483193118476247
S182Fg36,-0.047030138104344005,-0.010096487048948154,-0.03417895610639911,-0.023305069818865782,-0.009953734274062875,-0.011394851327795595,-0.03117641639296737,0.9814119811477162,-0.038781715725886436,-0.03106175279517133,-0.0285561637502332,-0.03207218316236668,-0.030503379524477823,-0.030158046842465636,-0.028353118328615576,-0.02788771518810769,-0.027260350525678823,-0.029838214385771267,-0.028017629975488036,-0.035842497908399606,-0.025932933001894948,-0.03525658015908615,-0.025881022827373857,-0.013893903604471776,-0.03470937461872734,-0.03405544014130363,-0.03171202779458777,-0.03379970778211435,-0.032218553560209556,-0.020636123760968537,-0.037619557038121886,-0.013887231718623194,-0.02662897714550697,-0.02503255797708004,-0.03503770253801301,-0.03474406417634367
S182Fg39,-0.021128195797950656,-0.009631112972972025,-0.030004198424096313,-0.019159725960989082,-0.01841625955268007,-0.03120694387277151,-0.01294502574397504,0.0030700208389885675,-0.01753662133185191,-7.167886749194413e-4,-0.018810952172337973,-0.010382015286949433,-0.010499646386831438,-0.002697395873194474,0.9777022747777854,-0.0023999895638197118,-0.020278209056113765,0.0058911877862881205,-0.013716646254544088,-0.018655400228416944,-0.014771305727404262,-0.001093738906653251,-0.007168283733841292,-0.0064807578523608704,0.002676217466830976,0.006293090790751589,-0.017754092573662825,-0.03379970778211435,-0.005043926648682305,-0.03351877310796195,-0.029428228750838614,-0.029373776932985353,-0.02156537963823093,-9.980573459265547e-4,-0.02817544032398399,-0.027486590536156888
S182Fg42,-0.022703252200288362,-0.03654846849177529,-0.018423122583907024,-0.03715216199304506,-0.03523172624288182,-0.04546579150807357,-0.03721262688799582,-0.026790290720923,-0.024879094114593683,-0.02586213153990401,-0.03465219021800398,-0.027972444454165076,-0.009273382210269743,0.9769280239221636,-0.03355225479009961,-0.026082301163320522,-0.009394332779401444,-0.026123093521941372,-0.016311857413283015,-0.022634701865391953,-0.022064157636772948,-0.029638902826477256,-0.01286971695086274,-0.020446433073008047,-0.023474790034999804,-0.021551420190053766,0.007254097256576225,-0.03379970778211435,0.020623260957745023,-0.03911230632565241,-0.026505383861899358,-0.03150070190950974,-0.03345657556745454,-0.04077185329298062,-0.03049664060483054,-0.03474406417634367
S182Fg44,-0.054170848600993,-0.027887101021845356,-0.04136434213575961,-0.035372284337058586,-0.03248371778878029,-0.04105746476207716,-0.02865737000229814,-0.017705482498575866,-0.0386594771493789,-0.035133987671840235,-0.02217510565359049,-0.024450982769076157,-0.040276020692211874,-0.029915915493087204,-0.03336797902069661,-0.032997606224550835,-0.04073377713249663,-0.028538823414162515,-0.031606319639646115,-0.0252146281332643,-0.03908163450066334,-0.029507294523167145,-0.04112198529414338,-0.034780508344922544,-0.02903380838326232,-0.02450601529385223,-0.03868636933640912,-0.03069237199083018,-0.017775111957115532,-0.03017330141646889,0.01346984801771153,0.9832546416308262,-0.0063170377880494314,-0.01205601913529528,-0.013440151895196154,-0.02344118011446633
