sample,ME_darkmagenta,ME_darkgreen,ME_darkorange,ME_orange,ME_darkgrey,ME_lightyellow,ME_cyan,ME_darkturquoise,ME_violet,ME_skyblue,ME_darkred,ME_saddlebrown,ME_greenyellow,ME_magenta,ME_lightcyan,ME_pink,ME_purple,ME_grey60,ME_royalblue,ME_tan,ME_lightgreen,ME_salmon,ME_midnightblue,ME_black,ME_brown,ME_turquoise,ME_green,ME_red,ME_blue,ME_yellow,ME_darkolivegreen,ME_white,ME_paleturquoise,ME_steelblue,ME_grey
H171Fg30,-0.015910393373808195,-0.005531770229050819,-0.023948867218189725,-0.021445349336471523,-0.01670932737000956,-0.012822310251908673,-0.028854053318511378,-0.020520862151844427,-0.0024542650855954662,-0.004433344964888664,-0.016148807963036874,-0.033861522789244244,1.548900200977501e-4,-0.020178349454310116,-0.003637157754469268,-0.010571890592260198,-0.01662502651231172,-0.004420780826658085,-0.004152360655621755,0.007318332358922516,-0.004471525830517239,-0.009578097822661882,-0.014956632140056674,0.9786478658217077,0.009974067950899211,-0.010503956742468706,-0.001277858947298613,0.004864160011873919,-0.0024186155518503777,-0.001540008511430271,-0.015588179599879256,-0.02494715154422361,-0.02884364507251442,-0.01908512510814357,-0.024825360576536972
H171Fg32,-0.028084511767167766,-0.017961671036700686,-0.033105087716959594,-0.023564078618039115,-0.035485805371829215,-0.02591963597237354,-0.030267316040577356,-0.03335696516092199,-0.04257811670137649,-0.031523702011553405,-0.01231599611270127,-0.03234503162435029,-0.012879138536731305,-0.02698372061725069,-0.02235388377374817,-0.0364833362434658,-0.03413408806790696,-0.014115018953589532,0.9766364817596566,-0.01387966397076997,-0.03282836193150862,-0.027739696101168627,-0.027442125391431368,-0.031115172463778117,-0.0319425829832358,-0.03370670447381659,-0.032864037566779976,-0.021020041414774093,-0.02145741479476225,-0.02716358789560356,-0.03303928585623446,-0.030896865681521647,-0.027328674952716934,-0.0287368682180178,-0.020232719617325146
H171Fg36,-0.03667168999875517,-0.034693656893849,-0.030964359987263216,-0.03976405164587764,-0.039592915798284535,-0.027774570107719818,-0.018527064021199004,-0.03323652725634648,-0.018283102722691267,-0.03650777266366261,-0.029286000523986756,-0.025787286071423624,-0.01162709223951532,-0.028133190351873717,-0.03685906812863818,-0.032771613077315645,-0.023226400930997062,-0.015278353096272632,-0.020163232490485284,0.9759353691290696,-0.03171766273842508,-0.019143507663719434,-0.025287377327764836,-0.03951818015786483,-0.0055805237691867364,-0.024982207783678052,-0.023484395192288725,-0.027745017849644015,-0.022556671380012137,-0.009064681536146509,-0.023410830756139648,-0.03542400774128591,-0.01502522232888152,-0.033507555184932314,-0.023446910436069557
H171Fg37,-0.035447543202665216,-0.006534860963809002,-0.01887352367386752,-1.4469073653759263e-4,-0.014924004094995683,-0.002780672244015625,-0.02914653487794564,-0.018995831474530572,-0.0055669592567679895,-0.009554319162136499,-0.011917908247506248,-0.007220356600471673,0.02398448089160152,-0.002288059532084562,5.459497106654982e-4,0.006758559456190291,-0.010970627037816968,5.460492825106973e-4,0.007956612049814642,0.014075247501710844,0.042897219647347766,0.0034935677564089268,0.0560064958522077,0.011234733026216888,0.015959066206805143,0.04361351629582135,0.018190242715010452,0.002273230308930653,0.015896506975921786,0.9730634126408713,-0.012577883829545443,-0.010550868531221795,-0.029834233972694003,-0.031948148497763285,-0.023423418300513633
H171Fg38,-0.028084511767167766,-0.011419923533456881,-0.01325900514998464,-0.025399881571656045,-0.02665534486919736,-0.022556313657781695,-0.026082312804526227,-0.022544826118284133,-0.032982256924874366,-0.019791409755058074,-0.023183092238641283,-0.02352392359438098,0.0032313132994064094,-0.01256052255893607,-0.017651060887503782,-0.01833278935822426,-0.02520327744375408,0.9799567867855791,0.017697927484195474,-0.012212477740574572,-0.020446884559554634,-0.020062153877216625,-7.408153683497494e-4,-0.009625082087637054,-0.00362230684204497,0.0012935587224689345,-0.017145808375970156,-0.014003775368654495,-0.01971051878893317,-0.006669447588960748,-0.019389788279618268,-0.031224442691321963,-0.02248220746406016,-0.01632022303673822,-0.023482500159509416
H171Fg40,-0.03667168999875517,-0.03953155683132692,-0.04382880266621389,-0.036868651285362014,-0.04596197627605402,-0.05508256634509927,-0.028152220785541505,-0.03867279659951785,-0.05206562188312783,-0.04102883168865897,-0.0370431864497399,-0.03645544110855696,0.9709845167859167,-0.04920809830027905,-0.05679260239272269,-0.05683514869265688,-0.0460198938457254,-0.03515063035188732,-0.05480072037986102,-0.056638354984457025,-0.041993857086807355,-0.048517267556613064,-0.04779792683247747,-0.04474040551539817,-0.04899514492435803,-0.05171466525334299,-0.05187037152961223,-0.0497797286144896,-0.05033588120703591,-0.04901158294289337,-0.03743816359262269,-0.03481079361234652,-0.03000734150631339,-0.0359484531893544,-0.02547568413303583
H171Fg42,-0.02737352790586814,-0.030347226170687015,-0.010666978357041019,-0.036431222921341766,-0.03934700824241704,-0.03979738908626476,-0.023552781799300704,-0.03674363051357289,-0.030188779571802774,-0.02728170388405458,-0.022228164473153237,-0.024726392629296694,-0.04189865351171839,-0.03563814377149334,-0.04977296703279931,-0.03663807746204778,-0.03308820765222787,-0.025297390122408187,-0.035325816546901014,-0.03558741378168548,-0.040156988488562625,-0.03166572759364667,-0.030394201453456608,-0.03644287321656861,-0.03159000393942786,-0.04592649697410391,-0.04036565742240253,-0.037749148250116826,-0.03419904140975394,-0.03552887463989233,-0.026333922639803817,-0.008447122190899397,0.9864785816122561,-0.017869567903467488,-0.024389704957589048
H171Fg43,0.016409671293268632,-0.012379660681964822,-0.01876403315683455,-0.01478173801206371,0.010901693194353771,0.019118711260107866,-0.02629214501078519,-0.021471367901699664,-0.023746819018857904,4.5076227329545745e-4,0.00697738435437906,-0.0236307883783985,0.0260282115152709,0.01058117922743315,0.0019014908200646065,0.005790116118692328,-1.4006287263599603e-4,0.023114893840970437,0.003204883613684596,0.02577570125247443,0.040102520180379075,0.024989217724424084,0.039526838896276464,0.010910793097584815,0.011534667317546796,0.02670027032529518,0.021119769736216255,0.01444744585736892,0.9735702022022507,0.05231901609461896,-0.01709813594695101,-0.019682293281295064,-0.017740798718103506,-0.005967628633098992,-0.02580358043081112
H171Fg45,-0.025654368833945566,-0.03647788073679188,-0.04087091536513061,-0.03236390382725699,-0.038776711302687304,-0.047546650835165225,-0.030860056493843453,-0.03338029674294085,-0.0424965544009701,-0.03254030642213008,-0.03661060430539295,-0.031906277296859756,-0.03465219729040018,-0.04031422686753268,-0.052041474229783294,-0.047722095940419734,-0.04088084366228305,-0.03757221513429587,-0.03156600970609779,-0.040151057360539325,-0.03827873117422132,-0.026176826170535645,0.9704531254053289,-0.036369293504929935,-0.03260106769045683,-0.026062925849189372,-0.02809565460592818,-0.035767941388834275,-0.032759470805143846,-0.00397310215391226,-0.03714352845371977,-0.025552785353242152,-0.02816445248898928,-0.02967843214749725,-0.020693985116680552
H171Fg46,-0.03667168999875517,-0.03942800439104252,-0.04180393485243299,-0.03760374680786982,-0.0468746742616799,-0.056636894691712854,-0.02954847298902228,-0.03641015529997601,-0.04340850636642434,-0.04710154795527806,-0.046744792183938996,-0.03386326575177305,-0.06139371655232808,-0.0457720657007705,-0.057161062687332544,-0.056321789394914744,-0.041999515108021954,-0.04639818100926756,-0.05313982109130161,-0.05511682084898003,-0.0503222120910727,-0.05821450825006333,-0.05572152461486546,-0.05243282158791248,-0.05211805534561982,-0.06567444934582092,-0.05769482218377784,-0.052676435298983804,-0.056127799652469286,-0.055368670692401464,-0.027619281917407847,-0.03713867865921775,-0.033283942562516176,-0.03178680697435424,-0.06470875758394784
S171Fg02,-0.026805544211975018,-0.020893189102901902,0.9834296104752718,-0.02964450986698218,-0.04286158295921252,-0.041519559390770046,-0.02019148420147139,-0.016484565525069262,-0.032169466227783404,-0.03352965375593735,-0.031580548876867155,-0.025931995892481532,-0.04326907536853568,-0.027052768121184356,-0.03689934976890064,-0.0301574973955559,-0.028592165145799542,-0.045782812953644454,-0.03877551404901441,-0.03580744822651928,-0.04228452376894967,-0.037005124782377975,-0.03852044310879152,-0.0352724914049926,-0.03882093517614865,-0.04569259872620749,-0.009542043758570649,-0.03388379593064047,-0.03303451200072021,-0.033740716736963425,-0.019265902648014036,-0.019979220828823727,-0.025856709418748784,-0.03600587191770854,-0.023517926120413372
S171Fg03,-0.02353024944037422,-0.006104820370604323,0.0161293187268508,0.007555041472901121,0.011562955753464128,0.034133777052555186,-0.01761031043056727,0.0033846809992431576,0.03763516355691786,0.003593588748523282,-0.006390098745930432,-0.019086810782715638,0.036988438359638255,0.03587613070624589,0.021232774175626322,0.0464042516567513,0.010327180546587033,0.001918307607272477,0.011607665064057318,0.027808180463208036,0.005634684883719286,0.025444656209634747,0.051540113762149405,0.02412447947991218,0.01626795055890288,0.05174323251156504,0.9736288177899063,0.04467170643872188,0.03857026099276349,0.02012898416294919,-0.008332958343881616,-0.010378930633613625,-0.02411129730321121,-0.015028916953427588,-0.017186448441283014
S171Fg04,-0.024570152092279456,-0.045005371206089155,-0.04015950014931431,-0.037470050016915134,-0.03775757265117759,-0.04356992050741719,-0.028850752154858182,0.028698597905886004,0.9778746763615797,-0.027679616596146022,-0.03936885164212594,-0.032560530617959244,-0.04159978105993648,-0.03859454201348818,-0.03812175265516864,-0.04457952522583061,-0.041317849219579345,-0.040611404377871974,-0.03743291303359751,-0.03613364068762216,-0.03427321128037245,-0.04048654287860528,-0.03526565726307814,-0.03952251006336214,-0.040721262123842104,-0.03770449062613353,-0.033514513992638204,-0.041287191756966636,-0.0419677371525758,-0.04209684615700625,-0.03743816359262269,-0.027719732695533437,-0.03544906264984949,-0.02950160007880015,-0.023413945334441206
S171Fg05,-0.012684705615984821,-0.008431058777943184,-0.014506625187453492,-0.03322374018153174,-0.02789261880791104,-0.013251369879881646,-0.010116997504279851,-0.018089731583863917,-0.02547016170916091,-0.02387753819456018,0.9820369724245948,-0.013492442832537485,-0.009405911146990775,-0.016334253830396807,-0.01588197447897374,-0.020351887842283728,-0.011295302014030333,-0.008689703406388465,-0.013449592011722166,-0.01501569209088443,-0.01956767669142493,-0.010692774730479233,-0.021507652669526492,-0.012464531871594992,-0.018165293582633378,0.03537313688830743,-0.005079845761775653,0.001057160651577907,-0.017341875243543466,-0.022038339682220343,-0.021225817515762427,-0.011522069721779504,-0.01574617882573022,-0.01661799494787498,-0.012537340010907514
S171Fg06,-0.016133177673737766,-0.04640543779754296,-0.03934778484287097,-0.04420173161840259,-0.05048038277283817,-0.05194395899459227,-0.02763528694981701,-0.041266477101486995,-0.03163888307707498,-0.04828634955848677,-0.042850986369928026,-0.03276486715301999,-0.05743170887317617,-0.046538832968481235,-0.05093938588367925,-0.05804196671704277,-0.04925099087118892,-0.05113528810795272,-0.04952268000646303,-0.04857329292730218,-0.047364654883875756,-0.033030318759098454,-0.05232586533382647,-0.050650563221233735,-0.051749495059054365,-0.06197471493889884,-0.053956674833893783,-0.05366217640104164,-0.05450552425606058,-0.05473379190872479,-0.03743816359262269,-0.031186020751647888,-0.03482952064913717,-0.033047541877812385,-0.00847812624859422
S171Fg07,-0.018960630151137206,0.016168820043632928,-0.023345809961714512,-0.015062678656730671,-0.0067428219361122315,0.010878244545952336,-0.024735777751622782,3.120556969947907e-4,-0.003941886464020896,-0.007837752940161497,-0.012825911923947601,-0.022372445296388068,0.04646266757858112,-0.002286870700663809,0.00848299671162828,-0.011463383720856292,-0.011477989524299816,0.0013906300820978716,0.0032972506664462964,0.002851117709028022,-0.006303923301949218,0.04163238404392003,0.010414205848552419,0.004704049732733388,0.0068017820734899235,0.9621851050091915,0.0045186735345235035,0.003517571454702215,0.0030946928620781957,0.006188533845476264,-0.018808566419984622,-0.02769445562709283,-0.010879727177547285,0.00965816868166162,-0.024935601791523796
S171Fg08,-0.018120271953182294,-0.019101055483535637,-0.023850294483636562,-0.03930665116078552,-0.026286123627935983,-0.01364414647054224,-0.003473575486612195,0.9831757077547497,-0.0010936696888240978,-0.014293140294118144,-0.016457466225462535,-0.012062948508176541,-0.027757225893641265,-0.03265229986111981,-0.021669551339627863,-0.017493658069320028,-0.022016649020579166,-0.01816246070246598,-0.02811974039432278,-0.017383123205827872,-0.018802938361830848,-0.019566470768097647,-0.018840122398380538,-0.02132664934884003,-0.022356260079817513,-0.0064530108973573684,0.0073544230433402686,-0.01376453570221262,-0.02195811372319615,-0.01377377199762331,-0.027630554393741326,-0.020046853125444384,-0.01878645648059765,-8.329043818424991e-4,-0.011488573959756599
S171Fg10,-0.021718413065149742,-0.029064054448880633,-0.015595342497079579,-0.02020209762800785,-0.02255281084801056,-0.02696547871830043,-0.028406749893398076,-0.019009765550399616,0.005671076853824578,-0.024210969460332153,-0.025097625008385468,-0.026294310678646907,-0.0171119531924052,-0.031510292675806684,-0.026150760610897376,-0.019288713879454366,-0.025339843784032975,-0.030157482981524375,-0.025490123120959614,-0.012765871255367192,-0.008096841977943362,0.9735357622075699,-0.015891598438648385,-0.02245381578816531,-0.0314011069782058,-0.024347260266247873,-0.013122506553402137,-0.020144012189442208,-0.024457906678788905,-0.026122550001394282,-0.026138089413662448,-0.032482908565475234,-0.02701456306486988,-0.037598914211561384,-0.022691573846614625
S171Fg18,-0.02644848766252358,-0.009119786978076519,-0.0272464497808097,-0.018082053617530645,-0.013789661351880601,-0.013652543245898086,-0.0263178991281935,-0.015138012061380435,-0.016618473560162193,-0.026668271171362518,0.030976908089615163,0.9857046673653262,-0.033037912750152686,-0.027179988681610895,-0.022181779981707894,-0.009990067404111333,-0.010882045370489396,-0.020213403423607973,-0.01786644996753817,-0.022893120752041276,-0.03032429550008205,-0.021169678689185272,-0.028317964335448417,-0.021520445623184847,-0.016128255114106677,-0.005320363536487553,-0.01711686891679239,0.006154942206707681,-0.01933891458922833,-0.009979700654655662,-0.03149909926606291,-0.03038900181690581,-0.030350113031575005,-0.02454515189540618,-0.021616516115391355
S171Fg20,-0.03667168999875517,-0.04120653166379989,-0.04071100258865119,-0.045107009901535065,-0.04256623808714184,-0.056695150829627866,-0.03741851537767464,-0.04273784830256948,-0.04588597791532328,-0.0459916676217591,-0.040567489842512204,-0.03465353537140787,-0.060645215018834006,-0.04747065351362851,-0.05665539877721906,-0.05801811318955762,-0.048668075854766665,-0.052811604053374574,-0.05254011930265754,-0.055803340211513085,-0.05227004761154088,-0.056561726084781314,-0.05660319395766901,-0.047845617210473215,-0.05631868221965732,-0.06609711723509759,-0.0607037031786816,-0.05417372097454629,-0.05679977255256825,-0.05804294722025488,-0.03051240397804015,-0.03528821771350309,-0.02448905566164679,-0.02603332392704311,-0.04140254282935369
S171Fg23,-0.03001514895317759,-0.03317082110206492,-0.025618233721905834,-0.010332899630061506,0.0036334397300072253,4.507989390147005e-4,-0.02706576320983942,-0.027282422168202494,-0.0298273406456746,-0.013187221643230792,-0.02438455088238948,-0.03392841251848575,-0.006833470950932055,-0.025132377556437303,0.007300691188448685,0.9716654193217187,0.0035544653580846797,-0.01967353156381435,-0.03627501665509389,-0.01614341103084344,-0.015078604531217538,-0.012014630760046616,-0.027941832692978313,-0.0218011513886255,-0.005283983968274693,-0.012808979736737938,0.001392112762259581,-0.019615948056024797,-0.012152882490693883,-0.022228972105774028,-0.02673841392750136,-0.024535647911017498,-0.025325263303348753,-0.027822330655365303,-0.008904954331773896
S171Fg25,-0.03667168999875517,-0.03891564487213733,-0.038756094255245184,-0.04308810115804366,-0.04419388299057807,0.9762086485366595,-0.03760066607685921,-0.03953324477847693,-0.05206562188312783,-0.04564041173446688,-0.0429608939207929,-0.03490011638630838,-0.04989402211771642,-0.04172488973132665,-0.04145044128891756,-0.04111350347017689,-0.03333684332785996,-0.04536213807694643,-0.046348092527824764,-0.048344979901512576,-0.05010809791805875,-0.04403105501984552,-0.054938913480537976,-0.04474719256891644,-0.04960335824686782,-0.05368691505268691,-0.04901611631814552,-0.04625982399237669,-0.04959094836538387,-0.05080453605929896,-0.035228845235793095,-0.033014002823675864,-0.03575152059756106,-0.039295406208987346,-0.021616516115391355
S171Fg27,-0.03448039601171864,-0.02461500175418541,-0.019204620686048425,-0.021673415141511585,-0.011524304506348856,-0.01747096305585691,-0.023833043303068336,-0.03232379780953941,-0.034138175267155,-0.022491604651616263,-0.037048751009490996,-0.010616525857157917,-0.033639805418315266,-0.02724696737954428,0.9753943996621937,-0.011469080246689946,-0.02744062123499113,-0.03622816565041682,-0.027980159684568486,-0.040172260165767484,-0.028702046741991814,-0.027997604115296237,-0.04582999981638534,-0.033908115875787015,-0.02821177167490909,-0.028175139198178854,-0.02769637586251382,-0.02702792802940839,-0.03701925100526061,-0.03849485423747858,-0.021821364419638684,-0.022529535923160055,-0.029208404850986688,-0.032475604587240296,-0.011850822302116279
S171Fg28,-0.029682016252063455,-0.03834318706726831,-0.03225541783964131,-0.03391142154298,-0.03734294661463565,-0.05100699565470173,-0.031385091758465426,-0.03802504671995832,-0.033997453800221226,-0.04036268000268972,-0.03500151211609247,-0.023986412699967728,-0.05874163474945918,-0.03844694674832633,-0.04080395982748781,-0.05296880713345188,-0.04688617276910824,-0.050150718933050925,-0.045665853927107536,-0.048627341285479075,-0.046647599779551484,-0.05045067814181485,-0.053613467388382165,-0.04482365028902552,-0.055544398538226895,-0.06308239979046677,-0.05050886374101205,-0.04961773556240251,-0.05636906006546178,-0.056375815836662256,-0.03743816359262269,-0.030860089106896915,-0.034599020662031195,-0.029284647692600058,-0.11830835705924213
S171Fg29,-0.031334237942912214,-0.029166428903076965,-0.016036023454653492,-0.010650829661713872,0.00921788743149841,-3.808081186626569e-4,-0.01632206685787004,-0.026244851697691224,0.0027326978523927563,-0.01851251243197172,-0.021327579376643587,-0.028712638447832582,-0.014507347520404825,-0.012170044548932616,0.01594934395593087,0.036202354776881794,0.9818605669523417,-0.01032481793632543,-0.0086086986147138,-0.00912323505504236,-0.02011791839177638,-0.023987594858272485,-0.012672342654289216,-0.011621642711360926,-0.012295082846765455,-0.012529845279428388,-0.00948704209766212,-0.015471481955894489,-0.007795514282299908,-0.027019063473225143,-0.029673259375050755,-0.027965277718608406,-0.023866430586485465,-0.03584877538725653,-0.022530754896576948
S171Fg36,-0.03667168999875517,-0.043943240400669194,-0.019402876032389462,-0.04332171734682688,0.9782489232451286,-0.03032145100469147,-0.03001123955518292,-0.041479551994890874,-0.04222802576447584,-0.033248248628817145,-0.03216880863034113,-0.03570072514306919,-0.05235875207472712,-0.03529808787466452,-0.03453886785616572,-0.028099940011202622,-0.026356779069169566,-0.047003287205260064,-0.04432705117131065,-0.04484448707654272,-0.04287944756340089,-0.0408745224240317,-0.04980570191931114,-0.03806224299544287,-0.04098421796652994,-0.05467656263321161,-0.0455213488152542,-0.03932296231861711,-0.040948059484212936,-0.04242063621749387,-0.03679978745833302,-0.03521366755838817,-0.03575152059756106,-0.039295406208987346,-0.02327021803906761
S171Fg39,-0.025644188914847422,0.026570832378467194,0.022586459413644185,0.05314449358397277,0.03566244278741133,0.02447229493229165,-0.006158408348218294,-0.0010396163799133928,0.03189708693586971,0.04306184972063693,0.023455301697318583,0.011725257729949838,0.030337507771520167,0.011379524361736322,0.04111992284038751,0.07202477903300616,0.018149666143311552,0.012488142891747723,0.05934994127078145,0.037456110875496613,0.037128179219233524,0.06019626296679421,0.03710690810136532,0.024184005114311628,0.03443952332362905,0.08733989981415298,0.05731356171613338,0.9773023162594885,0.06257413092437741,0.055246192501158344,-0.018713260260710837,-0.017759412267719453,-0.015724948248214538,-0.012475235339890048,-0.020255921643537192
S171Fg42,-0.029419317928168934,-0.023812780867451217,-0.0190176543796051,-0.014223180624331448,-0.028353163503298962,-0.0250429415311331,-0.025722419883753334,-0.02631264022437982,-0.039378177233490234,0.9813586284718149,-0.02550260423823653,-0.027621577250424696,-0.0213237737253008,-0.03246567566658295,-0.040827312180818885,-0.031782365984925086,-0.030633853580936517,-0.015246103855541081,-0.026903184200278037,-0.02577227148619101,-0.0347035969202444,-0.02763058563523962,-0.013472278712418935,-0.022881353159652486,-0.028677862165308207,-0.03631234817434938,-0.02313841894252714,-0.028161385712475173,-0.027271562508455565,-0.027102232948719353,-0.00921695309996015,-0.01504016017682559,-0.020602356599232183,-0.031471987437573803,-0.02171737751820015
