sample,ME_skyblue,ME_yellowgreen,ME_darkorange,ME_sienna3,ME_orange,ME_steelblue,ME_darkolivegreen,ME_darkturquoise,ME_lightgreen,ME_darkgrey,ME_grey60,ME_green,ME_red,ME_turquoise,ME_greenyellow,ME_lightcyan,ME_royalblue,ME_darkgreen,ME_black,ME_lightyellow,ME_salmon,ME_cyan,ME_blue,ME_brown,ME_pink,ME_yellow,ME_magenta,ME_midnightblue,ME_purple,ME_tan,ME_paleturquoise,ME_darkmagenta,ME_darkred,ME_saddlebrown,ME_white
S172Fg04,-0.03246613770326702,0.01971706350027037,-0.01778754101023998,-0.018358807301065868,-0.03415319671923174,-0.03506011240344451,0.013543048598564861,-0.023050959321043948,-0.020803156575973734,-0.01841321414281958,-0.00876939214852058,0.0029618129634768247,-0.009179052199826754,-0.011301020495474743,0.006843738492486638,0.024418375770067717,0.9770526756633512,-0.024540000028839874,-0.04038688112489679,-0.019023467505194083,-0.026224792559245598,-0.019757221948016105,-0.022605165408399963,-0.03618585312852041,-0.033039109928949595,-0.02721238669561546,-0.023390523973148458,-0.03620903005313168,-0.03569270209300606,-0.03881990638209375,-0.024252690218584463,-0.024278654422724456,-0.031212361162291234,-0.019010389318374978,-0.013846050179737907
S172Fg05,-0.030844405509723838,-0.03502928271552848,-0.012433990771370557,-0.036572259702084754,0.011573995029506514,-0.03074029665167428,-0.02527732669422737,-0.02743521171860543,-0.016658791169004386,-0.017432793376937015,-0.00288671359203555,0.011544942167872446,0.0021853840921800087,5.585519868225296e-4,0.9780246148199273,4.18958330424684e-4,2.6100025118491896e-5,-0.017499701767806845,-0.02142824214142605,-0.012567405002487344,-0.029339047797216373,-0.015251531538890353,-0.00793954575955979,-0.021647553526223492,-0.022563188692571418,-0.019226140106093338,-0.024841027362192604,-0.037421187889596516,-0.017705324828796984,-0.021020044697285033,-0.02357896002775179,-0.026408522937253393,-0.022004363377127842,-0.012742388115001288,-0.034200949217822296
S172Fg06,-0.046699794249590955,0.9779803761655308,-0.03724992509759264,-0.024406424761885707,-0.05437116269846315,-0.03396305013636016,-0.04117400025277096,-0.029413884855603176,-0.04963652129094187,-0.04319949066785595,-0.04735758522194106,-0.05527114292742375,-0.05357136228729251,-0.05192275679833054,-0.04491745981447372,-0.034104858222923466,-0.04980971227649575,-0.05275118031396149,-0.05156745929714566,-0.051587443249152584,-0.03925295929096151,-0.05833364922659658,-0.05924685986448255,-0.055969804735055625,-0.05724484373930915,-0.06057793011269224,-0.059226249327354416,-0.05896059381724771,-0.0437353428751942,-0.046225488380487734,-0.01652053249506639,-0.03882582804400867,-0.03609050784881279,-0.03926356451810693,-0.031752004610206774
S172Fg07,-0.05453581998422369,-0.04106853704813232,-0.03978538018789319,-0.03878027687531306,-0.054497456675141706,-0.04154821826286664,-0.04995789565819699,-0.042812276917597314,-0.04929786692650548,-0.04855305597315978,-0.05997661879032407,-0.06429533224227753,-0.06488533508029078,-0.06003756175246602,-0.05696758655998332,-0.04479922265520238,-0.06053509146577638,-0.06994196520627094,-0.06281365151742788,-0.06096700336632635,-0.05589481341231112,-0.0652090263986777,-0.06556593478025613,-0.06645928258231522,-0.06307621197949141,-0.06693924368934918,-0.06756274195415522,-0.06477329407530297,-0.05065829430215822,-0.052662647027208694,-0.04555843679377195,-0.03993364376425817,-0.041339734628651585,-0.03897907094037559,-0.039874994137441735
S172Fg08,-0.029008321881270883,-0.009603779498813407,-0.021851927986527644,-0.037107646756756554,-0.024014393520726155,-0.013662107628798324,-0.029939908478239786,-0.034113991404711254,-0.013880141619337887,-0.03893956292979442,-0.0216028820917918,-0.01567467896172242,-0.016045573528038978,-0.013019941155402406,-0.0047937686154708534,0.9791687201782944,-0.013338290330216858,-0.037225662325136875,-0.033229960633480125,-0.027496260225597133,-0.028899858007687716,-0.01899648350918151,-0.026505197719262557,-0.011364981402769455,-0.019892485572323378,-0.035841068687987344,-0.020040899600348758,-0.033148695521518154,-0.027783407110802814,-0.02842277789624196,-0.020529321531680057,-0.02668581624420892,-0.015094942989798223,-0.03623564039050014,-0.021546249431855874
S172Fg10,-0.035824056317477815,-0.016800529485124522,0.9841189780716744,-0.027950394654727928,-0.03340056190864434,-0.0331329706274336,-0.04116512111455296,-0.02937750250323119,-0.032826533318758046,-0.030053072316988873,-0.03790859637093251,-0.03991634575660544,-0.04143470607368913,-0.028059487540165767,-0.030579466743867495,-0.024541293550934224,-0.028861767971527126,-0.03644647192568909,-0.04581165784586853,-0.03680486960647345,-0.04551448494809742,-0.03712438939491445,-0.0428447411210921,-0.036254113822329806,-0.048735840348576795,-0.04680075141273246,-0.04467760171735267,-0.04087596689424525,-0.03453027217453173,-0.022730323670245915,-0.02661020319812041,-0.035815674196913755,-0.0315240380512644,-0.032531266363721875,-0.028792705162972193
S172Fg18,-0.04473127847885475,-0.03793398150091108,-0.038995185882749445,-0.025191450681295226,-0.041304843840695604,-0.03404718893661199,0.9793350698882404,-0.03137748503109695,-0.04351424206586319,-0.04746211019690037,-0.03657434519494406,-0.043505191564746186,-0.04187979638294925,-0.050502277479627974,-0.04340294839098692,-0.04511150885506237,-0.05489670888643984,-0.059853148997419225,-0.05878228935904436,-0.05339682656670435,-0.04686334833604493,-0.052785368602016214,-0.05777837328368987,-0.05794521077970952,-0.05657902297846403,-0.05992239728006747,-0.053629247815898576,-0.05331070587087996,-0.04345104738449373,-0.049110297697758584,-0.03196028729439689,-0.03965328769100058,-0.04099718649628169,-0.03720571000643645,-0.03133940260757781
S172Fg20,0.011281226455365147,0.010396752182344048,0.012728250341451842,-0.02111940173056902,-0.001026291655468737,0.003054266066945318,0.0452672037369958,0.026953907397765268,0.016847105936063984,0.055203911085367256,0.030219825909924523,0.057195315633615296,0.09159036307325488,0.9768756990222787,0.027549338024526155,0.02488051301871007,0.023679378489717077,0.017204328407191383,0.03799622135342456,0.031115720863122847,0.03300000947443278,0.03817236743733833,0.028879774315546385,0.029649603406408615,0.029843161876780367,0.01768803175602905,0.027965476057519773,0.004037788397081261,-9.146302316567432e-4,9.654867286729184e-4,0.0018592720549068427,0.022582916669566588,0.007315686842552523,0.009166081358190978,-0.015154062648931007
S172Fg23,-0.044540987531398096,-0.03643148181509601,-0.027301384658347957,-0.03895873922687033,-0.016413617461525146,-0.03450301171194884,-0.01762832965020743,-5.712215885966943e-4,-0.02486371455665671,0.9786987459225563,-0.012489501119206596,0.017855273849493345,-0.02185067248799396,0.009032472452243576,-0.041845023577654926,-0.03560568860983329,-0.02053959230320225,-0.05016611767741598,-0.030236298118662276,-0.03459895948370085,-0.033625629692568736,-0.035735768778942245,-0.030753637044701992,-0.04054729033938829,-0.02752009691548021,-0.03463189059403204,-0.027272086625842448,-0.031187845926810624,-0.028077349732861405,-0.03437904176955995,-0.005486196910795587,-0.029789087725502754,-0.012811140446489578,-0.021861212502082346,-0.03838652576200516
S172Fg25,-0.02807256246897674,-0.012306491420400148,-0.026500695552155555,-0.01587518124913447,-0.00630791272146347,-0.045450247704440644,-0.039775995813423524,-0.02414687984820964,-0.021211253446334073,0.024988411873376987,0.9791640915718558,0.047863739480781424,-0.002592395300024754,-1.595445719497605e-4,0.012807580291589205,-0.015047820730571827,0.02179078117996834,-0.02164706368208559,-0.030277124354498527,-0.02615454370602355,-0.025614188439914243,-0.00781401561971488,-0.026993716403039013,-0.031948502426282964,-0.025348698283836367,-0.031842019568398904,-0.02349987564976287,-0.029851626579226007,-0.028118257973762422,-0.026619418775849564,-0.006935805877065857,-0.02317108190217538,-4.188423431643277e-4,-0.029235526502495418,-0.03230731708682953
S172Fg28,-0.051583476723520386,-0.03749349020893771,-0.03143974209480963,-0.03054907136146468,0.9815569091056995,-0.00934964800022097,-0.0483403756196231,-0.03516720206937442,-0.03591821799668341,-0.02763060152217165,-0.024365147721870796,-0.02422819054324446,-0.02905219308219445,-0.028560192385709542,-0.030442266702126727,-0.03362533591614838,-0.03677320997009468,-0.039332416165838,-0.04652698798076986,-0.03536283677216799,-0.043359843704480934,-0.03823415990477127,-0.044349425123076304,-0.047764413910115565,-0.043966432019032,-0.047736493862351605,-0.04122179866998701,-0.04172692907562323,-0.0453130954662032,-0.043020513479187214,-0.04555843679377195,-0.024766483833799143,-0.029303915189579838,-0.018994795417893062,-0.03485077261968607
S172Fg29,-0.049870827162980566,-0.043513297478410456,-0.043695110273717454,-0.03505407679237055,-0.03747178110124086,-0.040195595384409775,-0.029167739999004273,-0.020980058345212025,-0.03729791428563113,-0.04190814623683219,-0.02150018954825043,-0.04403907194173909,-0.03803876394781653,-0.04341168660039483,-0.04496848770916767,-0.038072152957521074,-0.028316983588003906,-0.06470142734496179,-0.05469162335908157,-0.03941133645795386,-0.041067053035169054,-0.05550239363176552,-0.05032022674711639,-0.05345465949254871,-0.05794001325810282,-0.05683404445881301,-0.04974506966064894,-0.05664895414465908,-0.03850347663854647,-0.04424070158104701,0.9836558586238577,-0.017432827229576352,-0.026255632749888274,-0.0320416443930821,-0.0350653449712978
S172Fg36,-0.04082862345248456,-0.024499387992211945,-0.030487877696434514,-0.03165961958753551,-0.029111082305109365,-0.04201174542929154,0.009059404838287613,0.9833559134882445,-0.0275713447891118,-0.033282629577386695,-0.018868881776085564,-0.03401135229329708,-0.006342786455378017,-0.002259684955633784,-0.023137787219916564,-0.014991972507441293,-0.014109378020306977,-0.048424017512799726,-0.04767219456361632,-0.038210898753222394,-0.02636170200538513,-0.0442097148366699,-0.02756477849528896,-0.03735242832448836,-0.042559919532397454,-0.04645531206182676,-0.03462841940881696,-0.039647170331055435,-0.020966260337767696,-0.02572031713665227,-0.023878772461793006,-0.0328356543984741,-0.02618867852708963,-0.022859369126989205,-0.027510419044396123
S172Fg39,-0.0358402317673357,-0.012489931999665518,-0.038356062697392196,-0.026562680630835188,-0.038997934288483145,-0.043765106072770295,-0.025151869696018226,-0.02298118465335418,0.9817034690780383,-0.027761776908517385,-0.03266090496610315,-0.026245998546900455,-0.015396188759506556,-0.030020500601183765,-0.020037745068942937,-0.035818619466099474,-0.03773136165748278,-0.05285590999968699,-0.04027113591186159,-0.036467029806580994,0.006870955719807061,-0.039420769377061654,-0.03688647635286709,-0.013940810734248407,-0.0454670191216326,-0.04230727099512327,-0.03441470512863929,-0.043495555401075546,-0.027699869217987155,-0.03837008491683498,-0.03999099674024685,-0.033554351574970845,-0.03549129148863067,-0.025139321780127954,-0.028221679160732045
S172Fg42,-0.007130227388404761,-0.04313801718511961,-0.013648118116731696,-0.021858715184201745,-0.02759531287308128,-0.02165201853748991,-0.0027383639099179896,-0.012149675808613002,-0.015228734096070054,-0.0038430917691153034,0.0023837535642722,0.9697887229974099,0.05860935982663218,0.02689222081604584,-0.005385397461102494,-0.018465815721947883,0.004362968816000663,-0.017540722091075017,2.332336784477859e-4,-0.01293818303375608,-0.018366130852853955,0.003989342852078181,1.1717840188617341e-4,-0.004503315272841192,-0.025141429387029134,-0.001611525530087186,-0.017350833751508973,-0.011911675476442743,-0.022481879961992784,-0.010615344709756886,-0.023780279357222756,-0.034159304669466865,-0.022589320727242655,-0.032267242787047144,-0.015503065313873153
S172Fg44,-0.004559650501636083,0.015338813993748316,-0.018936616991836137,-0.0181829249929295,2.5658347412948974e-4,-0.03655476929764058,-0.009125267364887153,-0.025235289975193535,-0.020713779271845936,-0.010438280243850616,-0.005520704690511881,0.022077798998445707,0.9681421859129149,0.0101632087272019,-0.0012335183254294703,7.061826599843548e-4,-3.2981688569674617e-4,-0.021440401747020308,0.009386485099833058,-0.024077372220408164,-0.023207906650618438,-0.010895541610329648,0.0010996853861060297,-0.007048390048599966,-0.01372612870509143,-0.016093529467009645,-0.01755240243876885,-0.00374956823985361,-0.019768407759887127,-0.010424928369829162,-0.025329176189604046,-0.006994480989345911,-0.012425447967797088,-0.02247458650580475,-0.022621409273446146
S172Fg45,-0.053008737352051305,-0.04038669465805206,-0.036314746786806684,-0.0385405816972312,-0.04974372132761565,-0.040149077136895375,-0.04534860153183026,-0.03771373863815075,-0.041936066358453095,-0.04785532335553729,-0.058207626126817895,-0.05950089180157782,-0.054032949194007314,-0.059988778207471054,-0.05949020747770934,-0.0544310632002163,-0.04668417297835314,-0.06556250538126897,-0.0628754356514012,-0.05696231538658681,-0.055526362401908384,-0.06152805703171755,-0.0648517649429517,-0.06677533465164419,-0.0650842185908645,-0.06680556329247796,-0.06888801811945974,-0.05687386970852222,-0.05196370993290658,-0.053108816472598415,-0.0386229600551195,-0.028768677053465263,-0.043654106644419134,-0.035959262724111526,-0.04452907088220474
