sample,ME_coral2,ME_darkturquoise,ME_antiquewhite2,ME_antiquewhite4,ME_skyblue2,ME_lavenderblush3,ME_skyblue4,ME_darkolivegreen,ME_yellow3,ME_lightcyan1,ME_blue,ME_blue2,ME_plum,ME_brown,ME_darkgreen,ME_lightpink4,ME_coral1,ME_thistle,ME_darkseagreen4,ME_darkmagenta,ME_indianred4,ME_pink4,ME_yellow4,ME_darkseagreen3,ME_lightsteelblue,ME_mediumpurple4,ME_darkviolet,ME_lightpink3,ME_skyblue1,ME_brown2,ME_darkorange2,ME_mediumpurple3,ME_darkgrey,ME_darkred,ME_white,ME_lavenderblush2,ME_yellowgreen,ME_mediumorchid,ME_maroon,ME_orange,ME_lightyellow,ME_violet,ME_navajowhite1,ME_orangered3,ME_firebrick4,ME_plum2,ME_palevioletred2,ME_thistle2,ME_lightcoral,ME_royalblue,ME_plum3,ME_skyblue,ME_darkolivegreen4,ME_honeydew1,ME_palevioletred3,ME_sienna4,ME_mediumpurple2,ME_tan,ME_coral3,ME_cyan,ME_darkorange,ME_skyblue3,ME_brown4,ME_darkslateblue,ME_ivory,ME_thistle3,ME_coral,ME_turquoise,ME_salmon2,ME_navajowhite2,ME_purple,ME_greenyellow,ME_red,ME_salmon4,ME_green,ME_salmon,ME_midnightblue,ME_orangered4,ME_floralwhite,ME_black,ME_magenta,ME_sienna3,ME_lightcyan,ME_paleturquoise,ME_steelblue,ME_lightgreen,ME_bisque4,ME_saddlebrown,ME_plum1,ME_lightsteelblue1,ME_pink,ME_honeydew,ME_magenta4,ME_thistle1,ME_grey
H182Fg29,-9.79714981016601e-4,-0.004837972450798377,-0.005399993082409932,-0.009575274649774972,-0.012147055056014244,-0.011863771062994157,-0.012971869475450322,0.0027078219990798362,-0.010783189620058432,-0.004195744517927024,-0.011021619589462347,-0.00434302281919964,-0.007439193262655602,-0.007668958495727051,-0.01401527768127672,-0.008658765663243785,-0.0015978006033691343,-0.0028768767356916526,-0.01067592183323394,-0.006649716938207634,-0.008193727394420437,-0.00996911435710844,-0.010012882828938557,-0.008171444556153956,-0.007976363335801267,-0.007182637614747755,-0.010894828624061013,-0.006805716308049674,-0.005881258814204096,-0.008624710749697426,-0.005549271354791162,-0.01297967294409983,-0.0034096197950224333,-0.009715991047346982,-0.011599391123024126,-0.008131629607231905,-0.01183420068573173,-0.011915839582550788,-0.007744918993137643,-0.005805271847033005,-0.010381101400838855,-0.009144459408595916,-0.011387969276013874,-0.007106910462691736,-0.01150374951577564,-0.005603443492630662,-0.006718606853569154,-9.751078608497243e-4,-0.005101782452203665,-1.1697476915929239e-4,-0.00850924942547459,-1.233666561035234e-4,-0.009476826138349846,-0.010150690787086102,0.0035814353005905355,-0.007469907865546733,0.9754656974350383,0.02734692010515471,-0.007812388591413623,-0.0013239565357285228,-0.010586821105269251,-0.012778846848770413,-0.0026069508186622203,0.010073481351809816,-0.009406315672569148,-0.008541967675149016,-0.007552743183811804,-0.012016368714514836,-0.010948810793061503,-0.006387875302900919,-0.008051708839303303,-0.006538345297867309,-0.002460940318032886,0.00499782553574562,-0.01064729467408202,-0.001610895440230078,0.0017305358786056664,-0.009935304184675796,-0.007971967012114597,-0.009937306526324343,-0.006810403958585884,0.0035500971244362203,-0.012218189816340657,-0.01326600308557977,-0.008895500604950412,-0.002271542926459048,-0.007906043568187322,-0.004645012449447909,-0.006368679705952421,-0.011271687616512222,-0.0095608405176619,-0.012173093408113246,-0.009782217775650876,-0.0015763946605899764,-0.0034509065727531627
H182Fg30,0.011967600270260908,0.01748987291627006,0.008327525474226197,-0.009296837863437468,0.006102646350594604,-0.012902334145690992,-0.00890519591099246,-0.004829737222794935,0.014888419941947466,-1.9914224277458868e-4,-0.005583070454680758,0.004554786785743724,-0.007439193262655602,-0.0036002955454051424,-0.012844985919142017,0.002700679293130663,-1.483024624965391e-4,-0.009167603783186562,-0.002306229894133316,-0.004749547187305827,-0.008514150133913176,0.0013416136607241225,-0.010311803627049058,0.0041424874349868445,-0.004975938349873818,-0.007182637614747755,0.001624070655303159,-0.006805716308049674,-0.005881258814204096,-0.003319713745145437,-0.0032348546933369015,-9.421772774050119e-4,7.285302063335774e-4,0.0045617446766726254,-0.006146896732017926,-0.01199402326747635,0.011464403949885777,-5.085779185404318e-4,-0.009910403964273694,-0.008479160942785434,-9.641157163585085e-4,-0.009430829874990457,-5.998577477301767e-4,-0.007106910462691736,0.01475442187028059,0.0031751727934496324,-0.006718606853569154,-2.4802961130061314e-4,-0.0011288372054648304,0.0022533340693024536,0.0372249944457443,0.001094808767616385,0.023025281911796182,0.11124542265142293,0.02066913241808884,-0.0023926305153472885,0.006998577464026706,0.003269854537240197,-0.006655466441242687,0.013111439826187152,0.0020352245670778434,0.021902642253724958,0.015271028540400227,-0.00266336335114204,-0.008796090137161766,0.005289102838796503,-0.007552743183811804,7.839753273495376e-4,-0.005535901579947815,0.044894898177362856,0.014049685566042906,0.007976389532820143,0.012503744520193923,0.007796711532020254,0.0028830225938643685,0.00743008457958618,0.004708933947566205,0.012172285363392153,0.008385425581151934,-0.0027337557208204646,7.926806488033896e-4,-0.004890151444070345,-0.008352593316188074,-0.0036545679421467457,-0.0036573639185746454,-1.1918716811146166e-4,-0.009109766161004928,-0.002510360953077392,-0.005458683376003833,-0.006250954385641093,0.005275715169553478,0.009469881550706468,-0.009782217775650876,-0.009394316082201497,-0.0034509065727531627
H182Fg32,-0.007644244279661679,0.0010788955077955411,-0.00841633484978362,-0.00948246238766247,-0.012147055056014244,-0.012928024865436493,-0.005393530803794673,-0.007718402184280043,-0.002956925934139015,-0.007817522490921016,-0.011285361525354242,-0.00798082423562327,-0.007439193262655602,-0.007222559967805064,-0.013044969743625994,0.009062659033222058,0.003485911377853267,0.006203968858133025,-0.005538103529893232,-0.007904851093206778,-0.009369068351504013,0.002395126166901388,-0.011138629188886974,-0.0075489491288134305,-0.0033665584369604947,-0.007182637614747755,-0.01029429617667482,-0.006805716308049674,-0.005881258814204096,-0.0048496839040227165,-0.009509102624789992,-0.006332268551606544,-0.011456930630797373,-0.0068649374048297546,-0.005416225783624502,-0.003726492075045417,-0.00575501151837909,-0.011915839582550788,-0.008785301064275977,-0.0037652596311657013,-0.0020973555225380293,-0.009430829874990476,0.0013428698924517013,-0.007106910462691736,-0.01150374951577564,-0.011737767370096968,-0.006718606853569154,-5.595933282247254e-4,-0.012405365367649655,-6.83877219319072e-4,-0.00850924942547459,0.0010725412053709219,0.9815168074127177,0.007978136359900601,-0.003650968507876911,0.014857931281510759,0.022438453239601,-0.001658162033423138,0.006070677210637611,0.003162198576000203,-0.008289422438013757,-0.011273461414669308,-0.005220965147923309,-0.006380283393626972,0.0023367288485071458,-0.008748574632233915,-0.007552743183811804,-0.007771698104035136,-0.008053833481955161,-0.0021055621905536662,4.1007434492810357e-4,-0.004530222518660754,-9.666577314058921e-4,0.013050381017459353,-0.003374839550811783,-0.0018211324986623118,0.0041290187585879025,-0.003848191808214508,-0.01034813960445498,-0.0010339123828951111,-0.004467484345387144,0.009513481402055886,-0.009917716042363411,-0.008233573026263825,-0.007351110941918261,-0.005035109110788348,0.0034894962858188394,0.0012863877162426751,-0.00747410915158555,-0.0033969847430889146,-0.004396214095166031,-0.008355873353850723,-0.009782217775650876,-0.01129547969596953,-0.0034509065727531627
H182Fg36,-0.010187151603275393,-0.011146358717009378,-0.00841633484978362,-0.00986918014646456,-0.012147055056014244,-0.013157715697279729,-0.012971869475450322,-0.01045740613844449,-0.010783189620058432,-0.010118252460379002,-0.013777115660641928,-0.00944512688157669,-0.007439193262655602,-0.01146697048204984,-0.017546282663987754,-0.009885836511887269,-0.01204950915462158,-0.009786892035522542,-0.011001206338821156,-0.011551553912005519,-0.009726479891436577,-0.01102049505971876,-0.011138629188886974,-0.008171444556153956,-0.007976363335801267,-0.007182637614747755,-0.010684642267475846,-0.006805716308049674,-0.005881258814204096,-0.008624710749697426,-0.009509102624789992,-0.01297967294409983,-0.013502071868891083,-0.011256327571956602,-0.011599391123024128,-0.01199402326747635,-0.01183420068573173,-0.011915839582550788,-0.009910403964273694,-0.01095992846466428,-0.010615399936418952,-0.009430829874990452,-0.011387969276013874,-0.007106910462691736,-0.01150374951577564,-0.012437299055797406,-0.006718606853569154,-0.011334141700565185,-0.014014227077363248,-0.010937159086682744,-0.011642351817823263,-0.012919755367426192,-0.012566536604354793,-0.010150690787086102,-0.012726800185658462,-0.010412824760769955,-0.01197756059297083,-0.010651477690371024,-0.00549854429107175,-0.011775545537039965,-0.011241957114311203,-0.011683475027428784,-0.009999296011164309,-0.013799975263379095,-0.013190176603084965,0.005831827797595014,-0.007552743183811804,-0.015518135177539579,-0.009423221859528824,-0.010700641510009518,-0.011311806647578464,-0.01281561079611991,-0.014780757623733938,-0.013360224000882624,-0.01200388082054792,-0.013008456569079672,-0.010663611026797935,-0.012174882868133832,-0.01034813960445498,-0.01376693997511457,-0.012913254542319742,-0.014050222986374448,-0.014318989482314486,-0.013266003085579766,-0.00889550060495043,-0.0128224137341669,-0.012979417472216315,-0.006856007245877818,-0.010440330487389828,-0.011271687616512222,-0.01467928651976884,-0.012173093408113246,-0.009782217775650876,-0.009999525424181827,-0.0034509065727531627
H182Fg37,0.004123928032514584,-0.0066914445389609205,-0.00841633484978362,0.005222660318171373,-0.008247039999647552,-0.012278463285519155,-0.012971869475450322,-0.009849670047221567,5.710467860565666e-4,-0.005805228364737663,-0.008569231468393475,-0.008371699684152955,-0.007439193262655602,-0.007915354424505331,-0.01518748080067644,0.01354747119563706,0.03401669565811286,0.11196595904172892,-0.007347062186362542,-0.0035119437260123835,-0.009726479891436577,-0.01102049505971876,-0.009730700578956733,-0.008171444556153956,-0.004406875569784659,-0.007182637614747755,0.012534623652055665,-0.005479299183239661,-0.005881258814204096,0.006153340498806438,-0.008056148732880575,-0.012357196978819917,-0.0026924449252717173,-0.006450209675531942,-0.004189947729342352,0.003147855694154812,-0.010038921928725852,-0.0018000729850240025,-0.004940041337693642,-0.010028414558755885,-0.010222412415309466,-0.009430829874990467,-0.01132408217448081,-0.007106910462691736,-0.00668946013775511,-0.005843102585095495,-0.006718606853569154,-0.00975266652226548,-0.009428758888013951,-0.0017869042293691365,-0.010597984353707035,-0.004923222673779875,0.053926203485987145,-0.007295339633843349,-0.008279542366660675,-0.010557540919040204,-0.0026799334132416508,0.0027026438218738205,-0.003564841752257182,-0.0019130327335303591,-0.008853097282168204,-0.014658752418881827,0.006345235648230213,0.0030720858832664604,3.465744728480872e-4,-0.008748574632233915,-0.0018547891141746612,-0.0020682743649429276,-0.0018565432391604022,0.003361126977668572,-0.002345370315823728,-0.003599463841741032,-0.004180355089351569,0.003875858957580382,-0.004316422269757368,0.004501835359558856,0.00213955131489459,0.005150314960329864,-0.007164737665999919,0.002365209271344069,-0.006381410591093197,-0.0019643211476599596,-0.010432166168270553,-0.0128718732704044,-0.007493711019639444,-0.009521650138614692,-0.0025293232104792282,-0.00449164172930252,-0.0064633889755670235,0.004929662841939201,-0.00878922023252358,-0.007195472249593143,5.444606047353011e-6,-0.008446717923733449,-0.0034509065727531627
H182Fg40,-0.009295391741958686,-5.675903119512605e-4,-0.00841633484978362,-0.00986918014646456,-0.011134344292584166,-0.013149373277429734,-0.012971869475450322,-0.01036443577917375,-0.010783189620058432,-0.007168102774154848,-0.009225733388375856,-0.00944512688157669,-0.007439193262655602,-0.00698363727429428,-0.011620762354988785,-0.00693604234047383,-0.004468672229509258,6.260226099053756e-4,-0.0072555968617828565,-0.00791187501145464,-0.009726479891436577,-0.008917733654498118,-0.011138629188886974,-0.008171444556153956,-0.007976363335801267,-0.007182637614747755,-0.009873923463504481,-0.006805716308049674,-0.005881258814204096,-0.008624710749697426,-0.008056148732880575,-0.01297967294409983,-0.013530722177883493,-0.010012955221330198,-0.010615517393891865,-0.006475885031456043,-0.01183420068573173,-0.011915839582550788,-0.009910403964273694,-0.010959928464664244,-0.010876905222829454,-0.009430829874990465,-0.011387969276013874,3.6135714471909075e-4,-0.01150374951577564,-0.012437299055797406,-0.006718606853569154,-0.011334141700565185,-0.008337712080659403,-0.005836404238511094,-0.010802272916532296,-0.006913674390762207,-0.01086034664829699,-0.007526161680131236,-0.012611899232466514,-0.010171631163652875,-0.0097923116508294,-0.004989917717988245,-0.007812388591413623,-0.008149194181810749,-0.011085131962494476,-0.013452282712041557,-0.01120193766313697,-0.005705542406451162,-6.705020060657731e-4,-0.008748574632233915,-0.007552743183811804,-0.00575427912650653,0.9831332175806422,-0.007967512111500617,0.032835467991907785,0.008333124533063787,-0.01098813819048327,-0.013360224000882624,-0.009459108073171482,-0.010113947138563844,-0.007017324135165662,0.0012533305973124328,-0.01034813960445498,-0.009243565922135369,-0.004913140147664182,-0.004269703777153299,-0.010835527097713982,-0.013266003085579759,-0.008895500604950434,-0.005118359073305542,-0.006911984836277618,-0.007367660495061402,-0.010563402124892138,-0.011271687616512222,-0.013990768435185074,-0.012173093408113246,-0.009782217775650876,-0.01129547969596953,-0.0034509065727531627
H182Fg42,-0.010187151603275393,-0.0103239869080819,-0.00841633484978362,-0.00986918014646456,-0.012147055056014244,-0.013157715697279729,-0.012971869475450322,-0.010439875201537007,-0.010783189620058432,-0.00987684739477848,-0.014617121903023564,-0.00944512688157669,-0.006521803376630679,-0.010998759606231973,-0.01680480753921508,-0.009885836511887269,-0.01204950915462158,-0.009786892035522542,-0.011001206338821156,-0.010457333651769015,-0.009726479891436577,-0.01102049505971876,-0.011138629188886974,-0.008171444556153956,-0.007976363335801267,-0.007182637614747755,-0.010894828624061013,-0.006805716308049674,-0.005881258814204096,-0.008624710749697426,-0.009509102624789992,-0.004545308581472552,-0.013332534746223203,-0.011256327571956546,-0.01159939112302413,-0.01199402326747635,-0.01183420068573173,-0.011915839582550788,-0.009910403964273694,-0.0060461548666853595,-0.010876905222829488,-0.009430829874990469,-0.011387969276013874,-0.007106910462691736,-0.01150374951577564,-0.012437299055797406,-0.006718606853569154,0.009816163126953933,-0.013712178988065248,-0.010822362307958662,-0.011642351817823263,-0.01222437922861053,-0.012566536604354793,-0.010150690787086102,-0.012726800185658462,-0.010509302199616787,-0.01221052187985728,-0.013181640662969816,-0.007812388591413623,-0.003480565488088532,-0.01124195711431119,-0.009544629401908018,-0.01120193766313697,-0.01174197928117625,-0.013938045043015991,-0.008748574632233915,-0.007552743183811804,-0.013256510751382913,-0.01154726759522339,-0.007252833698076233,-0.010734129780008738,-0.010980717001899988,-0.011832977947710776,-0.013360224000882624,-0.012913974932650089,-0.010344864773209688,-0.012534712474727178,-0.013205355386793377,-0.01034813960445498,-0.012865820839411847,-0.00793508254030977,-0.014600629601432264,-0.014217242768189343,-0.012933602797351673,-0.008895500604950422,-0.01138562457043593,-0.012189294264361808,-0.014689268510814202,-0.010563402124892138,-0.011271687616512222,-0.014884901458749485,-0.012173093408113246,-0.009782217775650876,-0.01129547969596953,-0.003933003049602163
H182Fg43,-0.010187151603275393,-0.01119380932553684,-0.005314930951819371,-0.009776367884352058,-0.008290317447980299,-0.009325193422917275,-0.012971869475450322,-0.010036841915163389,-0.006726831401586019,-0.007764241537496404,-0.011008101629851195,-0.00944512688157669,-0.007439193262655602,-0.010005272944615057,-0.016331704817041364,-0.00984749054786716,0.005232795372732315,-0.009596341804034549,-0.0076772073031365455,-0.007823331563735377,-5.874383696871949e-4,-0.01102049505971876,-0.0032013086810991154,-0.008171444556153956,-0.007976363335801267,-0.007182637614747755,-0.010894828624061013,-0.006805716308049674,-0.005881258814204096,-0.008624710749697426,-0.0012354077408179723,-0.0032864734045075263,-0.008016313966539571,-0.007949480712595052,-0.009149034112051802,-0.00882052513564915,-0.01183420068573173,-0.011915839582550788,-0.009910403964273694,-0.010959928464664268,-0.01087690522282949,-0.009430829874990467,-0.011387969276013874,-0.007106910462691736,-0.01150374951577564,-0.011907519926756082,-0.006718606853569154,-0.011334141700565185,-0.007226098211634849,-0.0053874919035388534,-0.003853884410310729,-0.0037553118038945233,-0.012566536604354793,-0.010150690787086102,-0.009585607891282493,-0.01046106348019337,-0.008409936494624652,-0.007621258634054013,-0.007812388591413623,-0.007871920099104502,-0.006563129952438243,-0.010600268637390485,4.584894354033173e-5,-0.005780643173894504,-0.007695960198656101,-0.002750195274412158,-0.007552743183811804,-0.012540315525587906,-0.01215942235538851,-0.00891471641444789,-0.012269522438272952,-0.010903657887339996,-0.009873305881885019,-0.005431832399092929,-0.008398105796063583,-0.00685373621612434,-0.01123130916412063,-0.010940158558550312,-0.01034813960445498,-0.002031590328636167,0.020011520464672715,-0.014600629601432264,-0.013500088164951959,-0.013266003085579764,-0.008895500604950424,-0.008574020563458885,-0.009389885455055829,-0.00928259611493117,-0.00939498794765149,-0.0074555597304614574,-0.010003571202632499,-0.009261951401783312,-0.009782217775650876,-0.01129547969596953,-0.0034509065727531627
H182Fg45,-0.0030202395197568882,-0.0012732309770128953,0.008601844821674589,-0.009683555622239557,-0.006186356166993949,-0.009757417085963243,-0.012971869475450322,-0.005207190430632302,-0.00696760760618155,-0.00835437665028666,-0.005172159526338404,-0.007386084071741055,-0.0039863333797402764,-0.0020685462453083115,-0.011951586875070159,0.013030633452370223,0.005277926155294839,-0.0075448517110339244,-0.00951232306378002,-0.0032505695373574194,-0.0018353304702409241,-0.0010275424654776527,-0.011138629188886974,4.1808303744323176e-4,-0.007976363335801267,-0.007182637614747755,0.008899958005174097,-0.006805716308049674,-0.005881258814204096,-0.008593626895312739,-0.002372467757780926,-0.008481657748380571,-0.004585644667819941,-4.975093037561332e-4,-0.00464788075085849,-0.004226034768248824,-8.012761444768117e-4,-0.001251748794759728,-0.008785301064275977,-0.01009133614417227,-0.006437705008502255,-0.009430829874990455,-0.00823222743350386,0.017199534240303672,-0.004680389447556601,-0.00097551864349706475,0.009153304134496394,0.007355898213464304,-0.007459194055729172,-0.005732698445063546,-0.003321987018898865,9.27185151523348e-4,-0.00788121677850151,0.0017913033865060385,-0.006976030055321327,0.015318275521472942,0.008576951114877189,-0.004332213251911475,-0.007584842459002513,0.013376594164702773,0.001693319168476472,0.7529769057292048,-0.006039548510735975,-0.009663324889643273,-0.0037759320627531235,-0.005019824523454156,-0.007552743183811804,0.0023964266239430067,0.004252291850529308,-0.008387891987298649,6.38988282621079e-4,0.002878888506855785,0.005620403762697453,0.012080785851094828,-3.8982096574678444e-4,0.005535384885171468,-8.954347711010404e-4,-2.2549251615705526e-5,0.0032505487704173144,0.011783164947794203,-0.0030796116704283195,-0.0071100838244830275,-0.011988920273257703,-0.012516715856222915,-0.008123305773434345,-0.0032962795095401068,-0.0014830786809808694,-0.0014115639529693194,-0.005216751734313816,-8.983905020835341e-4,-0.00326112834614676,-0.009261951401783312,-0.009782217775650876,-0.003024413714579211,-0.003632656086750739
H182Fg46,-0.010187151603275393,-0.011712551522439881,0.003132649132066021,-0.00986918014646456,-0.012147055056014244,-0.0094030560081839,-0.012971869475450322,-0.010457406138444494,-0.010783189620058432,0.0028357149234912063,-0.013918708291766621,-0.00944512688157669,-0.007439193262655602,-0.010957675493380935,-0.017208726598473233,-0.009885836511887269,-0.01204950915462158,-0.009620160582970548,-0.011053655759909992,-0.00515739463215507,-0.009726479891436577,-0.01102049505971876,-0.011138629188886974,-0.008171444556153956,-0.007976363335801267,-0.007182637614747755,-0.010894828624061013,-0.006805716308049674,-0.005881258814204096,-0.008624710749697426,-0.009509102624789992,-0.01297967294409983,-0.013210697185236615,-0.005767242903381281,-0.008470094253420714,-0.01199402326747635,-0.01183420068573173,-0.011915839582550788,-0.009910403964273694,-0.010959928464664278,-0.009543443993870167,-0.00943082987499049,-0.011387969276013874,-0.007106910462691736,-0.01150374951577564,-0.012437299055797406,-0.006718606853569154,-0.01119156943370755,-0.014014227077363248,-0.00985965496202479,-0.003643509760650403,-0.012593076899824151,-0.012566536604354793,-0.008723015210464724,-0.012747677570864813,-0.010557540919040204,-0.01221052187985728,-0.012785436942052102,-0.007812388591413623,-0.011351555270693021,-0.011085131962494468,-0.014335024201097545,-0.01120193766313697,-0.007088229363530539,-0.00802584161416168,-0.008748574632233915,-0.007552743183811804,-0.002962368291610061,-0.01228185330742153,-0.010779945807444898,-0.012311008977106718,-0.01297636723691834,-0.013560168409481847,-0.013360224000882624,-0.01172086169119638,-0.005975539198157067,-0.012778561337386298,-0.0077653965042966955,-0.01034813960445498,-0.01258438854967379,-0.012767734381910416,-0.014600629601432264,-0.01045102334559079,-0.013266003085579767,-0.008895500604950446,-0.01279362235684116,-0.011603601587158905,-0.0119715939592827,-0.010184162527251819,-0.009328034987395007,-0.012217123902365528,-0.012173093408113246,-0.009782217775650876,-0.01129547969596953,-0.0034509065727531627
H183Fg01,0.0017843515335820527,-0.0016724382289098256,0.008963208173280057,-0.009575274649774972,-0.002184730438986619,-0.013138250050963073,-0.00890519591099246,0.0015721006640977678,0.005687447286902599,0.01845235935836836,0.00408506346617963,-0.005088610045072734,-6.505901405114707e-4,-0.0015857241794077495,-0.00933241172162328,-0.004365604164455825,0.001872992087786186,0.0031891726466081343,0.0014899417420132647,0.0020628836721920084,-0.002087152949952098,0.03591904496815207,0.025316716450834012,-0.008171444556153956,-0.004348363905683677,-0.007182637614747755,0.011496081699246201,-0.006805716308049674,-0.005785651814433512,-0.008624710749697426,-0.0034943180898460787,0.014707729966280149,0.039613900202189405,-0.0035952354927091014,0.009014404290692139,0.010080582012334433,0.014232292912550867,-0.011915839582550788,-0.009910403964273694,-0.002507091367416143,0.005043321315292762,-0.007414366434972426,0.016182865107985254,0.0013672465722023076,0.02916162829403504,0.002246350654301448,-0.006721908653375943,0.011121836949871344,0.007094001822699186,0.006519297900638934,0.006773788571379133,0.020978331477970687,0.04727664593140111,0.023009978826708303,0.009586710296925677,0.007424555881410138,0.01147798774597361,0.042015393466927314,-0.007264664742786863,0.04618922313163542,0.017571481897483865,0.05773079879785976,0.01601404163587354,0.05461797192961641,0.03906144249719356,0.02437748620908521,-0.0010903963895832988,0.03265114994547005,0.02681666261002528,0.03514164840118681,0.054747429281880255,0.14071843629141606,0.9492668663832659,0.028884801655877184,0.031679985213774256,0.013595591705289914,0.007160522856490464,0.02123020709581024,-0.004792727041759277,0.03499027802344906,0.05450548115885788,0.026743573110470514,0.008229076922145924,0.03797999466578047,7.484215736778937e-4,0.02784465388269933,0.021069285275039217,0.02548178945886114,-5.789290578684857e-4,0.021023384449576944,0.03085976477688397,-0.0035027622804732713,-0.005180464993020055,0.014388391461778938,-0.004575573941793206
H183Fg07,-0.004480550792557467,-0.001222914541941853,0.0013974446026890014,0.007457987964424377,-0.009899557511135493,-2.7943547472224564e-4,-0.004626613984431018,-0.00829122263885431,0.005773624926572095,0.01122848373282741,-0.007684060235610611,-0.007282638252724227,-0.006996648116767806,-0.0057197014320241055,-0.013630326036627817,0.007658724696729938,-0.0021579684192650213,0.006070559252043715,-0.0025334201002729737,-0.005844077010037933,5.761940254547386e-4,0.001980977027742051,-0.008970066845526835,0.0015026965273323943,-0.0010333467028922818,-0.006517175746741369,0.009815811291171383,-0.006805716308049674,-0.005881258814204096,-9.367878850235346e-4,3.514335015511182e-4,-0.009204978597050578,0.011349424288220219,0.006756789365480257,-0.007212977516022904,0.005250321243775101,-0.0038540508522288994,-0.00991124432430982,-0.005457725043513213,0.007485411642865183,7.3986757536533e-4,-0.003006180482839094,0.009039926823639648,0.0010696817347816303,0.022721122255697914,0.016592980227898218,-0.006718606853569154,0.004393135201476503,0.016651672040251753,0.010093495652365257,0.02275803333040935,0.009888103008584411,0.015146642943702993,0.009762487765331698,-0.009231542790078696,0.010089945643167533,0.03201201194048123,0.02464579007370097,-0.0013629350732025525,0.023126220779427296,0.01944463196732684,0.013139286858590081,0.014693711958974273,0.03306544565082404,0.038279534534318926,0.021289509176581158,-0.007552743183811804,0.03750824252173301,0.010069683343451638,0.013792982961268173,0.023705273158376356,0.036106825831277826,0.021367056849895528,0.013136974227850576,0.01329852295735835,0.019548888865759534,0.9290247203720337,0.20515073408801449,-6.422237789917893e-4,0.02651733622112346,0.03754275147130434,0.02140184962149659,0.007759824845975775,0.007307849023785076,-0.0038803881709037953,-0.0014824849297586458,0.00915415912900782,0.00841558293075175,0.002117492045499648,0.0034665605940308224,0.019491456874552067,-0.012173093408113246,-0.0017532067377205888,-0.01129547969596953,-0.003630787055749527
H183Fg08,0.0038396635062165722,-0.009382764512588536,-0.005768195576719356,-0.007561848513194259,-0.006675291245018997,-0.013154934890663064,-0.006239783714918293,-0.004422537511854793,0.008717423201198367,-0.006947962723676599,-0.004067351512027203,-0.007164880943447099,0.008269288847292253,-0.0042237564192582205,-0.012880653440625622,-0.005537539899548118,-0.007294581750783915,-0.007735907638635487,-0.006970514935356179,-0.006600880322580782,-0.005769534896253815,-0.004916848402686648,-0.006423398331605071,-0.008171444556153956,-0.007976363335801267,-0.007182637614747755,-5.449069434539297e-4,0.013391937605802966,-0.005881258814204096,-0.004810840486964892,-0.002247458546597005,-0.010641077917226132,-0.008329335452463935,-0.008651609415209625,0.005231385743102666,0.013940230986853616,0.0057185069682414305,-0.004377623450883331,-0.002764597247881466,-0.010959928464664285,-0.009273356001062015,-0.00943082987499046,-0.011387969276013874,-0.0065117807878503796,-0.01150374951577564,-0.008838166677779037,-0.006718606853569154,0.012436488286087403,0.010340243039988838,0.012654974204590214,0.0051065675235887065,0.028617410218971177,0.0034560975662788493,-0.0012289039790540255,9.164484518263198e-4,0.0057708832341808285,0.03477383097142971,0.008616585296552348,2.665737528062093e-4,0.023777816799562517,-9.977272981890226e-4,0.0012226970351483439,0.004655445067696884,0.027053479364274345,0.010510381063394709,-0.001789899762488065,-0.007552743183811804,0.0033792661256006754,0.03575966740796402,0.9785407485535924,0.021241415798646236,0.003336734772328879,0.007733375645529613,0.0029972999473027104,0.002600255134931578,0.0069768993109973355,-0.0021794137846213478,0.018701251698191475,-0.004364789773972064,-9.07311972713465e-4,0.012562133899127624,-0.008193887174377065,-0.011578563957529747,-0.004562047680996359,-0.0047042376186727155,-0.009973891118980931,0.023959937514494566,0.012680087753925057,-0.006051233175914979,-0.0029766394436320713,7.268854059656169e-5,-0.003443246200369184,-0.003917634104250379,-0.0026243707810897202,-0.003848620391797874
