sample,ME_plum1,ME_salmon,ME_blue,ME_sienna3,ME_lightgreen,ME_yellow,ME_greenyellow,ME_purple,ME_steelblue,ME_skyblue,ME_green,ME_skyblue3,ME_cyan,ME_darkgrey,ME_grey60,ME_brown,ME_orange,ME_lightsteelblue1,ME_pink,ME_royalblue,ME_mediumpurple3,ME_white,ME_darkolivegreen,ME_darkred,ME_lightcyan1,ME_black,ME_darkorange,ME_orangered4,ME_red,ME_saddlebrown,ME_darkmagenta,ME_lightcyan,ME_grey,SITE,YEAR,TREE_ID,RGR,growth,Site,Year,Season
H181Fg01,-0.11623834935122163,0.058663975959856805,0.12445101640870829,-0.013530657139795791,-0.054039883305126886,0.35058772727959614,0.01579723772192225,-0.0369205504934365,0.5103479314587901,-0.14221446205340496,0.032670257544473016,-0.16177317984458214,0.11508746256395173,0.19240196016148262,0.14029663176583432,-0.10504893037680636,0.5607750670614614,-0.05148759947759001,-0.08722979222384597,-6.304492059982118e-4,0.02506331795303401,-0.007135420620105494,-0.09161933668743177,0.5861110722422894,-0.11732090381254164,-0.08766141945643746,-0.08166400259847528,0.0943264584274603,0.9125687312847859,0.6122253728407071,0.32605249349597,-0.01237655859944318,-0.10428879777764744,HF,2018,30156,0.01768953,0.188287123,HF,2018,Spring
H181Fg02,-0.023794100664675986,-0.12032688989950532,-0.03868896538465178,-0.04713108825917135,0.005975653665830757,-0.1512499958219433,0.04173060506567139,0.10553010115712917,0.013903709530846325,0.07432531745459624,0.01592792599854084,-0.030420191320212456,-0.028625399803819195,-0.07336710561757902,-0.1190160943691435,0.012096400678969211,-0.09168722734445736,0.11889678411282742,0.002541482152696206,0.8666753732138212,0.05177556243916744,-0.08986273614734286,-0.03020778221245675,-0.03885963718254184,-0.10332014568171846,0.035521537548171084,-0.06702936973874703,-4.8585723729372115e-4,0.002129895799205621,-0.0861372248498217,0.1285897503311175,0.005358744965098938,0.052952805440247976,HF,2018,10481,0.012780835,0.248220654,HF,2018,Spring
H181Fg07,0.6612163950739852,0.620984145348996,0.9009532749491272,0.5720845406922533,0.6540184804590106,0.48985670174562884,-0.3852916079306121,-0.23643974662633363,-0.3114482183516307,-0.37942705726997644,-0.26782398107768124,-0.2998709397646905,-0.4227181081527238,-0.2971446938799186,-0.3351074581844739,-0.2300838684524473,-0.2281760701998021,-0.16469417315398785,-0.1651194181247018,-0.21594928158207144,-0.24044329288143365,-0.2810175337582301,-0.21003809285224387,-0.22878273242249358,-0.2127580190282405,-0.20601520653384914,-0.2908505163866654,-0.2082727599320274,-0.18112197449279624,-0.2176979655863676,-0.35331414919816095,-0.1568522943744784,-0.8057408397162606,HF,2018,81099,0.021665351,0.152604713,HF,2018,Spring
H181Fg08,-0.28804366892357736,-0.28004019084892123,-0.23675064493778677,-0.353756302095342,0.5706120058358419,0.3518508855659204,0.6445844007097189,0.8926875140488454,0.6011459954482038,-0.20525515422628413,-0.1909266405590443,-0.10180009657690617,0.47565074337728963,-0.26839739874010676,-0.36819624593437383,-0.20456852123609648,-0.28251560239876594,-0.17104674031470554,-0.10356603936274053,-0.16301464530037438,-0.2409504367801305,-0.21850892585544268,-0.10456959953775861,-0.23846038967582545,-0.21945578972487695,-0.17618752801675308,-0.29221296827397175,-0.18754838516439626,-0.15795032174333354,-0.22736542649604985,-0.31730908583836553,-0.19061697781576978,0.31472926636380405,HF,2018,81091,0.020390159,0.634232306,HF,2018,Spring
H181Fg09,-0.10775164489197987,-0.07069702072693608,-0.03588549916365111,-0.16077506505028713,-0.1388734801761925,-0.20272559511259175,-0.13652157271596932,-0.021260582575504474,-0.10121819358334229,0.02591637958430768,-0.11762222772123154,0.5984950065939065,-0.02834163890301535,-0.007772168285977862,0.06242606067502697,-0.05863218952680155,0.021259345695970298,-0.09651675041204345,-0.02481668853716971,0.11039181176093835,-0.022090283277209175,-0.061008456173964165,0.1063700775959864,0.09688887517952754,-0.06157272110062035,-0.11236880996269244,0.472464837723771,0.8886909248378195,0.04846987957170773,0.0799158143668523,0.3275719818368751,0.0025833280596284564,-0.004191716120613401,HF,2018,60850,0.034797181,0.209816186,HF,2018,Spring
H181Fg14,0.5644025010488036,-0.31423419091802585,-0.22470620276128545,-0.29716292680566253,-0.14987086774869257,-0.37237442134032955,-0.26314849097307635,-0.19853839860778383,-0.25066702638297983,0.6134449067750871,0.8945457971083408,0.6366450352975143,-0.39831914836575716,-0.2547035342347305,-0.26184126880344655,-0.10596013817378071,-0.20080559871634848,-0.15051118053337736,-0.12835473607238126,-0.16975490740050903,-0.21375125184397467,-0.24105868593485014,-0.06557910677717312,-0.22095346296445006,-0.20645536153620078,-0.13157753555199875,-0.17066007020776516,-0.2075100285036526,-0.1870592884832071,-0.1935010466041316,-0.3291770685596308,-0.17803035263603992,0.4580769741206803,HF,2018,150496,0.01239828,0.256107849,HF,2018,Spring
H181Fg28,-0.1796944613793471,-0.06818995546548481,-0.050743762858176736,0.42814612728307333,-0.1348281575191555,-0.16838679219504496,-0.13438293989970126,-0.0903492312946016,-0.18279448559395536,-0.060318722398768045,-0.12089004159537053,-0.05585049535237556,0.10922030690684516,-0.16811117572399542,0.47371732972162234,-0.11273767853240531,-0.1714258631875458,-0.12290684622456853,-0.1403888452463454,-0.17072994029488664,-0.20606115287587573,0.622164664597366,-0.14115213810390825,0.6237373868919651,0.5387609379995966,0.8936695424549435,0.586456448437767,-0.16625656327769686,-0.14621866364299765,-0.1266201036535629,0.131160778541775,-0.12773935536507552,0.09721899219805606,HF,2018,260845,0.014533972,0.107637779,HF,2018,Spring
H181Fg30,-0.254106661209427,0.5561508145713877,-0.19381166007568512,-0.2818110935541294,-0.33384646534496026,-0.21606174430905667,-0.20264071329864358,-0.19704728373530836,-0.22313292889129985,-0.23521456434645596,-0.11812844919317489,-0.18824171773048837,0.539335755076659,0.618613027987193,0.5601119389704647,0.9144851551121266,0.6330548539718778,-0.19391357373333462,-0.17209968715409302,-0.161836601288014,-0.21908454063193428,-0.23701546546429025,-0.08722259561023461,-0.2178871999109699,-0.2714969794745186,-0.15929237556459583,-0.18107785331441587,-0.17740211417723023,-0.16033828965154104,-0.25127216817167175,-0.330331112595039,-0.16758831706842012,-0.008194238640083402,HF,2018,281050,0.00478918,0.194231083,HF,2018,Spring
H181Fg37,0.07267702035780764,0.04788524895894186,-0.01424099844425175,0.022615952734633692,-0.06807740495518678,-0.21125434637726015,-0.05150129102118177,0.023069842103088798,-0.031816522658909635,-0.015056230006684237,0.06109539643243666,0.01075971949827664,0.034235818093693894,-0.06860947630856086,0.20078313695021674,0.08183966976938672,0.07081411871795323,0.021068143224852523,0.07282584503536724,-0.0030817880777671445,0.021002397863221414,-0.04167020252258855,-0.0969688349691385,-0.04201785314787285,0.27984842731287324,0.13979309625254283,0.368684763373062,0.09294349249536464,0.09053307448204768,0.024734719096259464,0.4590117817363743,0.9253430668761076,0.08469643557010158,HF,2018,220932,0.001014794,0.030282839,HF,2018,Spring
H181Fg40,-0.12952045843813287,-0.2849184847931221,-0.13090838766427615,0.3733276778541989,-0.2316279681328855,0.0135430051378263,0.5268744607222855,-0.2152199274173803,-0.20432629457614157,0.5630163763741834,-0.18759891729558717,-0.21129622142210386,-0.33308575080089897,0.5316197564626546,-0.21757240556041396,-0.13625753779140765,-0.20322109109669104,-0.0939324481959665,-0.11327564862703471,-0.16777813351368467,0.8487574002598753,0.5910826238835095,-0.14332765265422986,-0.21287372999161402,-0.2233027830915072,-0.1737288906116007,-0.19110184274519734,-0.010021143002413805,-0.09996824499864597,-0.1660997554527968,-0.18419532969585975,-0.02902816395438007,-0.067389495935652,HF,2018,31078,0.012340858,0.333827096,HF,2018,Spring
