sample,ME_grey60,ME_honeydew1,ME_darkturquoise,ME_skyblue1,ME_blue,ME_white,ME_darkmagenta,ME_navajowhite2,ME_lightcyan1,ME_lightcoral,ME_orangered4,ME_darkslateblue,ME_mediumpurple2,ME_paleturquoise,ME_yellow,ME_brown,ME_darkorange2,ME_orange,ME_firebrick4,ME_purple,ME_royalblue,ME_salmon4,ME_darkred,ME_magenta,ME_green,ME_lightyellow,ME_lightsteelblue,ME_coral1,ME_floralwhite,ME_darkseagreen4,ME_plum1,ME_midnightblue,ME_mediumpurple3,ME_pink,ME_plum,ME_skyblue2,ME_brown4,ME_darkolivegreen,ME_cyan,ME_orangered3,ME_plum2,ME_palevioletred3,ME_indianred4,ME_ivory,ME_antiquewhite4,ME_lightcyan,ME_saddlebrown,ME_darkgreen,ME_black,ME_red,ME_coral2,ME_mediumorchid,ME_skyblue3,ME_lightgreen,ME_lightpink4,ME_thistle2,ME_bisque4,ME_thistle1,ME_greenyellow,ME_sienna3,ME_maroon,ME_darkolivegreen4,ME_darkorange,SITE,YEAR,TREE_ID,RGR,growth,Site,Year,Season
H171Fg01,0.06380162833564687,-0.01548945026599231,-0.014577066423369511,0.21899067077785392,0.030296743533525617,0.056755048978694475,-0.010500395904360084,0.02341359948642199,-0.12067414463725412,-0.03959445059320872,-0.07364843153737068,-0.05188555473666216,0.08849634979064036,-0.18248277473037766,0.026300870418915327,0.07122841079498379,0.05153804218855694,0.05269256564282566,-0.0022979448527859314,0.09028726784922965,0.07249410764624761,0.06171650867636526,0.12978061479865521,0.04917913801307441,0.04851889362119064,0.035394259700330735,0.050973766973154616,-0.058497626547187265,0.03204785930245599,0.14007779110591542,0.09640018169840206,0.08615612172198064,0.017427658411182864,0.055846318585948095,0.12840431703719507,-0.08742054164999931,0.013293483892096697,0.012094594283863416,0.05219332881539994,0.1043219077149439,0.1580227121394142,-0.018577938021104648,-0.04686685297445768,0.19142728812909995,0.058119078324227365,0.1589155971244398,0.030331605522018176,-0.0181306514338747,0.07856158807659018,0.015585998135539635,0.6422918124998663,0.02670434092981777,-0.0033763297172464944,0.06475401310305838,0.16820825042661686,0.04033812530143606,-0.024306630456981924,0.10835641919668618,0.0738480862182963,0.13315803145237487,-2.4110270252291285e-4,0.2548169930927604,-0.0907922009143993,HF,2017,30156,0.01246118,0.1304071,HF,2017,Spring
H171Fg02,0.2959441479286888,-0.27393809223503823,0.371714696993167,0.4757784895706618,-0.08080455215849398,-0.12451667545110641,-0.3030117937442477,-0.46649184904234503,0.45143703596827034,-0.4575359501781294,-0.2046713389727573,-0.5543481384175084,-0.45949660175523227,-0.24766144122257125,0.24351301182896237,-0.17051401065849325,0.3669841730788469,0.5080020896317567,-0.35848990318364066,-0.4790086876836507,0.20536380810479324,0.08676056589973583,-0.241396794024768,0.24415696424228905,0.329280476964007,0.5756621344934778,-0.3336848496370208,-0.18841896586334084,-0.3238181163316925,0.5001946598888423,0.5673758802481327,0.6147205436526876,0.7039043747339134,0.8853814957737529,0.6229539678193913,0.5340759224745802,0.35690365664636564,0.3510947109556628,0.26316320418348027,0.3144498593452538,-0.2073349693645976,-0.2161582748616633,-0.1919674433606029,-0.20224187744174776,-0.11750775405481312,-0.18991917738283995,-0.23393481913544728,-0.16319195329014133,-0.3838636861420284,-0.4768128196285139,-0.1921179863651748,-0.17008438167581427,-0.21252802759640174,-0.3391033615097359,-0.20850671533207424,-0.1741125822743419,-0.26960646469834787,-0.254725626752407,-0.22421079891694573,-0.2655371422199609,-0.18954453591927548,-0.25172078462310093,-0.20868329211568984,HF,2017,10481,0.009235177,0.177208877,HF,2017,Spring
H171Fg07,-0.08555555572558146,-0.12776364947047847,0.006142592197430614,-0.0040082322069214475,-0.056634585639969454,-0.11185468443783668,-0.030326491483972495,-0.02556371762938168,-0.13409503755577948,-0.027649897929962745,-0.07201648847715184,-0.13806923361291226,-0.03255111935024963,-0.15872172200086998,-0.13159015206505378,-0.04747853906700709,-0.028231118949383065,-0.025754405866917265,0.05024605730424395,-0.06376879494213443,-0.017083714483184968,0.06436841098236508,-0.026157953244658593,-0.08536158136451855,-0.016382066838318516,-0.10621529228153598,0.07400889910691166,-0.12193154961125267,-0.06375906263914005,0.1273763359795196,-0.03704924327730092,-0.01898830426956456,-0.04031205308224065,0.03599126206775156,-0.10515751693944414,-0.06826403408670927,0.10429444524356893,0.1554794234853604,0.028193775492269122,-0.06238160815394509,0.038880220923822505,-0.011698343918098405,0.11956706491056529,0.11761249956619817,-0.05376457816466611,0.14655499029923402,-0.05712756479981128,-0.045277158127010914,0.06992303339676581,-0.042186628775734286,0.2921165271627808,0.06194934480305095,-0.08664557643564388,0.16922608256254465,-0.11852155771693677,-0.0409448452775717,-0.1213690047049615,-0.050516662273099464,0.030076245775740782,-0.044748238807721025,0.15818026930498966,0.0410607444429033,0.06256888977211385,HF,2017,81099,0.021030121,0.144519244,HF,2017,Spring
H171Fg08,-0.4336701255598083,0.09358064740485365,-0.2089337708793518,0.10207867478246002,-0.11842180507299904,-0.18916633786932377,0.2659336094296426,-0.3748612435271742,0.26103307362393874,0.15059458734972594,-0.29528362866877916,0.1995780856693497,-0.4370567904839602,-0.23643233444150782,-0.17725103981211696,-0.04367442931693938,0.3171743075572124,-0.283469147429944,-0.3372258869552536,0.10075816147406376,-0.12326359868208164,0.26679489552937974,0.5985897970513011,0.24880289944014214,-0.4769212021876294,-0.25304436311897033,-0.3844982166189403,-0.1437181797438016,-0.31876692579383376,0.4019715718283206,0.577842272229836,-0.18418908018202285,-0.17997923639609761,-0.19317806540334867,-0.1505527523540195,-0.25837396696227577,-0.3379926701205732,-0.36852438616721217,0.2409758196440091,0.12631716460462256,-0.19876891109264205,0.5672953234801045,-0.20446799629960125,-0.19491239848431818,0.6175808752883631,0.8344487579093347,0.623212354115728,0.60709057120586285,0.344403986890679,0.21161698837856546,-0.2143187356063601,-0.1629184810296845,-0.2541558443679583,-0.3268238009969228,-0.18993790688729761,-0.20221175767175573,-0.25164181024073434,-0.3274461938403889,-0.22674890223419517,-0.24969560896126614,-0.1994606811846671,-0.21348441350131953,-0.23861078203166025,HF,2017,81091,0.01509066,0.460714489,HF,2017,Spring
H171Fg09,-0.0847670335888436,-0.1900692025400957,-0.03596384737607096,-0.09733944380157963,-0.02733772158378221,-0.11246469138122339,-0.12942831572706784,0.0012663182665848675,-0.12892431556012524,-0.2154532672799506,-0.10824790492822002,-0.09560731977331294,-0.003267694266168206,-0.22529653872188252,-0.18880801590137777,-0.09374562351540468,0.04277483320811925,-0.12598587837548297,-0.028476634135522434,-0.09783234342212369,-0.09160304501489264,-0.05099901747822168,-0.13591125592102732,-0.16130940189534734,-0.05345923422417662,-0.11908997423795428,0.060896286279173484,-0.14057552755601152,-0.0981710441695796,0.010951026695871127,-0.1324274812442532,-0.047779431505076214,-0.009195003179132123,-0.03902900927710441,-0.013279639485909116,0.030186016369236617,-0.00997763650491825,-0.15504718670906098,-0.07569738237026177,-0.03712681258292579,0.7033826315770232,-0.019278417726447315,0.010884457487751839,-0.0754356811076324,-0.1753867185479594,0.031086139848684153,-0.031600442894098135,-0.03642249431562339,-0.09854442659302587,-0.06005966871981693,-0.0490933668965207,0.16366657834873427,-0.07414438910612867,-0.01097003405919892,-0.041319897058194215,-0.1540390184238043,-0.1976043382149391,0.20396797557035376,-0.09292807978942093,-0.11363026464940817,-0.03126689314265464,0.08216158279417997,-0.049548131452786415,HF,2017,60850,0.019897924,0.116563789,HF,2017,Spring
H171Fg14,-0.014939856156718776,-0.03199037001563314,0.10748691651958532,-0.08061238074513725,0.0012246641317008294,-0.018735548656487647,0.029949580414997283,0.08345330975566564,-0.14230336864365115,0.08695435335650221,-0.03548125468982591,-0.008415572604810387,0.05561520754658055,-0.06019228041282191,-0.0432576286487249,-0.01024551739713216,-0.007396929592605103,-0.019446693899132617,0.09364825401674019,0.07158641623260838,0.010727409998822438,0.04209184574551247,0.0060817465178112234,0.00500114785649256,0.04306742203922087,0.010764353207772958,0.176270637206772,0.01726285412598986,-0.005763922139842564,-0.0019227424251410303,-0.04843738288866071,-0.0033534116688080625,-0.010825260598041226,-0.030899331173150635,0.012162041130630354,0.14631363718542328,0.08635222857429463,0.186011818429561,0.044477496298804674,0.14822619219977648,0.25502572319052463,0.03941237256652429,-0.021666327908839232,0.046400342937661966,-0.020204836545699097,0.026357550254730428,0.04592909428606906,0.009291238488620939,0.0682239754092877,0.04227447702654664,-0.025843670240579313,-0.046374419659182764,-0.014994478255082348,0.10638183641425947,-0.006817960306752802,0.10420759374208197,0.06644780657073898,0.21571086829674552,0.11437615425795931,-0.04449397652639094,0.1828914688168311,0.43016416056490603,0.28691890870347947,HF,2017,150496,0.009089832,0.185359054,HF,2017,Spring
H171Fg24,-0.0632872631411995,0.005224603338707959,0.04606266866918405,-0.05953588550764832,-0.0018473481476805277,0.058643135912986234,0.1892011258359496,0.14366039774296213,-0.18145328955292145,0.16606611010966355,-0.0026894350451034266,0.029809949487793672,0.061653234822108056,-0.070119353995211825,-0.0581952111101194,-0.054410254350431154,-0.016602890896498936,-0.022140347044922987,0.17889843596546087,0.14213240282960968,0.08867622674412988,0.3114553155318816,-0.10613826415889596,-0.04547694191276729,-0.03678336844141785,-0.01333066859826471,0.020016210405840305,0.004034344724344556,0.026363945947853004,-0.11264835753468189,0.22294758602572504,-0.04485297014709505,-0.14709161496740406,0.0407838074052759,-0.14474234611045753,0.18928769281866295,0.27914211001644545,-0.05611174115004546,0.07721682560222044,0.10620567191765592,-0.11790605438138715,0.08812817157361241,0.5685341817985148,-0.11983640773865645,-0.032860739116072596,-0.1088575190459023,0.4381608663541729,0.011747679504808187,0.19874948840252113,0.16411794355521797,-0.08078433215751925,0.11119533648846172,0.15550434971592603,0.1817183179393147,0.06840469135775691,-0.15180626733298958,0.4418596770262668,0.2722956579114711,-0.03747330684400049,-0.11565666733599335,0.8390829408723195,0.10122204318769498,-0.08966404644124684,HF,2017,141939,0.001212585,0.046712676,HF,2017,Spring
H171Fg25,0.522742151762535,0.642006507848643,0.4909443364125928,0.5313337427167556,0.9205298687218115,0.7660585716210978,0.45746024699439214,0.4276723407101541,0.35129702685574865,0.43380116883182623,0.6429180567318874,-0.5700328533908903,-0.4713451861980224,-0.2705828366722287,-0.6066414595082561,-0.2276814962607075,-0.4288288706651937,-0.21577406045538577,-0.37626072171915487,-0.4934600637723472,-0.5872826758903732,-0.5249976626930501,-0.29715705724865477,-0.5516553791096506,-0.47924622484204443,-0.22853190642934815,-0.3944444340906964,-0.21397560132699864,-0.2802013117285407,-0.3240813368386709,-0.2148922508773763,-0.27873973604216395,-0.19995916460875834,-0.19567753275546193,-0.22845249587584382,-0.3267380932353081,-0.3970526798987431,-0.37822877477894545,-0.5230344212219167,-0.5409899953177207,-0.22437869313945252,-0.23575635993244337,-0.21939708654565568,-0.19795962530982322,-0.25193672511298004,-0.205299567247359,-0.25811286710412873,-0.24245212934730648,-0.43489307713453773,-0.49696547327957524,-0.21219324175311416,-0.14607300127994635,-0.24434916861598932,-0.3505300076449491,-0.22429199005177564,-0.19965490648486153,-0.267735519700096,-0.3304477754126569,-0.21695795808968793,-0.28347835339919636,-0.18337841249822598,-0.24317670372169353,-0.25666256225638284,HF,2017,121716,9.98443e-4,0.048144357,HF,2017,Spring
H171Fg28,-0.06974974547772105,-0.06894956940030214,-0.008503430858820557,-0.23823350869203863,-0.08218684137137874,-0.0910260519168689,-0.022545222726598528,-0.046220332438777996,-0.3411614379204087,-0.14033050995400953,-0.024902029753250073,-0.013317812614407308,-0.014340896868715768,-0.18768516320732345,-0.1959316007524934,-0.06001656629522858,-0.07313596260395275,-0.10236059940729744,-0.06860882138065087,0.06275661270980105,-0.08167644748105105,-0.220387780045621,0.0011953866352774206,-0.06180778470091818,-0.05050743030241797,-0.102560549958368,0.26154627102360883,-0.0773333742262943,-0.03176067692764828,-0.18416592254431272,-0.06896226405191093,-0.10350014507547034,-0.07366709598698856,-0.06633177246282372,-0.03494516691875992,0.09670732729552292,0.09633139309750097,0.039153395820174484,-0.009202699981592772,0.12739774976793697,0.012482786231729168,0.06846513748966154,-0.018506683444946253,-0.0977638740513004,-0.07301840960868047,-0.0724387608250038,0.03599013409547129,-0.07895723415069562,-0.012510137212819348,0.032477855564321784,-0.11105667110815375,-0.09483655694528785,0.0354695195372007,0.08709056835084385,-0.056857036563245346,0.0850835189516109,0.11473468267292158,0.05654885006997505,-9.959053406349665e-4,-0.012628399657323432,0.010148260489815411,0.11514878218966831,0.1688232292016577,HF,2017,260845,0.005818461,0.042599623,HF,2017,Spring
H171Fg29,-0.033872467691586056,-0.06981549114505177,-0.07660653105946051,0.1224562650056703,0.008044343310201174,-0.06330583461061527,0.08937392648281496,0.12872722057332336,0.19003914062132432,-0.04443436950968413,0.00602152052999732,0.16121084457887702,0.0032487062015977815,-0.17560599508733796,0.016271720428111366,0.025986308333951942,-0.009487046601473837,-0.10554595281435507,0.01610501421624464,-0.05026714118083467,0.1403763878724442,-0.08441156630345747,-0.07211910036274037,0.06120651358499478,0.07545713435257329,-0.08057443233225219,0.030151524889406225,-0.05872732537286034,-0.017646080172077496,0.347019786971321,-0.1104605161619422,0.09501050563059404,0.5675754452208264,-0.07694230259905575,-0.20608348961682774,-0.17392750712221394,-0.19556492456576755,0.23025486593631347,0.1573819648059822,0.03112325328833919,0.28560481734430615,0.601781630601918,0.6191995100405161,0.8421953999093006,-0.18159750776248704,-0.12808511377852388,-0.09811515056606816,-0.13867969450708473,0.15817443142204154,0.07390370020725834,0.048640473460879206,-0.07438758290657359,-0.19529250690241176,0.25693523585776445,-0.17514127744582633,-0.14985911236999053,0.10186806144025923,0.2839580636394543,-0.12788245189173003,0.5024597917117047,-0.13085555343038333,-0.2025261111996697,-0.21538372328657324,HF,2017,271124,3.12437e-4,0.007780705,HF,2017,Spring
