SITE,YEAR,TREE_ID,BAND_NUM,UNIQUE_ID,SP,L,K,doyip,r,theta,a,b,r.squared,ts.sd,alt.a
HF,2017,211039,1,HF2110391,FAGR,50.3984941764111,50.439234520086,216.029543992356,0.0830909238843093,11.531895690288,50.3991443063624,50.439234520086,0.97277786255776,0.0170257303378757,-99
HF,2018,211039,1,HF2110391,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.00247181496037828,50.439234520086
HF,2019,211039,1,HF2110391,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.00968044299442736,NA
HF,2017,220932,1,HF2209321,FAGR,29.79987180101,29.8098756652165,185.990004679689,0.0268411948978669,1.29502525585342,29.8,29.8098756652165,0.8125020511515,0.00263817070536785,-99
HF,2018,220932,1,HF2209321,FAGR,29.8249862417735,29.8565130747882,251.106821388009,0.0551230746112732,24.7331714891637,29.8262302357014,29.8565130747882,0.986632121066666,0.0121174401957133,29.8098756652165
HF,2019,220932,1,HF2209321,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0308488120334189,29.8565130747882
HF,2017,22660,1,HF226601,FAGR,11.2978783143667,11.3758593475266,199.204740177836,0.0913881087067877,3.22939556489368,11.2992059780641,11.3758593475266,0.995992664165562,0.0326293547414432,-99
HF,2018,22660,1,HF226601,FAGR,11.3814289057116,11.5638939258376,182.623278636852,0.0845903296854265,1.45090928458109,11.383883044331,11.5638939258376,0.997415417461117,0.0792350525310698,11.3758593475266
HF,2019,22660,1,HF226601,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.149761399908153,11.5638939258376
HF,2017,241504,1,HF2415041,FAGR,18.0983669545841,18.1786846746099,198.328331672691,0.104867869124592,20.5847985889063,18.1,18.1786846746099,0.993839696094603,0.0302434023614002,-99
HF,2018,241504,1,HF2415041,FAGR,18.1858171437367,18.2846884586763,183.232240893483,0.10011389266052,5.17311615886231,18.186931253846,18.2846884586763,0.995698740050343,0.0431537309508906,18.1786846746099
HF,2019,241504,1,HF2415041,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0750540724840737,18.2846884586763
HF,2017,251421,1,HF2514211,FAGR,9.79932775440459,9.86950555719003,193.355254063418,0.101962735656967,4.06790155826251,9.8,9.86950555719003,0.996785576353177,0.028739401772681,-99
HF,2018,251421,1,HF2514211,FAGR,9.88463133309851,10.0289253344434,169.43715845542,0.0844826405967158,0.648322163035215,9.88581704055941,10.0289253344434,0.995628567302152,0.062597834981041,9.86950555719003
HF,2019,251421,1,HF2514211,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.172826608795055,10.0289253344434
HF,2017,260845,1,HF2608451,FAGR,7.29961798894267,7.34277891170686,194.117047394895,0.106008471574226,3.68105985780247,7.30017928823468,7.34277891170686,0.996634195429589,0.0180787847041673,-99
HF,2018,260845,1,HF2608451,FAGR,7.35092421434961,7.45989281094505,178.016493943368,0.0686874307533892,0.860983125395538,7.3522550318878,7.45989281094505,0.994249251947387,0.0452085030532518,7.34277891170686
HF,2019,260845,1,HF2608451,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.191451040970336,7.45989281094505
HF,2017,271124,1,HF2711241,FAGR,24.8993647603709,24.907145465432,159.001332444769,0.0563560428318014,0.982372552934762,24.8993647603709,24.907145465432,0.752173063751165,0.00240975751903799,-99
HF,2018,271124,1,HF2711241,FAGR,24.9167654960158,24.9585808634224,189.13194012987,0.0685650599936142,1.0899133356808,24.917635218534,24.9585808634224,0.990453973814982,0.017287711828395,24.907145465432
HF,2019,271124,1,HF2711241,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0213894611828148,24.9585808634224
HF,2017,271653,1,HF2716531,FAGR,45.0979154326861,45.1676186061321,192.192142659228,0.06024022622183,0.569949933613753,45.1000008521027,45.1676186061321,0.979369549566461,0.0276705529767909,-99
HF,2018,271653,1,HF2716531,FAGR,45.1878513923829,45.2983215390573,178.013732417792,0.0605774444108252,0.867835848585403,45.1898709851754,45.2983215390573,0.993502712424058,0.0442379767659206,45.1676186061321
HF,2019,271653,1,HF2716531,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0357966794171908,45.2983215390573
HF,2017,280096,1,HF2800961,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.00124121266563905,-99
HF,2018,280096,1,HF2800961,FAGR,15.581713292063,15.6007678058695,184.061980247737,0.00388514999880656,2.0680474790532,15.5917137398263,15.5961773637397,0.394474039965324,0.00142361362492568,NA
HF,2019,280096,1,HF2800961,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.000224479591494508,15.5961773637397
HF,2017,281050,1,HF2810501,FAGR,40.29649947333,40.4128471950795,192.821570846182,0.0979760652345133,3.19855967033272,40.298249283384,40.4128471950795,0.995791392119755,0.0475605462648718,-99
HF,2018,281050,1,HF2810501,FAGR,40.4577949574915,40.6534188531499,192.995535112447,0.0860119795161007,3.4082305582089,40.4591877698098,40.6534188531499,0.996010485852543,0.0852515069555979,40.4128471950795
HF,2019,281050,1,HF2810501,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0946315671797472,40.6534188531499
HF,2017,281525,1,HF2815251,FAGR,37.8903343699772,37.9019116728119,122.000336870976,0.00751275362111151,0.972325081088648,37.8914129250125,37.9019116728119,0.30823019527598,0.00314885333985911,-99
HF,2018,281525,1,HF2815251,FAGR,38.2225026137826,38.2581728531056,182.959716234666,0.0336426393868644,1.51458903227483,38.2298207605073,38.2581728531056,0.926195435045873,0.0129670513170086,37.9019116728119
HF,2019,281525,1,HF2815251,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.00968257049065015,38.2581728531056
HF,2017,281674,1,HF2816741,FAGR,49.9973926519233,50.0530275836899,198.582131481708,0.119957977505183,1.75579532646395,49.9975323410279,50.0530275836899,0.993943629292561,0.0249928202434169,-99
HF,2018,281674,1,HF2816741,FAGR,50.0823245682996,50.1788481802182,158.146380378514,0.0921253776615513,0.130535203534179,50.0846618660285,50.1788481802182,0.987598581059166,0.0419304819786159,50.0530275836899
HF,2019,281674,1,HF2816741,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0245374544306449,50.1788481802182
HF,2017,301364,1,HF3013641,FAGR,42.0979797079491,42.2295020516166,193.988888075432,0.0839522623689516,1.98810190417908,42.1003204124846,42.2295020516166,0.996480111621033,0.0534398345299548,-99
HF,2018,301364,1,HF3013641,FAGR,42.2464210891403,42.4385956126564,178.006664126964,0.0858218473778057,0.950387789834113,42.2508721944553,42.4385956126564,0.996117881406961,0.0830573757002941,42.2295020516166
HF,2019,301364,1,HF3013641,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0795039723778116,42.4385956126564
HF,2017,30156,1,HF301561,FAGR,10.3968208000933,10.5304070997468,175.905754084758,0.0874601864470554,0.54498106892349,10.4,10.5304070997468,0.997618359726176,0.0546998118874504,-99
HF,2018,30156,1,HF301561,FAGR,10.5499132409053,10.7384077961211,181.817120422841,0.0764258319732281,0.797035684746459,10.5501206732396,10.7384077961211,0.998168364685004,0.0788946687423501,10.5304070997468
HF,2019,30156,1,HF301561,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.195010941553333,10.7384077961211
HF,2017,31078,1,HF310781,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0533089522911262,-99
HF,2018,31078,1,HF310781,FAGR,26.8810880238805,27.2178157648523,182.828182085882,0.0804700481753671,1.68945271126834,26.8839886690772,27.2178157648523,0.99356843429892,0.145329020743792,NA
HF,2019,31078,1,HF310781,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.223686459316603,27.2178157648523
HF,2017,311463,1,HF3114631,FAGR,9.99786783447488,10.0899840945915,195.044810350219,0.0976611498588698,5.7736630277162,9.99985017082952,10.0899840945915,0.997064191033674,0.0368742818205555,-99
HF,2018,311463,1,HF3114631,FAGR,10.1072185375501,10.2514252347808,177.965822394955,0.0799778484493413,1.44483718993798,10.1101690753484,10.2514252347808,0.997777894026297,0.0614377210112098,10.0899840945915
HF,2019,311463,1,HF3114631,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.104502377074313,10.2514252347808
HF,2017,321651,1,HF3216511,FAGR,14.5989189834164,14.7591430390959,208.523686573009,0.0679198035350516,1.29543499715108,14.6012838833226,14.7591430390959,0.998178235073094,0.0655952836013354,-99
HF,2018,321651,1,HF3216511,FAGR,14.7620234378091,14.977604901602,177.670140178212,0.0536666743216915,1.14515712436374,14.7690233785168,14.977604901602,0.996827326121622,0.0828573251949031,14.7591430390959
HF,2019,321651,1,HF3216511,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.185185518840572,14.977604901602
HF,2017,321836,1,HF3218361,FAGR,26.5983501084168,26.6045230804916,196.695681083546,6.94650947874381,2.35469946907175,26.5984068406824,26.6045230804916,0.569706212391877,0.00414876056188231,-99
HF,2018,321836,1,HF3218361,FAGR,26.6024608952537,26.61480853019,208.251229776586,0.103649429968886,0.814943597827302,26.6024614536579,26.61480853019,0.831465743948935,0.00554619522842648,26.6045230804916
HF,2019,321836,1,HF3218361,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.00585618428422023,26.61480853019
HF,2017,331632,1,HF3316321,FAGR,62.1984762069527,62.2496240757026,185.997166368481,0.0817179411074954,1.59948238915824,62.2009906821343,62.2496240757026,0.961923308094907,0.0207559135478177,-99
HF,2018,331632,1,HF3316321,FAGR,62.3187261606457,62.417903665556,153.950955229644,0.05292405361925,0.23708988532649,62.3258524266527,62.417903665556,0.974412105148075,0.0383559618643281,62.2496240757026
HF,2019,331632,1,HF3316321,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0592106051805153,62.417903665556
HF,2017,332021,1,HF3320211,FAGR,8.09900479554093,8.11130308902471,204.664779845045,0.145036164746895,2.2193209725517,8.09901469384118,8.11130308902471,0.977343335002798,0.00588711421320821,-99
HF,2018,332021,1,HF3320211,FAGR,8.12402951883979,8.16662793403792,206.93287060597,0.0567186588048181,3.74752707973312,8.12417511039076,8.16662793403792,0.990477446185781,0.0167391879913675,8.11130308902471
HF,2019,332021,1,HF3320211,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0590952022788075,8.16662793403792
HF,2017,340153,1,HF3401531,FAGR,18.9952535702693,19.2369853821316,191.538796113403,0.0903156942119634,3.61173080780976,18.9999931434011,19.2369853821316,0.998940640329987,0.0949641286172758,-99
HF,2018,340153,1,HF3401531,FAGR,19.2515597631108,19.5038257510192,177.797931354541,0.0756227004258262,2.09497882270433,19.2561227128196,19.5038257510192,0.996957765568276,0.105513044588221,19.2369853821316
HF,2019,340153,1,HF3401531,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0564174888415007,19.5038257510192
HF,2017,340301,1,HF3403011,FAGR,21.4980106457082,21.5758984967651,194.107849221093,0.0917184655419949,7.42047754222599,21.5,21.5758984967651,0.994400457910193,0.0295599970913209,-99
HF,2018,340301,1,HF3403011,FAGR,21.6040651771482,21.6744987135392,169.250142080733,0.0880027158590477,1.96044176061882,21.6058139644067,21.6744987135392,0.990741070164484,0.0298296634258481,21.5758984967651
HF,2019,340301,1,HF3403011,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0637726500540921,21.6744987135392
HF,2017,341026,1,HF3410261,FAGR,7.79717648394429,7.91611767902101,198.886133242498,0.0690207539213137,2.42446885153065,7.79998589446376,7.91611767902101,0.995636303753012,0.0465465184269492,-99
HF,2018,341026,1,HF3410261,FAGR,7.93439623788249,8.02637015703938,189.942621515245,0.060945923495633,1.71723510923046,7.93439623788249,8.02637015703938,0.992979514542426,0.0369346576100086,7.91611767902101
HF,2019,341026,1,HF3410261,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0443840050104803,8.02637015703938
HF,2017,350215,1,HF3502151,FAGR,7.09826029521254,7.10649015407568,162.486351100794,0.152224956754779,0.11631989524113,7.09842273008003,7.10649015407568,0.958940400586191,0.00345170073846158,-99
HF,2018,350215,1,HF3502151,FAGR,7.11083888604096,7.12613019926667,189.549093092833,0.0768734925088544,7.13274556099136,7.11155892329725,7.12613019926667,0.967670026273491,0.00639525856598644,7.10649015407568
HF,2019,350215,1,HF3502151,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0122073997682237,7.12613019926667
HF,2017,350754,1,HF3507541,FAGR,24.8951007079874,24.9727814892514,198.20397903878,0.0543378437160527,1.08657587128947,24.8981777513949,24.9727814892514,0.993420126555271,0.0291711364648475,-99
HF,2018,350754,1,HF3507541,FAGR,25.0129285870629,25.1410215809912,185.297345484935,0.0489562565905472,0.916073423959708,25.016408716712,25.1410215809912,0.984588120073004,0.0477847517464455,24.9727814892514
HF,2019,350754,1,HF3507541,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0135232148649702,25.1410215809912
HF,2017,351005,1,HF3510051,FAGR,11.8000124078734,11.902621894775,193.46064685834,0.104264631721033,4.70438718092106,11.8002679525524,11.902621894775,0.994875339124443,0.041944418249801,-99
HF,2018,351005,1,HF3510051,FAGR,11.9111096586162,12.0030499011814,163.798205842489,0.0792994923481379,0.404762622558466,11.9134722851097,12.0030499011814,0.992025162622056,0.0391875313011091,11.902621894775
HF,2019,351005,1,HF3510051,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.180298081416329,12.0030499011814
HF,2017,41587,1,HF415871,FAGR,28.1993816662639,28.2130766833246,201.317114905138,0.142369856085736,19.610540419616,28.1995362295497,28.2130766833246,0.893622265994935,0.00622609166715771,-99
HF,2018,41587,1,HF415871,FAGR,28.2531224861217,28.2724505670345,154.600835497689,0.0861624099615479,0.0747657738420873,28.2533857845512,28.2724505670345,0.968349172872055,0.00853347474624112,28.2130766833246
HF,2019,41587,1,HF415871,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.0110413120748345,28.2724505670345
HF,2017,60850,1,HF608501,FAGR,5.79530276908103,5.9165630756645,189.151562916979,0.0712088004631142,2.24176352431585,5.79999928691695,5.9165630756645,0.998501323871195,0.0459058704364946,-99
HF,2018,60850,1,HF608501,FAGR,5.92092466922259,6.13520573969895,191.552356962497,0.0553987924923539,1.40635782247109,5.92538955390385,6.13520573969895,0.997577455745652,0.0831192461219329,5.9165630756645
HF,2019,60850,1,HF608501,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.184035660159975,6.13520573969895
HF,2017,80271,1,HF802711,FAGR,18.5973343479315,18.6969638037386,183.866656122962,0.0768644077514994,2.11858974729429,18.6,18.6969638037386,0.992471881124271,0.0375163783316525,-99
HF,2018,80271,1,HF802711,FAGR,18.7062140934708,18.7668223490579,173.8499386009,0.0805475807965984,0.979324419526724,18.7073920626933,18.7668223490579,0.991437394440427,0.0257676832611545,18.6969638037386
HF,2019,80271,1,HF802711,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.00879030028263999,18.7668223490579
HF,2017,81091,1,HF810911,FAGR,30.2778857634342,30.7617864622098,201.649803191193,0.0500171716335562,2.27855807335439,30.3,30.7607144894916,0.996329391965357,0.171312801868904,-99
HF,2018,81091,1,HF810911,FAGR,30.7571577249744,31.4230183000949,205.087690115211,0.048512820226821,3.3638640521397,30.7887859940405,31.4230183000949,0.997080334671748,0.247858869355051,30.7607144894916
HF,2019,81091,1,HF810911,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,0.367843332263081,31.4230183000949
HF,2017,81099,1,HF810991,FAGR,6.79268419540414,6.94452486143769,197.790228373283,0.0646733859342486,3.14173783301225,6.8000056171154,6.94452486143769,0.994512276257237,0.056664486544282,-99
HF,2018,81099,1,HF810991,FAGR,6.96570967489964,7.12029999534113,189.783248001163,0.0621031386731156,1.26501182555622,6.96769528278632,7.12029999534113,0.996538412759551,0.062206125594568,6.94452486143769
HF,2019,81099,1,HF810991,FAGR,NA,NA,NA,NA,NA,NA,NA,-99,NA,7.12029999534113
