sample,MEdarkred,MEcyan,MElightcyan,MEtan,MEturquoise,MEskyblue,MEwhite,MEgreenyellow,MElightgreen,MEorange,MEred,MEsaddlebrown,MEmagenta,MEpurple,MEsteelblue,MEroyalblue,MEpink,MEsalmon,MEdarkgreen,MEblack,MEgreen,MEdarkgrey,MEdarkorange,MEdarkturquoise,MEmidnightblue,MEgrey60,MEyellow,MEblue,MEbrown,MElightyellow,MEgrey
S201Fg02,0.06801529581691589,0.12592429587219164,-0.14267513703826462,-0.001530813464546251,-0.08533481515436231,0.04982749215773094,0.16175001325903027,0.19627096797396734,0.061871005369602744,-0.09961116057515819,-0.06837829846090253,-0.07477585953465987,-0.022086267645362354,0.005298271971793327,-0.11705660232271485,0.0361717829147086,-0.9142266670253077,-0.4455322607893324,-0.12464376578005369,0.04116096382159143,-0.19911429208060377,-0.1311564625014731,0.1284054380753889,0.09043857103525459,-0.12151511448252925,0.9006872268567611,0.5369163303209612,0.07229388690915853,0.2854483945248789,0.251824078918036,0.022825569733259318
S201Fg04,0.05074627110499302,0.08135580459451167,-0.16807595533812972,-0.2886397070209676,-0.08582102666427324,-0.07615176110497594,0.11838748647611562,0.16511792672960396,-0.9245596699296978,-0.2550485391603203,-0.21674520607866932,-0.09665195069397135,-0.022582300194359112,-0.26442135145284273,0.0014515747964623407,0.10523105404782473,0.1548109862357174,0.21598966333787648,0.9421031430286883,0.23191865984190627,0.5289958701881623,-0.11524735292537465,0.1441310751800474,0.060381420181977445,-0.20735374377875704,-0.10570203213653989,0.004311111655041608,0.0413371293894276,-0.0826160270534366,0.16958814423119734,0.06613320883210512
S201Fg06,0.11699624702657019,0.14459030909110818,0.1385054898957826,0.6774235515992334,0.954634422006584,0.046572090853891614,0.12544788306398238,0.09993358267585475,0.13246239842897956,0.03277514161146629,-0.04051400766812138,-0.0742848590135506,-0.7519254403729616,-0.4975607996890147,-0.09792770977304588,0.07119140350788315,0.11535439881657361,0.5929693560141387,-0.026236102051068237,-0.012826746028916685,-0.048288749424790105,0.05715433742598652,0.030219605041413737,0.1041182491533453,0.05831209348964002,-0.304971177774656,-0.26148381005738364,0.07767246412455542,0.3066326213342114,0.5630916654910415,-0.8371106688940868
S201Fg07,0.1429981425554444,0.09184587473928692,-0.08504360724676191,0.028434006674196304,-0.08356856488792704,-0.0233572386080088,0.035934659683951486,0.061674726141488674,0.13336647860744047,0.9143892736492045,0.023085138820551517,-0.04399660075285603,0.10335381241432134,0.14495146727609232,-0.1241721495683819,0.09723665837633987,0.12829392372784035,0.11423457998081422,-0.011844706813813935,-0.010073865344206075,0.2523755046479612,-0.13514358951610803,-0.9470460008201126,0.0775328953344504,-0.05421697404419184,-0.10130078947569844,-0.22902690215979588,0.06748078684185763,-0.21976023101687042,-0.11020525211020409,-6.90816752119513e-4
S201Fg08,0.11897998129111435,-0.9231792968977357,-0.023676634914144262,-0.20057445761583528,-0.10566502261113472,-0.13574214830761042,0.0999956880500953,0.19469968111675184,0.10094783307123674,-0.11738816205074404,0.06942303053833816,-0.03376500241187238,-0.24564623768957036,-0.1587026503933464,0.011004982311917431,0.05402072327184348,0.1848618825251691,0.006506865296537776,-0.06488481612314626,0.249056346977929,0.29336761629100483,0.04877769564590625,0.13107259417389888,0.13692338243314242,0.8967973450067628,0.0027629426311106945,0.4743817181102962,0.16618177279254087,0.34955805819785796,0.22535107971525598,0.35887031462644214
S201Fg10,0.0987372012086541,0.20988187682804602,0.9149691944347558,0.47348431906028815,-0.0470856860767833,-0.220368885206195,0.10042323748128157,0.03757856207866031,0.05410657008885079,0.019511971094989602,-0.08266386153319707,-0.1762702013288114,0.11247398088897236,0.29557334384663114,-0.16597568368976673,0.057297915109598294,0.04796518852827318,-0.1584380386499193,-0.04074359176279229,-0.9048724578712226,-0.49142001932651674,-0.13381021702399687,0.006709873277890677,0.09146189086914804,0.02279451717142726,-0.1200727947659965,-0.04243089686339396,0.06400051776559455,0.19450264250110452,0.1050916094445323,-0.04188468137403407
S201Fg20,-0.9496601617291179,-0.06756597533336982,-0.10188292521531742,-0.35619705431903076,-0.0938414776048087,-0.182911373896399,0.051120835128542104,-0.007934942487237048,0.13868058396726174,-0.1806413048928828,-0.1340366992519883,-0.08283267078425695,-0.04803366024637309,-0.2573517232886133,0.9198879967649091,0.057766634386027284,0.05198691797472967,-0.06331425980894727,-0.15679429731681874,0.14724658431627607,-0.08275434283365625,-0.11779355641643016,0.06424402701136453,0.08723488205190118,-0.08873616081528646,-0.11854010484509012,0.2186276930761218,0.02265088265352622,0.25924226490274493,-0.07498451238421175,0.2695671031971376
S201Fg23,0.04134503694268187,-0.06423258954444945,-0.16027601691413354,-0.19356019661602972,-0.1285938701865972,-0.15629948008804942,-0.9496362823958994,0.008855632328787453,0.08677679432988984,-0.18937322360950953,-0.08998666786105482,-0.30282339239039024,0.01611673202300077,-0.0721123821225965,-0.14852248622940165,0.06041511710711957,-0.03851208099773955,-0.2491867800837283,-0.16364686850976112,0.10681740851758684,-0.19789265905664596,-0.15736076567298066,0.0903155411378505,0.05240991768542937,-0.03445388849013208,0.046072693271322004,0.07237529655150991,0.016154563508112143,-0.008292431815789193,-0.2043465426121494,0.14815538878866763
S201Fg25,0.1208487188113634,0.13824960269807077,-0.0059931051459846865,-0.06594615494527953,-0.09263022776771958,-0.16162933375432692,0.07522213878055595,0.09811766759756388,0.07225788123963967,-0.04618420697154904,0.9152215002174948,0.07410725977450146,0.5345825363509137,0.1053883316011521,0.0019483815378442924,0.11685933014732677,0.24507679762601564,0.15171078540729568,-0.06774683246220692,0.10101821433851588,-0.08879820895688303,-0.06677502090017808,0.07461349885386731,0.1683290892185507,0.09891736134093403,-0.11210611385674268,-0.2677589896528615,-0.9409967267034101,-0.4017346383916577,-0.6405964479706853,0.13285468653801838
S201Fg27,0.010538083927360276,0.07296703845999605,-0.16768727815520232,0.017883876411999705,-0.06274771636333475,-0.009834187431823814,0.04348967772908945,-0.9313753023091755,-0.08360058625547405,-0.05066954712780412,-0.2191279186563752,-0.0817549480186943,-0.020777656769249874,-0.19077432812576367,0.057414557115266975,0.18359877960900442,0.008261750635840786,0.3046391781900651,-0.04288737055253056,0.12996394530229863,0.1566069986222965,0.9314883321039579,0.13884347425876925,0.094688514904505,-0.14813562480312056,-0.13451343554500245,0.09325101662646622,0.10374796338447799,0.15878001835939085,0.03926590346289402,-0.00712410474566457
