"","logFC","logCPM","LR","PValue","FDR"
"FAGR_UCONN_24846",5.45684057412066,6.13305157391248,186.533809678259,1.81535405547712e-42,3.92878924686359e-38
"FAGR_UCONN_16852",4.08415927967954,5.24390355367206,173.34807165047,1.37389923709904e-39,1.48669636446487e-35
"FAGR_UCONN_32390",1.43883297564817,7.5291003152163,163.476841633051,1.96811133221995e-37,1.41979551506347e-33
"FAGR_UCONN_11694",3.3256514783339,7.81457464907909,161.371191599957,5.67632469472783e-37,3.0711754760825e-33
"FAGR_UCONN_09588",6.15461915207961,5.89916269786449,157.625996049444,3.73562405817514e-36,1.53298544773262e-32
"FAGR_UCONN_23755",5.28297348096963,5.93577046106268,157.369582230678,4.25002896515836e-36,1.53298544773262e-32
"FAGR_UCONN_14392",5.43945734587449,6.06996574877441,153.363627654954,3.19009204131039e-35,9.86285313686278e-32
"FAGR_UCONN_07246",-2.4947115078826,6.46903092901633,150.249032585375,1.52942233054628e-34,4.13746975971033e-31
"FAGR_UCONN_01505",-2.52443120275638,8.78917869884256,148.96401243459,2.92016256029653e-34,7.02201756999305e-31
"FAGR_UCONN_07733",-3.16005492060982,7.3186144506447,146.169499777218,1.19202703155891e-33,2.5797849016998e-30
"FAGR_UCONN_21664",2.73739198741197,5.76787666929051,145.254137918295,1.88973287347066e-33,3.71796353160474e-30
"FAGR_UCONN_17466",4.01792515381213,6.13906397457612,144.478535321328,2.79233455232746e-33,5.03597536512258e-30
"FAGR_UCONN_15016",4.70924031339943,7.14571402701193,141.934897090968,1.00488523548793e-32,1.57008681970941e-29
"FAGR_UCONN_01245",-2.55132188554916,2.44595072542172,141.913686437897,1.0156739430705e-32,1.57008681970941e-29
"FAGR_UCONN_24141",-5.50983537342677,5.14721970506394,141.085313823167,1.54129940523537e-32,2.2237867818736e-29
"FAGR_UCONN_14995",2.20347177431277,5.10207658185521,140.533279513113,2.03516379615138e-32,2.75281342976926e-29
"FAGR_UCONN_21063",2.04449224607768,4.74411733785502,138.002384713457,7.27893338209758e-32,9.26651036796211e-29
"FAGR_UCONN_30693",4.9328940776665,8.30345191125,135.449203393229,2.63318778254989e-31,3.16596944388582e-28
"FAGR_UCONN_24370",2.45198516411943,7.89160893667627,134.488181524238,4.2725695328372e-31,4.86668156998225e-28
"FAGR_UCONN_08178",3.69714612955979,7.27399380904473,133.068093300384,8.73633405620715e-31,9.45358708222176e-28
"FAGR_UCONN_07559",-2.97948908946895,3.2205201652953,132.190471973805,1.35930926958953e-30,1.40086529583127e-27
"FAGR_UCONN_08616",5.37345148956334,4.88477819680215,131.054662725614,2.40880981828547e-30,2.30753514138111e-27
"FAGR_UCONN_15332",2.76818124549892,5.9779798483568,130.948150589736,2.54158878285621e-30,2.30753514138111e-27
"FAGR_UCONN_16583",1.35831832679993,6.46427614830871,130.934635316174,2.55895219448973e-30,2.30753514138111e-27
"FAGR_UCONN_31147",2.83972968162058,4.93610451624826,129.608688796281,4.99074424310701e-30,4.32038747637287e-27
"FAGR_UCONN_12484",-3.13942628374503,6.98845389023069,128.433760557673,9.02081278368204e-30,7.5087857794018e-27
"FAGR_UCONN_27699",7.43889193022377,6.78950480196255,126.97047294739,1.88558120730676e-29,1.51139809216788e-26
"FAGR_UCONN_31972",3.3308567852349,2.52665260259083,125.015058539621,5.05099333853113e-29,3.9040570654461e-26
"FAGR_UCONN_28691",-2.53232904039335,6.89057926760421,124.099911724051,8.01067631356996e-29,5.97817437166486e-26
"FAGR_UCONN_05766",-2.12313863090197,3.2015120711103,121.874758058774,2.45879643311239e-28,1.77377574684728e-25
"FAGR_UCONN_05563",-2.93701768737201,5.28213820679556,121.787540433377,2.56929896200992e-28,1.79370219792964e-25
"FAGR_UCONN_26190",3.07457279595547,5.83890034173895,120.305688655287,5.42264036266215e-28,3.66739946027295e-25
"FAGR_UCONN_11871",3.35244038070569,3.2552694817207,119.756238762925,7.1532009640731e-28,4.69119925043849e-25
"FAGR_UCONN_07108",-2.76670216327225,4.66449849870459,118.63635900528,1.25801701679253e-27,8.0076483168894e-25
"FAGR_UCONN_11791",2.26541044273806,4.81661939945136,117.225813200042,2.5617552440449e-27,1.58404305690342e-24
"FAGR_UCONN_31723",5.6104273470735,7.5771584421289,117.098341183597,2.73180826897109e-27,1.64227207102979e-24
"FAGR_UCONN_03756",-2.3272633562173,1.96718842792079,114.899866834224,8.27733206403406e-27,4.84156812242771e-24
"FAGR_UCONN_00218",2.71373775910382,5.41992911513057,114.566995546345,9.79020822285407e-27,5.57578121997389e-24
"FAGR_UCONN_19061",2.80171771898862,6.78929063863812,114.49054745419,1.01750122264711e-26,5.64634909244325e-24
"FAGR_UCONN_25789",2.69708598784494,5.95741085243806,114.252033820207,1.14755304591727e-26,6.2088357549354e-24
"FAGR_UCONN_12730",3.91714431808725,3.77097873449806,113.8508178517,1.40490435771248e-26,7.41583905112524e-24
"FAGR_UCONN_11086",5.4745002271353,5.12216606175821,113.61414768406,1.58300864140412e-26,8.15701738506381e-24
