"","logFC","logCPM","LR","PValue","FDR"
"FAGR_UCONN_03750",-1.19816839855516,5.753756384768,89.0878542154176,3.77662569015559e-21,8.17337331863473e-17
"FAGR_UCONN_24141",-5.87133648171596,6.19927101260861,72.1500087454423,1.99444825234942e-17,2.15819245386731e-13
"FAGR_UCONN_11694",2.87675463124526,6.97936899688012,62.1620478485582,3.16325829306335e-15,1.81026909411638e-11
"FAGR_UCONN_21063",1.86866920011259,4.6010733919047,61.824908858211,3.75395469226015e-15,1.81026909411638e-11
"FAGR_UCONN_07733",-3.40574672532443,7.84121152658726,61.6121470101268,4.18230545725066e-15,1.81026909411638e-11
"FAGR_UCONN_26252",1.02241586824807,7.22725896743258,61.1206502502614,5.36821071306711e-15,1.93631360420331e-11
"FAGR_UCONN_31147",2.371683167841,4.02619045147341,60.5084662171133,7.32627028032415e-15,2.26507344866822e-11
"FAGR_UCONN_01505",-2.68642091916409,9.10661517838305,59.3903514156123,1.29301494802405e-14,3.49792868814206e-11
"FAGR_UCONN_09588",4.47432168239287,4.62025683558226,58.9967930768697,1.57929147952317e-14,3.79766957776005e-11
"FAGR_UCONN_27656",4.86497989812,7.8084875599898,57.6624941470015,3.11180073625089e-14,6.39291842658913e-11
"FAGR_UCONN_27699",5.94320751717927,5.1259202400771,57.5774258062284,3.24933475152391e-14,6.39291842658913e-11
"FAGR_UCONN_07246",-2.51822219390722,6.69000725417609,57.3975549197278,3.56049629925772e-14,6.4213550757113e-11
"FAGR_UCONN_07559",-3.09829848569559,3.45985195795231,56.7601879035678,4.92333582057863e-14,8.19621798684329e-11
"FAGR_UCONN_28435",-1.92261518131004,8.43859117897759,56.5668545133923,5.43197881284892e-14,8.39706324769117e-11
"FAGR_UCONN_01245",-2.57131758131454,2.62076634723911,56.2106865463532,6.51067038405823e-14,9.39359523011921e-11
"FAGR_UCONN_24846",3.6843319133699,4.20434422233484,55.9572388738278,7.40645264429583e-14,1.00181530079907e-10
"FAGR_UCONN_31260",-1.80341197001133,5.380122338372,55.4088192274988,9.78962482208049e-14,1.24627682587921e-10
"FAGR_UCONN_16583",1.0871054511107,6.24579601655366,55.025821110905,1.18956734061431e-13,1.43025646586527e-10
"FAGR_UCONN_26620",-0.832701763060512,6.93554407695497,54.7390664297046,1.37642825550607e-13,1.56782422661381e-10
"FAGR_UCONN_14392",3.49559353670587,4.4823364635375,54.2212751381924,1.79136770344699e-13,1.91545612248149e-10
"FAGR_UCONN_09134",-0.917103008620013,6.83479650641568,54.0860333109254,1.91900467482193e-13,1.91545612248149e-10
"FAGR_UCONN_23755",3.8586250935663,4.66742457281897,54.0574328647764,1.94714142383295e-13,1.91545612248149e-10
"FAGR_UCONN_25789",2.50740533908995,5.66173557776621,53.6257200068807,2.42562978881688e-13,2.26146150843672e-10
"FAGR_UCONN_00627",3.64793225587184,7.01031160513045,53.5602241496759,2.50785861761766e-13,2.26146150843672e-10
"FAGR_UCONN_12484",-3.36885790892478,7.53663781347556,53.3940376471525,2.7292394788711e-13,2.36264803206913e-10
"FAGR_UCONN_09085",0.827325219042277,5.72557020459326,52.4881397474448,4.32854528429657e-13,3.60301450164409e-10
"FAGR_UCONN_17938",-0.809347862647531,6.70941229304414,51.3069615969255,7.8995005031601e-13,6.33188851442189e-10
"FAGR_UCONN_15279",7.73907368153124,4.79838082077232,50.6915839372914,1.08082028975883e-12,8.35129923859645e-10
"FAGR_UCONN_17091",-3.4770533347487,1.76752296701109,50.6233391134898,1.11906329322289e-12,8.35129923859645e-10
"FAGR_UCONN_14995",1.67727015079301,4.8267302695432,50.5178069569492,1.18088456950969e-12,8.51890128444292e-10
"FAGR_UCONN_05563",-3.0279077071532,5.56831025307075,49.81159434747,1.69240906329692e-12,1.14665844656547e-09
"FAGR_UCONN_05573",-2.25703944511206,3.26991275077377,49.8080645169642,1.69545653313442e-12,1.14665844656547e-09
"FAGR_UCONN_28691",-2.58170958891236,7.21139015521355,49.7109701310308,1.7814704294283e-12,1.16832069799053e-09
"FAGR_UCONN_04673",-2.08900697225754,3.16511790346011,49.5696504274477,1.91452604755087e-12,1.21865213885576e-09
"FAGR_UCONN_08888",-1.84800196641681,7.89414357158464,49.4767964716979,2.00731906876847e-12,1.24121140817963e-09
"FAGR_UCONN_15016",3.22486877902326,5.45915032101975,49.083964711761,2.45236826366049e-12,1.4742820545039e-09
"FAGR_UCONN_30180",3.56027201351508,3.52710955251857,48.909451116196,2.68055978548044e-12,1.56791013182075e-09
"FAGR_UCONN_16852",2.92040984660178,4.2525694008263,48.074365859527,4.10356381347226e-12,2.33708758029386e-09
"FAGR_UCONN_21657",1.30045397890895,4.01929418994546,46.3759212030645,9.7607651992606e-12,5.41647385749738e-09
