"","Gene_ID","S191Fg02","S191Fg04","S191Fg06","S191Fg07","S191Fg08","S191Fg10","S191Fg20","S191Fg23","S191Fg25","S191Fg27","S191Fg29","S191Fg42","S201Fg02","S201Fg04","S201Fg06","S201Fg07","S201Fg08","S201Fg10","S201Fg20","S201Fg23","S201Fg25","S201Fg27","S201Fg29","S201Fg42"
"111","FAGR_UCONN_00284",4.17287397511138,4.70123879284534,4.71355502469765,5.07848868251996,4.89292994176039,4.2635299317712,4.42856845683393,4.69643445101342,4.71288256435638,5.15293585698851,4.34134864519676,4.89727593453845,3.32980313369644,3.05407504974623,1.29491017660312,2.75280028810812,4.21374244109174,2.77346549304988,3.89159443105239,3.72144364706297,4.05847964385904,3.69705986095214,3.98172449007392,2.94838661766662
"113","FAGR_UCONN_00287",-0.963878562313462,0.227885798302718,-1.85797153897873,0.0120608587422414,-0.483590019148692,-1.0922337087291,-1.03056886198808,0.527937425506562,0.103404145203951,-0.84092533048003,-1.85797153897873,-1.05619808738873,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897872,-1.85797153897872,-1.85797153897873,-1.85797153897873,-1.36153317491887,-1.85797153897873
"123","FAGR_UCONN_00315",0.951255158047576,-0.0781005052335694,-1.85797153897873,0.0120608587422414,0.207302582374977,2.69093716834476,1.55901649425156,-0.403575190091829,-0.566859728562036,0.16752283516508,0.646969640998838,0.261249231499017,-1.85797153897873,-0.616491473288805,-1.85797153897873,-0.327014155063388,-0.224053552759891,-1.85797153897872,-0.803070877525407,-1.85797153897872,-1.85797153897873,-1.39300592054366,-0.699518404531876,-0.47348746812808
"129","FAGR_UCONN_00333",5.07324106668691,5.09994740679838,4.71355502469765,5.19846613446616,5.25014305168272,5.4316151649603,4.9660418686625,5.43565452540239,5.43934736583628,5.11816395323434,5.38337693522969,5.37461041864782,4.29304043670662,4.44993340013397,3.83178663202763,4.43629617044969,4.72186652919006,3.805804478053,4.64946674055632,4.48751348246566,4.27002172965838,4.0837270604382,4.58915425830451,4.59455362626085
"132","FAGR_UCONN_00340",-0.416019509585244,-1.85797153897873,-0.0327899487485898,-1.85797153897872,-0.483590019148692,0.312337041364322,-0.745784036307968,-1.53762406457078,-1.85797153897872,-1.85797153897872,-1.85797153897873,-0.543863562989354,0.624208375858367,2.5035539791325,3.80559163482105,-0.529238257379883,0.522506902422668,3.6120440776808,1.04225785753457,-1.85797153897872,0.435434189262207,0.887108041616887,0.60617182701164,1.50127102709577
"138","FAGR_UCONN_00357",4.22860858974332,5.91842602817752,6.30126305260875,5.19846613446616,4.84962066688445,0.520938414173901,5.46885782238792,1.04205715913806,0.103404145203951,5.32543301422985,-0.633885035456221,-0.00943392424724981,2.35269542643903,1.5413182672835,2.99314029808681,2.04741192324931,1.79388478285155,0.278862757719664,1.99699050445645,-0.663564227192769,0.435434189262207,1.63614710259382,-0.0653829851045697,-1.369768714596
"140","FAGR_UCONN_00362",6.44602782983515,6.12221751070844,5.93830107480021,6.85361539932884,5.89689328611182,6.43346044327005,6.05546379986327,6.72565091973382,6.6218199202028,6.26855624893074,6.6247637725156,6.62336325491073,5.19948783953067,5.0885496485015,5.54378040507098,5.29154439849663,5.18006854225439,5.1751424978625,4.93530876633571,5.46706837944861,5.26416759493004,4.9790226513014,5.55327958679905,5.28710524714837
"146","FAGR_UCONN_00382",-0.963878562313462,-0.0781005052335694,-0.0327899487485898,0.0120608587422414,-0.483590019148692,0.0683912726573896,0.426672623928429,0.527937425506562,1.18394227793644,-0.250325226137606,0.951923760964048,0.85887021871869,1.85287160958069,0.93122396979507,1.36833272142456,1.3615860739651,1.01202635866736,1.96650029226786,1.56132144362923,2.06551878770773,0.670414112097117,-0.321211247940663,1.68785974166351,1.18616652418434
"149","FAGR_UCONN_00388",-1.85797153897872,-1.85797153897873,-0.0327899487485898,-1.85797153897872,0.207302582374977,-1.85797153897872,-1.38575006611372,-1.53762406457078,-0.566859728562036,-0.250325226137606,-1.11981987844131,-0.777406599480406,-0.232613712919596,1.41125041076365,2.36282979157901,2.4565621725287,0.196988208475573,1.02392286290733,-0.200262809466996,0.424623614568396,1.1306407676231,0.802861818839205,0.806385024789052,1.85141760432997
"158","FAGR_UCONN_00414",3.24968300206407,1.94743360997048,2.86641465081396,2.85497496459951,2.6840353611432,4.24894653665201,2.34569760217403,2.77828182932151,2.82020278590727,2.56664319957878,3.27419023517582,3.10093282787415,4.6176789166754,3.81525574531162,4.38546339316081,4.41530053943134,3.95499146474106,4.47164187573898,4.68324397473001,4.36843018227815,3.93981127332509,4.58404780021567,4.22839670820487,4.08230013628835
"159","FAGR_UCONN_00415",2.18221427703345,1.94743360997048,1.91998258030527,0.0120608587422414,0.672524338330681,3.34021633791147,2.08012835509738,2.52680356018142,-0.566859728562036,1.98088201577564,-1.85797153897873,-0.777406599480406,-1.35509375132607,-0.616491473288805,-1.30769060456337,-1.85797153897872,-0.224053552759891,1.1047475371493,-0.803070877525407,-1.85797153897872,-1.85797153897873,0.0146567897772385,-1.85797153897873,-0.71517301101362
"194","FAGR_UCONN_00537",5.26313733839525,4.98229725226155,4.89461215495667,5.05483823643111,5.21644468119015,4.83181599788358,5.1202216185362,5.5328987405823,4.89812123516285,5.32543301422985,5.43037504312862,5.27881076629735,4.64447094623326,4.56145617251567,4.25603124809605,4.61265610315948,4.82883750519878,4.09012756849273,4.73247180415043,4.78278834361308,4.56794922385484,4.51952434511458,4.72515384399981,4.41838224952882
"199","FAGR_UCONN_00552",0.290560590904138,0.48019362947726,-1.85797153897873,-1.85797153897872,-1.85797153897872,-1.85797153897872,-0.508053945904606,-0.163010593210731,-1.85797153897872,1.34211997333755,-1.85797153897873,-1.40208926588729,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.23617745437363,-1.85797153897872,-1.85797153897873,-1.85797153897873,-1.36153317491887,-1.85797153897873
"209","FAGR_UCONN_00585",4.63832903088354,4.50189791853376,4.46123086073089,4.87744859975705,4.93497688782316,5.33135430868536,5.40481959619661,5.69829944057133,5.62585540216671,4.9569769688605,5.01943568854273,4.99790605709857,4.30987508509951,4.4826863448753,3.95606939081712,4.5433871361906,4.57153819082671,4.5313416289441,4.39810050038232,4.50267369259881,4.63198262907135,4.16190356573231,4.76176705884587,4.37269539768063
"214","FAGR_UCONN_00600",6.25794625183254,6.12221751070844,6.04946303182577,6.27037253531982,5.89689328611182,5.82481158605833,5.81385828904477,5.91386348111251,5.8816967740265,5.7303324758076,5.83381055191952,6.13113421715644,6.50853633894359,6.56414386878292,6.26936507310175,6.58168010026271,6.46254638949754,6.41321167045458,6.39410814276529,6.58334860066648,5.81381878694343,6.59208845603036,6.4402976480808,6.33060162191609
"221","FAGR_UCONN_00617",-1.85797153897872,0.881709775458991,1.25148066106469,2.74103786435475,-0.483590019148692,-1.0922337087291,-0.125284038539223,-0.692441432987483,-1.85797153897872,0.491134642848286,-0.271032802341173,0.379657511740037,1.94196102264002,3.40106987565835,4.52042972358534,4.53042749687195,1.11224300974067,3.98729457753753,1.82609835372252,1.1187664648351,4.61799657658708,3.73165033431579,1.87774519117275,3.52304667674657
"225","FAGR_UCONN_00626",2.92923494110441,4.23667445562324,3.90793013015504,3.62791346882153,4.08495490461097,3.93952572481022,3.81316512154026,3.92866694718766,3.7917483800187,4.30472620776004,4.63681200441357,5.63485500004106,1.80617514977169,2.0142758252749,2.08646485947239,1.7222580813867,2.91255822434793,2.40986624597519,2.41396035942569,2.10578834398757,1.20737167511125,1.98097579777154,2.0053698937241,2.84064585641187
"226","FAGR_UCONN_00627",2.39202463718322,4.14838986087569,4.5929022932298,2.78002529362101,2.22316987739226,3.03489603930328,3.22591121293961,3.07688075123042,3.66126015909519,2.81843745180612,4.06777514318852,5.46444284920289,4.51978313766798,5.92181583514778,11.157975476569,3.07184297111129,4.71391346212125,10.2314900263869,4.21393850619186,3.95980115767529,1.70753077883011,5.55334100999666,3.817523717712,7.26492497158628
"228","FAGR_UCONN_00636",0.951255158047576,1.04709935040754,2.72046272196074,3.05895822970176,2.22316987739226,3.22572043850625,1.75438962792829,1.8626277299945,1.79478177112101,0.16752283516508,2.23228049620701,2.09559477352249,3.15449887071332,3.1591229823536,4.21681276236953,3.82201592033983,2.96710735992593,4.78538782343343,3.20065902597577,3.13860662143576,2.30465628981874,3.85182643069804,2.95493489697695,3.80114418323514
"231","FAGR_UCONN_00646",3.83266975938847,3.91145653460332,5.08558380824503,4.48767478448405,3.60143781489924,4.30641595211643,4.29362649376787,4.0471291361033,3.74955020948765,4.38492243222873,4.73990776585545,5.32012025397112,4.50523956134689,4.76155730553669,4.86290111224151,5.02207870988115,5.10299633048174,4.5458883957121,5.2602388562166,5.15316390639211,4.68660916716102,4.96455360093299,5.08437621513465,5.5109726553719
"238","FAGR_UCONN_00673",0.762766566553985,0.694875087558779,1.62411057868379,0.0120608587422414,0.672524338330681,-0.59464943940874,0.176931302378761,1.13510042507093,0.103404145203951,1.34211997333755,0.951923760964048,1.45221042406607,1.29967204240807,1.71676915331469,3.16781987439792,1.89397605484059,2.29813183757375,3.84161872254381,2.45364528772449,2.22026239192723,2.19587651499745,2.80527090171873,3.38864135080892,1.61027432084694
"241","FAGR_UCONN_00683",6.36958427883941,5.50735607343372,5.30630086161837,6.39490296546955,5.45186108464816,7.55339619031325,5.52348830742025,5.20294542116118,5.0449171269073,5.7830803349535,6.30485278671031,6.1541611928498,4.3991100203311,4.80752807060153,3.87020836591109,5.77626239237335,4.86519738755237,4.91990447799317,4.67487351516647,4.83762055638476,5.29964842370743,5.03086785913756,4.50526711580396,5.52496310285285
"243","FAGR_UCONN_00687",-0.963878562313462,-1.85797153897873,-1.85797153897873,-1.85797153897872,-1.85797153897872,0.312337041364322,-1.03056886198808,-1.27564436861713,-0.566859728562036,-1.85797153897872,-1.85797153897873,-1.05619808738873,0.624208375858367,1.71676915331469,-0.343226475091373,1.03446543322895,0.196988208475573,1.02392286290733,-1.85797153897872,-1.85797153897872,-0.406812954108598,2.38030857381936,-0.0653829851045697,2.05796760866551
"244","FAGR_UCONN_00690",0.762766566553985,1.76945501585022,2.16538108972642,1.30652894877749,1.3059839554563,1.83178255272373,1.20512310257695,1.77859941476618,1.95190502833184,0.97848331016849,1.31458784256688,1.69993100900016,1.08174356149534,-0.146910067653894,1.21754965600426,0.398903515588657,0.522506902422668,1.57085871163125,0.223615371871816,0.95206783344231,-0.655894534504135,0.28691021890698,0.494579508249185,0.782430444713028
"247","FAGR_UCONN_00703",-0.0198978171427063,1.04709935040754,-0.0327899487485898,0.799854969838536,-1.85797153897872,0.0683912726573896,1.61039564981292,0.527937425506562,0.103404145203951,0.491134642848286,1.26012740475651,0.938198764767296,-0.0497001308649094,-0.146910067653894,-1.85797153897873,-1.04575249596453,-1.85797153897873,-1.85797153897872,-1.23617745437363,-0.203759077943885,-0.655894534504135,-1.39300592054366,0.60617182701164,-0.47348746812808
"248","FAGR_UCONN_00705",6.52605733416629,5.66203109727398,5.47510786923833,5.94115825048315,6.07667952371223,7.01688721465528,5.8807754159301,6.3387060510841,6.00340398426876,5.64333809930848,6.55861104843379,6.76336158889743,5.11100773018291,5.061702916678,5.6506521840238,5.07212268279116,5.19156869185089,5.36758032166071,5.44878258325984,5.14835216413222,5.32999410349612,5.35313885829156,5.05517428467615,4.87682567961373
"251","FAGR_UCONN_00714",-1.85797153897872,-1.85797153897873,-1.85797153897873,-1.85797153897872,-1.85797153897872,-1.85797153897872,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897872,-1.85797153897873,-1.85797153897872,-0.687333664740011,0.355663773868263,-1.85797153897873,0.795402949546729,-1.85797153897873,0.645935393385042,-1.85797153897872,-1.85797153897872,-1.85797153897873,-0.759785547779186,-0.992881697595709,-1.85797153897873
"260","FAGR_UCONN_00738",0.951255158047576,2.1058473637606,2.37504313073238,0.459075412336306,1.74467205633368,1.66604069494377,1.39289396630166,1.42032456378037,0.905155915909714,1.7580900870289,1.84520378557433,1.33984194386089,0.824935558346559,0.355663773868263,0.379276008486467,0.150529940582308,0.522506902422668,0.533644781049035,0.817364709680569,0.95206783344231,0.77495419514907,-0.143525210969783,-0.992881697595709,0.872722783018185
"265","FAGR_UCONN_00752",1.93661242096507,3.17066001836046,2.16538108972642,2.27922860126998,2.6840353611432,1.5754353671009,1.9664188475845,3.00474420841897,2.45041515137913,3.26239907750067,1.68905855471317,2.22776908401482,0.112610284529083,1.77081151761582,1.36833272142456,0.795402949546729,1.4552851514124,0.938299974498087,0.690240196304919,0.659185507418428,0.435434189262207,-0.759785547779186,1.46913863274724,1.44351684697152
"266","FAGR_UCONN_00755",5.78702637053764,5.71216615072194,5.58463273862965,5.67252840886293,5.16437366675296,5.77478734543057,5.0001517562,5.20294542116118,5.0963304949241,5.84109270908243,5.28792880884546,5.86289561449108,6.2755923133532,6.64413855714394,6.71688573410974,6.76296426834328,6.6026577821189,6.3316073279469,5.83047507266302,5.74080076475218,5.88853907879272,6.06827226423495,6.09772125972322,6.11400009230332
"270","FAGR_UCONN_00767",6.12719691327515,6.5065303888756,6.20849005000235,6.07258735268481,5.91801226144604,6.08913352191396,5.97689245854083,5.93180520513207,5.92972988686558,6.0399641855706,6.23421069791758,6.12902251561705,6.7137962360126,6.85584037894883,6.61120706291686,6.90026055164607,6.64300651619789,6.84679680590592,6.77701245852183,6.72096097548808,6.83315774399779,6.60458440933468,6.73699579443846,6.61194484218669
"271","FAGR_UCONN_00774",4.47893706574161,4.09270377060112,3.76632840749727,3.91739537320215,4.19286239211096,0.864912930145698,4.70751942590844,3.6965184887347,5.28541245149267,2.87507256304675,-1.85797153897873,2.12979082549784,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-0.821100067710037,-1.85797153897872,-1.85797153897872,-1.85797153897872,-1.85797153897873,-1.85797153897873,-1.36153317491887,-1.85797153897873
"273","FAGR_UCONN_00777",-0.963878562313462,-1.85797153897873,-1.85797153897873,-0.277075510190015,-1.85797153897872,-0.59464943940874,-1.85797153897872,-1.0540057838415,-1.85797153897872,1.49449618489612,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897872,-1.85797153897872,-1.85797153897873,-1.85797153897873,-1.36153317491887,-1.85797153897873
"277","FAGR_UCONN_00791",-0.416019509585244,0.48019362947726,-1.85797153897873,-0.63906396278577,0.672524338330681,-1.0922337087291,0.307199240953572,0.779234375998905,0.103404145203951,0.16752283516508,1.98608750741717,-0.543863562989354,-0.982919135304311,-0.362679067295359,-1.85797153897873,-1.04575249596453,-1.85797153897873,-0.97084414960783,-0.803070877525407,-0.203759077943885,-1.85797153897873,-0.523896543912645,0.0962567227186062,-1.85797153897873
"279","FAGR_UCONN_00804",-1.85797153897872,-1.85797153897873,-1.85797153897873,-1.85797153897872,-1.85797153897872,-1.85797153897872,-1.85797153897872,-1.53762406457078,-1.85797153897872,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897873,-0.616491473288805,0.379276008486467,-0.764502457128395,-1.24832365247649,-0.214704252616399,-0.803070877525407,-0.963440648970814,-0.957143191975277,0.157196173260212,-1.36153317491887,0.351253454396764
"282","FAGR_UCONN_00809",4.49417722785382,5.0423212770534,2.72046272196074,3.84569957451796,3.49302724307786,2.96523434004024,3.8456883551614,4.94475037226962,4.52553312554298,4.15266992374446,4.10687626763026,4.69516374409133,1.75791653745126,2.56601975263897,0.752747196464588,1.9338917958427,2.70354584823425,1.1812833530636,2.10061731962432,2.71271243514073,2.8019448155884,1.18211512691966,0.806385024789052,2.48752625143953
"283","FAGR_UCONN_00810",-0.416019509585244,-1.00093148463956,-1.85797153897873,-1.85797153897872,-0.483590019148692,-1.85797153897872,1.20512310257695,-0.403575190091829,-0.566859728562036,0.755290433205297,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897872,-1.85797153897872,-1.85797153897873,-1.85797153897873,-1.85797153897873,-1.85797153897873
"285","FAGR_UCONN_00814",0.545897564598563,-1.00093148463956,0.74776744264452,-0.63906396278577,0.207302582374977,-0.59464943940874,0.426672623928429,0.136092183727974,-0.566859728562036,1.17172843851212,1.0832050784484,0.261249231499017,0.258492639315645,-0.616491473288805,-1.30769060456337,-1.39544267374559,-0.491909425213793,-1.34726788107681,-1.23617745437363,-0.0192149974333158,-1.85797153897873,-1.39300592054366,-0.992881697595709,-1.85797153897873
"291","FAGR_UCONN_00834",4.81863511120056,3.86788869912189,5.14400859034854,5.33563840288409,6.0289442446011,5.14701916728622,4.26985602401297,4.56465261706033,4.75615086298417,4.5678403957728,4.66328481382833,5.76566181123731,5.90928216802235,5.55300385454357,7.3198009682489,5.61374452082937,5.53181980216105,6.49794705481231,6.05025102761598,5.38763280534291,5.12275529297308,6.09065292981547,4.82079698590316,6.85560157899114
"294","FAGR_UCONN_00846",-0.963878562313462,-1.85797153897873,0.74776744264452,-1.12344445227198,-1.85797153897872,-0.59464943940874,-1.85797153897872,-1.85797153897873,-1.85797153897872,-0.84092533048003,-1.85797153897873,-0.342911719671658,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897872,-1.85797153897872,-1.85797153897873,-1.85797153897873,-1.85797153897873,-1.369768714596
"295","FAGR_UCONN_00847",7.09964990786003,6.60601099998367,7.54626587898753,7.57541787987757,7.40444861764577,8.23104441892471,7.00646207077349,7.41082680894241,7.14160433569446,6.79788861353978,8.10788483976593,7.35660910263245,6.08826220195452,5.73393948351268,6.76695715518496,5.02670057631707,6.53881145114897,5.47789740020834,6.30470887454612,6.31793365056838,4.7711892505118,6.02940972582986,5.51088949217222,5.78248558343667
"297","FAGR_UCONN_00849",-1.85797153897872,-1.85797153897873,-1.85797153897873,-1.85797153897872,0.207302582374977,-1.0922337087291,-0.745784036307968,-1.85797153897873,0.103404145203951,-0.250325226137606,-1.11981987844131,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897873,-1.85797153897872,-1.85797153897872,-1.85797153897872,-1.85797153897873,-1.85797153897873,-1.85797153897873,-1.85797153897873
"299","FAGR_UCONN_00851",5.0215871031095,5.12791967491995,4.55033323626726,4.78464258775817,5.07318111289169,2.55527999149715,4.96110252042238,4.76718320185612,4.75615086298417,4.49743112275028,0.729460833944298,4.01488947934068,-0.232613712919596,-0.362679067295359,-0.343226475091373,0.959095280447691,0.787930085924804,0.533644781049035,0.396475269345491,1.64130847146901,-0.957143191975277,0.0146567897772385,-0.247444984406267,-0.266540000943202
