"","logFC","logCPM","LR","PValue","FDR"
"FAGR_UCONN_32390",1.42479342007969,7.52910666826311,168.33255733696,1.71144470724823e-38,2.7820659426349e-34
"FAGR_UCONN_24846",4.98038322588404,6.13292862479029,167.523415329714,2.57098784089723e-38,2.7820659426349e-34
"FAGR_UCONN_11694",3.23644186360225,7.81450817232838,162.06836476553,3.99717454436689e-37,2.88356171630627e-33
"FAGR_UCONN_16852",3.91606148361861,5.2435770363306,161.421615304145,5.53414884821876e-37,2.99425123432876e-33
"FAGR_UCONN_07246",-2.49138888111,6.46863456257633,152.294829334048,5.46247137755395e-35,2.36437611106045e-31
"FAGR_UCONN_01505",-2.48859466551384,8.78907447708258,149.323628422807,2.43669189896138e-34,8.78914767955371e-31
"FAGR_UCONN_09588",5.98387999407265,5.89893172594273,146.686974352555,9.18672409396992e-34,2.84027261202424e-30
"FAGR_UCONN_07733",-3.0508292271943,7.31822615681191,146.036149677482,1.27478891665424e-33,3.44862271677887e-30
"FAGR_UCONN_23755",5.03921689550871,5.93563137526426,144.504382912799,2.75623594604749e-33,6.62782870492887e-30
"FAGR_UCONN_01245",-2.54918029753488,2.44291780201008,143.231553295285,5.2312221930592e-33,1.13214110702187e-29
"FAGR_UCONN_14995",2.18170054512617,5.10206937727582,138.464105174767,5.76887657992883e-32,1.13500024493472e-28
"FAGR_UCONN_21063",2.03992054128738,4.74394474031749,136.773759532526,1.35137202369771e-31,2.43719944473882e-28
"FAGR_UCONN_14392",5.11165110424398,6.06976831864998,134.259531055956,4.79406755828809e-31,7.98101616126698e-28
"FAGR_UCONN_21664",2.52735827202535,5.76768161869853,133.286012538895,7.82813841297602e-31,1.21011836809734e-27
"FAGR_UCONN_07559",-2.96340538420853,3.21618017414071,132.270343148708,1.30570546694975e-30,1.8838718477151e-27
"FAGR_UCONN_31147",2.73280367831085,4.93573545199531,130.373248730261,3.3953533990089e-30,4.3346000694594e-27
"FAGR_UCONN_16583",1.33938682811566,6.46426414909874,130.367692770641,3.40487021443534e-30,4.3346000694594e-27
"FAGR_UCONN_17466",3.68522313706287,6.13890431636535,130.239601823479,3.63182957281283e-30,4.36666975637863e-27
"FAGR_UCONN_28691",-2.52363581688555,6.89020827877103,127.678161144204,1.32003064971708e-29,1.50358438532511e-26
"FAGR_UCONN_12484",-3.02260107630625,6.98792096812104,127.452971897736,1.47863430564684e-29,1.60003018214045e-26
"FAGR_UCONN_24370",2.3341641032295,7.89157730797862,126.154923851652,2.84392053358369e-29,2.93086324703897e-26
"FAGR_UCONN_15016",4.31684825030519,7.14562575570903,125.659037472074,3.65123662668399e-29,3.45938507295557e-26
"FAGR_UCONN_08178",3.57949359212259,7.27391070805547,125.645377952927,3.67645581175391e-29,3.45938507295557e-26
"FAGR_UCONN_07108",-2.77202577651793,4.66277670198992,124.902353939252,5.34617444047383e-29,4.82091280169728e-26
"FAGR_UCONN_05766",-2.13337526920483,3.19970500561135,123.949120334963,8.64316958468569e-29,7.48221904607071e-26
"FAGR_UCONN_05563",-2.92119965089267,5.28083115326552,122.428195286331,1.86027373012041e-28,1.54846323335639e-25
"FAGR_UCONN_27699",7.08912076779877,6.78941853323928,118.458333724631,1.37614762959248e-27,1.10305877776446e-24
"FAGR_UCONN_00280",-2.66836796121139,2.28135418402125,118.340145331405,1.46063786393364e-27,1.12896873754471e-24
"FAGR_UCONN_07892",-2.35910285769228,3.82082069348453,115.411741747179,6.39424095235329e-27,4.77186767899414e-24
"FAGR_UCONN_03756",-2.32037719334708,1.96086045051609,115.235513845456,6.98847967709792e-27,5.04148923905844e-24
"FAGR_UCONN_15332",2.53128705160849,5.97778558728921,113.795760113321,1.4444604760357e-26,1.00841979426983e-23
"FAGR_UCONN_31972",3.16916002402086,2.52611121766465,113.696449498216,1.51864785960657e-26,1.02708053055017e-23
"FAGR_UCONN_25789",2.68592111506842,5.95716611611884,113.297470537385,1.85714029377562e-26,1.21794637084521e-23
"FAGR_UCONN_19061",2.80636906020511,6.78918370193154,113.101399603935,2.05017400688497e-26,1.30499605461778e-23
"FAGR_UCONN_30693",4.51940654512622,8.30340536930181,112.747695094975,2.45055971392652e-26,1.5094495487871e-23
"FAGR_UCONN_24141",-4.24688928271353,5.14379165940465,112.696754902255,2.51433577176486e-26,1.5094495487871e-23
"FAGR_UCONN_11791",2.17633102657253,4.8163106152803,112.645168114004,2.58061331231506e-26,1.5094495487871e-23
"FAGR_UCONN_00218",2.69997192293348,5.4196898540061,111.993785356546,3.58431968311692e-26,2.04136438373727e-23
"FAGR_UCONN_16173",1.19717108874362,4.61548900416947,109.860242232953,1.05148795471965e-25,5.83494931180579e-23
"FAGR_UCONN_31588",2.65452342861866,5.25440766522101,108.850287097781,1.7501837752288e-25,9.46936931587544e-23
"FAGR_UCONN_20071",0.894432078515147,7.2142743978461,108.065003874967,2.60105928434735e-25,1.3729786593133e-22
"FAGR_UCONN_11086",5.41055164094706,5.12189527324999,107.525470535185,3.41488433855387e-25,1.75964111559483e-22
"FAGR_UCONN_23783",-2.44001390171948,12.3232689469736,107.460480778419,3.52872078151205e-25,1.77601337566241e-22
"FAGR_UCONN_28456",0.965957599949959,5.25836774974971,105.514360198462,9.42126783184278e-25,4.63397905492594e-22
"FAGR_UCONN_26190",2.89005099078459,5.8387512367425,105.346576367159,1.02537436024464e-24,4.9313670898699e-22
"FAGR_UCONN_12730",3.70339758906195,3.7703233915718,104.032431915665,1.99031301477538e-24,9.33588264878898e-22
"FAGR_UCONN_27656",5.79174114015796,8.5147058956698,103.995777755271,2.02747659409057e-24,9.33588264878898e-22
"FAGR_UCONN_05573",-1.95674142883367,3.08436793914641,103.628337498956,2.44061308048353e-24,1.10018479169377e-21
"FAGR_UCONN_08517",2.62803904727106,5.28674520909361,103.587894024362,2.49094606750737e-24,1.10018479169377e-21
"FAGR_UCONN_08616",4.59059993034586,4.88473427649964,103.312619054851,2.86224413733379e-24,1.23889375240356e-21
"FAGR_UCONN_22330",2.28395553862986,3.81845750339281,103.117518127177,3.15845845652181e-24,1.34030113560873e-21
"FAGR_UCONN_15003",1.87956345463414,4.70235493559062,102.354627481885,4.64212989257451e-24,1.93201875259803e-21
"FAGR_UCONN_10155",1.00729214925009,6.74831238804932,102.312301838196,4.74237970194889e-24,1.93650153791656e-21
"FAGR_UCONN_18848",3.41316615747785,3.9936495642186,101.633890762778,6.6792704860614e-24,2.67690318258039e-21
"FAGR_UCONN_11871",3.05697036641161,3.25512464821983,100.907930235101,9.63599703474911e-24,3.79167723320073e-21
"FAGR_UCONN_03341",-0.955987254133305,6.47691589930723,100.455833462461,1.21066732386397e-23,4.67879682554715e-21
"FAGR_UCONN_30180",3.6255667451381,3.85185300216718,99.5332109247055,1.92901287712315e-23,7.32415731345601e-21
"FAGR_UCONN_00627",4.35926956829028,9.31075947313734,98.2661243685113,3.65769894935475e-23,1.36482621830923e-20
"FAGR_UCONN_24216",0.972377483051223,6.57273940761413,97.9585758600927,4.27227040805389e-23,1.56712671476445e-20
"FAGR_UCONN_26740",5.9884828700773,4.98961480080832,97.7880205210164,4.65656203899754e-23,1.67962192746641e-20
"FAGR_UCONN_15279",9.26033248306453,6.32492222388841,97.6732822365763,4.93435581446102e-23,1.75064473010763e-20
"FAGR_UCONN_30889",-1.13086890670765,4.91012405745093,97.610522309913,5.09325544472024e-23,1.77787474733283e-20
