Gene_ID,H172Fg01,H172Fg07,H172Fg09,H172Fg14,H172Fg24,H172Fg25,H172Fg28,H172Fg29,H172Fg30,H172Fg32,H172Fg36,H172Fg37,H172Fg42,H172Fg43,H172Fg45,H172Fg46,H182Fg01,H182Fg07,H182Fg09,H182Fg14,H182Fg24,H182Fg25,H182Fg28,H182Fg29,H182Fg30,H182Fg32,H182Fg36,H182Fg37,H182Fg42,H182Fg43,H182Fg45,H182Fg46,S172Fg02,S172Fg03,S172Fg05,S172Fg06,S172Fg07,S172Fg10,S172Fg18,S172Fg20,S172Fg23,S172Fg25,S172Fg28,S172Fg29,S172Fg36,S172Fg39,S172Fg42,S172Fg44,S172Fg45,S182Fg02,S182Fg03,S182Fg05,S182Fg06,S182Fg07,S182Fg10,S182Fg18,S182Fg20,S182Fg23,S182Fg25,S182Fg28,S182Fg29,S182Fg36,S182Fg39,S182Fg42,S182Fg44,S182Fg45
FAGR_UCONN_03519,0.198735152,-0.196674087,0.392184618,-0.604404661,7.006125812,-0.393394555,1.017761281,-1.278691238,0.027749317,-0.608641874,-0.854727914,-2.323235347,2.5094817,-2.323235347,0.614061727,0.219360302,0.652383751,-0.313344186,-1.110587044,-2.323235347,0.01430957,-2.323235347,-2.323235347,-0.013134806,0.268008665,3.213086115,-2.323235347,-2.323235347,-2.323235347,-2.323235347,0.615613338,-2.323235347,-2.323235347,-2.323235347,-0.40418664,0.912890356,-2.323235347,-1.487108281,-0.970717075,-0.834394249,-0.807106993,0.066239504,-0.23406907,-2.323235347,-0.661330195,-2.323235347,-0.213829843,-0.446763769,-2.323235347,-0.919014004,0.706387644,-0.227239055,-0.396222503,-2.323235347,-0.036115287,1.362356055,0.74022621,0.417971597,-0.178212819,0.22220529,-0.834516134,0.762146371,-1.010782274,-1.895889369,0.474664145,0.421596232
FAGR_UCONN_03565,4.211429713,4.435857671,4.19940832,4.506505097,4.954842466,5.267077853,4.209250668,3.570352429,3.804169957,5.218262211,5.439128085,5.012379836,5.101952225,5.061259616,4.846950449,4.522541103,5.361256672,4.878260176,4.157045917,5.959562385,5.590529421,5.34942941,4.751077571,5.449934867,4.963861405,5.787532143,6.155021095,5.691258306,4.201492874,5.934770618,5.8166016,5.077478788,2.129868132,3.612024549,4.440878916,3.907868855,4.582231545,4.98100402,4.161446736,4.635228212,4.217181152,4.227399,4.324628025,3.899282738,4.647728907,4.548626514,4.563750748,4.296922764,4.201188555,5.602005101,5.894747374,6.034208578,5.345599488,6.298580372,5.511580015,5.835653728,5.067546084,4.801955266,5.223524465,4.424058204,4.974632066,4.978201509,3.901939946,4.429978843,4.520691376,4.502459077
FAGR_UCONN_03628,4.410318025,6.346056163,5.86324203,5.866812866,2.833075647,5.759365391,6.050554482,6.190535875,5.623338955,6.288634502,5.43071546,5.874486773,7.742049784,6.622400502,6.414541953,6.050090441,3.29328635,4.641532933,4.294048149,4.054835215,4.555029955,4.356482999,3.453234906,3.919547282,4.97542191,4.97094994,6.899832743,3.800587385,4.612607846,4.502254353,4.256992694,4.651587802,6.864334428,5.761471508,6.207283101,6.989793429,7.078633688,6.486028493,6.572775672,5.605165643,5.839379796,6.452261542,6.519568215,6.015226897,5.867102395,6.496701917,5.878346554,5.75652062,7.368926187,4.333586593,5.335465176,5.3726083,3.493178447,5.661074247,5.686244757,5.76306458,6.034758428,4.387913689,5.104283537,6.084671778,4.387811863,6.029764124,5.856364697,4.189725521,5.631555878,4.178528142
FAGR_UCONN_03648,5.582237403,5.426364104,4.928411255,5.155552038,3.524531865,4.552843679,5.465675976,5.968801148,5.749581688,5.961306778,5.300107308,5.461086266,6.607745374,5.885871535,5.500004914,5.184469096,4.535924553,4.084550903,4.685863252,-2.323235347,4.008200524,4.439750473,4.195848626,4.054459503,4.231113276,5.001417192,6.056902922,3.814880059,4.244100675,4.021906695,4.114453269,-2.323235347,6.024658482,5.524369028,5.74737644,5.917695227,5.670973296,5.156276277,5.363768373,5.005512191,5.157768329,5.235990452,5.555499296,6.228510234,4.789836501,5.643673788,5.293397431,5.30263972,5.684088634,3.775148537,4.426920744,4.810877612,4.06355444,3.688976385,4.636148364,3.934464916,4.422373735,4.317723463,4.261547093,5.015358276,4.614941565,5.049459472,5.196299363,4.145484668,5.073060309,4.874834277
FAGR_UCONN_03718,2.557546332,4.729052835,3.743257038,3.970637075,3.141122784,4.260524369,4.14020181,4.741122701,3.643145514,4.876934052,5.048466749,4.175118034,5.667500454,5.656708301,4.696412564,2.693410775,1.692667161,1.45905026,2.84336408,1.696245306,2.247659552,2.505069775,3.777989828,1.662894437,2.950890527,1.764624943,-2.323235347,2.835220136,3.915464016,3.954593607,2.806326092,3.958298755,3.041317693,3.074005364,3.406268615,5.022959078,4.706759218,3.356415757,5.848748646,3.483431581,3.159460468,3.540591404,1.853794288,4.496729358,6.46638175,3.631597153,4.100803952,3.185488836,3.773703982,1.55675537,3.035902262,1.627748461,3.195385525,2.030952581,-0.480374965,2.102851858,1.216638704,1.032940711,1.057109985,2.399164375,0.607209902,2.318356437,0.929377154,1.306353923,2.784987153,1.487792768
FAGR_UCONN_03731,7.432230165,7.925663569,7.606574559,6.851812168,7.057549588,7.339108806,7.659593516,7.519307596,7.413738322,8.034101807,7.658573506,8.053871665,7.953250024,8.327445292,7.471205067,6.912991321,7.343533687,7.398513439,6.894115854,6.760891247,7.480746469,7.147602779,7.640908703,7.125510441,7.250700141,7.438080429,7.057558029,7.578166997,7.267337993,7.962978398,7.350654446,7.055543678,7.118975071,7.095545877,7.708170048,8.055895312,7.833079077,8.219222691,7.758702834,7.228463584,7.255367796,7.449740874,7.088909789,8.15585026,7.91083203,7.491035888,7.623070726,7.545018544,8.050016832,7.041229081,7.208845354,7.392416446,7.670793644,7.295558759,7.476642468,6.973374223,7.089057031,7.467812924,7.321619215,7.019447825,7.275827574,7.204815349,6.619522904,6.865699818,7.503761439,7.629357011
FAGR_UCONN_03741,3.670478285,3.147527886,2.835939458,3.138943525,4.12469119,3.753718007,3.221041426,2.619560834,2.423123485,4.68056829,4.087437751,3.966131397,5.287347532,3.791534128,2.722479338,3.027880456,4.900970059,5.439985722,4.987702881,2.906430638,4.982248771,5.132988586,2.439017083,4.247082446,4.584348334,5.258472914,5.404883168,3.268094243,4.244100675,5.748605993,4.650507196,3.426135727,1.900786116,1.555933638,2.845502839,4.061186004,2.485075256,-0.022743785,2.453435613,1.719884871,2.433955529,1.965753518,2.389713269,2.801492224,1.690261585,2.654670671,2.929600573,2.323263504,2.297752574,4.752891642,3.050642972,3.235213411,3.963524441,4.579546717,2.394723612,2.870562721,3.391513551,4.48260842,2.532476946,2.185851663,3.859730123,4.959823171,3.01005682,2.753663924,3.324158141,3.19436115
FAGR_UCONN_03750,5.644312089,6.817621133,6.446990952,6.431113277,4.688402885,6.050320679,6.113950156,6.040368376,6.181314222,6.134234068,6.118272819,6.179356313,6.942953946,6.613288067,6.685387056,5.351384557,4.237676961,4.81100711,4.279452534,4.580002993,5.163755556,2.785313628,3.988096296,3.88133318,5.418126609,5.326900544,6.347160405,4.494158726,5.539871476,4.837292647,4.241832855,4.757683525,6.107665665,5.410208526,5.247819915,5.747362127,5.206009093,5.936332365,4.715686672,4.753035442,4.903831372,5.318703264,5.232609268,5.372235713,4.544565414,4.865995684,5.376263458,5.04711765,5.7933028,4.960264207,4.807118817,5.245637489,3.678118367,4.742032503,5.136245207,4.994944025,5.102274199,4.034839091,4.79633523,4.80696034,4.455305126,5.5292844,5.30577531,4.195161443,4.64595461,4.492059536
FAGR_UCONN_03756,1.138082945,2.544491381,1.21349124,2.228810369,1.026697426,2.110233658,1.889728492,2.46168008,1.270674479,2.382878322,2.376951396,2.98445981,2.780627674,2.531789301,2.530137525,1.44962193,-0.174961822,-0.392964653,0.661817079,-2.323235347,-0.175713336,0.016095087,2.170256083,-0.748122395,0.660624526,0.127361871,-2.323235347,0.787342567,2.514622325,1.12074118,0.67701544,-0.557817976,1.470017867,1.555933638,1.535868506,2.56608492,2.485075256,1.163255751,4.234641601,0.106391451,0.394999851,1.926102319,0.991650812,2.918474642,2.693927025,0.785860772,1.96694963,1.396095859,2.647234616,0.247287516,1.401882955,0.305714085,1.014287133,-1.123599484,-1.379125084,-0.240388241,-0.228659919,-0.675985081,-0.73983895,1.247858239,-0.554085836,1.259565037,-1.522641942,-1.298722512,0.87637795,-0.232746845
FAGR_UCONN_03924,5.083296967,5.126397627,4.905642238,5.114187728,4.341371554,4.705535853,4.953448703,4.913666066,5.397920146,5.359555046,5.091796736,5.150721044,4.392304006,5.447039015,5.105130543,3.999264269,4.633582732,4.747444407,5.249721451,3.220648309,4.589047874,2.907355584,4.861925512,4.209018548,4.647134956,4.663224059,4.962307508,4.144070703,3.416525744,4.454324913,4.924976892,5.438150367,5.15150539,5.12564336,5.470851182,5.584868604,5.47476424,5.111142738,4.921810996,5.028490116,5.230989372,5.068539664,4.928090643,5.651114881,5.257679095,5.483599948,4.891311887,5.280792487,4.689684757,4.70515974,4.592210634,4.824825862,4.831935528,4.531861074,4.568157698,4.643275104,4.645986211,5.12915232,4.717264611,5.244163323,4.912589887,4.849347839,5.080991303,4.094036169,5.201062379,4.967829908
FAGR_UCONN_03943,-2.323235347,-2.323235347,-2.323235347,-1.384627347,-2.323235347,0.102040165,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-1.300077625,-0.084311297,-2.323235347,-2.323235347,-1.016702788,-2.323235347,-2.323235347,-1.589423854,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347,-2.323235347
FAGR_UCONN_04000,5.45984496,6.424421562,5.944918239,5.431391614,4.511951787,6.036674235,5.396631312,5.450605812,5.352336992,4.711028407,5.447491939,5.874486773,5.412263135,5.870656641,5.651370859,4.444814994,4.305100531,4.922100234,4.920308715,5.197266664,4.803839062,3.907646991,5.348874076,4.450002174,5.337554807,4.97094994,4.796543837,5.287078046,5.469791938,5.023993415,4.850309992,5.035909698,6.080523821,5.878096779,5.670737681,5.885199558,5.896920913,5.721481938,5.575800864,5.663577804,5.503422884,5.967453572,5.589999981,5.518403399,5.12092889,6.079118509,5.791291484,5.464503142,5.481404534,5.342109106,5.633497871,5.382072801,5.310401132,4.913088444,4.924520543,5.01431885,5.34199062,5.038541544,4.921001306,4.903314821,4.869694768,4.874094224,5.308475995,4.972993741,5.274962758,4.563329587
FAGR_UCONN_04049,3.646412207,4.604925306,4.411798126,4.766453549,2.916469699,3.970185441,4.882406343,4.189793071,4.650518141,3.930515131,3.673770709,4.519617732,5.912771067,4.493908699,4.463493757,4.55249574,2.413203495,3.213214712,3.957568155,-2.323235347,3.226621963,3.530996735,3.531981857,2.390446695,3.329807506,3.524127659,4.301723252,3.726919627,3.489175786,3.183688781,3.330487808,4.948995953,4.079603596,4.183073426,4.290935212,4.30177496,3.143707767,4.112932788,4.348940424,3.548465581,3.763550106,4.134771776,3.89085009,4.379178941,4.181705298,4.61992052,3.966647654,4.060947173,4.86672251,3.183360911,3.773624318,3.640475584,3.217269095,3.271725695,3.335733129,3.667058597,3.865839994,3.917701305,3.864271634,3.674333329,3.33139658,4.325481001,4.070516344,2.797209075,4.112937484,3.115256908
FAGR_UCONN_04144,3.423812015,4.884995531,4.667770265,3.541999959,2.549367638,4.453637411,4.242574101,2.971669128,3.041228133,2.45663795,3.116936392,4.238554384,3.759497396,2.812203663,4.081438862,2.460483098,2.543993403,3.574104445,3.836495476,-2.323235347,2.613564524,2.282548961,2.978297798,3.749646584,2.709207951,2.548970331,1.01569412,3.665151187,-2.323235347,2.360852568,2.599873955,0.712242557,3.633359386,4.146334372,3.911574308,3.622623822,3.143707767,3.707775925,4.0576925,3.299195625,4.032904284,3.629685214,3.612646065,2.674180442,4.49007859,3.670496759,3.713380545,4.19314172,3.542953448,3.347814081,3.868192183,3.807127369,4.05142346,1.480835686,2.575401635,3.176008875,2.820221239,3.931196278,2.991240252,3.58998525,2.578951867,2.718871475,3.509837273,1.529316928,3.5424328,3.115256908
FAGR_UCONN_04186,7.849487917,8.229983334,8.080044459,7.927475695,8.120150668,7.805316269,7.493055285,7.113116205,7.327290951,6.938756913,7.484994815,7.240705773,7.13242656,7.449773529,7.591266268,7.110920048,6.555657973,6.878327607,6.428995306,6.768958744,6.597782064,5.23752788,6.622246324,6.598633295,6.761267842,6.628877423,7.81438161,6.670894337,6.364016885,6.56216578,6.600873335,6.020894787,6.442146964,6.282533736,6.746825699,6.75819784,7.007774694,6.418826925,6.293316542,6.173796131,6.153724931,6.180437309,6.348757243,6.574394392,6.266118266,6.416018111,6.760757052,6.837794921,6.67177824,6.774061095,6.849761408,6.721258104,6.779062442,6.36131186,6.423453987,6.277763249,6.125343465,6.392260769,6.482234999,6.802343029,6.408429619,6.369639806,6.368335404,6.355830648,6.694345267,6.643788789
FAGR_UCONN_04243,4.055682848,5.712082174,5.298341099,5.011428146,5.288018038,4.545153444,5.172911724,5.247858703,4.924155031,5.204055036,4.759673879,5.43424269,6.072731958,5.394816326,5.371192755,4.010098816,4.03017848,4.938456934,3.740296554,-2.323235347,3.310574023,2.282548961,4.195848626,3.88133318,4.668658301,4.562383128,4.962307508,4.476285698,4.707012739,5.119283741,4.5556107,4.276512924,5.346395314,4.644770541,4.225079112,5.554192181,3.93701527,4.578511624,4.002876093,3.861623953,3.999766043,4.30673722,4.920364475,4.110740234,3.646783619,4.221939532,4.428272944,3.976483499,5.219660099,3.938867964,4.438175487,4.471083935,4.610047977,4.422795025,4.247582731,3.893199183,4.117448959,3.904078908,4.555330201,4.635207582,4.108088245,4.197993436,3.813446768,3.819198603,4.231898245,3.811234196
FAGR_UCONN_04413,-0.461134334,1.093525741,0.270733517,0.034331038,-0.680692663,0.652983525,0.214525042,0.559659372,0.430029583,1.310219975,0.859351218,0.503748813,-0.022208697,0.807907525,1.155502062,-0.11541356,-1.263813808,-0.764349719,-0.749647402,-2.323235347,-1.623899974,-1.312334311,0.16543935,-0.748122395,-0.5104946,-0.473070548,-2.323235347,0.227687605,-0.412567773,-1.162735435,-0.90801871,1.377050878,-0.24737564,-0.98761717,-0.56435859,1.353894507,1.238386709,0.190636118,0.80899165,-0.11744605,-2.323235347,-0.455421396,-2.323235347,1.176832923,1.240130972,0.282167055,-0.213829843,-0.446763769,-2.323235347,-1.254335777,-0.062082179,-1.975077258,-0.396222503,-0.764857309,-2.323235347,-2.323235347,-1.461080653,-1.548575335,-2.323235347,-1.179537593,-1.83634431,-1.324414282,-2.323235347,-1.298722512,-0.630427888,-1.463479919
FAGR_UCONN_04499,2.608263832,4.855964494,3.804711885,4.114881062,3.576737467,4.465908684,3.592400927,5.443583368,3.395995033,4.168611623,3.809738352,4.440894493,5.371814552,5.467410041,4.108190556,4.404323035,1.660075226,1.800687353,4.550584857,-2.323235347,2.89313732,3.370487556,4.964860907,3.430422247,3.39151449,2.585181406,-2.323235347,3.814880059,4.579714994,4.18741738,3.179545282,5.485241578,4.640404011,3.961310599,3.569555376,5.03781801,7.043639183,3.063336314,6.381906351,2.50242845,1.579000657,4.899688101,3.471741969,4.903849189,3.719632968,5.742824991,4.401391025,3.721438875,4.899664799,1.757300629,4.119568073,2.442389767,4.01440622,1.480835686,0.647179259,2.992805093,2.205291001,2.246327368,2.459602268,2.849672748,1.359555596,2.133944741,2.598095674,2.460552526,3.614273924,2.094162594
FAGR_UCONN_04529,3.226907633,4.604925306,3.92028517,3.702844542,2.005845554,3.72677648,3.713540119,3.693859588,3.111317837,2.698784955,3.260558464,3.313886236,3.077469075,4.02933585,3.94563718,3.512347025,1.32795273,2.812944021,2.029734711,-2.323235347,1.395208847,3.806696968,2.265515625,0.471443474,2.578864331,2.960856725,3.407566318,1.875059689,3.489175786,3.620031679,2.046271206,3.866425205,4.483481448,3.198856901,2.62182524,3.54153772,2.485075256,3.063336314,1.853831074,2.39336494,2.383462606,3.062429859,3.243094271,3.026678769,2.486912839,2.730261696,2.669113907,2.939973128,4.651512485,2.614178757,2.666425372,2.398295933,1.831867957,1.608919024,2.384557391,2.173493014,2.978143899,2.110579959,2.027046389,2.185851663,2.114605753,3.032015402,2.8708216,2.442382458,2.84594198,3.087894696
FAGR_UCONN_04537,6.641427341,7.543411277,7.572046063,7.526513376,5.73733577,6.715327362,7.376140253,7.2682271,7.067409971,7.323395635,6.801458808,7.014753555,7.263492418,7.822181893,7.674619598,6.652741764,5.001953793,6.070823347,5.961981606,5.645818453,5.886397677,5.827690998,6.914490493,5.841925383,6.286050636,6.092780094,7.637090557,5.651992496,6.09975012,5.952131118,5.646676471,5.014667193,6.641027919,6.414560124,6.704613826,6.798017934,6.683378339,7.006192052,6.720234465,6.600669028,6.953946806,6.947927445,7.162804488,7.348881033,6.764889369,6.993157357,7.004269047,7.039262695,7.017732081,5.770908273,6.124597908,6.209238495,5.258579682,5.905180774,6.527022055,6.429795623,6.630202869,6.113236364,6.511372042,6.978562169,5.943961104,6.362661852,6.393990923,5.7695938,6.706722908,6.089303501
FAGR_UCONN_04594,4.845054587,5.788698327,5.14909166,5.151840273,3.753456822,4.799032721,5.038125377,5.279753163,5.011059237,4.784478557,5.063780716,5.150721044,5.700538406,5.59324075,5.337674147,4.173222529,4.017369656,4.934385111,4.146360653,3.627933955,4.146614817,3.530996735,4.243427078,4.44345994,4.542215401,4.741519243,5.164306362,4.109702913,4.476282201,2.83015512,4.152781474,3.549429965,5.456057126,5.11300538,5.138239,5.244084307,4.927573756,4.869269215,5.250685324,4.369721469,4.830337525,5.528525439,4.928090643,5.052046561,4.374513529,4.639659465,4.665166548,4.850536,5.459477497,5.024875862,5.090002818,4.700219384,4.357606534,3.453339865,4.345170496,4.443370569,4.234781647,3.996840202,5.341791453,5.047342052,4.734955764,5.178244564,5.118409625,3.497095512,4.918465359,4.825987444
FAGR_UCONN_04630,4.291202205,5.345125523,4.970462933,6.006952412,4.077156981,3.981626259,5.53306376,4.923794478,4.872615949,4.68056829,4.125465572,5.150721044,6.766981739,5.074600184,5.418986232,5.286025559,3.415477366,4.817654217,4.656041792,5.397875285,4.244726286,4.356482999,4.57631023,4.010875666,4.42485296,4.017031729,5.185099679,4.132705498,6.570645038,5.487966683,4.256992694,2.320461209,5.466578432,4.973159578,5.321290311,6.351500694,6.713377739,4.073140372,5.879503739,4.799194794,4.772650932,5.307173539,5.540456925,5.138998166,5.551738905,5.691739264,4.653822064,5.196952993,5.757808839,4.19358653,4.525185755,4.159463729,4.489341722,4.507413864,3.963308792,4.513128796,4.728331787,4.562824896,4.692036828,5.315942033,4.460570613,5.452493704,5.457049411,4.615748789,5.06667227,4.882817011
FAGR_UCONN_04673,3.634226929,3.091697804,2.416512258,3.013660513,2.103980328,2.78149302,3.279292772,3.621030982,3.012210178,3.393046025,3.809738352,3.056637993,4.945379164,3.823492902,2.975893459,3.130742221,1.724539047,-0.764349719,1.246063913,-2.323235347,-0.517932025,2.555722411,1.839695248,-2.323235347,2.179821109,2.221009973,-2.323235347,2.96904673,4.325717432,1.275860844,2.583932306,-2.323235347,2.019869277,2.848621109,3.800857458,3.364262666,1.238386709,2.548068285,3.202008776,1.110718025,1.28099573,1.926102319,2.636022215,3.927473014,2.916842321,2.615336093,3.061372411,2.500071747,1.835589102,2.19760502,2.272745466,1.904870434,3.056618425,-2.323235347,0.303066157,1.236021646,1.314666498,1.305840215,0.539808027,2.849672748,1.242164809,1.581453791,1.08868253,0.21941998,1.914237813,1.309757409
FAGR_UCONN_04760,4.203204391,7.508524925,6.406117957,6.773058398,6.106335816,6.73658508,6.620751347,7.765843767,6.28351545,7.046193631,6.206662259,7.023784762,7.688162273,7.519718613,6.834620224,6.925921904,4.046031227,4.443749373,6.230834804,5.244318893,4.8293625,5.531280434,6.28408654,5.449934867,5.90132285,5.159875301,-2.323235347,5.949481203,7.914029442,5.923079795,5.660043705,7.346546576,6.786690358,6.370110683,6.409486513,7.195941853,7.674369462,7.111436728,8.76937149,5.547473516,4.443532283,6.996594204,5.560478766,7.543583542,7.082839488,7.798170562,6.822010102,6.072303564,7.290366963,4.70515974,7.104100336,5.511895226,6.013525943,5.40727662,3.528106932,5.160607343,4.780728419,5.093587967,4.412046408,5.850955904,4.28174307,5.959815605,5.278486701,5.088495156,5.94537351,4.592828071
FAGR_UCONN_04787,6.446148389,7.483660409,6.814658236,6.646888374,5.431953716,6.079896083,6.067183231,5.752868095,6.329820064,5.537224743,6.110919943,6.258000135,5.551567507,6.40729012,7.180513332,5.446181664,4.913122292,6.689509642,5.923385408,3.397577812,4.539649526,5.29083031,5.235796979,4.717359277,5.789525681,5.569886813,5.700392123,5.130191364,6.052584512,5.337558114,4.163547929,6.386027266,7.273769367,6.660190516,6.164802313,6.357435432,6.399536139,5.947379836,6.180522463,5.76008906,6.048279242,6.536962302,6.424450882,6.538288878,5.685049994,5.938785876,6.327097518,5.718019457,5.645766019,5.662615134,6.228727304,5.415639939,5.325591415,5.330385168,6.500789573,5.370616421,5.77547516,5.85103458,5.120920905,5.763805189,5.456646631,5.329053564,6.228460949,5.876652062,5.931378323,5.615868923
FAGR_UCONN_04851,1.918642624,5.371740112,4.161470608,4.404135597,3.85559725,4.62392628,4.530308965,5.883153424,3.151793337,4.840659715,4.294481795,5.551290414,5.182114416,5.665551394,4.504348297,5.100784773,1.521804398,2.730807585,4.113821655,-2.323235347,1.213297777,2.341478601,4.460291616,3.054636563,3.127069921,2.492890342,-2.323235347,3.649286829,3.259233836,4.353407173,3.395864069,4.08599126,4.764971343,4.170930732,4.38714433,5.35502674,5.973291934,4.79782365,6.922065732,3.901999395,2.220427139,5.567706059,3.687385871,5.174716548,4.476129165,5.774416818,4.900940236,3.88676563,5.34454614,2.614178757,5.186592738,3.671681828,3.963524441,3.436173354,2.61071786,3.210014663,3.007755164,3.301260537,3.11028825,3.92444336,1.425662664,3.696809951,2.899764431,2.98466067,4.185484283,2.78126723
FAGR_UCONN_04920,6.510892502,8.183167491,7.671373614,7.837336773,6.299937491,7.132675264,7.088130652,6.919187373,6.545173452,7.341356172,6.971749122,6.987315689,8.318604957,7.859268992,8.205767061,7.30487656,5.34083845,7.22477885,7.126619469,5.098292123,6.120207772,6.353067509,5.856960243,5.839435919,7.169363268,6.889979494,7.929760309,6.795042917,7.303042219,7.231530035,6.010951112,7.617058966,8.798330106,8.299408116,7.866758431,7.430774542,7.957365501,8.283839308,8.133562122,7.40609253,7.695166555,8.414853131,8.467046112,8.568771835,7.080536423,8.40629981,8.481048142,7.720007391,8.842682242,6.367587298,7.502844434,7.72993294,6.288792102,7.455329136,8.484783277,7.920535487,7.707550327,6.602964001,7.343555904,7.969094124,6.429392686,7.483372626,7.488893791,7.034402755,7.768697236,6.561634344
FAGR_UCONN_04928,5.042385696,5.728192166,5.942434626,5.601594949,4.809700471,5.34000248,5.870422692,5.400715363,6.010255965,6.185751814,5.356267258,5.21521544,6.375166482,6.239764736,5.674825335,5.095707673,5.487364566,5.538503903,5.588504683,-2.323235347,5.770946599,5.34942941,5.745715024,3.684561651,5.344257927,5.275193968,2.68859889,5.74449467,3.259233836,5.969285193,4.843630827,4.678852117,5.497689658,5.415364467,6.27541765,6.220875441,4.977873155,6.798188942,6.217103344,5.417724298,5.811004986,6.089136503,5.998656975,6.110518821,5.893581986,5.926786008,5.945016385,5.968161022,7.460087329,4.571788574,5.024310316,5.410099372,5.544794706,4.713818457,5.765748806,5.194973792,5.475142854,5.582599155,5.275401792,5.441599233,5.108117951,4.829240495,5.324574792,5.282271472,5.218455384,5.432245742
FAGR_UCONN_05033,1.138082945,1.444983655,1.075234911,2.438333093,4.824169963,2.524214345,3.243162218,1.458394337,1.115607861,2.852426524,1.938182845,3.721658244,4.025947817,0.807907525,2.289570423,3.874383351,2.451797409,2.633700977,2.920645119,5.902035951,3.423814466,2.398095314,3.033473684,4.247082446,3.147653245,4.788865492,2.434480062,4.97973703,-2.323235347,3.648709024,4.040452514,5.372871254,1.900786116,0.90652146,2.087304857,-2.323235347,1.782034776,0.190636118,1.424001409,1.447217402,1.748176185,1.454867863,2.476573327,2.206707455,0.35728096,1.973019755,1.699098585,1.027647597,1.835589102,3.577246164,3.909210354,3.347689885,2.636938322,5.675775417,2.851174036,3.872115082,3.560882175,3.147886973,3.557097768,2.749538594,3.290587444,2.864295055,2.764688876,3.847091031,2.753515953,2.148147022
FAGR_UCONN_05045,4.912193468,5.819100498,5.103133127,4.552275763,4.852680727,5.187802505,4.623200838,4.797291581,4.448722788,4.168611623,4.802034324,5.306853547,5.551567507,4.964253084,4.547991121,4.010098816,4.41172689,4.305565125,4.346336494,4.784845917,4.239975987,4.038068809,3.871805074,4.390025783,3.808312759,3.942224024,4.411671404,4.402493483,4.644767443,4.679477502,3.771564668,3.607338432,5.72502464,5.034760429,4.69640702,5.306769004,4.977873155,4.480513686,4.681188816,4.19793943,3.802504679,4.541333383,4.37071381,4.831101658,3.91840981,5.531930599,4.327156327,4.7299499,5.391622971,4.167406046,4.426920744,3.845947033,4.471243005,3.401215115,3.785425924,4.177265162,4.209519947,4.107960031,3.696818853,4.518358025,3.114724035,4.353908951,4.610893631,3.663200573,4.341792663,4.314583648
FAGR_UCONN_05110,4.700607508,5.451534068,4.851073979,4.717072104,4.040449455,4.360309642,4.882406343,4.741122701,4.939649786,5.130841565,5.115084931,5.276949624,3.990766244,4.920595317,4.94814693,3.838361399,4.569217223,4.221177543,4.119296042,4.054835215,3.879723807,3.505454887,4.121402943,3.673422868,4.788187991,4.675872454,4.823318778,4.231906207,4.017239346,4.454324913,4.316087562,5.157187569,4.712896558,4.26532566,4.225079112,4.650083508,5.327366242,4.876993537,4.30430156,4.318436473,4.418673717,4.672927641,3.809530618,4.93195124,4.660120708,4.609948839,4.630861918,4.615914695,3.773703982,4.349198489,4.040544679,4.416863166,4.585018985,3.171557057,4.475409252,4.260751716,4.047889827,4.022283672,4.307952791,4.503063237,4.290639795,4.109061339,3.821032089,3.523263519,4.482809163,4.056797846
FAGR_UCONN_05129,5.466733035,5.719008495,5.483983765,6.286269052,4.61540666,5.388082,5.718177544,6.169408933,5.933011297,6.711564485,5.67963004,5.738472316,7.303467972,6.269071633,5.955305884,5.485531309,5.308344957,4.876138953,5.232143798,5.173152288,5.764345422,4.72068695,5.006822845,3.919547282,4.826991288,4.646185164,6.722722937,4.738660079,6.603742972,5.265322281,4.768043694,5.777786789,5.240025064,4.95202726,5.594547681,5.876959973,5.206009093,6.097079712,5.98932656,5.060056514,4.956594606,5.615231319,5.540456925,6.368751528,5.313659056,5.444857122,5.465482504,5.823032535,5.894827947,4.990444921,3.892942762,5.146940571,4.941165301,3.470304514,5.368039419,4.692215008,5.039148854,4.718804584,4.966422754,5.384318143,5.247148446,5.178244564,4.870499087,4.725007242,5.391997758,5.090087713
