"","logFC","logCPM","LR","PValue","FDR"
"FAGR_UCONN_24141",-4.28821366434143,2.64163634861347,76.4025272000211,2.31355013707489e-18,2.92733740880496e-14
"FAGR_UCONN_28691",-1.97851910923315,5.89286563325753,76.0936651148584,2.70523741687918e-18,2.92733740880496e-14
"FAGR_UCONN_01505",-1.84878361031654,8.13631940065278,71.29518596904,3.07585367846512e-17,2.21892084364474e-13
"FAGR_UCONN_09134",-1.08029187562758,6.75891837608883,70.6322407395192,4.304250052491e-17,2.32881449090025e-13
"FAGR_UCONN_26322",-1.03531537360213,6.67043170001668,68.9589952468561,1.00532078296892e-16,4.35143047700269e-13
"FAGR_UCONN_14354",-2.45860812254178,7.93123348831993,64.8774187283588,7.97052560908375e-16,2.87496858719651e-12
"FAGR_UCONN_09969",-1.09035241305964,4.65040868565999,63.7123823681002,1.43976763598392e-15,4.45135016828058e-12
"FAGR_UCONN_01245",-2.33572845060248,2.12740046140806,60.7810463107445,6.37891364104469e-15,1.72565561274362e-11
"FAGR_UCONN_21063",1.39473952152729,4.59396338183989,60.029733543225,9.34351494002246e-15,2.2468038925774e-11
"FAGR_UCONN_07733",-1.92677691025371,5.83874229707919,58.8905705840436,1.66689122876305e-14,3.60748599728898e-11
"FAGR_UCONN_03718",-2.04628651313072,3.74821930636621,57.6641695333927,3.10915137132289e-14,6.11711399801545e-11
"FAGR_UCONN_09265",1.11903240639709,4.04575198335399,56.8558857879946,4.68948334389778e-14,8.45748321071965e-11
"FAGR_UCONN_30074",-1.41372596389387,3.88388590307983,55.9447462816157,7.45366501376486e-14,1.18605495891478e-10
"FAGR_UCONN_05766",-1.8340703147261,2.72860857307392,55.8878634037259,7.67247455170823e-14,1.18605495891478e-10
"FAGR_UCONN_23925",-0.857097830077186,7.75952850416264,55.5723806638098,9.00804004505881e-14,1.29968001770109e-10
"FAGR_UCONN_00705",-0.830151434463978,6.34256841986543,54.7620870368701,1.36039955553225e-13,1.77368427022971e-10
"FAGR_UCONN_07108",-1.92311079403207,3.50389917937704,54.7151990133127,1.39324612299718e-13,1.77368427022971e-10
"FAGR_UCONN_11983",1.47371639890358,4.8979948596517,54.1155230531062,1.89041898653845e-13,2.27291376148139e-10
"FAGR_UCONN_05573",-1.91075504056451,2.65032302170832,52.4591941278541,4.39281614998892e-13,5.00364879568738e-10
"FAGR_UCONN_17563",-0.654657800730081,6.29538600726838,52.2354339418197,4.92297528255344e-13,5.32715155325107e-10
"FAGR_UCONN_07709",-1.02474976941059,5.95159317676156,52.1365122030835,5.177324764959e-13,5.33560297920204e-10
"FAGR_UCONN_13036",1.22718490010381,5.81099554079649,52.0283729472755,5.47044382198768e-13,5.3814247816117e-10
"FAGR_UCONN_27278",-0.878462010100127,5.44594281498612,51.6624713077794,6.59106384974495e-13,6.20190451461653e-10
"FAGR_UCONN_07246",-1.65053574761883,5.83979766805139,51.2585253427462,8.09683352959468e-13,7.30131963531201e-10
"FAGR_UCONN_07896",-0.707849898319856,6.33000736198199,50.9775575245385,9.34280853786385e-13,8.08788249505798e-10
"FAGR_UCONN_08350",-2.09958581777782,2.22368198872836,50.8582189585378,9.92846612439814e-13,8.26430245631632e-10
"FAGR_UCONN_32512",0.947541679333445,6.28371852624609,50.1189464592086,1.4470306153119e-12,1.15987542876223e-09
"FAGR_UCONN_16030",0.983745879462654,4.8233129466314,49.0331935057966,2.51667361495355e-12,1.91054080365347e-09
"FAGR_UCONN_18210",-2.51957480468645,0.59477054951689,48.9996361368785,2.56009995868915e-12,1.91054080365347e-09
"FAGR_UCONN_04537",-0.850916843652851,6.68758401902379,48.5450222762172,3.2279259610211e-12,2.32862578828062e-09
"FAGR_UCONN_03756",-1.95126833043781,1.52169583042466,48.2655988611859,3.72225362779179e-12,2.59861332298936e-09
"FAGR_UCONN_20376",-0.83679019339312,6.26048808045165,47.151376013814,6.57105047025307e-12,4.44408357116303e-09
"FAGR_UCONN_21767",-1.46036385131504,5.24917515277617,46.817200452649,7.79264514570333e-12,5.11055837100944e-09
"FAGR_UCONN_07068",-1.93211533538062,3.74005394682664,45.8406423640847,1.28274413481535e-11,8.16504369578642e-09
"FAGR_UCONN_30677",-0.757381159377038,6.38654814319554,45.4368914694892,1.57637037660196e-11,9.7473736258342e-09
"FAGR_UCONN_18656",-0.702780478576986,7.13664978717466,44.9006423672601,2.07289865649167e-11,1.24615757566091e-08
"FAGR_UCONN_08028",-1.76886418892064,5.96140636022511,44.6674242726763,2.33510235710194e-11,1.36584554628109e-08
"FAGR_UCONN_13161",-0.734176583312807,6.3980975090505,43.9198704526628,3.42098136225129e-11,1.94833891162743e-08
"FAGR_UCONN_13737",-1.1023745099319,5.49412191037329,43.3182067419998,4.6523438812897e-11,2.58169298150953e-08
"FAGR_UCONN_18840",0.750491536782694,5.71005382558328,43.0357387097305,5.37489897120549e-11,2.8780171470515e-08
"FAGR_UCONN_11083",0.797767569003232,9.2185558915341,43.0077657350261,5.45230122119544e-11,2.8780171470515e-08
"FAGR_UCONN_26619",-2.29255400252901,-1.18252251755688,42.9334687992045,5.66334393632686e-11,2.90758144521016e-08
"FAGR_UCONN_12484",-2.14474420826969,6.05202067427408,42.8577438023952,5.88685939232464e-11,2.90758144521016e-08
"FAGR_UCONN_12467",1.63889867092778,5.24758142042928,42.8480315389365,5.91615851371912e-11,2.90758144521016e-08
"FAGR_UCONN_04851",-1.62227540297299,4.3944003672309,42.7876139835523,6.10172782682756e-11,2.90758144521016e-08
"FAGR_UCONN_30147",1.09336944129141,8.08811660277171,42.7626624405229,6.18005482301392e-11,2.90758144521016e-08
"FAGR_UCONN_22713",-0.730491231450575,7.09943577419226,42.6911596923796,6.41013301096924e-11,2.95166167283822e-08
"FAGR_UCONN_27376",-0.960340148612683,4.75208414746438,42.511089821424,7.02825997726039e-11,3.16886671724728e-08
"FAGR_UCONN_07892",-1.79267778430667,3.28227233221326,42.17864115328,8.33049056599572e-11,3.67935666998529e-08
"FAGR_UCONN_01344",-2.09934467684545,0.848278876811552,42.0482046416083,8.90509124164602e-11,3.85447969303406e-08
"FAGR_UCONN_09729",1.1336460795919,7.19975013874079,41.7843239929601,1.01917272672414e-10,4.32488944152231e-08
"FAGR_UCONN_03648",-1.07232810448773,5.08928542506955,40.7993902747201,1.68685714255755e-10,6.83658541950727e-08
"FAGR_UCONN_02163",-1.27411824708832,4.68628305232079,40.7840292664953,1.70016897137944e-10,6.83658541950727e-08
"FAGR_UCONN_12677",0.768711646082225,4.86472906086564,40.7623206826475,1.71916111927138e-10,6.83658541950727e-08
"FAGR_UCONN_32003",-1.32576485728818,6.24893498106178,40.7416766566617,1.73741889877507e-10,6.83658541950727e-08
"FAGR_UCONN_23445",-0.858758199661347,4.82927279420499,40.4758268300873,1.99063670175983e-10,7.69309991062253e-08
"FAGR_UCONN_20868",-0.766222224861673,8.50525359639605,39.5223313960995,3.24329258041577e-10,1.23142698290102e-07
"FAGR_UCONN_03750",-0.998201825320578,5.43412438442655,39.3181304996079,3.60082242036773e-10,1.3436034279586e-07
"FAGR_UCONN_17613",-1.00925325021225,6.13714664805204,38.8587082340267,4.55616856584491e-10,1.67126440850874e-07
"FAGR_UCONN_00774",-4.78460699588211,1.44468524938394,38.7643900535013,4.78172051007467e-10,1.72476658798393e-07
"FAGR_UCONN_07521",-1.28779806966741,4.4917375819238,38.3899788351108,5.79291016904624e-10,2.05524855538523e-07
"FAGR_UCONN_00851",-1.91353814955157,1.73209863407725,38.2275506624082,6.2957221323698e-10,2.1976131998185e-07
"FAGR_UCONN_03628",-1.20909349707535,5.80597306258173,38.022977370249,6.99163731115369e-10,2.40179388393632e-07
"FAGR_UCONN_21983",1.16403825746437,5.6280491918118,37.9514530739422,7.25270334013627e-10,2.42042149699672e-07
"FAGR_UCONN_23254",-0.594015287850603,5.67860526891648,37.9469290570344,7.26954058334659e-10,2.42042149699672e-07
"FAGR_UCONN_17513",1.06483084369544,8.47588917061791,37.7004709173944,8.24846461196101e-10,2.70474653230394e-07
"FAGR_UCONN_31444",1.23329260580641,5.25450998807696,37.6110089895752,8.6355714956374e-10,2.78941848221768e-07
"FAGR_UCONN_09103",-0.654016483450983,8.40252096475987,37.4230090667891,9.50936211449951e-10,2.98540080876754e-07
"FAGR_UCONN_09014",0.625166707556706,7.00058277551073,37.416372609634,9.54177471308985e-10,2.98540080876754e-07
"FAGR_UCONN_05743",-1.51174390652985,4.80947447513844,37.3931365618588,9.6561342118902e-10,2.98540080876754e-07
"FAGR_UCONN_31303",-1.02288865643716,6.18558298493762,37.1325356389639,1.10366785193495e-09,3.36416614810934e-07
"FAGR_UCONN_25742",-0.693303554356559,5.76236376578686,37.0813975829939,1.13299458102851e-09,3.40559287814154e-07
"FAGR_UCONN_13543",2.26603762674871,2.19738464783374,36.7440264211352,1.34702735629661e-09,3.99347480068099e-07
"FAGR_UCONN_20071",0.656668335307996,7.20442050597277,36.4646451371944,1.55460650022817e-09,4.54659376728893e-07
"FAGR_UCONN_24310",1.02112628215514,4.65309223521136,36.345653837098,1.6524729454808e-09,4.76837593147938e-07
"FAGR_UCONN_20490",1.23285757649412,3.74307327973043,36.3105486651704,1.68250733158643e-09,4.791161009236e-07
"FAGR_UCONN_14253",-2.01292426822855,0.983173281558566,36.2260517860857,1.75705944491131e-09,4.8880542460266e-07
"FAGR_UCONN_32886",-0.86121049630875,6.36966902402283,36.2209058292574,1.76170516213878e-09,4.8880542460266e-07
"FAGR_UCONN_21959",-0.900317497109271,6.29768211002026,35.982099341232,1.99138597254364e-09,5.45538926807461e-07
"FAGR_UCONN_08210",-1.66561885043785,5.33837084575765,35.8067320370317,2.17893685330186e-09,5.89456892239486e-07
"FAGR_UCONN_02138",-0.712922247342867,4.04672279601756,35.5169255091763,2.52843975252851e-09,6.75561643508913e-07
"FAGR_UCONN_26670",-0.757207054059202,7.6417434960989,35.2799582009878,2.85555546566636e-09,7.53657699853066e-07
"FAGR_UCONN_19203",-0.687347094025761,4.87574469651839,35.150230747123,3.05225238823327e-09,7.95865616700535e-07
"FAGR_UCONN_32390",0.836347048664745,7.41101858994002,35.0541114145515,3.20669192833325e-09,8.26181270392717e-07
"FAGR_UCONN_12560",-0.618310810212666,6.55361840873737,34.6855856616581,3.8749011021377e-09,9.86595407676049e-07
"FAGR_UCONN_04000",-0.599922670855814,5.3733322018684,34.6495222864625,3.94735426978755e-09,9.88262900022451e-07
"FAGR_UCONN_01881",-1.00873740309256,7.2949317502858,34.6370243681437,3.97277850022887e-09,9.88262900022451e-07
"FAGR_UCONN_05487",-0.861669861968288,6.75667007314609,34.4920829675771,4.27988594916113e-09,1.05256013308801e-06
"FAGR_UCONN_01099",-2.00502907626,1.34426539648068,34.4558799230969,4.36023592873497e-09,1.06027220190654e-06
"FAGR_UCONN_23009",0.728525643991708,5.31495516251868,34.4305101636671,4.417440800218e-09,1.06224726442576e-06
"FAGR_UCONN_13184",-0.592496139950937,7.36183304906946,34.4061432107081,4.47309200684498e-09,1.06380941991361e-06
"FAGR_UCONN_30746",-2.76248312918957,0.324099527682805,34.149952861736,5.1024477356785e-09,1.20029536842994e-06
"FAGR_UCONN_18357",1.03055967235912,5.85152549233793,34.0905486678719,5.26061612504171e-09,1.22419628148551e-06
"FAGR_UCONN_00362",-0.97124418276956,6.15959797153829,33.9870284274535,5.54807169266813e-09,1.27735497417791e-06
"FAGR_UCONN_27526",0.578154743613454,7.14578393930333,33.9538877976613,5.64338074303236e-09,1.28562153727059e-06
"FAGR_UCONN_16355",-0.628953929283475,5.44791381082914,33.9223517489125,5.73559735435542e-09,1.2930187285725e-06
"FAGR_UCONN_11798",-0.528299988407071,5.49871714111953,33.7597733163901,6.23549902730036e-09,1.39122340153437e-06
"FAGR_UCONN_00275",-1.02360820190475,4.24549622541371,33.5833760584056,6.82737420862239e-09,1.50773502676536e-06
"FAGR_UCONN_10431",-0.503386743918351,5.64983255158792,33.5548377243286,6.92828410519086e-09,1.51456489499536e-06
"FAGR_UCONN_03107",-1.17687795785848,3.70724995253873,33.4754375070391,7.2169675560112e-09,1.56189611847194e-06
"FAGR_UCONN_24370",0.985962880853849,7.05712453555076,33.1890659541257,8.36194071707923e-09,1.79177347523791e-06
"FAGR_UCONN_02635",-0.506496686787389,5.99635263647865,33.1632108124533,8.4738691362623e-09,1.79795564555871e-06
"FAGR_UCONN_22990",-0.583732007148629,6.04257788693801,33.0149450888204,9.14531690972305e-09,1.91508425458724e-06
"FAGR_UCONN_25081",0.671523978862262,5.05846637183186,32.9880978893675,9.27247857373611e-09,1.91508425458724e-06
"FAGR_UCONN_17562",-0.628733880318623,5.55478532539388,32.9564730843937,9.42454291540092e-09,1.91508425458724e-06
"FAGR_UCONN_10988",-1.32194687695343,4.89394595176228,32.9524500014366,9.44406569361585e-09,1.91508425458724e-06
"FAGR_UCONN_06242",-2.31990682393892,0.385517192460439,32.947457459867,9.46834928568683e-09,1.91508425458724e-06
"FAGR_UCONN_15050",-0.747178085863811,5.52514809788024,32.793131198076,1.02506414421492e-08,2.05411464899068e-06
"FAGR_UCONN_28456",0.624263900393977,5.20684851305821,32.6073686976549,1.12786331370589e-08,2.22361992463822e-06
"FAGR_UCONN_12269",-2.62754028097769,5.56756909144261,32.6033437330811,1.13020142181963e-08,2.22361992463822e-06
"FAGR_UCONN_25493",-0.509474326011405,5.63683762433764,32.5709899275531,1.14917301513752e-08,2.24057679221678e-06
"FAGR_UCONN_05045",-0.690181358977386,4.57612190652088,32.530392642179,1.17343029416606e-08,2.26744450235194e-06
"FAGR_UCONN_20372",-0.75204603513799,7.87194225459808,32.4926289571656,1.19645466937416e-08,2.29147539421201e-06
"FAGR_UCONN_16013",-0.68762965413017,4.55777410924531,32.4709185204783,1.20989572806579e-08,2.29689152164911e-06
"FAGR_UCONN_31680",-0.631807505458879,6.1952874164694,32.3536852653829,1.28513250973349e-08,2.41850763266541e-06
"FAGR_UCONN_30788",-0.882475132175409,4.23811354143009,32.2621134004115,1.34714611132644e-08,2.50901052644633e-06
"FAGR_UCONN_29260",-0.530274494461888,7.2272843271538,32.248797739824,1.35640990478801e-08,2.50901052644633e-06
"FAGR_UCONN_10791",0.769794597829077,5.2457256225309,32.1901970088445,1.39794309617789e-08,2.56392241419337e-06
"FAGR_UCONN_07559",-1.68750795236744,2.08408882793118,32.1491064863161,1.42782343831967e-08,2.59671889513565e-06
"FAGR_UCONN_30132",0.728052113539534,5.17420898769706,32.1054899043006,1.46024094415913e-08,2.63354454279099e-06
"FAGR_UCONN_29750",1.17965334131273,5.88198503576943,32.0275710629586,1.51999910224884e-08,2.71866285709665e-06
"FAGR_UCONN_28567",-0.679740715743472,6.2004011248129,31.8718275571427,1.64688533037726e-08,2.92146658360858e-06
"FAGR_UCONN_12983",-0.504643490453799,6.99217626861904,31.7580255685174,1.74626175641211e-08,3.07256885628218e-06
"FAGR_UCONN_27531",-0.559445031382847,5.75948045161744,31.6959586894397,1.8029698825733e-08,3.14676404827834e-06
"FAGR_UCONN_03565",0.828687963959088,5.00056633776949,31.6705152534232,1.82674631456821e-08,3.16275549919081e-06
"FAGR_UCONN_18977",-0.610459898032538,5.81848120634913,31.6470331343605,1.84896853725986e-08,3.16343904654e-06
"FAGR_UCONN_27875",-0.523984444257219,6.68482445992381,31.6392691371679,1.85637537616939e-08,3.16343904654e-06
"FAGR_UCONN_08430",0.898230037158496,4.69697558663966,31.5077998625244,1.98640736498496e-08,3.35858032757847e-06
"FAGR_UCONN_30293",-1.53872809352089,1.8752460010228,31.3555573001792,2.14842859298547e-08,3.60436369065051e-06
"FAGR_UCONN_22321",-0.608937827889498,5.85820560158925,31.3382854613636,2.16762655572872e-08,3.60859799377546e-06
"FAGR_UCONN_32887",0.577633882607533,5.99863051660003,31.2877720782611,2.22476501110412e-08,3.67544766185613e-06
"FAGR_UCONN_12040",0.64726894546477,8.54265964883725,31.2459537840536,2.27320785683966e-08,3.72702760891848e-06
"FAGR_UCONN_02449",-2.57895648728714,-1.41794069632961,31.0546729046422,2.50861653315891e-08,4.08206609102444e-06
"FAGR_UCONN_32608",-0.562038050012065,5.65263827847152,31.0245438593541,2.54786081472984e-08,4.11498535465546e-06
"FAGR_UCONN_23563",-0.684176964077552,5.85780801731703,30.9049265329013,2.70983013809014e-08,4.34415880359605e-06
