"","logFC","logCPM","LR","PValue","FDR"
"FAGR_UCONN_29503",5.40448059328903,2.27604858885779,227.268598660669,2.34979966757226e-51,5.08543644055989e-47
"FAGR_UCONN_24599",4.56427583304586,1.05745639375726,178.563437059528,9.97900153979112e-41,1.0798277566208e-36
"FAGR_UCONN_18541",-1.41948767320454,4.89813922464675,170.532684699563,5.66009702807428e-39,4.08319399605278e-35
"FAGR_UCONN_17346",-6.13626746507252,0.25183159652107,147.090771227031,7.49701229591436e-34,4.05625850270446e-30
"FAGR_UCONN_24200",-4.46967387611699,-0.149053090906142,145.521255954012,1.65197253066799e-33,7.15039790174333e-30
"FAGR_UCONN_23947",4.38610642534685,2.21764167876632,134.497682790481,4.25217221365472e-31,1.53375851746526e-27
"FAGR_UCONN_07889",-4.05478487340087,0.633468239331564,126.108547362811,2.91116355937412e-29,9.00048596456782e-26
"FAGR_UCONN_19798",-9.37582064864672,2.06180730624467,125.41039337035,4.13862298107579e-29,1.11960098195553e-25
"FAGR_UCONN_29009",-4.01982077733885,-0.399240764787122,121.010710781331,3.80074364949275e-28,9.13952156248023e-25
"FAGR_UCONN_20426",-1.9164908202112,4.92214609334028,117.485824350445,2.24700321077401e-27,4.86296434875711e-24
"FAGR_UCONN_19362",2.34529402307212,2.37033578351309,116.306595698918,4.07215718264541e-27,8.0117841588011e-24
"FAGR_UCONN_20100",-1.63647223875473,3.18899156915441,112.209026029333,3.21557032033352e-26,5.7992810727215e-23
"FAGR_UCONN_01846",-5.57205679850252,1.63689124255003,111.301136341674,5.08320476466202e-26,8.46236288590888e-23
"FAGR_UCONN_00131",3.20766758555458,3.05575596078299,109.880949768564,1.04056090460464e-25,1.60855850696098e-22
"FAGR_UCONN_10794",1.8723440697714,4.63929957475535,108.583744206748,2.0020997806728e-25,2.88862956355471e-22
"FAGR_UCONN_25215",-4.30114140683159,0.572302671606755,107.419614067371,3.6022389178957e-25,4.66994575938516e-22
"FAGR_UCONN_24691",0.801379831495881,5.86237991023163,107.383604662165,3.66828749235504e-25,4.66994575938516e-22
"FAGR_UCONN_11062",-5.06965876342611,3.29617152870745,106.608999970522,5.42263772932364e-25,6.51981809655679e-22
"FAGR_UCONN_15869",-1.87926250838711,2.64651964991515,104.479146276134,1.58856580076447e-24,1.80946005579708e-21
"FAGR_UCONN_29852",-1.38349617380973,3.16396273839968,102.789810689691,3.72661312715946e-24,4.03256806489925e-21
"FAGR_UCONN_31471",-1.99536506872348,3.04256721093582,100.588294018125,1.13234994940497e-23,1.16696750500107e-20
"FAGR_UCONN_15656",-3.52017973046622,0.864951133223806,99.7977555119728,1.68781423453757e-23,1.66034889381191e-20
"FAGR_UCONN_30794",-0.94696007854209,3.53890542795958,98.8528068504691,2.71984325856628e-23,2.55925425225615e-20
"FAGR_UCONN_10617",1.93136201435508,2.05774093074479,97.9959927479659,4.19230088023494e-23,3.78040731875186e-20
"FAGR_UCONN_27880",3.63095679865857,-0.546573655077838,96.992091064109,6.96048083034572e-23,6.02554904521368e-20
"FAGR_UCONN_25762",-1.30910631689263,4.81534983627101,96.8713365919388,7.39819788828106e-23,6.1581461037761e-20
"FAGR_UCONN_00304",-4.13061002392697,-0.792396237742233,96.5163343126145,8.85105926931512e-23,7.09461572987103e-20
"FAGR_UCONN_13134",1.4359249947797,8.84425683670887,96.2258907684628,1.0249573080348e-22,7.92218787874614e-20
"FAGR_UCONN_13851",-3.31912604512409,-0.318849947637095,95.7578719587836,1.29829237392957e-22,9.68884260571857e-20
"FAGR_UCONN_12206",-1.44830242712656,7.26732007501826,95.670771209981,1.35668764633715e-22,9.78714468067619e-20
"FAGR_UCONN_30986",1.84397537448243,4.0511617540662,93.3386580102932,4.4069977793977e-22,3.07665309489435e-19
"FAGR_UCONN_22477",2.18675627867007,3.86109226270396,92.3108575034649,7.40767708299077e-22,5.0099046071902e-19
"FAGR_UCONN_25830",-3.67232266140202,-0.285783125870388,92.1099604618841,8.19916506865787e-22,5.37716152775435e-19
"FAGR_UCONN_10024",-3.21571083048645,0.541257411385108,91.1318919524129,1.34407829847021e-21,8.55545368690951e-19
"FAGR_UCONN_13863",-4.39223033022384,-0.110470447707521,90.6911193917739,1.67945335016437e-21,1.03847798297878e-18
"FAGR_UCONN_15028",-5.87285987145369,-0.808264171056206,88.2150383759051,5.8711842805524e-21,3.52956028332542e-18
"FAGR_UCONN_24601",1.7044168461584,2.71621504962711,87.1986530403795,9.81506198938222e-21,5.74101544795162e-18
"FAGR_UCONN_12267",-0.69819335694527,4.40733959870477,86.7471732249116,1.23319944297684e-20,7.02339535392228e-18
"FAGR_UCONN_15998",-3.11140999567227,1.61164130338551,86.2229758521526,1.60749148786377e-20,8.92034122573018e-18
"FAGR_UCONN_13276",-4.20772377872971,3.45381165644336,83.396005981317,6.71575438158927e-20,3.63355890815888e-17
"FAGR_UCONN_11706",1.05048321222888,3.25127709183683,81.8465332281152,1.4707468191962e-19,7.7633908929376e-17
"FAGR_UCONN_12973",-0.762500729966135,5.10075218770457,81.1917059984345,2.04849906697535e-19,1.05556230494001e-16
"FAGR_UCONN_29516",-1.16047733573432,6.80275599421896,80.7472662077624,2.5651265282015e-19,1.29103414705434e-16
"FAGR_UCONN_26538",2.43256479147773,1.2575410968878,80.5524702807065,2.83087312880679e-19,1.39240355121901e-16
"FAGR_UCONN_24141",-3.59960679237812,5.13607613332824,80.446295860205,2.98714004594556e-19,1.43661521943008e-16
"FAGR_UCONN_10172",1.11631363189714,7.01464646890424,80.365839499893,3.1112767783972e-19,1.46378808778418e-16
"FAGR_UCONN_05575",-3.13614173206385,0.469372011039825,80.2930999978306,3.22794289965533e-19,1.48636468583703e-16
"FAGR_UCONN_18681",-1.82835064376494,1.95723121070304,79.0597097429203,6.02608304953156e-19,2.71701019495754e-16
"FAGR_UCONN_30329",-2.51044516867277,2.29108632171647,77.6472455278952,1.23187974114659e-18,5.44088599140703e-16
"FAGR_UCONN_22720",2.09390318119603,2.87040997803661,77.3008795652349,1.46800641518054e-18,6.35411896746745e-16
"FAGR_UCONN_19599",-6.29713610406434,3.5048524924108,75.9648801799945,2.88754929499765e-18,1.2253400361243e-15
"FAGR_UCONN_00127",3.68683585673629,-1.73293518057791,75.897339166226,2.98802428939874e-18,1.24359272444553e-15
"FAGR_UCONN_25306",-1.83684970721558,5.99029800497462,75.6464934369229,3.39277941626141e-18,1.38540626654207e-15
"FAGR_UCONN_13797",-0.995515378673192,5.11258038949205,74.9755458342822,4.76580604926061e-18,1.91002915774256e-15
"FAGR_UCONN_25423",2.36526830023401,4.77359489064758,74.5550538420972,5.89706122770284e-18,2.28213305707527e-15
"FAGR_UCONN_27623",-1.84785266324279,3.40373625253823,74.5523447706461,5.90515900546231e-18,2.28213305707527e-15
"FAGR_UCONN_12624",-1.08225256053943,4.48968936358991,72.9675168038737,1.31801324789393e-17,5.00428819489832e-15
"FAGR_UCONN_23393",-0.559109227003314,5.73323218032349,72.8426745470054,1.40407790382591e-17,5.23914724044834e-15
"FAGR_UCONN_31073",4.97902353141394,1.89914027804997,71.5396824627686,2.71737782067302e-17,9.96771030423822e-15
"FAGR_UCONN_24473",-3.53988319365856,0.0341998977392006,71.4166469515462,2.89221670589463e-17,1.04322256581619e-14
"FAGR_UCONN_02395",1.02863178981203,4.28904711540504,71.3304506582395,3.02136699522235e-17,1.06302194448564e-14
"FAGR_UCONN_00594",-2.40274456579669,0.612190232607815,71.3148538352158,3.04534518797291e-17,1.06302194448564e-14
"FAGR_UCONN_15561",0.864583319046968,5.18208872484536,71.242464414152,3.15915131030435e-17,1.08524369297788e-14
"FAGR_UCONN_29714",1.59828990593377,3.27808205067696,70.4463856493652,4.72946884665271e-17,1.59929944967591e-14
"FAGR_UCONN_00255",-2.72934815696518,1.81368272405972,70.0585294812095,5.75706573679462e-17,1.90047649902728e-14
"FAGR_UCONN_26252",0.91571185294075,7.75202942415433,70.0453218071816,5.79574202642086e-17,1.90047649902728e-14
"FAGR_UCONN_05423",3.0394671786865,3.98356356270346,69.8596592969283,6.36775101811972e-17,2.05687861991264e-14
"FAGR_UCONN_12426",-1.41088998585633,4.64934609550498,68.768280834137,1.10739569399232e-16,3.49337750565524e-14
"FAGR_UCONN_32560",-1.86662567637543,4.26267712504328,68.7569540053689,1.11377436415401e-16,3.49337750565524e-14
"FAGR_UCONN_26528",-1.4062455566635,1.7832916108446,68.2990184592617,1.40490897492268e-16,4.34357714789666e-14
"FAGR_UCONN_25412",-1.21820507684664,5.43127762395582,67.3458095093963,2.27825756208394e-16,6.94451410684798e-14
"FAGR_UCONN_28881",-3.54528186713227,1.13680784833017,67.2001384649849,2.4529689463655e-16,7.37321582461697e-14
"FAGR_UCONN_25694",-0.746208311165745,4.74804398883426,66.9944482526484,2.72272815412448e-16,8.07195653583041e-14
"FAGR_UCONN_12350",1.87912912548195,2.48872936015333,65.6985718044372,5.25439296104183e-16,1.53669692517388e-13
"FAGR_UCONN_18363",-3.10050622146054,-0.858173078497857,65.4261669161818,6.03324711174699e-16,1.73827092059058e-13
"FAGR_UCONN_13003",1.06550698436185,4.20252926654385,65.4031034407684,6.10426901233176e-16,1.73827092059058e-13
"FAGR_UCONN_03318",-3.70024911440527,2.60690623295234,65.3706050592229,6.20576678442828e-16,1.74422343829347e-13
"FAGR_UCONN_10895",-4.06411456174439,-1.45814878112245,65.2821726178705,6.49058564373593e-16,1.80088787822735e-13
"FAGR_UCONN_27676",-3.4341756454612,-1.15952775060095,64.7907580358005,8.32888777410346e-16,2.28169353426768e-13
"FAGR_UCONN_17682",1.16349090092646,4.40845059467892,64.5944788637305,9.20128262961935e-16,2.48917698337777e-13
"FAGR_UCONN_06731",-4.51363100933698,-0.950659460090514,64.5484570969429,9.41872631109304e-16,2.51654413363797e-13
"FAGR_UCONN_24741",3.69012002579576,-1.13803478174757,64.1005235780785,1.18230117268943e-15,3.12040999748105e-13
"FAGR_UCONN_08448",-2.63731430936445,2.16616529173843,63.8186410598879,1.36416631450378e-15,3.55702257572179e-13
"FAGR_UCONN_19482",-1.69728042100709,3.16247067480992,63.6688233089161,1.4719576418333e-15,3.79239372435193e-13
"FAGR_UCONN_05730",-2.15535976608097,0.694009297320204,63.482516010008,1.61796517924623e-15,4.11952969520552e-13
"FAGR_UCONN_02249",-3.84162427461466,-1.33320559327312,63.3233290820224,1.75414459386612e-15,4.41432526749424e-13
"FAGR_UCONN_04263",-2.87254245562485,2.70646467524315,62.8326766791771,2.25034211892504e-15,5.59792001583629e-13
"FAGR_UCONN_19832",-0.512209989793131,6.18515293750471,62.3391039874308,2.89126697886685e-15,7.11054544961777e-13
"FAGR_UCONN_14293",2.03494400193834,2.99427286443167,61.954545953803,3.51477458012151e-15,8.45871894755465e-13
"FAGR_UCONN_09000",-2.60622304818595,2.04729163137549,61.9529488579797,3.51762639903853e-15,8.45871894755465e-13
"FAGR_UCONN_23121",-1.010376598005,3.28923332748175,61.7287132615524,3.94190008705015e-15,9.37479139383948e-13
"FAGR_UCONN_23513",-2.96537279965962,0.47708583014634,61.3323241363803,4.82100027788547e-15,1.13408791319562e-12
"FAGR_UCONN_29809",-3.49577544391402,-0.316741868915968,61.3037757707286,4.89141372263152e-15,1.13827930951819e-12
"FAGR_UCONN_10611",1.35380345983223,3.36465842116173,60.8453579682854,6.1738913340663e-15,1.4214399601262e-12
"FAGR_UCONN_28991",-1.37967712634252,2.09846958392429,60.63752249457,6.86136018975673e-15,1.5565259790305e-12
"FAGR_UCONN_23015",2.01677220215609,3.10517165222426,60.6251935813031,6.90446788591295e-15,1.5565259790305e-12
"FAGR_UCONN_21683",-1.85007108041235,4.67702957737969,60.4621290630126,7.50077575391581e-15,1.67352359655924e-12
"FAGR_UCONN_28077",-1.95212455830618,1.64971304656466,60.2007814073802,8.56581882763869e-15,1.89164745987507e-12
"FAGR_UCONN_23616",-3.0420566214057,-1.0090908961532,60.0458388118922,9.26737241105468e-15,2.02590377494995e-12
"FAGR_UCONN_11229",-3.49463710622624,-0.561535277643944,59.8823787656128,1.00699004452444e-14,2.17932785435978e-12
"FAGR_UCONN_28764",-1.5682710612887,1.89045581722208,59.7708537707167,1.06569957318367e-14,2.28355150127138e-12
"FAGR_UCONN_15785",-4.46046512945516,1.37125174546359,59.6582266427195,1.12846561363217e-14,2.39433851080661e-12
"FAGR_UCONN_31678",-1.3779937331088,4.16786549652363,59.6044327715871,1.15973651777226e-14,2.43679783666285e-12
"FAGR_UCONN_10928",3.41752220266056,2.86539824841903,59.325336018199,1.3364474672297e-14,2.78109577747935e-12
"FAGR_UCONN_16023",-0.467272035401118,6.18905726269854,59.1048369052624,1.49491329568677e-14,3.08122986145267e-12
"FAGR_UCONN_21508",-0.639054409364334,5.8493038544521,58.9774622366706,1.59488312312394e-14,3.2562698632687e-12
"FAGR_UCONN_30599",-0.490896322900078,7.00046392539258,58.9129042459975,1.64807820865876e-14,3.30240958559287e-12
"FAGR_UCONN_28280",-0.72240663507762,6.968599282377,58.904690356046,1.65497244840451e-14,3.30240958559287e-12
"FAGR_UCONN_20749",1.29887343031659,2.34756399786812,58.8948621099708,1.66325961015444e-14,3.30240958559287e-12
"FAGR_UCONN_17180",-3.02509859688527,0.923035263120713,58.7027602699319,1.83384053018774e-14,3.60799788675663e-12
"FAGR_UCONN_12032",-3.0772512427904,-0.754786823243404,58.5333214600954,1.9987690950698e-14,3.89705952752259e-12
"FAGR_UCONN_18725",-3.19110243917487,-1.44498158038467,58.3738803338203,2.16749651260406e-14,4.18829995765867e-12
"FAGR_UCONN_31884",-2.2304701141229,2.24674049187008,58.3283945545068,2.2181935089094e-14,4.21134973432588e-12
"FAGR_UCONN_18431",-4.11945730315294,-1.21933493988084,58.3282616555206,2.21834335880764e-14,4.21134973432588e-12
"FAGR_UCONN_02932",-2.92866748428287,1.87115480496328,58.2585605752037,2.29834689853121e-14,4.3252890067837e-12
"FAGR_UCONN_09197",1.47145182943093,4.56584749348124,58.1967629496298,2.37168994839981e-14,4.42483740200592e-12
"FAGR_UCONN_00723",0.8831195388901,2.60621495878223,57.9956042726068,2.62704153487557e-14,4.85935323912625e-12
"FAGR_UCONN_21592",-2.23936062964374,2.25682915697284,57.8929428547939,2.76778307373758e-14,5.07630180354481e-12
