sample,MEdarkorange,MEmediumpurple3,MEsalmon,MEdarkmagenta,MEdarkred,MEgrey60,MEskyblue3,MEmidnightblue,MElightyellow,MEgreenyellow,MEplum1,MEpaleturquoise,MEviolet,MEblue,MEdarkgrey,MElightsteelblue1,MEyellowgreen,MEblack,MEgreen,MEdarkturquoise,MEorange,MEcyan,MEyellow,MEwhite,MEroyalblue,MElightgreen,MElightcyan,MEmagenta,MEsienna3,MEred,MEskyblue,MEpink,MEdarkgreen,MEturquoise,MEdarkolivegreen,MEbrown,MEorangered4,MEpurple,MEsaddlebrown
S201Fg02,-0.2469770400614752,-0.07858331681051241,0.1010004016590809,-0.4055597121054926,-0.13112101283382283,0.055614721252688945,-0.13884028437566964,0.158402178643341,0.07636604272102544,0.14045212015093106,0.5453071746051851,-0.012015738566181019,-0.0963974228698508,-0.002861114601406284,0.019861294093955213,-0.10883455492494132,-0.29794953603199414,-0.9061652784670114,0.0010714408578073773,-0.12194455336223327,0.11453395243902927,-0.0014814697665254653,-0.041950168275205285,0.11233039964812916,0.16490204073647607,0.08432395277767625,0.17169057593101908,0.1974441252611955,0.8113741143005677,0.09967156596562315,0.12317730204024548,0.00743679056586019,0.3878470062373558,-0.012907487155143773,-0.27169514521741683,0.03164212112877866,0.3627291773852315,0.03692076563679496,0.010909175575674883
S201Fg04,0.23046441682828311,0.6031736595123243,0.017194272250040953,-0.04285738345615907,-0.04840410494944601,0.22393061219160407,0.09409391776402438,0.13647263442686827,0.9122174988404584,0.17118389194399586,0.12258065647754372,0.3442716276977729,0.3068277788199386,-0.04992361401319997,0.24221549575563894,-0.11662329580435463,-0.191116527703547,0.157769364706098,-0.93149380820642,-0.2862324175772341,-0.15573973599921076,-0.11126395176609369,-0.06848390320347436,0.06515058349469034,0.1402220521775109,0.11689457062455702,0.10373025254869044,0.05588767525816221,-0.00548664662454998,0.21032029672884742,-0.059759253718803106,-0.10983060592379833,-0.026512503079567713,-0.07904632416935561,0.4212173845422449,-0.14875326673510816,0.28272807622991675,0.22102682432119286,-0.27308540684346766
S201Fg05,0.027002199851898858,-0.018214764273586256,0.033559590916808615,-0.2809573855906917,-0.3494532501424109,0.03677042095335241,0.00989433775868384,0.004374934884090035,-0.19061274589296587,0.01621418140382166,0.27216504409738973,0.3715012784173171,0.5721305462488578,-0.05318865340495054,0.3190585841044471,0.4356441808400358,0.5784556202206526,0.052378216808841284,-0.013603346804247041,-0.2094130482568056,-0.40503699514082153,-0.11330011814496421,-0.09747682638130668,0.011456960197099847,0.04783775584832484,0.010726570963089415,-0.041282573874648246,-0.9367979838019711,-0.11781911484474611,-0.2684082745361365,-0.04368308585161605,-0.2640456168124682,-0.3392467890084241,-0.0902281315508869,-0.22086686301228495,-0.06171720823655201,0.052070551651755344,0.009028162096864795,-0.19741261379629824
S201Fg06,-0.32435957718055203,-0.10198100585641752,0.13897737544134708,-0.3268032333377254,-0.6816130485784836,-0.9349644919696614,-0.5599362692155905,0.18009076419615694,-0.1128479659048943,0.12274011094915571,0.17583350902420894,-0.1440609910172396,-0.13540120971486844,0.9357338938568455,0.5669308729822035,0.569663944364738,0.41037058347325045,0.19786925315283846,0.1846161802003958,0.45464341427654503,0.3356284899259786,0.6184908887548455,-0.0977661545111398,0.11629093359531004,0.23705210312610198,0.15892385703776712,0.10353569014421483,0.12194210672175396,0.025551421987273042,0.11698512458590679,0.38835473263118536,-0.33984713136334527,0.023267605105981616,-0.08844259224273723,0.48104276015864333,0.6038430066638871,0.4227376126827546,0.14817733900708016,0.5259519368252695
S201Fg07,0.3196109666497542,-0.06961818972521766,0.0748250166597304,0.3015840623246386,0.18505121446273487,0.0996141663515303,0.17506815777304136,0.04649654967140207,-0.16104732953809492,0.026625602016177703,0.1531733961622875,0.3720259137140613,0.5171379931487,-0.151971814944942,0.05904414644147946,0.3898770391391532,0.23610171368519126,-0.07649541669532062,0.03430818871685519,-0.17492344684035907,-0.567504998556494,-0.13412208414262286,-0.10548110607771027,0.055619471693844694,-0.1021192653501288,-0.003892897031760417,-0.05435279501727146,0.03277687905100464,-0.5475782912551581,-0.884846836575797,-0.5879595208304229,-0.18619820190861272,-0.5542087357748767,-0.15014821317558247,-0.19469583949997954,-0.22005607943150424,-0.32879779570706114,-0.0675773496850864,-0.050845964179119844
S201Fg10,0.01679948870902963,0.28513711662210295,0.1639125750691016,-0.33654859218776706,-0.27495823105984196,0.07127470829463735,0.2845027667060305,0.14391854050175834,0.010710728001101278,0.1223946130067061,0.2253981761456378,-0.08803150352275396,0.04013171333120897,0.0877727074139595,0.2824231010922071,-0.11753175605430075,-0.1337799528511586,0.07006140089892016,0.08579361862960294,-0.039119744802143266,-0.007896545503632365,-0.0952067394293991,-0.021880433220234807,0.09120201428115325,-0.9045760825731319,0.07692158629253627,0.047597469573574996,0.024443854298705263,-0.03203853677667448,0.14546201702630207,0.566750108119248,-0.08337361037888166,-0.01976931684015169,-0.05196923611852508,0.05055330933547602,-0.012558319488924446,-6.180150574489686e-4,0.07197782768083802,0.04019006276986979
S201Fg20,-0.6440630282062199,-0.6622295336299185,-0.9256102638736828,-0.0755720197951084,0.11648797681472846,0.17179896556889618,-0.3681421272343298,0.13924901206103635,0.020845058189696487,0.10850672591500128,-0.019095854968227396,0.3624491334062893,-0.30336679846641484,-0.13205935516995523,-0.38047045735803314,-0.017232833076287313,-0.47408749523218613,0.16987152472040695,0.11908521075484474,0.48225002503380876,0.17928427018847656,-0.38840127124349366,-0.16407617517701176,0.06270448716915186,0.09932668741587296,0.11783600868939645,0.12379576977341766,0.07823709023224207,-0.08141496143843932,0.10476943181766497,0.13506650822120395,0.6211976318442411,0.6326403253776299,0.9546602471195329,0.49617986112041335,0.6575549190263078,0.37280234388287964,0.2220189403010965,0.3476996407395131
S201Fg23,0.060515057234686684,-0.08784788956620433,0.0018401816452112058,0.06703405203015378,0.04224705046325222,-0.014471007881440024,0.06324233904016233,0.021842758489827554,-0.035850785655440046,0.07775589607733195,-0.1065030687393921,-0.13593358793215435,-0.16632968419764485,-0.05280485724571251,-0.060334076690116346,-0.24565318076490164,-0.23787909177990973,-0.04248300548823947,0.018229260704846397,-0.11091832269849984,0.029507330360118343,-0.11806525424645035,-0.12379250822248411,-0.944078462514468,-0.05265261385614036,0.027314029520655543,-0.0696978672816637,0.02877754048271575,-0.0876768804972941,0.07748218073793461,2.5347838897452285e-4,-0.06081109541755405,0.07694224488052197,-0.07539961778143381,-0.10049897733930561,-0.09285984429545882,-0.12410567611156083,-0.007167753057943323,-0.026488922673088305
S201Fg25,-0.08470161910461604,0.2616606427811775,0.16931850005486243,0.2805599784729999,0.22433247152936858,0.08214786425928804,0.5733171474794763,0.14433571886163224,0.026289324179733082,0.06864157039895902,-0.17412149899851476,-0.5559316465216825,-0.2370106331706928,-0.10337199918986817,-0.2089460106095527,-0.36844194161437943,0.11580291525447423,0.24286122766476254,0.10284867973715643,0.5268182258728547,0.5498720971582663,0.606785645385126,0.9517179129220024,0.026214823452132583,0.07928613607409501,0.08713165604961476,0.1498305161298796,0.001752310683518739,-0.07354920536309069,0.07524340797017277,-0.19371023042176677,0.5968090795739704,-0.05027502362532048,-0.11591785503932299,-0.03465974068797254,-0.20068846725110093,-0.5097287108312445,-0.9170090911306508,-0.48589625749965576
S201Fg27,0.29267312934171213,-0.022754876718434246,0.019997920269291154,0.27631378361828185,0.22077880066315014,0.03623773922745523,-0.04260088130497906,-0.025776475408919378,-0.06636851663346996,0.026124375639899708,-0.20592821520695906,-0.22577658721922952,-0.11378486316551084,-0.11847701751361235,-0.1653257715393588,-0.1437582385261106,-0.009503187059652989,0.08849016428490346,0.0784271904353038,-0.25032698925043745,0.06555085436207632,-0.008081612710520924,-0.07529232942673784,-0.006395044145676552,0.060251756949242265,-0.917791549170979,0.09641329440802647,0.11903784319596752,0.009152466675821523,0.0990762159654306,-0.09774039673925745,-0.0800102542137944,0.05103218914729346,-0.08771490906452237,-0.0908856763934851,-0.16307968471573264,-0.19665339286379463,0.07826137160315426,-0.12661901571806874
