sample,MEcyan,MElightgreen,MEbrown,MEskyblue,MEsaddlebrown,MEdarkorange,MEdarkred,MEsalmon,MEmidnightblue,MEorange,MEgrey60,MElightyellow,MEdarkgreen,MEturquoise,MEgreen,MEyellow,MEdarkgrey,MEblack,MEblue,MEred,MEroyalblue,MEpurple,MEgreenyellow,MEtan,MEwhite,MEdarkturquoise,MElightcyan,MEmagenta,MEpink,MEgrey
S192Fg07,0.17427397140850814,0.03192867556143782,0.10173443471829985,0.11301807714815353,0.05334474992944152,0.22742115037864374,0.1372936825404288,0.16069996553009971,0.05338294358254198,0.04124924674050976,0.025394212945412033,0.09194242245059289,0.03451407879166815,0.04449849703785062,0.04066151766974448,0.012383205701788781,0.037404626236580314,-0.05527127512271325,-0.0937335244991069,-0.025337843714622874,0.05543709052121089,0.035271413018854406,-0.04587786320101196,-0.06684471868581082,0.03972845097587425,0.049901162573529376,0.02172664236487985,-0.04649691736384693,0.19039319025892804,0.049657250649676535
S192Fg10,-0.15204673467909666,-0.11582649751859599,-0.002430413438361888,0.02927658401722532,0.020782056211685176,-0.024629495752358836,0.025907994080519834,-0.08468291718534701,0.011130507299052695,0.0030422660899296844,0.028804955403642876,0.03699918093069549,0.0017137405988388488,-0.04789921144052983,-0.014071750681790163,-3.976776156132321e-4,-0.012027309658602447,0.05013612572875729,0.06367005218205977,-0.008910219178895673,0.003494846748235656,-0.022728730796657996,-0.02952606149298575,-0.10147201745183201,-0.0029417466901289656,0.05620533052589143,-0.07964521581965821,-0.01942049074940135,-0.09241183216204497,-0.04769875223867123
S192Fg20,0.1156482493504192,-0.043914209139947855,-0.157157165137673,-0.01147943503153969,-0.02361111346306541,0.05388802752429126,0.10983591751657107,0.012421423677988028,0.0031265629888747233,-0.04624701291583901,-0.017299501591070403,0.009692173380801987,-0.018928699954388183,-0.007754803025509271,-0.01977011222322381,-0.02264046995977819,-0.06879516475703214,-0.152021155152997,-0.042561158475733815,-0.04539530977458596,-0.03641452843406733,-0.024686056776300005,-0.02158969746845448,0.0642431534300309,-0.016006130567977016,-0.013920225602966765,-0.08737272492460177,-0.022827820658629643,-0.029134663436505514,-0.003745372283406505
S192Fg23,0.11378302944349708,0.19823428363137968,0.17737182286307354,0.05999618476402137,-0.0037359302147877524,0.24712315024663134,0.06249105701284037,-0.1123466600136559,-0.016418493024696373,-0.026318091543650095,-0.013848638694823641,-0.028949772950856056,-0.026280976471728924,-0.0380843489798325,-0.07288810452086299,-0.03324490973699849,-0.001984429102937565,-0.0015117324015990273,-0.06435851269518911,-0.02523649513849102,-0.04294867813133856,-0.017648315926498334,-0.22219776802430985,-0.17664119934197017,-0.025986282101181913,-0.08364571000536934,-0.2794680024923079,-0.06906519181219961,-0.3583436306415996,-0.12272843533524704
S192Fg28,-0.1816520458472664,-0.12652566050919117,-0.042064431592862946,0.00511475582131867,0.01883430619282604,-0.18354208667385546,-0.04085443207691798,-0.01388288859897916,-0.009512985007107226,-0.003043728592682844,-0.014952447701599836,0.02739658557193503,0.023126059335095508,-0.03390764776227388,0.017515591859373042,-0.0024815691471754067,0.01679916728753111,0.15491526800265024,0.20914208375351306,0.01807161439877593,0.04463076347908415,-0.04234390628823339,0.11584152964398525,-0.06899908920611195,0.11153053168593738,0.0016277836624410855,-0.19993123899837634,0.006844418331787464,0.14241700113226438,0.005155153258699668
S192Fg29,0.04598217724023158,-0.31314286910579753,-0.17359993747124403,-0.008597430179643222,-0.0067173165574665,0.1451965601427525,0.2891338554324894,0.26988954135997306,-6.843721709426341e-4,-0.021979434388454917,0.01279526489130967,-0.023558162507538914,-0.06380119155641963,0.024324466124647802,-0.03413000519329755,-0.019789629809337544,0.011624909884796246,-0.33642938137824047,-0.24467193938431817,-0.1020864567804062,-0.010138856380293437,-0.10039029807160782,-0.04837445276872219,-0.07647378012093237,0.015197634545455987,0.009402231057817739,0.2075518432031938,-0.0339404999057479,0.21136457523511015,0.0799978580597906
S192Fg36,0.07721351325692258,-0.025550956438887485,-0.10483611451265386,-0.04668484196553617,-0.01815097378702164,-0.09094293617352699,-0.053050136166250886,-0.01139577907997934,-0.05525682028337893,-0.1066231515324997,-0.01691008519231689,0.017509765450651044,0.0035893295305641938,-1.694717388156475e-4,-0.0356704287986796,-0.04485396591842138,0.005253037060431797,-0.09824566328232281,0.014638899937309761,-0.02752517483506643,0.031517222265959814,-0.002485912293712559,0.021903630515363575,0.043206227889726175,-0.00553913070773822,0.031525818941979054,0.16704832613367204,-0.01045077242779733,0.1640990573415106,-0.1049512849702097
S192Fg39,-0.12581889524518372,0.033148106360362625,0.15295922363875433,0.05587236369434365,0.03693232837487948,-0.05334561503673322,-0.07542525448519008,-0.07459112312581825,0.050835234576627156,0.01715489244094629,0.016069006538707936,0.020282954435927616,0.007358883660337397,-0.010495039403685812,-0.012439406940020313,-0.010755448932768667,0.005968748352620308,0.12863350447539304,-0.0187134681307966,-0.030599143298452248,0.022373610696572108,0.00631740084324755,0.016939177689902035,-0.11117916355319521,0.013371155099028493,-0.012334339585072311,-0.08145388138183816,-0.028070894297035007,-0.06678713770428697,-0.1106718242629093
S192Fg42,-0.05584537055373738,0.07037598314474632,0.11684466885009202,-0.011988748612591379,-0.04630795514390881,-0.002105682601386801,0.03035847386240599,-0.10573295651240332,-0.015619234602158553,-0.07604481562546406,-0.013792354762396224,-0.044794106309384595,-0.05444929889420217,-0.04769137801412437,-0.06944858038882197,-0.04737751679025847,-0.056818127935188964,0.01018748333838727,-0.0714440610782409,-0.056910421409154636,-0.06246641787782517,-0.0437845915649884,-0.030819197657173406,-0.03120952338941593,-0.02913446468896213,-0.0046780232413300765,-0.5404856902400974,-0.07300811906885142,-0.20764429536922485,-0.0975404513998826
S192Fg44,0.01894119307661853,-0.15525671688755466,-0.14806157860334804,-0.050751923239955754,-0.00781837211516277,0.016262972933461323,0.12762530221583024,0.08268056052735581,0.02649814411097622,-0.04497057883674051,-0.01003182892511416,-0.002123324336954684,-0.011716528324346047,-0.0015203958836373624,-0.03239076399391555,-0.00984425525931179,-0.016161011981103632,-0.12223319628740863,0.0018246841375438602,-0.03201533336679011,-0.024879460753603984,-0.02074005990093832,0.02169403054451731,0.010538832456041609,0.046935788299999275,-0.01427355650439645,-0.17443995238719906,0.007686141164819294,0.03691246399437739,-0.06638673010946494
S192Fg45,-0.34192863619087893,-0.08298699901705404,0.18536488856001476,0.04510547959303885,0.02508126839549792,0.05040572614900378,0.18177614665004013,-0.033660850078818035,0.019874219932475772,0.052726969946645524,0.0344851617120786,-0.004246322553538059,0.04980597304370345,-0.01279545932901079,0.005818637037053908,0.05273584373073343,0.05798496521517953,0.28947307740827943,0.17486906401054833,0.02719478547129064,0.01512099997413767,0.039409518601768515,0.1473641012712578,-0.20030947990606093,0.1404268813934451,0.02999917559043652,-0.17233373253400347,-0.025627755221002992,0.006463419041319576,0.04345576156973132
S193Fg02,0.062315706762602945,0.1384031205936218,0.22709908146344904,0.02838109020513592,-0.022735627321732396,0.11020829858519315,0.00830750833883031,-0.07083676720500509,0.07508739656415968,-0.020621225660106792,0.004415254492958086,-0.011638929797441673,0.041643533757850335,-0.027762388591802,-0.03963297812303831,-0.013935027097240245,0.013185075021699612,0.06977924090599898,-0.19932284284875348,-0.05464985937724585,0.05145163416117391,0.003578901144802419,-0.1995002279900233,-0.11510502118541281,-0.04226519986931131,0.014997553171452465,0.00905222908502814,0.00327919584486491,-0.11288202255846327,0.03565823127012712
S193Fg03,0.07384816213757006,0.012508570549719667,0.032373931685462674,0.03261426344468273,-0.021350315542508762,0.060001706289252464,0.11013657979375979,0.01612457498475703,0.04725062493648563,0.014665693413067367,0.005998503331953634,-0.017140666439567222,-0.0298704564927094,-0.018011913076021735,-0.025148891244169556,-0.005268267820971472,0.032567739069217,-0.07669244249082142,-0.16044538447711543,-0.01972858884128576,-0.01642538966562592,-0.005495598437877424,-0.1443004980295648,-0.056690630676528374,0.04035252166019882,0.03210055477769691,0.05124658575525612,-0.0033436993571083714,0.061830777317003545,0.1246831011926205
S193Fg04,0.20666436569615695,0.159195192814097,0.12261363542273315,0.005322120280226988,0.0664833799271897,0.20601879124812197,0.13074893365715948,-0.05973246170537838,0.05538860170158442,-1.47474325888958e-4,0.023861140564481687,0.06341347135900853,0.06632734876803181,0.012126123957095395,0.06981369496120958,0.06671512574012706,0.041154798375607295,-0.05535159182747555,-0.13847911330263155,-0.011093357081999424,0.041114041803227995,0.01812405989500923,-0.19909425724568244,0.04602762286147612,0.021047800797114206,0.0032787589036321393,0.05330623795238793,0.03745705943707362,-0.11712202486404112,0.4837412146275863
S193Fg05,-0.3184685417942267,-0.16641329746958108,0.012406429281658844,0.1633763805275683,0.1353149361161433,-0.11574320175365846,0.09838946774604507,-0.00155129607524244,0.09908704830825528,0.0418954054153803,0.050106637785350926,0.0937502626035034,0.15135254475633558,0.009653185890750765,0.6490627131340327,0.9412642838032271,0.09391078335487847,0.22782870340087713,0.1422855192427402,0.12370237665118189,0.05342335831455947,0.0629787749350663,0.22801222787857586,0.03946280432975006,0.14716243577833502,0.09586838491140053,0.05066595037845744,0.223553020906312,0.16178477995731785,0.026022339108325555
S193Fg07,-0.10514475556180355,-0.3845613971091156,-0.0589744336362644,0.10630714176976415,0.06915414803014085,-0.061050860503267156,-0.007390835433038889,0.13226279984195183,0.08723318617779399,-0.018032677869168227,0.06456851741669331,0.17631474367018551,0.03940237692146403,0.056790097476341776,0.09105141162344481,0.01086688342875751,0.07114548302622956,0.07425764194412572,-0.020867299596182914,0.05551134808253712,0.045521349823270205,0.053507469114421356,0.1658615906596399,-0.07540602980769502,0.11036722087248436,0.18487976124872282,0.22532379348697754,0.9327359207490331,0.45894365614424903,-0.06355596002908694
S193Fg10,0.17044036022615516,0.021186928618914417,-0.07710946382477177,-0.10615477946860258,-0.022998378650394145,-0.036149050982051865,-0.11265593216136655,-0.04523374956206508,-0.042521964257375026,-0.13040062948266284,0.00979207955529278,-0.045165700228833226,-0.04858214524611933,-0.04686755233531719,-0.06756440939443933,-0.055176667917474824,-0.01216696059205504,-0.16193585771684765,-0.12538502651238817,-0.09176620983576393,-0.011289758656944473,-0.04964111118273033,-0.022221606165369005,0.0929789871442465,-0.034458313742174354,-0.017983924118335385,0.16001840699380937,-0.05517569060485017,0.002251081857256241,-0.1451982156592607
S193Fg23,-0.05574331432284329,0.17002655090992974,0.19200798601515465,0.1095754247634922,0.026253349262643243,-0.009032960006223341,-0.07804761855623511,-0.1900804152003517,0.044455216173805004,0.8675117862917463,0.015344304711700231,0.03473306348605668,0.08011112332110071,-0.04436780280464827,0.003383561613544835,0.009450729624690598,0.03500982546854182,0.19743728206352554,-0.0062455043961724315,-0.025663168499675842,0.02101380494591953,-0.028232525549708412,-0.11235139891124152,-0.011247994721926183,-0.018426072265950506,0.013369408132104795,0.052713597254394,-0.017789748565282457,-0.2072444975102055,0.01740319992555624
S193Fg25,-0.03584128655493137,-0.046850074378414944,-0.025149324760415932,-0.013731019052523635,0.036775511783993735,0.011959236878414188,0.01378148848029273,-0.11505644597867923,0.022706851851418217,-0.012040856859916776,0.004639373286173262,-0.017552453961898726,0.05695624749585803,-0.07919316027713641,-0.047703514642759626,-0.028661834587246835,-0.007307057790280616,0.0395171085611459,7.390417431620597e-4,-0.06412780216832291,0.03059886240222172,-0.013100880161306038,-0.15095693944917343,-0.03602943805753474,-0.06281344212610804,-0.03238783843263446,-0.10518848973006582,-0.00798130526283976,-0.1575318286843629,0.009144179856190173
S193Fg27,-0.03504302303729498,0.03472332973197089,0.08086283963603426,0.042018335111755734,0.05732641440879917,-0.0889215229000347,-0.1164790599319228,-0.10982401973496571,0.052209415625192795,0.01263602680350795,0.017807875786883053,0.029110883617385407,0.06338694981934911,-0.028772195302823714,0.02678582929674518,0.011331873592118277,0.07697822562394663,0.07604295599507921,-0.0256110047465502,-0.03811704947662348,0.025773639762506982,0.0032951700009746458,-0.06812415285850336,0.04673993966389811,0.04998256120039464,0.06175349416267317,0.10947580356088352,-0.017750615638686636,-0.09432006682088263,0.1008847986190615
S193Fg28,-0.10287195590498235,0.13540502072887692,0.1976622234097736,0.1285289534571496,0.09517454661118613,-0.09164347355090309,-0.12746643969958676,-0.1566867045268873,0.11346287582560793,0.06679998569761252,0.058691026929219056,0.07085410921292912,0.033866633436944384,-0.0632186698104178,0.04453528300107335,0.014056161686112375,0.08874547634788343,0.3137377900352352,0.1209107079545852,0.031217934812059613,0.013419146463421253,-0.018102881880506638,-0.10672131234594764,-0.10733954801322663,-0.9211982255981822,0.06309737278875407,0.037872668458063745,-0.055758632274785225,-0.17344551891883817,0.16009239238146503
S193Fg29,0.05031474148843437,0.047829867627941926,0.17219404207034558,-0.021651312157585728,0.023887604784399195,0.03292468160361532,-0.10687338942532121,-0.04728531422031429,0.008694521015726282,0.007349090944619657,0.01755156144640331,0.015586453262688977,-0.055497766960786114,-0.010675465754317034,-0.012054427722923082,0.004603415926692613,0.04946932425486614,0.018862956653482643,-0.16735010696679692,-0.0347110672000641,0.013853184340348528,-0.0430693760937271,-0.11507750853322536,-0.029067073936038378,0.030486732471667655,0.010053601195610943,0.07456328107831209,-0.029433762526980354,0.05140519766206858,0.09600144853533409
S193Fg36,-0.03329627265892499,0.07131518044371221,0.14020870426831403,-0.026956735724517743,0.026633016124024605,0.02070156231658637,-0.2379643658661356,-0.14381167270638703,-0.07601036359181183,-0.08102924704187356,0.007552827168903718,-0.030696169217891596,-0.06896534756733937,-0.08832750003748531,-0.09739298173803984,-0.05733886765810457,-0.0042010086593603025,0.04265838754556119,-0.1003711178880858,-0.09941061661807121,-0.04411310630809107,-0.09668673144198994,-0.19790383632188102,-0.0633266290052082,0.012943595232047023,-0.034338372854919225,0.020156234873880532,-0.04980210475810644,-0.14432609956936496,-0.1898700176854425
S193Fg39,-0.053192601873350516,0.06947938731789276,0.12937558122511347,0.07790655146137027,0.08320565758681457,-0.14736374230092533,-0.2600606110142372,-0.16341615117016056,0.06524793174539147,0.10977925739592886,0.005549347796457331,0.036676019143824484,0.08698230547350105,-0.04248983663492902,0.03242124967202381,0.0022941534039155197,0.009472859020239645,0.16268320362690034,0.05542767103274161,-0.005010044069304193,0.0379347981651302,-0.015291409047770013,-0.0098752210776059,-0.0450636547033237,0.024549203904052543,0.06075160455840882,0.11649901129403537,-0.03900144427630165,-0.043820548793704284,0.09071156993041204
S193Fg42,-0.033009584945813866,0.06358583957266487,0.04556869891854666,0.03006124608956141,0.0838541748660524,-0.0257709045099227,-0.15245479811312737,-0.14775538138253644,0.0156882559334267,0.04865151783555599,0.02352700676339318,0.0793654577856713,0.031075649296570716,-0.03188441378460347,0.03221187041104724,0.03371495931540436,0.03836761170749284,0.13899313436440558,0.10435722884161303,0.04668814765884132,-0.00842229314276012,-0.02153434079782066,-0.07891373905591635,-0.045606033699054874,0.01290185189565165,0.02849483807265262,0.08732418283885414,-0.013490237812311956,-0.15240002862041874,0.24003751213986133
