sample,MElightyellow,MEgreen,MEtan,MEgreenyellow,MEgrey60,MEcyan,MEdarkred,MEroyalblue,MEyellow,MEpurple,MEsalmon,MElightgreen,MEblue,MEpink,MEbrown,MElightcyan,MEblack,MEmidnightblue,MEgrey
H181Fg45,-0.02787957267164948,-0.23287357531039465,0.005256345109123751,-0.024263818272962527,0.09456363123221471,-0.10027654417867131,0.13143468876952089,-3.158549511910702e-4,0.21923081965447996,0.07952306649352958,0.03772909703790809,0.10265724213558207,0.10058316076548049,0.10781258318701452,0.09714829911092107,-0.012661974893458272,8.24349863705301e-4,0.06951974087207413,0.11805972136398715
H181Fg46,-0.08259616749524767,0.19577200118718252,0.17331880315033904,0.1511574725506082,0.20527718182102223,0.04814201166499827,0.06304953448048219,0.09805725325992032,-0.00901763813768174,0.2148421647818084,0.13522690781539107,0.22556802459942898,0.12088847123645735,0.08415661182940394,0.1441057305452679,0.16436443319675292,0.1683104450856191,0.012526515079826342,0.1546339188750151
H182Fg01,0.1415404955186759,-0.04583503625123055,-0.043857416490810056,0.03010531736721883,0.0303226704681632,0.06602685963983215,0.10950425861906714,0.013099066408619412,0.1200719792571435,-0.05655119375638214,-0.03991992559402768,-0.002698644265771451,0.01000837953206067,0.02836409230817845,0.005884386272247748,0.11297190367204724,-0.09609042295271482,0.013590720284424629,0.06896283853998032
H182Fg07,-0.022450847872014405,-0.03994031410699876,-0.03676213727842968,0.028446162812180893,-0.011863061101784138,0.0854462339750983,0.12879881415809963,0.013051988531411025,0.0798678472420107,-0.07512564468539454,-0.11589848827492685,-0.015350084893024836,0.01753734757836651,0.016502807891614388,0.0025631456064988457,-0.0038276132886439227,-0.01200858261273544,0.01547753460627455,0.027712327481713487
H182Fg09,0.0031791723435186676,-0.05903365662266841,0.0469293911289318,-0.02089780773637852,-0.08834566029176248,0.05323793245290901,0.12066570329291365,0.030525856450777537,0.16732380996504811,-0.11747147148591894,-0.09017267360561591,-0.03950341435771629,0.0012470790971503593,-0.026719632041265106,-0.016533219293342883,0.020194683424123526,-0.02005761308439002,0.025578643722606677,-0.01216051419689795
H182Fg14,0.12227678585181835,-0.21053030182614488,9.143825891416329e-4,-0.1660124992594895,-0.020119603889632777,0.0021906368138785385,-0.16170292890367216,-0.05411002985363691,0.017221151039310927,-0.4511592158463606,-0.06560999145625332,-0.422283414599672,-0.8388241742711479,-0.459362564465323,-0.3185922470652897,-0.19377580185771337,-0.1982332970007471,0.04147400709621829,-0.13725733865605375
H182Fg24,0.03529820590635682,-0.00822091852291431,0.046965250372460306,-0.2782418493725353,-0.041989891556177446,-0.030984715701709135,0.07288791180195653,0.15838968007945317,0.0849851441793477,-0.06950935920368524,0.06806210477456448,-0.016949005957514578,-0.0021962948791057623,0.02003441699529388,0.001242499501714338,0.1620548349306788,-0.08351683439491339,0.03086383713576015,0.07752257859186729
H182Fg25,0.040540803868729644,-0.1269391757799156,0.011146498638139534,-0.04700429892087573,-0.09051859981260076,0.019929873949557926,0.0871503021191974,-0.034748098327675635,0.15668519118544083,-0.1668573194684354,-0.09319244287174051,-0.08501186869134061,-0.0426141452170103,-0.03848661968021561,-0.05697715583452703,-0.16493574281954637,-0.12699947366873357,-0.008718662827690616,-0.14477216853589717
H182Fg28,-0.013785214240677898,-0.06668571926057883,-0.1255449598970631,-0.03839520076992874,-0.1173597088018592,0.003428465646763433,0.08369384115880087,-0.03272382246544078,0.05185781731504563,-0.1486538902599171,-0.1355792830228764,-0.07800879295925758,-0.047051932208346796,-0.11846366931096403,-0.07064906360666438,-0.22604525186945804,-0.030070168083413864,-0.017500379291518667,-0.17125454143171398
H182Fg29,-0.0014294985131906438,-0.005110380771698437,0.03942458965299665,0.022427176000237685,-0.00798832619344343,0.07251978326281637,-0.03203736712029372,0.004040330715347619,0.0026509901772095,-0.07576998067578707,-0.11021588726480944,-0.03872065176133187,-0.002518687606393958,-0.01936050672119393,-0.008172175836418766,0.12374967288177645,-0.05111559917560615,1.8272852420629749e-4,-0.007022031373381673
H182Fg30,0.121428752444826,0.0525052464629388,0.013696379801231544,0.03359512619288839,0.02613830514321925,0.06680312056501224,-0.028077825600214445,-0.006773345907221636,-0.03421079586789902,-0.030825681286844223,-0.013405497884074268,-0.026824313019035362,0.00296196726469406,-0.01711695645267571,0.002017790774060252,-0.0017679155626938489,-0.019532937693888874,-0.007315677927016303,0.04477346787265227
H182Fg32,0.041202239893254604,0.04014274265100473,0.04848166760785028,0.05264659870833481,-0.006378605844960366,0.042482622816266996,-0.0566677585862496,0.07195108985719355,-0.06908507937703437,-0.013761648487009484,-0.045238939865050426,-0.005440037494007054,0.01827164522074962,-0.022662919384106976,0.00937877127446327,-0.020333725877924202,-0.033331096475643904,0.021885182787827747,0.03763792962199944
H182Fg36,0.07693071634705309,-0.14816481430559858,-0.06335540892642709,-0.09010862629196241,-0.02810478662833198,-0.08927733761754131,-0.03628117646253472,-0.05187346535697711,-0.060531876209272986,-0.07647403979946614,0.08190672388827298,-0.07113443201169717,-0.25269357855078767,-0.17160166947367478,-0.20123241333749187,-0.1526889029446532,-0.2436281888006284,-0.9111724314177685,-0.23097941862378824
H182Fg37,-0.02212454614384783,0.06398586741335058,-0.05733248425307699,0.01692989436701091,0.08469437015464609,0.07585279388244559,0.11451454973728048,0.019624020908873847,0.078960619592848,-0.02891818763768815,-0.09568375470149254,-0.017405250801874377,0.023696446191628463,0.01778600731074102,0.009885976168466178,0.030838895179540877,-0.02472221179578267,0.02139743607053449,0.048060199784870285
H182Fg42,-0.12465048847691435,-0.04237762690791978,-0.030727897668303972,-0.05185914687457415,-0.030489999509230495,-0.048630010880801704,0.050610120935651724,-0.01763647692137365,-0.03860408767509781,-0.11824945194786698,-0.22675665960281283,0.09401405533773383,0.032813125698367994,0.07918769833597558,-0.7712495177142493,-0.1712048569124915,-0.05757243781208747,0.06656071740743023,0.019104832491225045
H182Fg43,0.23674364118791255,-0.03960954645965884,-0.04851520422307094,-0.0033316763306561713,0.008472642599050327,0.0038129723056620846,0.03667929780336044,0.00521839188395874,0.07599158298523612,-0.10284515186612972,-0.052239024893428625,-0.048507436919216586,-0.036046304097514095,-0.044427660602999255,-0.040044488569771844,0.0031339381556182463,-0.21055928361889298,-0.016869618531639242,-0.05992485711482787
H182Fg45,-0.01626398045292235,-0.11586716388134904,-0.025984427131783693,0.041391522066632554,0.03495226392463368,0.05113666381986222,0.07629220136651045,-0.006758155452776669,0.1252889121906598,-0.10509694262974024,-0.1357897257591212,-0.04478478380882616,0.013013849062695825,0.010745821483201154,0.0010715114640069058,0.0019514690804169638,-0.00439078251191303,0.00962534500017558,0.031151211961968194
H182Fg46,-0.06160966774307795,-0.0559084226912743,-0.05559759439539803,-0.04039496885808969,-0.20000259061670544,-0.09227538262292069,-0.1949957751518101,-0.13227818802551697,-0.11078406064687112,-0.07274348194872869,-0.12113200537270309,-0.7344240285965222,-0.06210925805387302,-0.09421865810338578,-0.12958919066670083,-0.2136390420602509,-0.06299533205883394,-0.10662011305881798,-0.15805514346224978
H183Fg01,-0.028580747290926335,0.024103413309137834,-0.026150745456108165,-0.004461480606203231,-0.02602750979788602,0.0498868431418933,0.0727860606486778,0.04390603017185103,0.05824451298722538,-0.04821062545196573,-0.05699543014236094,-0.002524805182977676,0.04374511664934179,0.0341355413225291,0.021732253298441716,0.12463125195023826,0.02125222796952735,0.027371815718697283,0.1091935389211945
H183Fg07,-0.08571617990086794,-0.016992588214106263,0.042486327785979765,0.005536189495261,-0.06800340228374095,0.03532869064844887,0.045800215463664924,0.009620782732486755,0.0798698647175126,-0.05252351681837767,-0.028213332577528026,-0.016637882073383826,0.010246504208626337,-2.1422379410236583e-4,0.006401447014277598,0.028973331711953935,-0.0016597104910181183,0.01582762335706221,0.029896432866232534
H183Fg08,-0.04368487998909834,-0.1209236472328467,0.10940170799904138,0.03296736729351611,-0.06100313702292876,0.045107541283485104,0.012102063032657694,0.04172733707591492,0.06674463122408536,-0.06904559418516046,-0.03429626991432064,-0.04654583791851012,0.018126252188918217,0.0097121336574293,0.014039893707917162,0.15381959065309841,0.07580237042067581,-0.00798895780178762,0.08818512631307672
H183Fg09,0.06530049614831913,-0.0953958961666864,0.03366010543061869,-0.0055102173766762895,-0.048501490135702395,0.07593429380546593,0.0191925944340443,0.00247096330342613,-0.00821129532621088,-0.07441367846283875,5.653794251339634e-4,-0.019125017777570783,0.0028534279655232668,-0.013638022000827352,0.003435489066356394,-0.002784950447748668,-0.06809635276437735,-2.2466480102255286e-4,-0.0036130471536551544
H183Fg14,0.0599346539759965,-0.1342884268880792,0.05423269511360164,-0.007335008581052714,-0.07619463672960163,0.09251789388685121,0.09185047227370646,0.12474734186363615,0.07533556780233178,-0.10861761688521714,-0.024381703977078034,-0.06688971130241302,-0.0017672179254206394,-0.038088773455678286,-0.014367407438563172,-0.021622764495318608,-0.05367113387046741,-0.02036360968220693,0.00394435875917773
H183Fg25,0.07629221630713837,-0.1512754113609428,0.048596358838399197,0.3079350890147605,-0.05579748708400082,0.135898902189333,9.199735239474719e-4,0.054119858706296896,0.10519870159737911,-0.09667133859869817,-0.05497768274631817,-0.026571116473568152,-0.003691268830293437,-0.010460828419235514,0.0015968107855924313,0.01134945194721308,-0.058606311486404696,0.02090950403526188,0.07109415750019277
H183Fg28,0.01608441264559461,-0.027588805111911613,0.13102073780417842,-0.011333121169184886,-0.054399795403460266,0.03554994837102263,0.01193432251950784,-0.0034471258723962695,0.0807039416752629,-0.08748646243200288,-0.01952294371516151,-0.04231305677729271,-0.005420518045415872,-0.0011541974990135833,-9.640395504510265e-5,0.11600017419041019,-0.037157491719741344,-0.004796968687739159,0.025487748388081415
H183Fg29,-0.09680437213500949,-0.018407208754597473,0.17593393899582188,0.010484685334072586,-0.1292284906482313,0.08380690715528244,-0.03252070205264424,0.07575590123633738,0.07337911779901803,-0.09318403081912116,-0.08527342707737047,-0.048502186287398365,0.047124002414409116,0.018936040568505095,0.025868215589033378,0.07431264508044827,0.1328802200868802,0.05333061834672844,0.1868167585285746
H183Fg30,0.004064610248957796,-0.05468043722677804,0.1507340000443,-0.039497872874008216,-0.042784691594546655,0.054833290440079216,0.027074296057490295,0.04644123312881979,0.06354491576156981,-0.14306147320729454,-0.0587438006071629,-0.04701017943546723,0.0021313741077720887,-0.03501734167191499,-0.011197310078001468,-0.12571037175156716,-0.04942164255937984,-2.094202506927284e-4,5.040044083742802e-4
H183Fg32,-0.06584912974410284,0.02287554608724332,0.18196666107666903,-0.028011089445665847,-0.10793514398737898,0.08457922365706151,0.04590541728950196,0.018418485201421607,0.023588557799646363,-0.04639556802148698,0.020841692104383525,-0.023264780284754684,0.010729248948420653,-0.022907214107231826,0.01073309146843175,-0.015525407327205852,0.00900759501656938,-0.003033571646396119,0.0174991479428942
H183Fg36,0.01954303646527859,-0.05644314456561141,0.047471559093632786,-0.03448161513394139,-0.09321830182177085,0.08039224254543118,0.08764456538386621,0.006034785770745028,0.08082367985665612,-0.1181381604904977,-0.03886086793419151,-0.05807909661463868,-0.00408753825372184,-0.02608512488573976,-0.004760714158877044,0.08182343783102537,-0.08538383665021289,0.004658293203419665,-0.02262057201127076
H183Fg37,-0.0054466681153341676,-0.03704069756620237,1.6012507498031594e-5,0.3491024603272761,0.027814444046884098,0.2123540869620868,0.08693553885422202,0.06177810429039046,0.06857646095645391,-0.011082108513635435,-0.08256732155712702,0.0023956990431557843,0.0460188459151871,0.04644585105019252,0.04549602252912406,0.14549156737509003,-0.034442535289400354,0.05062118145302914,0.13508136126399486
H183Fg42,-2.9370955742942075e-5,-0.0840279537407,0.16010336608471917,-0.04727460527279059,-0.10147541153129694,0.0341133888885128,0.08957440667462087,0.04388148220767132,0.13518298817709945,-0.11661297312883838,-0.04749781689168629,-0.025872610009368566,0.02662248934878594,0.009612549120128695,0.023156841982352624,0.03025297082009387,-0.017490089331693437,0.043435326912523026,0.0994841361208212
H183Fg43,0.12200071003609453,-0.03635279549667365,0.17184317042314237,-0.04355811884260251,-0.030554234787649542,0.036371171556014575,0.14518692002541184,-0.011947200833116105,0.15220213511527456,-0.1071213395858336,3.3403226302932277e-4,-0.028819217106453437,0.004427493729768786,0.001178250100680096,-0.004375490754089804,0.0048091568242223095,-0.13898778902461026,0.018233556571760068,0.0017342560987928884
H183Fg45,-0.12099179465017519,-0.059686411770437764,0.10947641730482825,-0.007474657506460975,-0.04644896614265581,0.08399703446534074,0.06975849272314023,0.013422478096011289,-0.001168422605859605,-0.12703488101443844,-0.12176304291955217,-0.035343206997100744,0.03132964205203519,-0.0033776430793098005,0.008992411737299368,-0.11075872734658412,0.05367335766646525,0.033463202420856444,0.057162422437255535
H183Fg46,-0.06215452016654501,-0.05862039987240557,0.09774703120643996,-0.015106358783436885,-0.10656642904547842,0.05042272541121468,0.05711433248989897,0.004441257248004027,0.11329148267793146,-0.09553063990177815,-0.03026563466939993,-0.03366444172067899,-0.00418948013488787,-0.0269616551519398,-0.010637587747499422,-0.053805176110785634,-0.02333797634888924,-4.920861261163823e-5,0.008990545692056514
S181Fg02,0.1271515347470872,-0.046276864063914236,-0.18909184602307333,0.04495134487684696,0.1511279066337022,-0.11496413683961491,0.04284305337670645,3.5282753716997056e-4,0.0805953147304725,0.1122547262852067,0.10503183515372222,0.03217556912902236,0.014016956731685735,0.015548693411150573,0.029899730416060248,0.036809211138611866,-0.14017498397202882,0.023653124387122002,-0.041456259314614
S181Fg03,0.1728226359596882,-0.12733313980705996,-0.2014938817561323,-0.23259999033810644,-0.09875794628655715,-0.31530323790620723,-0.1796754935001251,0.007199328617803805,0.020078672562043653,0.11432411001387122,0.24936963090532535,0.014386501331342859,-0.03868548195087988,-0.019168030554241343,-0.0017300454854560364,0.014528567611336312,-0.06105805959436498,-0.023299498330440212,-0.06386657916219692
S181Fg05,0.08894625690705278,-0.16517879754010348,-0.07318092561722113,-0.2256727086292759,-0.23735342760297476,-0.30950066747918564,-0.2647133481300337,-0.07642736913638566,0.02590673345055037,0.11892795196888285,0.30312648092934263,0.04108588280027709,-0.06850300335624858,-0.06319427151199178,-0.030223318018332883,0.07712088645261846,-0.03138530294397591,-0.06482102881066339,-0.11849177907840909
S181Fg06,0.13099591032398963,0.06879058006746391,-0.05533514002413757,-0.30966481724813644,0.15257669072401356,-0.18500796418681875,0.026323003549015282,0.07330714185047651,0.15395469399140224,0.2320649859168674,0.18156755103807146,0.11686288838256922,0.13073932631880061,0.2745884677079773,0.1661593667188564,0.2009088533871005,0.06117083441373501,0.09046895552014499,0.29355252781897573
S181Fg07,0.03423804670495128,-0.16970678236832118,-0.13217914340173365,-0.20184999213877652,-0.11126653512309415,-0.2483239959607217,-0.21011368255897364,-0.21772288549538354,0.05674015634965198,0.14976074427104513,0.2334330570489641,0.041146201217305604,-0.021597978758044485,-0.01370191013770334,0.00800475126857935,0.014686823036980396,0.04939557011528914,-0.022253695896628525,-0.05719141637545167
S181Fg10,-0.09954481936851328,0.02381330935091392,0.017431415861708523,-0.3087221922206371,-0.07490871378710623,-0.1692521604462306,-0.0010211642274435679,0.13996992865200764,0.08839431817682833,0.08963904523126547,0.06841663859954164,0.03748024078667502,0.04082550507878047,0.03839728752368677,0.03605333446125437,0.017349503902983,0.028296666231152085,0.02599288527052216,0.09505293220901595
S181Fg18,0.07415298899972106,-0.12180053852946313,-0.13215747857574417,-0.033469725770374915,-0.23744306172456003,-0.20554298489344766,-0.2654780847850424,-0.16203814715599058,-0.030843859348968616,0.1202389334077723,0.253465139362727,-0.010134419996070395,-0.09637688951282428,-0.09718095236901392,-0.058998550299208995,-0.041703236640578234,-0.05391363458545258,-0.0875002788792146,-0.20864148819945988
S181Fg20,0.03421343501298615,0.09365735418383388,0.08864199489245002,0.18571398074766318,0.25788428688384496,0.1399329201576147,0.1412194055561639,0.10771553175214642,0.2078363098394212,0.1535831240073585,0.08611397886922217,0.14859133009155967,0.16320813803863088,0.679129835997972,0.21541509825351304,0.23502420997423415,-0.017854928535997558,0.18467572168962065,0.31335998036430507
S181Fg23,0.0946496322989095,-0.053976909724088175,-0.11323701186233792,-0.005819385721381407,-0.1490295704740995,-0.18738118262842762,-0.23953879851551205,-0.016136864797883285,-0.06203681836174893,0.13715921212431695,0.20913576766262298,0.024439641733972072,-0.04446092329784119,-0.04380950468189599,-0.004921538414580718,-0.12450770098007792,0.014767560550027604,-0.010200819909225348,-0.11300690979316663
S181Fg25,-0.03101895988770121,0.08051123181367587,0.013519983117778833,0.14433175673995122,0.066680055605771,0.03470736320886111,0.020801797155187898,0.08355275303137774,0.04809822984605128,0.193702480091313,0.12503140052367112,0.11144581503385721,0.09384211181436916,0.11239346569784145,0.1140746459819797,0.10982571916296939,0.11762879317612367,0.10603201334098061,0.1226867666162659
S181Fg27,-0.05440137398655996,0.07448676983903264,-0.012328527662533327,0.1796614023056638,-0.050759076481569826,0.03360789606796416,-0.040531060703474966,0.05549986003726149,-0.02282151903027277,0.08004330048744274,0.017406361794984056,0.057160807615663146,0.092834296772762,0.06838686735404027,0.07955458354414241,0.044244198648866466,0.022886324789011998,0.08814948984063653,0.14300647534591965
S181Fg28,0.18214611442768314,-0.012727968841696833,-0.023662601115423343,-0.11305811490645683,-0.05341279234593036,-0.15381683659959564,-0.1067769444413504,-0.016188150741475366,0.03515551332822306,0.17439518901573067,0.21953783903074073,0.11751570124854818,0.014630481891295255,0.01907871157280158,0.07011416292376124,0.048080587606752136,-0.0507916717014503,0.05364443430638897,0.01919609351440446
S181Fg29,0.03131857405833462,0.04099531661631865,8.58836685049246e-4,0.07941380494150022,-0.08431164131684228,-0.06882362977849021,-0.13606632582557196,-0.006511529029521151,-0.030547973395083,0.1554709116626782,0.19951142196398636,0.07170883931478177,1.8440665778495824e-5,-0.011193125538835249,0.02238420703459913,-0.10813163893403516,-0.03675916890677501,0.004155291931043494,-0.04445313101609553
S181Fg36,-0.11824685830417221,0.06811673945674446,0.04952974849226846,-0.048901165874282795,0.15793545768693,-0.08673359096867417,0.01564621984160363,0.024470794513995198,0.029505598041233486,0.20682236952193478,0.15009241111927513,0.15888224341294427,0.0672444781446902,0.04969660077229598,0.10582429812412791,-0.012516303322512076,-4.888121956122541e-4,0.03307479053708319,0.03838736361347974
S181Fg39,0.032168224341197225,-0.11742552362445578,-0.08412183929401175,0.030103927663199713,-0.22365282623879984,-0.14731979575438717,-0.1035128560777168,-0.11070482460307184,0.012098182156108816,0.01663905642981022,0.1275975551821473,-0.014538019117966337,-0.04781079664178178,-0.0788298640060146,-0.025635614300558926,-0.1257868438192453,-0.01589875561573374,-0.013623464323207194,-0.17603260010512817
S181Fg42,0.03581305075660349,-0.08556879779586098,-0.04049076652151673,-0.08336759841515202,0.0775862799897214,-0.153649640968229,-0.021376991592206684,-0.00379280907228206,0.07022702816649241,0.12273608955112926,0.09900492098110861,0.06627269786265476,0.018099436088028196,0.0359254639109882,0.04663534948098969,0.13594140848941402,-0.011417656531933227,0.004913841591463887,0.012250604480846734
S181Fg44,0.020105654786977147,-0.0035672268893567434,-0.08338760553182747,-0.01692912667918188,0.07736694257505554,-0.09002832705276959,0.005658922080911741,0.04009082497645416,0.06244747837316425,0.08787071315404874,0.01036941585931325,0.0365424574595264,0.0625486609782591,0.0916379837009582,0.07070263797187323,0.012554211514682705,0.012136792407827179,0.0562053247558183,0.1335606307364108
S181Fg45,-0.19555905031436352,0.011373304289664998,-0.03327461771084733,0.10825857448494036,-0.07663523822720131,-0.06768464082264815,-0.10762615764325426,-0.020214884636107763,-0.10390837601288094,0.1121096994781642,0.06186403495935006,0.060370876850229106,0.047324688736945,-0.04913104942680999,0.046339033743591114,-0.01080283548493857,0.24869037233021232,-0.01597813992181366,-0.05357962846467576
S182Fg02,-0.10011362294802095,-0.06537252158000832,-0.15159252996220965,0.05312471053453689,0.13754176265450832,0.017721933447760317,0.13907850878312208,0.02403922431776492,0.16150066681334807,-0.0518288173476839,-0.16278983290516863,-0.009959035633905674,0.019454253202760903,0.03273734842434336,0.005492394094381347,0.029565022201059468,0.08100409424650241,-0.00926506494887948,0.01700298586017466
S182Fg03,0.08715048890521775,-7.433976191514096e-4,-0.12743808275626814,0.05231104241110306,0.027941585787051356,0.010943793046784667,-0.02049328224180197,-0.004706466801959715,0.0022483747571872786,-0.004280669618050467,-0.03726363605133101,-0.0017297071604914873,-0.005644866496969033,-0.028065655577601392,-0.011660972755726313,0.08256989668576717,0.054603127421308406,-0.027998100973377456,-0.018078434050358996
S182Fg05,0.005564337731912837,0.024906475817656818,-0.16413330829154316,0.03600419012625434,0.07779676599958489,0.013556000188869233,-6.11040262978286e-4,0.015841850638707515,0.003391830745406282,0.02604145932368818,-0.04758776221619115,0.013259217983098242,0.00508185796545035,0.007933574019880534,6.627044124799964e-4,-0.005010144264301895,0.005629641958320364,-0.0023377080337487594,-0.01927343714601356
S182Fg06,-0.09327681906575956,0.04383807461873054,-0.09755846002215406,0.061220806808858594,0.11130519979981811,0.07205721726086327,0.07482182985879073,0.0197374889410675,0.03855368566596933,-0.003995737326172458,-0.16441014801361883,0.01671873863374296,0.03694446969137782,0.019307608951703744,0.012776028030762802,0.02249635526091673,0.12464307351962925,0.006789774088698385,0.028451665814917954
S182Fg07,0.11614494874405473,0.1055466197369746,-0.11050728067843493,0.04881285602391921,0.15882931324197758,0.057738098696533485,0.09081994018945348,-0.02494039932507404,0.0151291433442417,0.013787250011150226,-0.03376610373509667,0.08404188835011242,0.019438254321770203,-0.0035317957999332393,0.013557386064564842,0.16095366071512868,-0.1339993880239406,0.03476468578550641,-0.0019935727455939523
S182Fg10,0.01671954859799548,0.04086494459956682,-0.05624005589251579,0.0506838083050996,0.09267905541956893,0.061040650357902085,0.01192236072920645,0.03339671552111264,0.0030253677022508735,-0.002790020944459499,-0.06783392844391858,0.015790363367404872,0.01281283726150625,0.013383330836294222,0.013974047644232924,0.1108222314722252,-0.0011413382913271336,-0.002135331328306895,0.02977406129037083
S182Fg18,0.01722807755804384,0.04419786345321868,-0.0690983068946481,0.03950489770754771,0.1616205512083521,0.05654727988642399,0.0805109971035882,-0.01078666749265983,0.005765254313665617,0.01688188479827056,-0.05049554157709163,0.01613760688868745,0.004961673060688,0.028383837240930146,0.01427898876958292,-0.10018653406331332,-0.036385904628568534,7.553407898796402e-4,0.002754895522080705
S182Fg20,0.12425739565872859,0.003584502970435057,-0.06039365392098289,0.021714483112943283,0.05950801480483628,0.016124876344846325,0.011411707854780573,-0.021442376752397525,-0.035947137396453076,0.004624811359327369,0.01965312660689423,0.012499443284221751,-0.012002555804711334,-0.006308727299692001,-0.011210409733429799,-0.06795759879992046,-0.05757155479077754,-0.008581591724293703,-0.07430947949875433
S182Fg23,0.06540281034518494,-0.1440348732910999,-0.07615352950189724,0.01604447900069229,0.041188038402582415,-0.01746451840632684,0.044872594791050234,-0.040026392206476226,0.05109049412660894,-0.039172047419486204,-0.05567157016637679,-0.0027662882772303272,-0.0051198283876251515,-0.00405491159253144,-0.014699283827543737,-0.09401374166000105,0.008167482406280393,-0.013162493027603386,-0.08297861099783349
S182Fg25,0.06599739506486269,-0.031493772433841195,-0.11457026381700769,0.046124887309210175,0.15014926440247828,0.04485127060301181,0.10496249942718104,-0.023550732328674516,0.038908242525818135,-0.00885001390433894,-0.06679972521026825,0.007514760401533523,-0.005930986542474301,0.011651095758399588,-0.004882988565357556,-0.016060840042453953,-0.09137995629536083,-0.011819723827845567,-0.04246902918881131
S182Fg28,-0.0952980390522571,-0.1185123098576382,-0.11904428183068365,0.02476246961461532,0.007290722983035614,-0.01831562634469737,0.047345215687941346,0.027493546106592333,0.0707003214156585,-0.03287601561220136,-0.08188896623435896,-0.021144361635573625,0.015885891042404107,0.007299752956416113,-0.0026863325125165375,-0.007863008755142259,0.12392469810309328,-0.00493847172712524,-0.017502670786981374
