sample,MElightcyan,MEgreenyellow,MEorange,MEmidnightblue,MEgrey60,MEblue,MEdarkred,MEdarkturquoise,MEbrown,MEyellow,MEdarkgreen,MElightyellow,MEcyan,MEsalmon,MEdarkorange,MElightgreen,MEpurple,MEdarkgrey,MEmagenta,MEblack,MEwhite,MEgrey
S181Fg27,0.01152319593355056,-0.02949308464082546,-0.28548550980786386,0.059197948595708975,-0.009214863766913006,0.1145158695248767,-0.05917988794235581,0.01972670663525522,0.11536531580746195,0.07108637205281476,0.025704758384021715,0.03296729453472055,0.03471478838414499,0.058971918606751834,-0.08222413559400836,-0.02809032932330973,0.0348260217916742,0.11879512029571307,0.23996954105736001,-0.057350513650549315,0.026232069376142923,0.1866549210372858
S181Fg28,0.05266424585350787,0.20753563102842917,0.1502581595558244,0.0374307950349835,0.010663427273380476,0.10546126620581942,0.2161850271115278,0.04810599898641321,0.001472937300081252,0.06514307244286843,1.3234261750440354e-4,0.0880592789269458,-0.05663506644192456,-0.06976387729947318,-0.04460533517347647,-0.14473022267206911,-0.08866852548629439,0.0391775518855247,-0.08177459789966508,-0.10185734875792192,0.03833234469187331,0.21310846083982796
S181Fg29,0.039274597523592684,0.18187814830024146,-0.1167723103334448,0.012426518601062189,-0.04116185080514595,0.05642310959605167,0.08701428464059582,-0.19666517471387857,-0.04533079070797176,0.0367340729812409,-0.08616917599072899,-0.034074549307200726,-0.06042903451511058,-0.06776094325438864,-0.029335127118928956,-0.20455454267982282,-0.04122453850788306,0.019603768709601094,0.11545444530339456,-0.09633602373999128,0.009953695751747956,0.0054040063970204
S181Fg36,0.06320410443171115,0.05551005594288257,-0.0875358524021272,0.037008128172582463,0.027538589937600156,0.11412794143657985,0.129745914251933,-0.028295218847998144,0.026464725589416253,0.1370593290374834,-0.02933146574828358,0.024249581694464138,0.02556330530098568,0.03742754571774715,-0.05353074698926725,0.038350546514579593,0.023431166050956832,0.030955251967740148,-0.016190143994337006,-0.06592335457554108,0.023210842177352618,0.19337184254796863
S181Fg39,-0.12912631296813978,0.16787866719465552,-0.1831712093970908,-0.0720737347171173,-0.11536677470169616,0.014387910062295254,0.013449161864743205,-0.1873656072025352,-0.11312499134476367,-0.032571326703584765,-0.11530423873960605,-0.09906981448516058,-0.10788524792411379,-0.12481517660792943,-0.13218827653074022,-0.29119391801430256,-0.20838899524360358,-0.06685487822603227,0.04360552127829331,-0.09897785419527828,-0.3772760536744356,-0.20041377385670825
S181Fg42,-0.019078362579224288,0.06842000228441027,0.021455379667977597,0.02690358017085222,-0.05149665400208782,0.14304231200990689,0.09020581617183743,0.18429435010378403,0.00693000178602762,0.0655299495145057,6.607715620389726e-4,-0.029184266395064475,-0.0414940542191128,-0.04391940044786811,-0.05106102937680335,-0.04571322157871732,-0.16148428148507127,0.035556369648289995,-0.05043722571235221,-0.0645659457298721,0.009848540902751082,0.0684544500330506
S181Fg44,-0.07599146215144746,-0.06761422744217695,-0.0990148122794676,0.06043530294230092,-0.005588128654595292,0.171590438703892,0.004270749341516121,0.05862990328255005,0.10397634627060083,0.07433542637605352,0.023654656605536194,0.020695295125888222,-0.005432835851204268,0.009679129966753013,-0.09906185501374255,0.03431523315560858,-0.11662490691116893,0.1271607956937436,0.037241312018126076,0.007908545713016314,0.07155844064379248,0.06153801700234372
S181Fg45,-0.013481915225362337,0.019604847959419122,-0.3724662427099445,0.005684019313153148,-0.11733258547412861,-0.018479930590933738,-0.022059526309067306,-0.021758481664926776,-0.014793453951215906,0.03996477924829649,-0.3551854194029753,-0.04279562465306569,-0.002111069418005278,-0.0573493516808999,-0.08239417490723086,-0.14006121210830902,-0.06699120901725435,0.03343451106174738,0.13359596998547266,0.42291152023013995,-5.615815253855997e-4,0.026945495900097382
S182Fg02,-0.3003813809154932,-0.23598634164862228,-0.16791975965316566,0.004609049488334815,-0.008311855074823692,0.1526064250001115,0.02061439907462266,0.012815782852073737,0.00639058151886476,-0.0025391487996632347,0.020091743676464158,-0.025874002774590916,0.0064141140894861115,0.002690089242519497,0.018035475719000625,0.14742042002805542,-0.07131821438057462,0.04338360934549347,0.06597664772131717,0.0861953071889737,-0.011232215384736198,0.022476552119041482
S182Fg03,-0.1858311829794275,-0.07787466765303015,0.08196636379172047,0.015543872945004587,-0.014996175067920645,0.01990063729972074,0.007475932309733055,0.084602341082485,-0.0513674625187418,-5.613296387890321e-4,4.956694808692449e-4,0.006855154528049549,-0.00929110034865584,-0.04809759488016612,0.006995372357509959,0.04599407221782162,-0.03250874105866673,0.0019967063194397767,0.06849473662499686,0.05823522519325703,0.002425041123951038,0.014760808008467727
S182Fg05,-0.18883489628786226,-0.08287215457875635,0.03783382737759483,0.03006080686935473,0.00483358449489932,0.03574371168737546,0.003800208423450647,-0.010996269692364466,-0.02204054135582976,0.024375685768853527,0.02219926138288036,0.002112396908604395,-0.017208230924837788,-0.029629379357507646,0.025400539124546737,0.08467597654895506,0.0015655833094268595,-0.05887358542382098,0.05813666796531158,0.011037253740032085,0.009937914660602325,0.040065817642609615
S182Fg06,-0.15376912020245917,-0.24079003495460322,-0.10786983519425646,0.03267741778655143,0.018317181630933335,0.0712772153585899,-0.011712263622256497,0.024990514645721378,-0.009439379596951947,0.019782253245893413,0.03827634188836739,0.02613757468522705,0.03208147111298372,0.012485109675832487,0.007388636549948501,0.14525230365743366,0.04913905196147447,0.06237708223250388,0.0866682815640472,0.1447832545762497,0.017974794932660416,0.08421243413135707
S182Fg07,-0.148143595921746,-0.10266491896536929,0.1065059979507733,0.023739281534829494,-0.05278717967526823,0.0718755113126093,-0.01881411611108259,0.28592467263129956,-0.0304299676330802,0.05215139124783223,-0.02132666136429903,-0.04306112595049482,-0.022294133053781594,-0.026876062954012618,0.027124119836686136,0.14783393973855177,0.05747774191635083,0.023392180442411224,0.08069969234318763,-0.19786786437933013,0.02407798959572496,-0.12148477091807225
S182Fg10,-0.10704253140453189,-0.11912770161656319,-0.01115797743952878,0.08207532702902005,-0.015119386111184699,0.04086261888757786,-0.041638612755112533,0.15114662376915317,-0.0019479509486650635,0.011991181011565762,0.02294992769408826,0.01033696480076295,0.022874221178670266,0.011284842179800107,0.041391703142088884,0.0887377392211415,0.01774755079280202,0.06946606747843698,0.06641550351950018,-0.009327467533354613,-0.017806420837457846,0.030495803228780625
S182Fg18,-0.10098896891016136,-0.12490306006996954,0.08530702759653364,-0.004795556313355146,-0.009100658917236418,0.03185721959327479,-0.011286548369378271,-0.15945190241802135,-3.815791238408013e-4,0.019262744315615265,0.002133131901984144,0.0018635802394232704,-0.018666041527702223,0.014816516134890403,0.08153745885200446,0.13410689921434918,0.028074332959139126,0.014870676413079842,0.0744817455164944,-0.041881326107312815,0.02406839485263233,-0.0729007416071061
S182Fg20,-0.07687734887061048,0.005888560352660115,0.17232951663492554,-0.028133907310085256,-0.034392862379842876,-0.03287656030227718,0.001705983096251987,-0.115017973765405,-0.04045539751221915,-0.009622686547308992,0.001518233245517345,-0.016951459444928818,-0.03454013787598967,-0.04355585465855967,0.08867212473704493,0.03752743028334422,-0.0028190130993240715,0.03182022673960828,0.03327469029734912,-0.0971712900066356,-0.01835613221057711,-0.12624052822134776
S182Fg23,-0.14964651592695258,-0.08259553498494049,0.02493237748042642,-0.019726059985170727,-0.02950980133894996,0.040768523809763944,0.030407409861974377,-0.16275133954360804,-0.04200026113815465,-0.018380645559850483,0.00957948481812551,-0.012862086018163747,-0.0250196772698571,-0.036380831958356674,0.06118567460835684,0.03351694102971798,-0.11142899473141396,0.04477769178481638,0.03226933590059451,0.007393686047523837,-0.05495449090645093,-0.2346049752171619
S182Fg25,-0.13718951808472263,-0.09665687713043372,0.12127458396202748,-7.624752555043732e-4,-0.01054559469567516,0.03465495143550849,-0.003985803662361655,0.010038692496599921,-0.028048601092913208,0.010042565428145493,0.02533005832232754,-0.008688999340321812,-0.04524922630293664,-0.02560005026026726,0.09386991132031702,0.12417784059552996,-0.02512536382585989,0.031645182555359426,0.0689384560617397,-0.11729662967426484,-0.01782358590097017,-0.07248121904145197
S182Fg28,-0.19504340493713554,-0.08814422343831775,-0.14248217227238785,0.007143105840760632,-0.003021717687450677,0.06484518763015305,0.04660232774159725,-0.030028540427279277,-0.001221691392092426,-0.0034655243756428716,0.017207410850085442,-0.015033259663767723,0.021317987731984137,0.00949186595648395,0.019580978022571152,0.055849258275440385,-0.10171501338958296,0.013595801144746244,0.023198377560640988,0.1727593411917044,0.013415453708183176,-0.009404430021758703
S182Fg29,-0.06593220345000678,-0.17804014673657761,0.04608491953266656,0.03664066086962513,-0.0012937322180187534,0.046098004952360695,-0.07895863669570803,0.1810162731319165,-0.0052627626742376464,0.021402820323304268,0.03608852350006552,0.03863200945465085,0.012152657592699786,-0.024136966976329083,0.030250906652462706,0.164554106462546,0.07095556693908416,0.0524196724457971,0.08553605021767374,-0.04983195479331719,-0.022809997446879185,-0.010546163850351906
S182Fg36,-0.059450263575075615,0.02140303275593655,0.107907874975313,-0.060119633418063506,-0.03588217888556323,0.017298139328981346,-0.05721885588862056,0.0016643497596479531,-0.04006643731554365,-0.01112575652669957,-0.0020754488440378033,-0.0026762981583943334,-0.053856531591609295,-0.043946054537409705,0.079718616795375,0.028276260407948832,-0.019276255077102095,0.01773198089561077,0.04430899048800121,-0.17360659404717219,-0.05343123080700033,-0.1956345835474921
S182Fg39,0.07942332814490957,-0.09207007898639225,0.01284672398888589,-0.022289659480859588,-0.015099193501079447,0.007396073232753886,-0.07445386716535936,-0.0019147752565224498,0.011827690971145605,0.008975425000461865,-0.006522723578694445,-0.0060791146440594395,0.013360719674115855,0.007735086711695762,-0.05002850460581874,0.08731675164349013,0.007323812504812547,-0.0386662491776631,0.00100554566277289,0.022995263968848486,-0.13430501390399144,-0.009209806551239444
S182Fg42,-0.1929512726673836,-0.17452952844657865,0.0367334998107333,-0.02085396957651464,-0.016083762960756906,0.07206519442494184,-0.06906273160937393,-0.026542603639925173,-0.034813498120236194,-0.010313744131008,0.009079698334140648,-0.028937654297661253,-0.07172138345645629,-0.0457550840406709,-0.001720795860051814,0.10347534628210078,-0.05541281566655253,4.5344924134908875e-4,0.05478917301314396,-0.07425488608391358,-0.05001164991985438,-0.08944623045163273
S182Fg44,-0.0604150421062544,-0.03709309085742033,-0.02091587908100228,0.012734145586537992,-0.008872095422854817,-0.0023414724794734855,-0.010190743786271784,-0.19436250774565736,-0.023685836562558186,0.012992340505953265,0.006721870682570302,-0.019532914481775476,-0.030262811598489862,-0.031342841381188306,-0.028019439147447096,0.02062552089788476,-0.0652182963812107,-0.022224769417761532,0.015183767607965389,0.03066986545040187,-0.009716934426373358,-0.0452509571113114
S182Fg45,-0.1026720320462429,-0.2969064045200008,-0.28264239747841574,0.05796820492415601,0.018330176120630575,0.11786665559546233,-0.0861705594851385,0.01709370440274719,0.054558767795454724,0.055033532474615045,0.046032471867187105,0.04240469267312586,0.08727719952655817,0.05119329313038803,0.17595165815226488,0.2166309529095876,0.04907739996148021,0.04846100620494967,0.07586175398895548,0.263773673666881,-0.026847100997112086,0.034589578226443984
S183Fg02,0.23092620786953583,0.017841463032087536,0.09734124243830167,0.015879459139878836,-0.03730032541714339,-0.1375445237887661,-0.14249166273576924,-0.11318662226445164,0.01506598824983206,0.008729968043494934,0.026276701187687306,0.0528182822260859,0.029635486746084072,0.003565554778798518,0.0012444138052736967,0.02685880011212312,0.160982032093613,-0.0013587194161077622,0.010731041344447656,0.01331504967022105,-0.031202005446702513,0.19028243682965412
S183Fg03,0.21781557291957426,5.57330699139497e-4,0.12589480857648616,0.042737591097425594,-0.010967254524998398,-0.10433649596510004,-0.14777375082397148,0.18091638635511703,0.008987919332587729,-0.018090199918901217,0.018082406903036467,-0.009729985599803925,-0.012289756144274563,8.064415418363324e-4,0.004240862366105078,0.032450814126710366,0.1203221860392479,0.016544425860619792,-0.011006307124224771,0.0038755783688220625,-0.06512557404427825,-0.03334363090632214
S183Fg05,0.10054813435341084,-0.13952069420678745,-0.07370978735873733,0.07221537423583722,0.06534854580890113,-0.039469274936685846,-0.037649475401457334,0.07895612456470028,0.1468373631310047,7.744793374809846e-5,0.35318404910453205,0.6658952757291706,0.32371214568172996,0.8599619953648423,0.3000162871309161,0.25544961059163485,0.27584818315015774,0.01229324502864768,0.11427969452104857,0.1987921854352176,0.009392394837778244,0.045737735709626026
S183Fg07,0.1559592612375043,-0.0892550689727333,-0.05034376939415337,0.1086861700193905,0.02733788040821357,-0.13939741043510318,-0.09404850387655225,0.14678185693951132,0.08540008705299758,0.07039593007808281,0.25883906184403155,0.07695167296641184,0.8324227886432044,0.06060775738949471,0.2185096140659953,0.18318806564009105,0.28442956980598394,0.02000860982634366,0.05451234800167872,0.15448785807938523,0.035439493179553784,0.18898568978592073
S183Fg10,0.1668000830002941,0.12381220341884538,0.2501179448545274,-0.9130524597242546,-0.0834597133922636,-0.27086729527148146,-0.12663979542400516,-0.20423701337987196,-0.10864378113364509,-0.02887081431264778,-0.08744067874739139,-0.010133070846182486,-0.05485938065810463,-0.08533291005258793,0.27425365322183454,-0.07671778589116518,0.19813114546179253,-0.08662690453545693,-0.015912537416448713,-0.14590339209085196,-0.046519745129312715,-0.016373156013916815
S183Fg20,0.06722384455725534,-0.08353362923825011,-0.03521114381971557,-0.0030703499109295436,-0.034475451442423054,-0.18642598978915845,-0.1492168601580591,-0.183440882720894,-0.01349242280126988,-0.005276756086002901,-0.02744585751799,0.011691851319375333,0.02471251809172729,0.02907897621736374,0.23048092967256875,0.04476312795463135,0.1723259712467511,-0.030925913033820113,0.014723457179254508,-0.0076358017772572605,0.024539343228259968,0.01834715975970268
S183Fg23,0.15051318707501926,0.03153120872565805,0.03748474536161873,0.04192014491186632,-1.8881214328535584e-4,-0.11715115496524796,-0.10656043613571892,0.02683978338057524,0.02446238307792497,-0.002980597203395766,0.026480758124599785,0.011173864189077667,0.03371350349205948,0.039485195343334265,0.2452920458531608,0.023752372747854415,0.10931407998566477,4.0772418956733924e-4,-0.03253056462717246,0.04734557264619158,0.024790945578202436,0.10262143209962314
S183Fg25,0.04797980952433798,-0.005450815353374649,0.07459813438023222,0.06860660132967461,-0.057776429218476845,-0.29752685813360324,-0.24205995952525783,-0.2161660852686819,-0.11623357300742729,-0.12017608433541004,-0.20051137804974506,-0.0625085055825321,-0.09063214724857364,-0.0505044614846366,0.16982282149840097,-0.07687202545970535,0.09503427659152805,0.09408777220465513,-0.03563078369533582,-0.18035443579457705,-0.030234484409350053,-0.16380799171584742
S183Fg27,0.1248607866671682,0.07354783411993662,0.2041933712224582,-0.017558413247601358,-0.0768775157152941,-0.2348321929397965,-0.17614105570302083,0.25209266763652916,-0.03832516811821118,-0.0650416277946936,-0.021988722002847613,-0.058276845152636696,-0.062456636861957876,-0.05211957882519641,0.22434669053225414,-0.04350389162915946,0.10693411592825051,0.0021148225696512057,-0.043514305385432384,-0.11854101821272993,-0.02458156726279476,-0.29306436593385304
S183Fg28,0.052328731011968846,-0.04161570789547184,0.06350012589578331,0.044024800086100865,-0.03361599114257491,-0.2409758760031726,-0.16346676353631195,0.0035729292714849923,0.005378895520164358,-0.008845353240947665,-0.08147706656471572,-0.017814174200921577,0.03543459489139384,0.004812607136013696,0.1771033307185376,-0.013275470923083533,0.1260058557916199,-0.0035501680186743115,-0.014494925996553436,0.04179892425495376,-0.04966893904107544,0.2819668729068769
S183Fg29,0.10660524566710669,-0.015896786647599533,0.11167706672237762,-0.01521590742342032,-0.02126022820392821,-0.12674461495532122,-0.10488587148336576,-0.17315996019075244,-0.031913853722522305,-0.016809103675556974,-0.02024706405339983,-0.008803981569159427,-0.015344685348746638,-0.011637314139916591,0.053408394648772575,0.02761749424411258,0.16154097878258644,0.008770011285479492,0.004795145186735195,-0.11342385233689153,-0.017255255211081236,-0.19754189207583775
S183Fg36,0.06890542131283546,-0.02963255683136444,-0.03904698264122173,-0.0064653628014777345,-0.030889087354890075,-0.2622764390519165,-0.11760186017970918,-0.21422768230144543,-0.36044697934594144,-0.9197210504630703,-0.44036824973257094,-0.6472265449363689,-0.24122303739651418,0.0855392774482879,-0.20810589989145384,-0.11446075141147093,0.03759110999353156,-0.026307228516240257,-0.1240585845686952,-0.057392059322336604,-0.009706312388334496,-0.22735968960087705
S183Fg39,0.11994756058595814,-0.00768985275849195,0.0071665706729278555,0.006894365664448386,-0.03403179850485285,-0.14890326011217833,-0.021405105589403638,0.03157706122197592,0.009341763995434552,0.004319335639576359,-0.011271017269837128,0.003650858199152473,0.025221029225664403,0.009388190913918274,0.012395499957701462,0.0062684217259788904,0.11453613896914766,0.045711530121196574,0.005410378278738363,0.10603856528982465,0.8773101247439636,0.09517518790887335
S183Fg42,0.39021184622269944,0.06560147562783604,0.23169116935404482,0.01944363641856854,0.06305356651801972,-0.1264948298655936,-0.0496002237263458,0.24326837637171952,0.0471313386912481,0.03402483670730979,0.04271490627081496,0.006188102389166512,0.03230865358903499,-0.01621283408013596,-0.2095211121330473,0.06914800964914505,0.1511539268001707,-0.032912831046849486,-0.014978807401938715,0.05792353405611955,-0.013215807623218598,0.22524987027733934
S183Fg44,0.31848315220817597,-0.017591044233258933,0.1320701335974749,0.020116050182055367,-0.0448723908698645,-0.17472986691652295,-0.2243047560531783,-0.004312232229008443,-0.027169557196732513,-0.06447784416120653,-0.03281328035629362,-0.03560368953705466,-0.07632293235646205,-0.02987467431929686,-0.18028027140687095,0.05392828622571403,0.08710081542531337,-0.03313235455709676,-0.05731356740497506,0.08884575055880269,0.02188573973836809,-0.1401776704612047
S183Fg45,0.19077143290440204,-0.1247363502031198,-0.21975645206629496,-0.01447224301350454,7.441997497094368e-4,-0.15514024975632554,-0.15360427511156743,-0.2683512905379783,0.0010262865707264801,-0.046986000848596,-0.046834363208275505,0.013616735391976758,0.05845374649951867,0.012398262763980124,-0.29522440666885114,0.013270541124858088,0.07594221682945643,0.03917716015172273,-0.03946527532031255,0.44488815746601773,-0.011467814022756147,-0.0631917533404373
